mean,std
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.59962,0.292592
10,2.56018,0.333165
10,2.56018,0.333165
10,2.56018,0.333165
10,2.56018,0.333165
10,2.56018,0.333165
10,2.56018,0.333165
10,2.56018,0.333165
10,2.56018,0.333165
10,2.56018,0.333165
10,2.56018,0.333165
10,2.56018,0.333165
10,2.56018,0.333165
10,2.56018,0.333165
10,2.56018,0.333165
10,2.56018,0.333165
10,2.56018,0.333165
10,2.56018,0.333165
10,2.56018,0.333165
10,2.56018,0.333165
10,2.56018,0.333165
10,2.56018,0.333165
10,2.5601,0.333082
10,2.5601,0.333082
10,2.5601,0.333082
10,2.5601,0.333082
10,2.5601,0.333082
10,2.5601,0.333082
10,2.5601,0.333082
10,2.5601,0.333082
10,2.5601,0.333082
10,2.5601,0.333082
10,2.5601,0.333082
10,2.5601,0.333082
10,2.5601,0.333082
10,2.5601,0.333082
10,2.5601,0.333082
10,2.5601,0.333082
10,2.5601,0.333082
10,2.5601,0.333082
10,2.5601,0.333082
10,2.5601,0.333082
10,2.5601,0.333082
10,2.49874,0.212646
10,2.4661,0.17619
10,2.4661,0.17619
10,2.4661,0.17619
10,2.4661,0.17619
10,2.4661,0.17619
10,2.4661,0.17619
10,2.4661,0.17619
10,2.4661,0.17619
10,2.4661,0.17619
10,2.4661,0.17619
10,2.4661,0.17619
10,2.4661,0.17619
10,2.4661,0.17619
10,2.4661,0.17619
10,2.4661,0.17619
10,2.4661,0.17619
10,2.4661,0.17619
10,2.46557,0.176549
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.46394,0.177684
10,2.44676,0.166701
10,2.4332,0.161786
10,2.4332,0.161786
10,2.4332,0.161786
10,2.4332,0.161786
10,2.4332,0.161786
10,2.4332,0.161786
10,2.4332,0.161786
10,2.4332,0.161786
10,2.4332,0.161786
10,2.4332,0.161786
10,2.4332,0.161786
10,2.4332,0.161786
10,2.4332,0.161786
10,2.4332,0.161786
10,2.4332,0.161786
10,2.4332,0.161786
10,2.4332,0.161786
10,2.4332,0.161786
10,2.4332,0.161786
10,2.36229,0.123609
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35318,0.125264
10,2.35303,0.125291
10,2.35172,0.12554
10,2.34489,0.125102
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.34158,0.125192
10,2.33957,0.124534
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.32178,0.120673
10,2.29751,0.127633
10,2.29633,0.128243
10,2.29633,0.128243
10,2.29633,0.128243
10,2.29633,0.128243
10,2.29633,0.128243
10,2.29633,0.128243
10,2.29633,0.128243
10,2.29633,0.128243
10,2.29633,0.128243
10,2.29633,0.128243
10,2.29633,0.128243
10,2.29633,0.128243
10,2.29633,0.128243
10,2.29633,0.128243
10,2.29633,0.128243
10,2.29633,0.128243
10,2.29633,0.128243
10,2.29633,0.128243
10,2.29633,0.128243
10,2.2938,0.127873
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.29142,0.127629
10,2.28241,0.127631
10,2.26684,0.131079
10,2.26684,0.131079
10,2.26684,0.131079
10,2.26684,0.131079
10,2.26684,0.131079
10,2.26684,0.131079
10,2.26684,0.131079
10,2.26684,0.131079
10,2.26684,0.131079
10,2.26684,0.131079
10,2.26684,0.131079
10,2.26684,0.131079
10,2.26684,0.131079
10,2.26684,0.131079
10,2.26684,0.131079
10,2.26684,0.131079
10,2.26684,0.131079
10,2.26684,0.131079
10,2.26684,0.131079
10,2.25974,0.120563
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
10,2.24861,0.105902
