,No local opt,std,,w/ local opt,std
10,2.20863,0.0612034,10,2.22158,0.118321
10,2.20863,0.0612034,10,2.22158,0.118321
10,2.18554,0.0392302,10,2.22158,0.118321
10,2.18554,0.0392302,10,2.22158,0.118321
10,2.18554,0.0392302,10,2.22158,0.118321
10,2.18554,0.0392302,10,2.22158,0.118321
10,2.18554,0.0392302,10,2.22158,0.118321
10,2.18554,0.0392302,10,2.22158,0.118321
10,2.18554,0.0392302,10,2.22158,0.118321
10,2.18554,0.0392302,10,2.22158,0.118321
10,2.18554,0.0392302,10,2.22158,0.118321
10,2.18554,0.0392302,10,2.22158,0.118321
10,2.18554,0.0392302,10,2.22158,0.118321
10,2.18554,0.0392302,10,2.22158,0.118321
10,2.18554,0.0392302,10,2.22158,0.118321
10,2.18554,0.0392302,10,2.22158,0.118321
10,2.18554,0.0392302,10,2.22158,0.118321
10,2.18554,0.0392302,10,2.22158,0.118321
10,2.18554,0.0392302,10,2.22158,0.118321
10,2.18554,0.0392302,10,2.22158,0.118321
10,2.18554,0.0392302,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17685,0.0336264,10,2.22158,0.118321
10,2.17684,0.0336256,10,2.19097,0.0878467
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.17684,0.0336256,10,2.17784,0.079944
10,2.16127,0.0393688,10,2.17784,0.079944
10,2.16127,0.0393688,10,2.17784,0.079944
10,2.16127,0.0393688,10,2.17784,0.079944
10,2.16127,0.0393688,10,2.17784,0.079944
10,2.16127,0.0393688,10,2.17784,0.079944
10,2.16127,0.0393688,10,2.17784,0.079944
10,2.16127,0.0393688,10,2.17784,0.079944
10,2.16127,0.0393688,10,2.17784,0.079944
10,2.16127,0.0393688,10,2.17784,0.079944
10,2.16127,0.0393688,10,2.01607,0.0890411
10,2.16127,0.0393688,10,2.01219,0.0950515
10,2.08028,0.0503459,10,2.01219,0.0950515
10,2.08028,0.0503459,10,2.01219,0.0950515
10,2.08028,0.0503459,10,2.01219,0.0950515
10,2.08028,0.0503459,10,2.01219,0.0950515
10,2.08028,0.0503459,10,2.01219,0.0950515
10,2.08028,0.0503459,10,2.01219,0.0950515
10,2.08028,0.0503459,10,2.01219,0.0950515
10,2.08028,0.0503459,10,2.01219,0.0950515
10,2.08028,0.0503459,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.01219,0.0950515
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,2.00788,0.0964586
10,2.0707,0.043711,10,1.99135,0.0852977
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.96824,0.0779446
10,2.0707,0.043711,10,1.94174,0.0692882
10,2.0707,0.043711,10,1.93683,0.0690714
10,2.0707,0.043711,10,1.93683,0.0690714
10,2.0707,0.043711,10,1.93683,0.0690714
10,2.0707,0.043711,10,1.93683,0.0690714
10,2.0707,0.043711,10,1.93683,0.0690714
10,2.0707,0.043711,10,1.93683,0.0690714
10,2.0707,0.043711,10,1.93683,0.0690714
10,2.0707,0.043711,10,1.93683,0.0690714
10,2.0707,0.043711,10,1.93683,0.0690714
10,2.0707,0.043711,10,1.93377,0.0735326
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.93105,0.0776329
10,2.0707,0.043711,10,1.92285,0.0765641
10,2.0707,0.043711,10,1.92096,0.0764898
10,2.0707,0.043711,10,1.92096,0.0764898
10,2.0707,0.043711,10,1.92096,0.0764898
10,2.0707,0.043711,10,1.92096,0.0764898
10,2.0707,0.043711,10,1.92096,0.0764898
10,2.0707,0.043711,10,1.92096,0.0764898
10,2.0707,0.043711,10,1.92096,0.0764898
10,2.0707,0.043711,10,1.92096,0.0764898
10,2.0707,0.043711,10,1.92096,0.0764898
10,2.0707,0.043711,10,1.92096,0.0764898
10,2.0707,0.043711,10,1.92096,0.0764898
10,2.0707,0.043711,10,1.92096,0.0764898
10,2.0707,0.043711,10,1.92096,0.0764898
10,2.0707,0.043711,10,1.92096,0.0764898
10,2.0707,0.043711,10,1.92096,0.0764898
10,2.0707,0.043711,10,1.92096,0.0764898
10,2.0707,0.043711,10,1.92096,0.0764898
10,2.0707,0.043711,10,1.92096,0.0764898
10,2.0707,0.043711,10,1.92096,0.0764898
10,2.0707,0.043711,10,1.9207,0.0768828
10,2.0707,0.043711,10,1.92061,0.0770166
10,2.0707,0.043711,10,1.92061,0.0770166
10,2.0707,0.043711,10,1.92061,0.0770166
10,2.0707,0.043711,10,1.92061,0.0770166
10,2.0707,0.043711,10,1.92061,0.0770166
10,2.0707,0.043711,10,1.92061,0.0770166
10,2.0707,0.043711,10,1.92061,0.0770166
10,2.0707,0.043711,10,1.92061,0.0770166
10,2.0707,0.043711,10,1.92061,0.0770166
10,2.0707,0.043711,10,1.92061,0.0770166
10,2.0707,0.043711,10,1.92061,0.0770166
10,2.0707,0.043711,10,1.92061,0.0770166
10,2.0707,0.043711,10,1.92061,0.0770166
10,2.0707,0.043711,10,1.92061,0.0770166
10,2.0707,0.043711,10,1.92061,0.0770166
10,2.0707,0.043711,10,1.92061,0.0770166
10,2.0707,0.043711,10,1.92061,0.0770166
10,2.0707,0.043711,10,1.92061,0.0770166
10,2.0707,0.043711,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07069,0.0437097,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.92061,0.0770166
10,2.07065,0.0437461,10,1.91357,0.0742897
10,2.07065,0.0437461,10,1.90924,0.0730573
10,2.07065,0.0437461,10,1.90924,0.0730573
10,2.07065,0.0437461,10,1.90924,0.0730573
10,2.07065,0.0437461,10,1.90924,0.0730573
10,2.07065,0.0437461,10,1.90924,0.0730573
10,2.07065,0.0437461,10,1.90924,0.0730573
10,2.07065,0.0437461,10,1.90924,0.0730573
10,2.07065,0.0437461,10,1.90924,0.0730573
10,2.07065,0.0437461,10,1.90924,0.0730573
10,2.07065,0.0437461,10,1.90924,0.0730573
10,2.07065,0.0437461,10,1.90924,0.0730573
10,2.07065,0.0437461,10,1.90924,0.0730573
10,2.07065,0.0437461,10,1.90924,0.0730573
10,2.07065,0.0437461,10,1.90924,0.0730573
10,2.07065,0.0437461,10,1.90853,0.0729002
10,2.07065,0.0437461,10,1.8948,0.071639
10,2.07065,0.0437461,10,1.8948,0.071639
10,2.07065,0.0437461,10,1.8948,0.071639
10,2.07065,0.0437461,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
10,2.0705,0.0438742,10,1.8948,0.071639
