trial,plan iters,plan time,best cost,gridMax,gridMin,gridSize,numComponents,numIters,numMilestones
0,1,0.00111212,inf,1.1 1.05 0.3,-0.1 0.45 -0.3,132,1,1,2
0,6,0.670611,1.34727,1.1 1.7625 2.27813,-0.1 -0.2625 -2.27813,63936,1,6,2
0,7,1.97351,1.34727,1.1 1.7625 3.41719,-0.1 -0.2625 -3.41719,195201,1,7,2
0,8,4.58592,1.28852,1.1 1.7625 5.12578,-0.1 -0.2625 -5.12578,574566,1,8,2
0,9,9.88139,1.28852,1.1 1.7625 5.12578,-0.1 -0.2625 -5.12578,1140480,1,9,2
0,10,20.1765,1.21553,1.1 1.7625 5.12578,-0.1 -0.2625 -5.12578,2297079,1,10,2
