91 3
33.685638 0.000000 33.685638 
23.579947 0.000000 -0.000000 
18.922458 0.000000 -1.655501 
14.935561 0.000000 -2.633542 
11.476215 0.000000 -3.075043 
8.449316 0.000000 -3.075300 
5.737892 0.000000 -2.675623 
3.389669 0.000000 -1.957026 
1.310648 0.000000 -0.893730 
0.000000 0.000000 -0.000000 
33.050556 -5.827705 33.560414 
23.135389 -4.079393 -0.000000 
18.547647 -3.270451 -1.647742 
14.620269 -2.577948 -2.617717 
11.212367 -1.977043 -3.050692 
8.230259 -1.451217 -3.041781 
5.548620 -0.978371 -2.627278 
3.234480 -0.570326 -1.896236 
1.184755 -0.208904 -0.813195 
0 0 0 
31.255560 -11.376093 33.261472 
21.878892 -7.963265 -0.000000 
17.499147 -6.369168 -1.629232 
13.749430 -5.004383 -2.579988 
10.495267 -3.819965 -2.992679 
7.647216 -2.783359 -2.961989 
5.062880 -1.842737 -2.512374 
2.851408 -1.037828 -1.751915 
0.890996 -0.324296 -0.624405 
0 0 0 
28.381909 -16.386303 32.772606 
19.867337 -11.470412 -0.000000 
15.828043 -9.138325 -1.599000 
12.369284 -7.141409 -2.518446 
9.367071 -5.408081 -2.898182 
6.738910 -3.890712 -2.832206 
4.319727 -2.493995 -2.325938 
2.277323 -1.314813 -1.518215 
0.466249 -0.269189 -0.339593 
0 0 0 
24.565782 -20.613139 32.068351 
17.196048 -14.429197 -0.000000 
13.620088 -11.428611 -1.555528 
10.557546 -8.858833 -2.430120 
7.898694 -6.627791 -2.762828 
5.570495 -4.674200 -2.646706 
3.384713 -2.840111 -2.060347 
1.573922 -1.320678 -1.186230 
0 0 0 
19.999681 -23.834692 31.113981 
13.999777 -16.684284 -0.000000 
10.996834 -13.105517 -1.496759 
8.424637 -10.040091 -2.311013 
6.191072 -7.378232 -2.580779 
4.074114 -4.855340 -2.306915 
2.351061 -2.801885 -1.705568 
0.828494 -0.987361 -0.710536 
0 0 0 
14.989061 -25.961815 29.978122 
10.492343 -18.173271 -0.000000 
8.155392 -14.125553 -1.427009 
6.153479 -10.658139 -2.170049 
4.414936 -7.646893 -2.365957 
2.724582 -4.719114 -1.983333 
1.383489 -2.396274 -1.290263 
0.198563 -0.343921 -0.199955 
0 0 0 
9.773506 -26.852487 28.575819 
6.841454 -18.796741 -0.000000 
5.243056 -14.405179 -1.341172 
3.873842 -10.643292 -1.997142 
2.534597 -6.963749 -1.985682 
1.493659 -4.103793 -1.589518 
0.577671 -1.587138 -0.765047 
0 0 0 
4.687966 -26.586778 26.996922 
3.281576 -18.610745 -0.000000 
2.470801 -14.012609 -1.244857 
1.776391 -10.074416 -1.803795 
1.077249 -6.109383 -1.662258 
0.550026 -3.119352 -1.152866 
0.086543 -0.490811 -0.200005 
0 0 0 
0.000000 -25.297447 25.297447 
0.000000 -17.708213 -0.000000 
0.000000 -13.047899 -1.141543 
0.000000 -8.374494 -1.476649 
0.000000 -4.919283 -1.318118 
0.000000 -1.900101 -0.665035 
0 0 0 
0 0 25.297447
