x11,x12,x21,x22
-0.000713,0.030163,0.996175,-0.048659
-0.083444,0.052680,0.914567,0.115707
-0.002676,-0.162245,0.986726,-0.017044
-0.013724,-0.086853,0.981494,0.010821
-0.084479,-0.167965,0.892587,0.044973
-0.006864,0.196451,0.962528,-0.049066
0.054792,-0.119081,1.039227,0.056670
0.070929,-0.026701,1.069158,-0.086193
0.121413,-0.320364,0.968494,0.211100
0.102228,-0.139693,1.097826,-0.045967
0.110922,0.213558,1.073753,-0.056549
0.063599,-0.002085,1.055927,0.121549
-0.023291,0.324547,0.935235,0.039544
-0.002767,-0.322704,0.916508,0.070912
0.084570,-0.067937,1.063332,0.137063
0.002632,-0.068788,0.999951,0.004386
-0.035373,-0.107364,0.961491,-0.028229
0.005307,0.055269,0.984026,-0.149935
-0.021103,0.088116,0.965054,-0.077698
-0.027640,-0.115840,0.951309,0.088264
0.068022,-0.127872,1.068012,-0.123408
-0.011530,0.339132,0.962704,0.113593
-0.038055,-0.154236,0.961942,-0.156439
-0.054044,-0.005560,0.930121,0.171692
-0.039309,0.340488,0.882246,-0.047760
0.035905,-0.274610,1.001003,-0.012718
-0.019183,0.043475,0.980519,0.019057
-0.071934,0.130196,0.927697,0.103044
0.072999,0.037281,1.063576,-0.099678
0.057843,0.081826,1.013598,-0.212338
0.057578,0.135805,1.047247,-0.007570
0.131668,-0.172729,1.104134,0.060318
0.085108,0.011780,1.084975,0.028078
-0.072108,-0.399317,0.897312,-0.153909
0.024450,0.053496,1.024024,0.082682
0.121836,-0.227895,1.111143,-0.082048
0.123766,-0.382707,1.038674,0.020954
0.030399,-0.101680,1.029749,-0.137723
-0.069404,0.456803,0.869264,0.111982
-0.143324,-0.230826,0.830073,-0.001699
-0.004291,0.006316,0.970227,-0.217991
-0.060460,-0.255894,0.932721,-0.139307
0.026553,-0.158081,0.994965,0.091272
-0.006659,0.397582,0.938789,0.071808
0.001975,0.085298,0.992424,-0.052579
-0.023132,-0.165664,0.970959,-0.274218
0.031947,-0.343207,0.891529,0.167791
-0.011027,-0.026708,0.984931,-0.116530
0.109319,0.275243,1.087169,0.065937
0.020449,0.133289,1.020448,0.132083
0.147146,-0.187110,1.137235,-0.046666
0.032988,0.100277,1.032046,0.056878
0.156975,-0.038571,1.152283,0.058187
-0.151775,0.012523,0.836840,0.162986
-0.000205,-0.057610,0.997380,-0.127071
-0.079826,-0.052342,0.919488,-0.089387
-0.087706,0.289653,0.879423,0.035367
0.022894,0.382642,0.966710,0.052173
-0.027286,0.167145,0.962910,0.027457
-0.070027,0.067695,0.925667,0.160397
0.038160,-0.264143,1.007952,-0.020210
0.041588,0.164593,1.024711,-0.018355
0.145105,0.118665,1.136551,-0.011847
-0.051688,-0.120980,0.939551,0.011102
0.096795,-0.078924,1.095858,-0.035642
-0.025477,0.233406,0.968488,0.123713
-0.009978,-0.299221,0.978528,-0.148042
-0.070098,0.143536,0.929183,0.181461
-0.104136,-0.252658,0.857622,0.021243
-0.140710,-0.219910,0.829129,0.023836
0.037692,-0.064485,1.036708,-0.108836
0.082740,-0.097043,1.078550,-0.005590
0.038673,-0.131330,1.016013,0.080346
0.089617,0.357301,1.024278,0.001761
-0.030717,-0.068478,0.966777,0.002267
0.002503,0.179417,0.998873,0.094294
0.015713,0.239137,0.974033,-0.046559
-0.003862,0.072408,0.994643,0.127076
0.091068,0.085160,1.086068,-0.014711
0.072860,-0.129377,1.072817,-0.120135
0.051359,-0.158629,1.028961,0.051832
-0.084366,-0.051167,0.907403,0.076879
0.024064,0.059567,1.020561,-0.024063
-0.024084,0.354138,0.920387,0.025542
0.004845,0.180825,0.988341,-0.000103
-0.019088,0.264940,0.980459,0.234835
0.072501,-0.017844,1.072492,-0.013416
-0.033966,0.134433,0.965391,0.170302
-0.056005,0.086864,0.930008,-0.079805
-0.006349,0.021557,0.989616,-0.068190
0.031634,0.148862,1.004881,-0.080898
-0.067645,-0.044539,0.931274,-0.091029
0.076074,0.015103,1.063716,-0.141628
0.118180,0.054403,1.111730,0.167795
0.024721,-0.434481,0.991202,-0.177743
0.003203,0.070021,1.003201,0.067958
0.076721,0.284046,1.060876,0.106736
-0.101761,-0.259802,0.836169,0.087023
-0.094916,-0.021358,0.903354,-0.080153
0.063969,0.005435,1.063810,-0.012405
-0.093760,0.117384,0.905160,0.163854
0.118755,0.022874,1.117159,0.079344
-0.031826,0.153731,0.933404,-0.107671
-0.072243,0.006477,0.926764,-0.038078
-0.007445,0.211682,0.988776,0.124830
0.124920,-0.097645,1.119090,0.010181
0.152446,0.106120,1.152446,0.106760
0.008771,0.288952,0.967822,0.005719
0.019595,-0.287938,1.003643,-0.110037
-0.192212,0.126992,0.806647,0.079246
0.203856,0.273491,1.181194,0.061808
0.018019,0.264327,1.016235,0.204615
0.021723,-0.008079,1.017839,-0.096126
0.022977,-0.006376,1.007451,0.169152
-0.119347,0.008436,0.880581,-0.003510
0.027107,0.061044,1.024568,0.132248
0.045904,-0.131532,1.014716,0.116265
0.030834,-0.077687,1.008718,0.131464
-0.046495,-0.200984,0.946009,-0.078773
0.000666,-0.056329,1.000384,-0.032589
-0.101258,0.048772,0.898686,0.059337
0.074738,-0.174634,1.072460,-0.107179
-0.068249,-0.142950,0.928878,-0.067197
0.155914,0.135802,1.046620,-0.318777
0.061327,0.006506,1.060849,0.037430
-0.049975,-0.247299,0.914163,0.018101
-0.087959,0.088482,0.901815,-0.054165
-0.117521,-0.269684,0.861203,-0.064505
-0.045310,-0.136862,0.939394,0.037378
-0.085970,0.079794,0.908580,-0.024472
0.093497,-0.074491,1.084530,0.059122
-0.042671,-0.113504,0.941212,0.065312
0.112664,0.361901,1.078658,0.103339
-0.095790,0.197773,0.886129,0.008475
0.170639,0.032432,1.164673,0.141501
0.033569,-0.150604,1.029517,-0.060673
0.125355,-0.483464,0.937834,0.099526
-0.021224,-0.289017,0.977904,-0.247258
-0.043889,0.077286,0.955058,0.031405
-0.014231,-0.189975,0.973316,-0.032656
-0.186389,-0.103918,0.791143,0.106871
-0.033686,-0.346579,0.914753,-0.029620
0.020921,0.049791,1.016901,0.139361
-0.135523,0.072409,0.859635,0.170695
-0.078095,0.199377,0.871471,-0.114188
0.081118,-0.136261,1.053364,0.097697
-0.020038,-0.188618,0.935617,0.105872
-0.045623,-0.068516,0.943665,0.077457
0.040996,0.084001,1.036002,-0.015817
0.002504,-0.050603,0.999134,-0.132628
0.011881,-0.007889,1.008893,0.069355
0.068699,-0.112132,1.063427,-0.009583
-0.026760,0.018973,0.972865,0.046351
0.009096,-0.235244,0.992073,-0.051517
0.181336,-0.468856,1.055211,0.017294
-0.057812,-0.030654,0.940760,-0.084087
-0.002880,-0.322834,0.876743,0.152838
0.056508,-0.175196,1.045965,-0.030369
0.080463,-0.016158,1.080243,-0.037101
-0.064875,0.073977,0.932794,0.005735
0.022257,0.177037,1.008165,0.009745
-0.004523,0.248843,0.934655,-0.094586
0.046112,0.370013,1.019008,0.138770
0.001516,0.321237,0.959605,0.034766
0.011199,0.015796,1.005047,-0.094962
0.000506,-0.121239,0.997070,-0.038417
-0.067018,-0.257588,0.819084,0.205901
0.021439,-0.075085,1.015754,0.031393
0.043124,-0.003259,1.013218,-0.245988
0.118098,-0.077621,1.112725,0.025900
-0.035042,0.184071,0.963434,0.128885
0.054893,-0.045199,1.050987,-0.133493
-0.032009,-0.015283,0.966030,0.047313
-0.015580,-0.224561,0.977072,-0.103556
-0.040957,0.090357,0.911277,-0.215012
0.107557,-0.056427,1.103194,0.036889
0.075281,0.034506,1.062278,0.195243
-0.126675,0.085381,0.870524,0.010592
0.001879,-0.042337,0.996298,-0.147841
0.043366,-0.224417,1.042972,-0.196358
0.055818,-0.038739,1.052182,0.046459
-0.070014,0.279505,0.859831,-0.088448
-0.084499,0.108236,0.909232,-0.003562
0.020624,0.042385,1.014191,0.155624
0.135016,0.085060,1.134998,0.091040
0.008238,0.368071,0.876826,-0.127463
-0.004672,0.086560,0.988739,-0.028043
-0.128847,-0.090803,0.869888,-0.040509
0.046405,0.290719,1.009095,0.020110
-0.084252,-0.052825,0.913935,0.007361
-0.078265,0.019268,0.921664,0.031255
0.173875,0.239315,1.115096,-0.098479
-0.072526,-0.175813,0.921965,-0.070985
0.017002,0.129038,1.014384,0.056723
0.001153,0.314318,0.952244,0.005407
0.031250,-0.186524,1.022707,-0.056088
0.101593,-0.184313,1.088316,-0.021900
-0.066531,-0.021854,0.933077,0.006138
0.056256,-0.042365,1.055091,0.005880
0.153020,0.180343,1.118210,-0.081205
0.156504,-0.075982,1.147715,0.056312
-0.054579,-0.095024,0.936864,0.035514
0.176454,-0.051046,1.176362,-0.037474
0.114723,-0.023164,1.113873,0.018054
-0.119642,0.145815,0.852765,-0.087476
-0.023520,-0.525214,0.891259,-0.121259
0.017607,0.380704,0.906323,-0.077754
0.069824,-0.067783,1.069550,-0.091198
0.025365,0.162512,1.007989,-0.023095
0.014439,0.088927,1.013241,0.137857
0.048063,-0.169179,1.047830,-0.190786
0.093686,0.140270,1.084385,0.004197
-0.043486,0.072289,0.952182,-0.020684
-0.078036,-0.079391,0.913108,0.053401
0.048192,-0.051557,1.026569,0.155275
-0.092758,0.110455,0.904044,0.030552
-0.039425,-0.026970,0.958586,0.036073
0.178043,-0.125827,1.170726,-0.005076
0.192673,0.074714,1.190335,0.006374
0.155797,-0.260423,1.086246,0.105998
0.180717,-0.098288,1.171394,0.037941
0.092197,-0.191943,1.082612,-0.053824
-0.073051,0.102808,0.921312,-0.003222
0.125498,-0.302042,1.101929,-0.086215
-0.049077,0.059053,0.920402,-0.186122
-0.166583,-0.149190,0.815381,0.039878
0.238619,0.027161,1.238468,0.044542
-0.000490,0.144608,0.986592,-0.015608
-0.213278,0.072987,0.781697,-0.027140
0.112763,-0.217760,1.089212,-0.002012
0.126861,-0.438741,1.045053,-0.042605
-0.062035,-0.368994,0.858244,0.022268
0.097903,-0.238599,1.049023,0.070222
0.127993,-0.299659,1.107558,-0.098534
-0.067145,0.216895,0.908566,-0.002166
0.006801,-0.180290,0.972086,0.080911
0.010991,-0.015524,0.998426,0.142502
-0.048594,-0.340264,0.905010,-0.039202
-0.105717,0.281684,0.882820,0.130706
0.133474,-0.609109,1.003022,-0.115260
0.042470,-0.039189,1.027125,0.135319
0.035368,0.003014,1.033168,0.069311
-0.034566,-0.176034,0.965370,-0.187296
-0.019400,0.070691,0.979926,0.033996
0.001509,0.319547,0.874176,-0.168768
0.013228,0.200018,0.978106,-0.062677
0.228399,0.192652,1.185458,-0.097244
-0.023968,0.126022,0.975658,0.098679
0.111902,0.407364,0.976547,-0.095020
0.172044,0.089497,1.161086,-0.058140
0.042913,0.229333,1.016442,0.000769
0.005362,-0.209377,0.965739,0.069325
0.002924,0.167087,0.928127,-0.212387
0.064624,0.189368,1.015009,-0.121708
-0.051698,0.089443,0.939722,-0.041274
-0.009187,0.117255,0.967412,-0.097811
-0.004380,-0.119697,0.995597,-0.112875
0.088465,-0.417112,0.952030,0.087124
0.160970,0.136311,1.154911,0.026400
0.031555,-0.023373,1.021226,-0.166730
-0.052357,0.305416,0.923538,0.087178
0.017355,-0.151371,0.986988,0.093194
-0.031860,0.048989,0.967169,0.004923
0.029955,-0.178891,1.014080,-0.001413
-0.129894,0.300600,0.756889,-0.161586
-0.025721,-0.258414,0.893813,0.134596
-0.003214,0.128177,0.982238,-0.041775
0.037079,0.119408,1.036370,0.081743
-0.016185,0.109189,0.979794,0.019597
-0.083933,0.107460,0.908749,-0.013300
-0.107665,0.348515,0.845441,0.045878
-0.110987,-0.006541,0.886795,0.060022
-0.091712,0.008072,0.908189,0.022172
0.218901,-0.189819,1.218387,-0.157753
-0.053209,-0.226572,0.942147,-0.130312
0.050819,0.026793,1.034963,0.204167
0.031323,0.387773,0.995072,0.120962
0.070364,-0.122911,1.019624,0.191583
0.007233,-0.139038,1.001511,-0.032219
-0.064928,0.012083,0.921457,0.176535
0.058607,-0.283320,1.027307,-0.035084
-0.122429,0.125291,0.875386,0.059215
0.040531,0.022832,1.040498,0.031018
-0.008885,0.141729,0.964822,-0.086074
0.057275,-0.138291,1.043497,0.027137
0.051559,0.055807,1.050048,0.000863
0.206642,-0.302772,1.140932,0.053742
-0.210338,0.534333,0.631247,-0.005791
0.003280,-0.223098,0.955659,0.081818
0.065655,0.073806,1.065425,0.095217
0.154877,-0.204956,1.142261,-0.046614
0.046370,0.147684,1.014964,-0.100964
0.165163,-0.304132,1.068869,0.124021
-0.032092,0.134616,0.963738,0.043387
0.005247,0.171363,0.988790,-0.009314
0.213885,-0.031547,1.191909,0.176945
0.137882,0.302166,1.112759,0.079424
0.081493,-0.097162,1.081324,-0.115570
-0.057528,0.036618,0.942309,0.018592
0.112432,0.145543,1.100169,-0.010584
-0.084448,-0.191708,0.907869,-0.067984
0.166182,-0.080920,1.123008,0.209741
0.093801,-0.075222,1.093338,-0.044799
0.022141,0.363364,0.937247,-0.039850
0.026438,0.337736,1.003068,0.122811
-0.147964,-0.260274,0.824275,-0.026283
0.033857,0.150694,1.033850,0.147033
0.040832,0.010847,1.025477,-0.163720
-0.011922,-0.165158,0.978589,-0.027724
0.053624,-0.097392,1.039918,0.067609
0.137415,0.288837,1.097381,0.008721
-0.147371,0.169836,0.846097,0.055731
0.092941,-0.063994,1.092430,-0.032010
0.002526,-0.116943,0.996321,-0.005721
0.050105,0.194164,1.033582,0.013133
-0.127166,0.200079,0.864362,0.070183
0.055321,0.210026,1.054660,0.173679
-0.086789,0.028021,0.904779,0.157604
0.035474,-0.173793,0.987887,0.131018
-0.053853,-0.377654,0.787370,0.163035
-0.057167,-0.204998,0.892137,0.109361
0.022462,-0.160760,0.990300,0.090817
0.047537,0.112857,1.046913,0.148175
0.034989,0.012140,1.034831,-0.005626
0.118106,0.252391,1.057686,-0.089939
0.005339,-0.334156,0.983337,-0.125539
-0.134910,-0.275457,0.851595,-0.111725
0.050116,-0.261390,1.038473,-0.109239
0.107976,0.068123,1.101993,-0.041102
-0.076695,-0.013498,0.922642,0.022923
0.017748,0.307578,0.949691,-0.055029
0.045854,0.036983,1.045758,0.023120
0.007127,-0.177084,0.996761,-0.033471
0.255235,-0.053188,1.248624,0.061611
0.099188,-0.025702,1.097192,-0.088848
0.098926,-0.067880,1.086932,0.086535
-0.086229,0.132680,0.893312,-0.068563
-0.119136,0.308206,0.831255,-0.002852
-0.183172,0.132356,0.816381,0.162245
0.037180,-0.411074,0.950170,-0.003092
-0.091438,0.083762,0.878519,-0.159514
0.119225,-0.220375,1.024121,0.205258
-0.038833,-0.054906,0.959544,0.002032
-0.107939,0.364826,0.828581,0.014215
-0.065145,-0.168700,0.887114,0.136588
-0.017794,0.387694,0.951867,0.143239
-0.167789,-0.207939,0.824266,-0.082131
0.100720,0.125508,1.095576,0.024210
0.046929,-0.063147,1.045937,-0.107675
0.015589,0.145251,1.008072,0.022866
0.077951,-0.073812,1.077151,-0.113810
0.031001,0.024697,1.030214,0.064355
0.000675,-0.210619,0.986909,-0.045266
-0.020555,0.017782,0.975579,-0.070069
-0.029126,-0.368061,0.877958,0.052889
0.066107,-0.453528,0.965533,-0.016454
0.123638,-0.036045,1.122583,0.009882
0.017743,-0.056458,1.008023,0.082635
-0.057464,0.183585,0.931094,0.032746
-0.130009,0.162653,0.859349,0.017147
0.120761,0.000624,1.120755,0.003872
0.033218,-0.326739,1.001627,-0.077371
0.173762,-0.068880,1.167120,0.046191
0.057224,-0.028733,1.056630,0.005727
0.047287,-0.066320,1.042117,-0.167872
-0.018085,0.112354,0.981856,0.123208
0.017721,-0.070234,1.017409,-0.045262
-0.018217,-0.111221,0.979567,-0.177747
0.112395,0.036451,1.108907,-0.047002
-0.020227,-0.106157,0.957792,0.102357
-0.007434,-0.137442,0.988465,-0.046971
0.055000,0.344769,0.963598,-0.072901
-0.125442,-0.030414,0.872763,-0.090293
0.052089,-0.083674,1.051246,-0.042622
-0.100657,0.183208,0.865916,-0.073184
0.095877,-0.159192,1.095876,-0.157778
0.057847,0.219964,0.979177,-0.168817
-0.024097,-0.291556,0.927401,0.016100
0.132103,0.241241,1.076061,-0.088825
-0.112497,0.062282,0.887372,0.078449
0.167024,-0.292341,1.125641,-0.007643
0.034247,-0.285425,1.033930,-0.260256
-0.079493,-0.045634,0.912208,0.082934
-0.135246,0.312409,0.798439,-0.045688
0.000476,-0.429791,0.921157,-0.039476
-0.100899,-0.024094,0.895649,0.058918
-0.147394,0.181249,0.842983,0.042853
0.113501,0.072607,1.113265,0.094299
-0.049066,-0.054753,0.940149,0.091717
-0.018275,0.115832,0.973271,-0.013922
0.213399,0.124128,1.188036,-0.099663
0.077986,-0.011052,1.077986,-0.011182
0.026727,-0.173487,1.002042,0.047335
-0.072057,-0.478018,0.820399,-0.026883
0.190275,0.072522,1.184109,-0.038362
-0.090649,0.132605,0.870253,-0.144285
-0.131676,-0.204389,0.833069,0.058795
-0.033098,0.073322,0.966788,0.058255
0.028261,0.023472,1.008488,-0.174404
-0.157825,0.059812,0.842123,0.049683
-0.025754,0.059774,0.971054,-0.020062
-0.011482,-0.250233,0.963493,-0.027919
0.135484,-0.175214,1.121141,-0.006452
0.034242,-0.113206,0.994817,0.164817
-0.057241,-0.052984,0.934285,0.076924
-0.002530,0.064820,0.996043,0.118225
0.038750,-0.026309,1.037831,0.016542
-0.067004,0.153516,0.900089,-0.100908
-0.004669,-0.003267,0.995019,-0.028232
0.002031,0.105354,0.998899,0.026279
0.032236,-0.585100,0.921462,-0.127633
-0.071209,0.220884,0.901914,-0.009402
-0.068503,0.155143,0.925499,0.045786
-0.001279,-0.088755,0.994785,-0.177386
-0.085899,-0.040542,0.912119,-0.103472
0.002447,0.143105,0.985371,-0.040906
-0.132105,-0.006922,0.856132,0.146010
-0.028677,-0.151385,0.947225,0.066828
-0.108600,0.265076,0.868056,0.050265
0.072999,0.083389,1.071031,0.020678
-0.018679,0.291678,0.887032,-0.132218
0.074425,-0.080916,1.048474,0.145422
-0.024682,-0.214801,0.975095,-0.193676
0.068153,-0.059395,1.067558,-0.024882
-0.064280,-0.053007,0.935530,-0.033464
-0.024253,-0.146532,0.951239,0.073501
-0.090739,0.400605,0.843198,0.043167
0.046160,-0.087110,1.031267,0.084837
0.043698,-0.234537,1.026732,-0.051114
0.193155,-0.115391,1.183129,0.025854
0.028140,0.173656,0.962383,-0.182982
0.122576,-0.340172,1.057573,0.014482
0.178366,0.248402,1.122684,-0.080631
0.058694,0.124082,1.038934,-0.073732
0.079508,-0.079105,1.078119,-0.131791
0.038730,-0.207014,0.991009,0.098216
0.093710,-0.047907,1.079338,0.121028
0.022194,-0.170862,1.006449,0.005895
0.041315,-0.077286,1.029511,0.075910
0.019478,-0.188960,1.001564,-0.000523
0.105655,0.386244,1.059483,0.085889
-0.200803,0.114216,0.769491,-0.127712
0.145013,0.344032,1.040811,-0.100430
0.131996,0.165768,1.085054,-0.137018
0.086956,-0.062273,1.081391,0.043075
-0.078308,0.089084,0.918301,0.171367
0.189033,-0.305032,1.168407,-0.102978
0.060942,0.241142,1.033954,0.010388
-0.021312,0.385532,0.895198,-0.014480
0.021760,-0.001473,1.020899,0.039998
-0.125639,-0.125791,0.809635,0.228132
0.010923,0.010218,1.004565,0.122804
-0.119288,-0.051504,0.834071,0.250334
-0.062625,0.128860,0.937365,0.133278
