#x	y	angle	#x	y	angle	#x	y	angle	hist			
-0.237042	0.971499	1.810116	-0.946974	0.32131	2.81448	0.999972	0.007454	0.007454	-3.25	0	0	0
-0.964797	-0.262994	-2.875469	0.877893	0.478857	0.499352	-0.498973	-0.866618	-2.093209	-3	150	56	156
0.72411	-0.689684	-0.761053	0.267029	0.963689	1.300488	0.811232	-0.584724	-0.62454	-2.75	244	106	357
0.997869	0.065253	0.0653	0.716064	-0.698035	-0.772649	-0.361698	-0.932295	-1.940885	-2.5	272	132	303
0.668306	0.743887	0.838868	0.853403	-0.521251	-0.548316	0.340428	-0.940271	-1.223424	-2.25	316	148	351
-0.404764	0.914421	1.987517	0.919247	0.393681	0.404633	-0.450783	-0.892634	-2.038438	-2	298	149	348
0.940502	0.339789	0.346692	0.983974	-0.178311	-0.17927	0.75861	0.651545	0.709619	-1.75	336	205	369
0.210149	-0.977669	-1.359069	0.973522	-0.228595	-0.230634	-0.37477	0.847068	1.987339	-1.5	368	278	420
-0.238343	-0.971181	-1.811456	-0.99305	0.117692	3.023627	0.989561	-0.144112	-0.144616	-1.25	435	369	433
-0.062551	-0.998042	-1.633389	0.394529	0.918883	1.165241	0.944779	0.327709	0.333878	-1	457	515	428
0.849877	-0.526981	-0.555044	-0.524494	-0.851414	-2.122917	-0.27759	0.9607	1.852081	-0.75	508	616	469
0.915634	-0.402012	-0.413714	0.787739	-0.616009	-0.663667	-0.047837	-0.998855	-1.618652	-0.5	537	723	462
0.931567	0.36357	0.372097	0.877036	0.480424	0.501138	0.032636	-0.999467	-1.538155	-0.25	557	799	466
0.988964	0.148157	0.148705	0.390473	0.920614	1.169651	0.142029	0.989863	1.428286	0	582	907	442
-0.952722	0.303845	2.832867	-0.03728	-0.999305	-1.608085	-0.389611	0.010202	3.115413	0.25	611	824	521
0.797862	-0.60284	-0.647056	0.098375	-0.995149	-1.472262	-0.417153	-0.728141	-2.091053	0.5	542	835	445
0.964376	-0.264535	-0.267722	0.992832	0.11952	0.119806	-0.973115	-0.230322	-2.909184	0.75	524	759	457
0.78097	0.624568	0.674578	0.999763	-0.021789	-0.021791	-0.101827	-0.994802	-1.672801	1	480	657	459
0.920417	0.390937	0.40165	0.947909	0.318541	0.32419	0.424176	0.771638	1.068177	1.25	457	493	447
0.883546	0.468345	0.487417	-0.070982	-0.997478	-1.641838	0.094233	-0.826666	-1.457294	1.5	392	367	419
0.595192	0.803584	0.933292	0.994971	-0.100168	-0.100336	-0.999427	0.033852	3.107734	1.75	350	295	425
-0.274914	0.961469	1.849297	0.800949	-0.598733	-0.641919	0.570202	-0.821505	-0.964045	2	338	192	390
0.899193	0.437553	0.452876	-0.348198	0.937421	1.926444	0.813301	0.49759	0.549062	2.25	311	176	326
-0.340881	-0.940106	-1.91865	0.877825	0.478981	0.499493	0.785836	0.618434	0.666749	2.5	297	123	308
0.535994	0.844222	1.005111	0.15591	-0.987771	-1.414247	0.119934	-0.992782	-1.450573	2.75	247	116	314
0.088636	-0.996064	-1.482043	-0.84395	0.536422	2.575401	-0.986291	-0.165012	-2.975822	3	240	94	315
-0.016886	0.999857	1.587684	0.997843	0.065641	0.065688	-0.996784	0.080129	3.061378	3.25	151	66	170
0.996203	0.08706	0.08717	0.741205	-0.671279	-0.735933	0.158409	0.987374	1.411717				
0.919847	-0.392278	-0.403106	-0.679155	0.733995	2.317407	-0.524046	-0.85169	-2.12239				
-0.999726	0.023403	3.118188	0.188985	-0.98198	-1.380668	-0.880636	-0.473793	-2.648				
0.162783	-0.986662	-1.407285	0.867136	0.498071	0.521373	-0.034938	0.178565	1.764015				
0.680699	0.732563	0.82208	0.949955	0.312388	0.317706	0.566457	0.347247	0.549935				
0.344655	0.938729	1.218925	-0.845886	0.533364	2.57902	-0.619988	-0.369371	-2.604289				
0.839705	0.543042	0.574056	0.968614	0.24857	0.251204	0.671072	-0.323882	-0.449658				
0.872253	-0.489055	-0.511006	-0.42491	0.905236	2.009659	-0.939686	-0.342037	-2.792509				
-0.041118	-0.999154	-1.611926	0.411084	-0.911597	-1.147153	-0.537018	-0.16351	-2.846033				
-0.337162	-0.941446	-1.914698	0.535109	0.844783	1.006159	-0.998809	-0.048789	-3.092784				
0.987275	-0.159023	-0.159701	0.939055	-0.343767	-0.350925	-0.0523	-0.919753	-1.627598				
0.922887	-0.385072	-0.395286	0.937749	0.347313	0.354705	0.7659	0.080636	0.104897				
0.663333	-0.748325	-0.845533	0.467288	0.884105	1.084575	0.927203	-0.37456	-0.383922				
-0.985118	-0.171877	-2.968858	0.991266	0.131876	0.132261	-0.905724	0.423867	2.703882				
-0.234671	-0.972075	-1.807676	0.873094	0.487552	0.509284	0.841938	0.539574	0.569932				
0.952592	-0.304251	-0.309152	0.634899	-0.772595	-0.882918	-0.30005	-0.346093	-2.285057				
-0.253557	-0.967321	-1.827152	0.990695	0.136104	0.136528	-0.464132	-0.780971	-2.107015				
-0.301198	-0.953562	-1.876745	-0.993119	0.117111	3.024212	0.949164	0.29706	0.303313				
0.671136	0.741334	0.835056	0.376468	0.926429	1.184815	0.646049	-0.409497	-0.564937				
-0.930514	-0.366256	-2.766611	-0.915137	-0.403144	-2.726643	-0.060015	0.54691	1.680093				
0.756383	-0.654129	-0.713031	0.862292	0.506411	0.531017	-0.466277	0.239348	2.667348				
0.551731	-0.834022	-0.986358	0.653912	-0.756571	-0.858053	0.869344	0.073866	0.084764				
0.713778	-0.700372	-0.775919	-0.487756	0.87298	2.080314	0.861745	0.163228	0.187198				
-0.394386	0.918945	1.976196	-0.300017	-0.953934	-1.875507	0.045275	-0.998975	-1.525506				
