time,body1,body2,cop x,cop y,cop z,fx,fy,fz,tx,ty,tz
1.19,Terrain,spikes,1.00151,0.19461,-0.000163992,-0.0206806,0.0759118,49.6305,-2.11965e-06,2.56863e-06,2.74506e-05
1.19,spikes,plane,1.00174,0.194278,0.0913558,0.000480123,-0.00176056,-0.491342,1.56523e-06,-9.20569e-07,-1.70546e-06
1.2,Terrain,spikes,0.99741,0.202994,-0.000162875,0.0355175,-0.0409923,49.4435,-5.93222e-07,2.33963e-07,-2.82283e-05
1.2,spikes,plane,0.997155,0.2034,0.0913589,-0.000831247,0.000952865,-0.489514,1.60226e-06,-1.71162e-06,1.23706e-06
1.21,Terrain,spikes,1.00237,0.197407,-0.000162756,-0.0343909,0.0370589,49.5402,1.05373e-06,-7.41022e-07,2.34565e-05
1.21,spikes,plane,1.0028,0.197238,0.0913601,0.000805167,-0.000863411,-0.490458,1.7735e-06,-1.13835e-06,-9.66523e-08
1.22,Terrain,spikes,0.998401,0.200859,-0.000162126,0.0222737,-0.011878,49.4898,2.56879e-06,-1.86713e-06,-1.20709e-05
1.22,spikes,plane,0.998267,0.201023,0.0913621,-0.000522138,0.000273996,-0.489977,1.55143e-06,-1.25636e-06,9.8923e-07
1.23,Terrain,spikes,1.00139,0.200802,-0.000161401,-0.0191695,-0.0112123,49.488,1.24222e-06,-1.27505e-06,3.31942e-06
1.23,spikes,plane,1.00172,0.201025,0.0913644,0.000451127,0.000262143,-0.489947,1.60079e-06,-1.13868e-06,7.0466e-07
1.24,Terrain,spikes,0.999437,0.199104,-0.000161202,0.00818721,0.0124252,49.4901,1.92642e-06,-9.73443e-07,1.62921e-06
1.24,spikes,plane,0.999422,0.199021,0.0913656,-0.000193615,-0.000295428,-0.489988,1.60748e-06,-1.24457e-06,4.85094e-07
1.25,Terrain,spikes,1.00161,0.200859,-0.000160429,-0.022269,-0.0113144,49.4806,-1.04324e-06,2.59215e-07,5.40715e-06
1.25,spikes,plane,1.00183,0.201146,0.0913679,0.000515818,0.000267916,-0.489879,1.31193e-06,-9.10813e-07,1.12993e-06
1.26,Terrain,spikes,0.999382,0.199258,-0.000160367,0.00522898,0.0123083,49.4866,1.52629e-06,-1.62996e-06,2.42407e-06
1.26,spikes,plane,0.999377,0.19931,0.0913688,-0.00012454,-0.00028566,-0.489939,1.20913e-06,-7.523e-07,-1.78983e-06
1.27,Terrain,spikes,1.00089,0.199536,-0.000159818,-0.0117963,0.00643831,49.4536,1.56613e-06,7.22555e-07,3.62034e-06
1.27,spikes,plane,1.00102,0.199554,0.0913706,0.000271033,-0.000152802,-0.489629,1.14876e-06,-7.30197e-07,-1.37022e-07
1.28,Terrain,spikes,0.9983,0.202504,-0.000159305,0.0241566,-0.0340818,49.5059,-7.81801e-07,2.53915e-06,-1.99271e-05
1.28,spikes,plane,0.998355,0.202839,0.0913723,-0.000554834,0.000791149,-0.490129,1.00584e-06,-8.2245e-07,-4.5077e-07
1.29,Terrain,spikes,0.998647,0.198251,-0.000159404,0.0195018,0.021821,49.5055,1.51061e-06,6.30112e-07,-3.34623e-07
1.29,spikes,plane,0.99854,0.198187,0.0913728,-0.000457504,-0.00050844,-0.49013,9.23832e-07,-6.21965e-07,3.9783e-06
1.3,Terrain,spikes,1.00195,0.200058,-0.000158823,-0.0266772,-0.00169071,49.499,1.36528e-06,2.88116e-07,1.08304e-05
1.3,spikes,plane,1.00222,0.200204,0.0913746,0.000619069,4.06245e-05,-0.490069,1.10235e-06,-6.03052e-07,1.74425e-07
1.31,Terrain,spikes,0.997829,0.200022,-0.000158655,0.0298639,0.000313199,49.477,-5.82522e-07,3.07125e-07,-1.3153e-05
1.31,spikes,plane,0.997744,0.200185,0.0913756,-0.000692802,-4.78274e-06,-0.489838,1.0525e-06,-7.99916e-07,-6.78871e-07
1.32,Terrain,spikes,1.00081,0.198487,-0.000158277,-0.0127566,0.0219774,49.503,7.07209e-07,-1.76677e-06,1.27127e-05
1.32,spikes,plane,1.0009,0.198305,0.0913769,0.000291426,-0.000519158,-0.490136,6.91538e-07,-3.59871e-07,-4.08032e-07
1.33,Terrain,spikes,1.00092,0.201926,-0.000157586,-0.0123649,-0.0268336,49.4855,8.58383e-07,5.73326e-07,-3.52525e-06
1.33,spikes,plane,1.0012,0.20222,0.0913789,0.000292915,0.000623348,-0.489929,-2.04577e-07,1.5447e-07,4.31217e-07
1.34,Terrain,spikes,1.00009,0.200726,-0.000157299,-0.00217339,-0.0110548,49.4668,1.67953e-06,-1.673e-06,-1.17429e-06
1.34,spikes,plane,1.00014,0.200927,0.0913801,4.77909e-05,0.000257913,-0.489758,-1.10587e-07,8.53819e-08,1.38916e-06
1.35,Terrain,spikes,1.00107,0.197151,-0.000157292,-0.0135924,0.0369564,49.4825,8.09118e-07,8.43438e-07,1.53913e-05
1.35,spikes,plane,1.00136,0.196871,0.0913806,0.000321505,-0.000866229,-0.489901,-1.03933e-08,2.51328e-07,-5.15025e-07
1.36,Terrain,spikes,0.998228,0.202254,-0.000156941,0.0235041,-0.0282222,49.5163,-1.46934e-06,-4.11867e-07,-1.84978e-05
1.36,spikes,plane,0.99807,0.202713,0.0913819,-0.000551288,0.000663375,-0.49024,6.52775e-08,-1.88282e-07,-7.535e-07
1.37,Terrain,spikes,1.00097,0.200592,-0.000156545,-0.0139989,-0.00777425,49.4693,1.17284e-06,-5.20027e-07,4.73929e-06
1.37,spikes,plane,1.00116,0.200868,0.0913832,0.000325593,0.000186491,-0.489755,-1.2684e-07,1.59195e-07,1.64981e-07
1.38,Terrain,spikes,0.999477,0.198598,-0.000156539,0.0026869,0.0224922,49.5117,1.35761e-07,1.1473e-06,7.87642e-06
1.38,spikes,plane,0.999526,0.198585,0.0913837,-6.29684e-05,-0.000522378,-0.490195,-1.50366e-07,6.13089e-07,2.95147e-07
1.39,Terrain,spikes,0.999091,0.196668,-0.0001565,0.0127653,0.0452576,49.4153,2.58773e-06,-4.81981e-07,9.64727e-06
1.39,spikes,plane,0.999031,0.196568,0.0913842,-0.000300452,-0.0010462,-0.489255,-1.94904e-07,5.29893e-07,-2.06063e-06
