time,reflex_col_cmx,reflex_col_cmy,reflex_col_cmz,reflex_col_q[base],reflex_col_q[pad],reflex_col_q[swivel_1],reflex_col_q[proximal_1],reflex_col_q[distal_1],reflex_col_q[distal_pad_1],reflex_col_q[proximal_pad_1],reflex_col_q[swivel_2],reflex_col_q[proximal_2],reflex_col_q[distal_2],reflex_col_q[distal_pad_2],reflex_col_q[proximal_pad_2],reflex_col_q[proximal_3],reflex_col_q[distal_3],reflex_col_q[distal_pad_3],reflex_col_q[proximal_pad_3],reflex_col_dq[base],reflex_col_dq[pad],reflex_col_dq[swivel_1],reflex_col_dq[proximal_1],reflex_col_dq[distal_1],reflex_col_dq[distal_pad_1],reflex_col_dq[proximal_pad_1],reflex_col_dq[swivel_2],reflex_col_dq[proximal_2],reflex_col_dq[distal_2],reflex_col_dq[distal_pad_2],reflex_col_dq[proximal_pad_2],reflex_col_dq[proximal_3],reflex_col_dq[distal_3],reflex_col_dq[distal_pad_3],reflex_col_dq[proximal_pad_3],reflex_col_t[0],reflex_col_t[0],reflex_col_t[0],reflex_col_t[0],reflex_col_t[0],reflex_col_t[0],reflex_col_t[0],reflex_col_q[q[0]],reflex_col_q[q[1]],reflex_col_q[q[2]],reflex_col_q[q[3]],reflex_col_q[q[4]],reflex_col_q[q[5]],reflex_col_q[q[6]],reflex_col_q[q[7]],reflex_col_q[q[8]],reflex_col_q[q[9]],reflex_col_q[q[10]],reflex_col_q[q[11]],reflex_col_q[q[12]],reflex_col_q[q[13]],reflex_col_q[q[14]],reflex_col_q[q[15]],reflex_col_dq[dq[0]],reflex_col_dq[dq[1]],reflex_col_dq[dq[2]],reflex_col_dq[dq[3]],reflex_col_dq[dq[4]],reflex_col_dq[dq[5]],reflex_col_dq[dq[6]],reflex_col_dq[dq[7]],reflex_col_dq[dq[8]],reflex_col_dq[dq[9]],reflex_col_dq[dq[10]],reflex_col_dq[dq[11]],reflex_col_dq[dq[12]],reflex_col_dq[dq[13]],reflex_col_dq[dq[14]],reflex_col_dq[dq[15]],cmd_setpoint1,cmd_setpoint2,cmd_setpoint3,cmd_setpoint4,tendon_length1,tendon_length2,tendon_length3
1.28,0.0266654005273,-0.000565648669043,0.0554371596696,0.0,0.0,-7.33768601435e-11,-7.48331441258e-08,6.28318528876,0.0,0.0,5.23181498124e-11,-0.288345851499,6.28318529548,0.0,0.0,-5.16890761304e-08,6.28318529535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00049353762e-10,3.74165720629e-07,9.2102121485e-09,-0.143270742506,5.8516644863e-09,2.58445380652e-07,5.9171822997e-09,0.0,0.0,7.33768601435e-11,-7.43069747955e-08,6.28318528889,0.0,0.0,5.24389420775e-11,-0.286777891783,6.28318529556,0.0,0.0,-5.13256388501e-08,6.28318529543,0.0,0.0,0.0,0.0,5.24030272048e-16,-5.84632096754e-08,-1.43909516138e-08,0.0,0.0,-2.99737615123e-15,-0.183168949369,-8.98057536669e-09,0.0,0.0,-4.03819637977e-08,-9.24559429772e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999992012,0.0218248876633,0.0214999994482
1.29,0.0266637818069,-0.000565648669043,0.0554303231034,0.0,0.0,-7.33768601435e-11,-7.54177760243e-08,6.28318528862,0.0,0.0,5.21955811905e-11,-0.289928936031,6.28318529539,0.0,0.0,-5.20928962189e-08,6.28318529525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99854280198e-10,3.77088880121e-07,9.28216659091e-09,-0.135355319844,5.89633319947e-09,2.60464481094e-07,5.96341021009e-09,0.0,0.0,7.33768601435e-11,-7.48916066939e-08,6.28318528874,0.0,0.0,5.23048271361e-11,-0.288511443045,6.28318529547,0.0,0.0,-5.17294589386e-08,6.28318529534,0.0,0.0,0.0,0.0,5.25194520246e-16,-5.8463206624e-08,-1.43909515298e-08,0.0,0.0,-2.67753159485e-15,-0.165591546886,-8.94743470981e-09,0.0,0.0,-4.03819618105e-08,-9.2455942991e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999991949,0.0218062519873,0.0214999994439
1.3,0.0266623091131,-0.000565648669042,0.0554241448166,0.0,0.0,-7.33768601435e-11,-7.60024079227e-08,6.28318528847,0.0,0.0,5.20854470665e-11,-0.291360100681,6.2831852953,0.0,0.0,-5.24967154192e-08,6.28318529516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99678996706e-10,3.80012039614e-07,9.3541214774e-09,-0.128199496595,5.94085802774e-09,2.62483577096e-07,6.00963812047e-09,0.0,0.0,-7.33768601435e-11,-7.54762394806e-08,6.2831852886,0.0,0.0,5.21840348711e-11,-0.290078636752,6.28318529538,0.0,0.0,-5.21332781389e-08,6.28318529524,0.0,0.0,0.0,0.0,5.26081698464e-16,-5.84632037241e-08,-1.43909514386e-08,0.0,0.0,-2.39596513673e-15,-0.149700721412,-8.91744514342e-09,0.0,0.0,-4.03819597986e-08,-9.24559428771e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999991886,0.0217894046549,0.0214999994396
1.31,0.0266609701383,-0.000565648669041,0.0554185612507,0.0,0.0,-7.33768601435e-11,-7.65870398212e-08,6.28318528833,0.0,0.0,5.1985082905e-11,-0.29265392287,6.28318529521,0.0,0.0,-5.29005355077e-08,6.28318529507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99519262555e-10,3.82935199106e-07,9.42607636389e-09,-0.121730385649,5.98525318196e-09,2.64502677538e-07,6.05586603086e-09,0.0,0.0,-7.33768601435e-11,-7.6060871379e-08,6.28318528846,0.0,0.0,5.20747889254e-11,-0.291495435361,6.28318529529,0.0,0.0,-5.25370973392e-08,6.28318529515,0.0,0.0,0.0,0.0,5.26908624148e-16,-5.84632009396e-08,-1.43909513979e-08,0.0,0.0,-2.14737254095e-15,-0.135334679976,-8.89030990492e-09,0.0,0.0,-4.03819577522e-08,-9.24559414044e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999991823,0.0217741740699,0.0214999994352
1.32,0.0266597534436,-0.00056564866961,0.0554135150142,0.0,0.0,7.33768601435e-11,-7.71716717196e-08,6.28318528818,0.0,0.0,-5.18953768847e-11,-0.293823581522,6.28318529512,0.0,0.0,-5.3304354708e-08,6.28318529498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.99376491323e-10,3.85858358598e-07,9.4980308063e-09,-0.115882092392,6.02953109663e-09,2.6652177354e-07,6.10209394125e-09,0.0,0.0,-7.33768601435e-11,-7.66455032775e-08,6.28318528831,0.0,0.0,-5.19762011209e-11,-0.292776270014,6.2831852952,0.0,0.0,-5.29409174277e-08,6.28318529506,0.0,0.0,0.0,0.0,5.27749444427e-16,-5.84631978362e-08,-1.43909512961e-08,0.0,0.0,-1.92765642363e-15,-0.122347143682,-8.86575897419e-09,0.0,0.0,-4.03819557295e-08,-9.24559407549e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999991761,0.0217604050974,0.0214999994309
1.33,0.0266586484326,-0.00056564866961,0.0554089542784,0.0,0.0,7.33768601435e-11,-7.77563036181e-08,6.28318528804,0.0,0.0,-5.181366447e-11,-0.294880991175,6.28318529503,0.0,0.0,-5.37081747964e-08,6.28318529488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9924644228e-10,3.8878151809e-07,9.56998569279e-09,-0.110595044123,6.07370287398e-09,2.68540873982e-07,6.14832229573e-09,0.0,0.0,-7.33768601435e-11,-7.72301351759e-08,6.28318528817,0.0,0.0,-5.18864951005e-11,-0.293934187383,6.28318529511,0.0,0.0,-5.3344736628e-08,6.28318529497,0.0,0.0,0.0,0.0,-5.27654263707e-16,-5.8463194902e-08,-1.43909511898e-08,0.0,0.0,-1.53614963739e-15,-0.110605861318,-8.84354801889e-09,0.0,0.0,-4.03819537481e-08,-9.24559407038e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999991698,0.0217479574856,0.0214999994265
1.34,0.0266576453174,-0.000565648669611,0.0554048322347,0.0,0.0,7.33768601435e-11,-7.83409355165e-08,6.2831852879,0.0,0.0,-5.17399456612e-11,-0.295836923254,6.28318529494,0.0,0.0,-5.41119939967e-08,6.28318529479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.99129115426e-10,3.91704677583e-07,9.64194057929e-09,-0.105815383732,6.11777828396e-09,2.70559969984e-07,6.19455020612e-09,0.0,0.0,-7.33768601435e-11,-7.78147670744e-08,6.28318528803,0.0,0.0,-5.18056708643e-11,-0.29498098244,6.28318529502,0.0,0.0,-5.37485567165e-08,6.28318529487,0.0,0.0,0.0,0.0,-5.28220110548e-16,-5.84631920101e-08,-1.43909511607e-08,0.0,0.0,-1.36538082969e-15,-0.0999912651434,-8.82345561892e-09,0.0,0.0,-4.03819516572e-08,-9.24559409185e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999991635,0.0217367044388,0.0214999994222
1.35,0.0266567350789,-0.000565648669611,0.0554011066048,0.0,0.0,7.33768601435e-11,-7.8925567415e-08,6.28318528775,0.0,0.0,-5.16733322797e-11,-0.2967011157,6.28318529486,0.0,0.0,-5.4515813197e-08,6.2831852947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.99023097185e-10,3.94627837075e-07,9.71389546578e-09,-0.1014944215,6.16176709656e-09,2.72579065985e-07,6.24077811651e-09,0.0,0.0,7.33768601435e-11,-7.83993989728e-08,6.28318528788,0.0,0.0,-5.17328402339e-11,-0.295927318509,6.28318529494,0.0,0.0,-5.41523759168e-08,6.28318529478,0.0,0.0,0.0,0.0,-5.28808153267e-16,-5.84631893321e-08,-1.43909511009e-08,0.0,0.0,-1.21388374009e-15,-0.0903952553099,-8.80528076841e-09,0.0,0.0,-4.03819496615e-08,-9.2455939748e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999991572,0.021726531326,0.0214999994179
1.36,0.0266559094248,-0.000565648669611,0.0553977391989,0.0,0.0,7.33768601435e-11,-7.95101993134e-08,6.28318528761,0.0,0.0,-5.16129361472e-11,-0.297482372112,6.28318529477,0.0,0.0,-5.49196332855e-08,6.28318529461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.98926973979e-10,3.97550996567e-07,9.78584990818e-09,-0.0975881394397,6.20567730536e-09,2.74598166428e-07,6.28700602689e-09,0.0,0.0,7.33768601435e-11,-7.89840308713e-08,6.28318528774,0.0,0.0,-5.16671150308e-11,-0.296782835801,6.28318529485,0.0,0.0,-5.45561951171e-08,6.28318529469,0.0,0.0,0.0,0.0,-5.29273564127e-16,-5.84631862178e-08,-1.43909510684e-08,0.0,0.0,-1.07911271612e-15,-0.0817201006258,-8.78884166833e-09,0.0,0.0,-4.03819476262e-08,-9.24559401996e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999991509,0.0217173345151,0.0214999994135
1.37,0.0266551607447,-0.000565648669612,0.0553946955183,0.0,0.0,7.33768601435e-11,-8.00948312119e-08,6.28318528746,0.0,0.0,-5.15587572636e-11,-0.298188651368,6.28318529468,0.0,0.0,-5.53234524858e-08,6.28318529451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9884074581e-10,4.00474156059e-07,9.85780479468e-09,-0.0940567431593,6.2495160158e-09,2.76617262429e-07,6.33323393728e-09,0.0,0.0,7.33768601435e-11,-7.95686627697e-08,6.28318528759,0.0,0.0,-5.16076070767e-11,-0.297556249557,6.28318529476,0.0,0.0,-5.49600152056e-08,6.2831852946,0.0,0.0,0.0,0.0,-5.29868177242e-16,-5.84631832136e-08,-1.43909509809e-08,0.0,0.0,-9.58990484066e-16,-0.0738774445698,-8.77397310362e-09,0.0,0.0,-4.03819456563e-08,-9.24559393571e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999991446,0.0217090203173,0.0214999994092
1.38,0.0266544820658,-0.00056564866849,0.0553919443964,0.0,0.0,-7.33768601435e-11,-8.06794631103e-08,6.28318528732,0.0,0.0,-5.15090192721e-11,-0.298827148661,6.28318529459,0.0,0.0,-5.57272716861e-08,6.28318529442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48036683082e-11,4.03397315552e-07,9.92975968117e-09,-0.0908642566929,6.29329077739e-09,2.78636358431e-07,6.37946184767e-09,0.0,0.0,7.33768601435e-11,-8.01532946682e-08,6.28318528745,0.0,0.0,-5.15534281931e-11,-0.298255438775,6.28318529467,0.0,0.0,-5.53638344059e-08,6.2831852945,0.0,0.0,0.0,0.0,-5.30214908221e-16,-5.84631804299e-08,-1.43909508532e-08,0.0,0.0,-8.5184125966e-16,-0.0667874064862,-8.76052562437e-09,0.0,0.0,-4.03819436447e-08,-9.24559387735e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999991384,0.0217015040332,0.0214999994048
1.39,0.0266538670086,-0.00056564866849,0.055389457675,0.0,0.0,-7.33768601435e-11,-8.12640950087e-08,6.28318528718,0.0,0.0,-5.14646103511e-11,-0.299404368764,6.28318529451,0.0,0.0,-5.61310908864e-08,6.28318529433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48743471359e-11,4.06320475044e-07,1.00017141236e-08,-0.0879781561818,6.3370073633e-09,2.80655454432e-07,6.42568975806e-09,0.0,0.0,7.33768601435e-11,-8.07379265666e-08,6.28318528731,0.0,0.0,-5.150457838e-11,-0.29888752643,6.28318529458,0.0,0.0,-5.57676536062e-08,6.28318529441,0.0,0.0,0.0,0.0,1.30388504163e-15,-5.84631774152e-08,-1.43909508548e-08,0.0,0.0,3.44403765878e-16,-0.0603777688785,-8.7483639985e-09,0.0,0.0,-4.03819415922e-08,-9.24559385862e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999991321,0.0216947090909,0.0214999994005
1.4,0.0266533097441,-0.00056564866849,0.055387209913,0.0,0.0,-7.33768601435e-11,-8.18487269072e-08,6.28318528703,0.0,0.0,-5.14237541438e-11,-0.299926192263,6.28318529442,0.0,0.0,-5.65349109749e-08,6.28318529424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49393716573e-11,4.09243634536e-07,1.00736690101e-08,-0.0853690386851,6.38067154668e-09,2.82674554875e-07,6.47191766845e-09,0.0,0.0,7.33768601435e-11,-8.1322558465e-08,6.28318528716,0.0,0.0,-5.1460169459e-11,-0.299458952006,6.2831852945,0.0,0.0,-5.61714728065e-08,6.28318529432,0.0,0.0,0.0,0.0,1.30358091631e-15,-5.84631743219e-08,-1.43909507301e-08,0.0,0.0,4.29807662698e-16,-0.0545832425577,-8.73736567819e-09,0.0,0.0,-4.03819395654e-08,-9.24559375822e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999991258,0.0216885662659,0.0214999993962
1.41,0.0266528049518,-0.000565648669613,0.0553851781226,0.0,0.0,7.33768601435e-11,-8.24333579175e-08,6.28318528689,0.0,0.0,-5.13873388286e-11,-0.30039793545,6.28318529433,0.0,0.0,-5.69387301752e-08,6.28318529414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.98567925535e-10,4.12166789587e-07,1.01456238966e-08,-0.0830103227524,6.42428821251e-09,2.84693650876e-07,6.51814602293e-09,0.0,0.0,7.33768601435e-11,-8.19071894753e-08,6.28318528702,0.0,0.0,-5.14202014301e-11,-0.299975537065,6.28318529441,0.0,0.0,-5.65752928949e-08,6.28318529423,0.0,0.0,0.0,0.0,1.3032309843e-15,-5.84631713606e-08,-1.43909507079e-08,0.0,0.0,5.0616396721e-16,-0.049344802206,-8.72741957869e-09,0.0,0.0,-4.03819375439e-08,-9.24559367481e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999991195,0.0216830129765,0.0214999993918
1.42,0.0266523477807,-0.000565648669613,0.055383341532,0.0,0.0,7.33768601435e-11,-8.30179898159e-08,6.28318528674,0.0,0.0,-5.13544762271e-11,-0.300824404457,6.28318529424,0.0,0.0,-5.73425493755e-08,6.28318529405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.98515623202e-10,4.1508994908e-07,1.0217578339e-08,-0.0808779777161,6.46786135761e-09,2.86712746878e-07,6.56437393332e-09,0.0,0.0,-7.33768601435e-11,-8.24918213738e-08,6.28318528687,0.0,0.0,-5.13846742933e-11,-0.300442544535,6.28318529432,0.0,0.0,-5.69791120952e-08,6.28318529413,0.0,0.0,0.0,0.0,-5.3148994013e-16,-5.84631685503e-08,-1.43909506125e-08,0.0,0.0,-5.25942237924e-16,-0.0446090856194,-8.71842554401e-09,0.0,0.0,-4.03819355385e-08,-9.24559365091e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999991132,0.0216779926462,0.0214999993875
1.43,0.0266519338112,-0.000565648669613,0.0553816813707,0.0,0.0,7.33768601435e-11,-8.36026217144e-08,6.2831852866,0.0,0.0,-5.13251663392e-11,-0.30120994421,6.28318529416,0.0,0.0,-5.77463685758e-08,6.28318529396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.98468975176e-10,4.18013108572e-07,1.02895332255e-08,-0.0789502789485,6.51139631103e-09,2.88731842879e-07,6.6106018437e-09,0.0,0.0,-7.33768601435e-11,-8.30764532722e-08,6.28318528673,0.0,0.0,-5.13518116918e-11,-0.300864732307,6.28318529424,0.0,0.0,-5.73829312955e-08,6.28318529404,0.0,0.0,0.0,0.0,-5.31581218184e-16,-5.84631655148e-08,-1.43909505899e-08,0.0,0.0,-4.64693969372e-16,-0.0403278505248,-8.71029261218e-09,0.0,0.0,-4.03819334867e-08,-9.24559365985e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999991069,0.0216734541277,0.0214999993831
1.44,0.0266515590207,-0.000565648669613,0.0553801806764,0.0,0.0,7.33768601435e-11,-8.41872536128e-08,6.28318528646,0.0,0.0,-5.12985209866e-11,-0.301558482681,6.28318529407,0.0,0.0,-5.81501877761e-08,6.28318529387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9842656788e-10,4.20936268064e-07,1.0361488112e-08,-0.0772075865956,6.55489573731e-09,2.90750938881e-07,6.65682975409e-09,0.0,0.0,-7.33768601435e-11,-8.36610851707e-08,6.28318528659,0.0,0.0,-5.1322501804e-11,-0.301246401694,6.28318529415,0.0,0.0,-5.77867504958e-08,6.28318529395,0.0,0.0,0.0,0.0,-5.31920896265e-16,-5.84631629162e-08,-1.43909504765e-08,0.0,0.0,-4.0955703416e-16,-0.036457483474,-8.70293834221e-09,0.0,0.0,-4.03819314895e-08,-9.24559360388e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999991006,0.0216693511818,0.0214999993788
1.45,0.0266512197498,-0.000565648669613,0.0553788241201,0.0,0.0,7.33768601435e-11,-8.47718846231e-08,6.28318528631,0.0,0.0,-5.12736519909e-11,-0.301873570893,6.28318529398,0.0,0.0,-5.85540069764e-08,6.28318529377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.98386987736e-10,4.23859423115e-07,1.04334429984e-08,-0.0756321455371,6.59836318917e-09,2.92770034882e-07,6.70305766448e-09,0.0,0.0,7.33768601435e-11,-8.42457161809e-08,6.28318528644,0.0,0.0,-5.12958564514e-11,-0.301591441237,6.28318529406,0.0,0.0,-5.81905696961e-08,6.28318529386,0.0,0.0,0.0,0.0,-5.3208689566e-16,-5.84631598931e-08,-1.43909503554e-08,0.0,0.0,-3.60288749745e-16,-0.0329585558181,-8.69628846711e-09,0.0,0.0,-4.03819294452e-08,-9.24559348531e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999990944,0.0216656420067,0.0214999993745
1.46,0.026650912672,-0.000565648669614,0.0553775978483,0.0,0.0,7.33768601435e-11,-8.53565165215e-08,6.28318528617,0.0,0.0,-5.12514475304e-11,-0.302158419093,6.2831852939,0.0,0.0,-5.89578261767e-08,6.28318529368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.98351648322e-10,4.26782582608e-07,1.05053974409e-08,-0.0742079045362,6.64180221932e-09,2.94789130884e-07,6.74928557487e-09,0.0,0.0,7.33768601435e-11,-8.48303480794e-08,6.2831852863,0.0,0.0,-5.1271875634e-11,-0.301903366315,6.28318529397,0.0,0.0,-5.85943888964e-08,6.28318529376,0.0,0.0,0.0,0.0,-5.32299044258e-16,-5.84631571443e-08,-1.43909502639e-08,0.0,0.0,-3.1588514506e-16,-0.029795422254,-8.6902757282e-09,0.0,0.0,-4.03819274836e-08,-9.24559349313e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999990881,0.0216622888121,0.0214999993701
1.47,0.0266506347648,-0.000565648669614,0.0553764893406,0.0,0.0,7.33768601435e-11,-8.59411475318e-08,6.28318528602,0.0,0.0,-5.12319076051e-11,-0.302415929452,6.28318529381,0.0,0.0,-5.9361645377e-08,6.28318529359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.98320549638e-10,4.29705737659e-07,1.05773523273e-08,-0.0729203527398,6.68521504821e-09,2.96808226885e-07,6.79551348526e-09,0.0,0.0,7.33768601435e-11,-8.54149799778e-08,6.28318528615,0.0,0.0,-5.12496711735e-11,-0.302185354951,6.28318529389,0.0,0.0,-5.89982080967e-08,6.28318529367,0.0,0.0,0.0,0.0,-5.32447862354e-16,-5.84631539408e-08,-1.43909503063e-08,0.0,0.0,-2.76116114301e-16,-0.0269358578711,-8.68483908054e-09,0.0,0.0,-4.03819254708e-08,-9.24559348933e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999990818,0.0216592574343,0.0214999993658
1.48,0.0266503832837,-0.000565648668491,0.0553754872814,0.0,0.0,-7.33768601435e-11,-8.65257794302e-08,6.28318528588,0.0,0.0,-5.12141440367e-11,-0.302648725627,6.28318529372,0.0,0.0,-5.97654645773e-08,6.2831852935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52729757238e-11,4.32628897151e-07,1.06493072138e-08,-0.0717563718654,6.72860478446e-09,2.98827322887e-07,6.84174183974e-09,0.0,0.0,7.33768601435e-11,-8.59996109881e-08,6.28318528601,0.0,0.0,-5.12301312483e-11,-0.302440280182,6.2831852938,0.0,0.0,-5.9402027297e-08,6.28318529358,0.0,0.0,0.0,0.0,-5.3266544558e-16,-5.8463151517e-08,-1.43909501045e-08,0.0,0.0,-2.40236563454e-16,-0.0243507299987,-8.67992350218e-09,0.0,0.0,-4.03819234687e-08,-9.24559339559e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999990755,0.021656516988,0.0214999993614
1.49,0.0266501557375,-0.000565648668492,0.0553745814435,0.0,0.0,-7.33768601435e-11,-8.71104113287e-08,6.28318528574,0.0,0.0,-5.11972686468e-11,-0.302859179486,6.28318529364,0.0,0.0,-6.01692837776e-08,6.2831852934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52998336783e-11,4.35552056643e-07,1.07212616562e-08,-0.070704102569,6.77197276033e-09,3.00846418888e-07,6.88796975012e-09,0.0,0.0,7.33768601435e-11,-8.65842428865e-08,6.28318528587,0.0,0.0,-5.12123676799e-11,-0.302670739328,6.28318529371,0.0,0.0,-5.98058464973e-08,6.28318529349,0.0,0.0,0.0,0.0,1.30169360125e-15,-5.84631481918e-08,-1.43909500925e-08,0.0,0.0,8.92634161056e-16,-0.0220137015319,-8.67547892552e-09,0.0,0.0,-4.03819214493e-08,-9.24559330252e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999990692,0.0216540395522,0.0214999993571
1.5,0.0266499498656,-0.000565648668492,0.0553737625829,0.0,0.0,-7.33768601435e-11,-8.7695042339e-08,6.28318528559,0.0,0.0,-5.11830577921e-11,-0.303049435273,6.28318529355,0.0,0.0,-6.05731029779e-08,6.28318529331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53224509031e-11,4.38475211695e-07,1.07932165427e-08,-0.0697528236352,6.81532164037e-09,3.0286551489e-07,6.93419766051e-09,0.0,0.0,7.33768601435e-11,-8.71688738968e-08,6.28318528572,0.0,0.0,-5.11963804684e-11,-0.302879080449,6.28318529363,0.0,0.0,-6.02096656976e-08,6.28318529339,0.0,0.0,0.0,0.0,1.3015834609e-15,-5.8463145444e-08,-1.43909499442e-08,0.0,0.0,9.2161029441e-16,-0.0199009627067,-8.67146070227e-09,0.0,0.0,-4.03819193821e-08,-9.24559334798e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999990629,0.0216517998852,0.0214999993527
1.51,0.0266497636181,-0.000565648669614,0.0553730223449,0.0,0.0,7.33768601435e-11,-8.82796733492e-08,6.28318528545,0.0,0.0,-5.11697351158e-11,-0.303221431448,6.28318529346,0.0,0.0,-6.09769221782e-08,6.28318529322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.98221599279e-10,4.41398366746e-07,1.08651714292e-08,-0.0688928427589,6.85865320094e-09,3.04884610891e-07,6.9804255709e-09,0.0,0.0,7.33768601435e-11,-8.77535057953e-08,6.28318528558,0.0,0.0,-5.11812814352e-11,-0.303067426262,6.28318529354,0.0,0.0,-6.06134848979e-08,6.2831852933,0.0,0.0,0.0,0.0,1.30151468023e-15,-5.84631422498e-08,-1.43909499372e-08,0.0,0.0,9.47722521655e-16,-0.0179909886071,-8.66782735864e-09,0.0,0.0,-4.03819174207e-08,-9.24559316558e-09,0.0,0.0,0.892744479495,0.992744479495,0.892744479495,0.0,0.0214999990566,0.0216497751677,0.0214999993484
