time,reflex_col_with_moving_base_cmx,reflex_col_with_moving_base_cmy,reflex_col_with_moving_base_cmz,reflex_col_with_moving_base_q[Link 0],reflex_col_with_moving_base_q[Link 1],reflex_col_with_moving_base_q[Link 2],reflex_col_with_moving_base_q[Link 3],reflex_col_with_moving_base_q[Link 4],reflex_col_with_moving_base_q[Link 5],reflex_col_with_moving_base_q[reflex:base],reflex_col_with_moving_base_q[reflex:pad],reflex_col_with_moving_base_q[reflex:swivel_1],reflex_col_with_moving_base_q[reflex:proximal_1],reflex_col_with_moving_base_q[reflex:distal_1],reflex_col_with_moving_base_q[reflex:distal_pad_1],reflex_col_with_moving_base_q[reflex:proximal_pad_1],reflex_col_with_moving_base_q[reflex:swivel_2],reflex_col_with_moving_base_q[reflex:proximal_2],reflex_col_with_moving_base_q[reflex:distal_2],reflex_col_with_moving_base_q[reflex:distal_pad_2],reflex_col_with_moving_base_q[reflex:proximal_pad_2],reflex_col_with_moving_base_q[reflex:proximal_3],reflex_col_with_moving_base_q[reflex:distal_3],reflex_col_with_moving_base_q[reflex:distal_pad_3],reflex_col_with_moving_base_q[reflex:proximal_pad_3],reflex_col_with_moving_base_dq[Link 0],reflex_col_with_moving_base_dq[Link 1],reflex_col_with_moving_base_dq[Link 2],reflex_col_with_moving_base_dq[Link 3],reflex_col_with_moving_base_dq[Link 4],reflex_col_with_moving_base_dq[Link 5],reflex_col_with_moving_base_dq[reflex:base],reflex_col_with_moving_base_dq[reflex:pad],reflex_col_with_moving_base_dq[reflex:swivel_1],reflex_col_with_moving_base_dq[reflex:proximal_1],reflex_col_with_moving_base_dq[reflex:distal_1],reflex_col_with_moving_base_dq[reflex:distal_pad_1],reflex_col_with_moving_base_dq[reflex:proximal_pad_1],reflex_col_with_moving_base_dq[reflex:swivel_2],reflex_col_with_moving_base_dq[reflex:proximal_2],reflex_col_with_moving_base_dq[reflex:distal_2],reflex_col_with_moving_base_dq[reflex:distal_pad_2],reflex_col_with_moving_base_dq[reflex:proximal_pad_2],reflex_col_with_moving_base_dq[reflex:proximal_3],reflex_col_with_moving_base_dq[reflex:distal_3],reflex_col_with_moving_base_dq[reflex:distal_pad_3],reflex_col_with_moving_base_dq[reflex:proximal_pad_3],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_q[q[0]],reflex_col_with_moving_base_q[q[1]],reflex_col_with_moving_base_q[q[2]],reflex_col_with_moving_base_q[q[3]],reflex_col_with_moving_base_q[q[4]],reflex_col_with_moving_base_q[q[5]],reflex_col_with_moving_base_q[q[6]],reflex_col_with_moving_base_q[q[7]],reflex_col_with_moving_base_q[q[8]],reflex_col_with_moving_base_q[q[9]],reflex_col_with_moving_base_q[q[10]],reflex_col_with_moving_base_q[q[11]],reflex_col_with_moving_base_q[q[12]],reflex_col_with_moving_base_q[q[13]],reflex_col_with_moving_base_q[q[14]],reflex_col_with_moving_base_q[q[15]],reflex_col_with_moving_base_q[q[16]],reflex_col_with_moving_base_q[q[17]],reflex_col_with_moving_base_q[q[18]],reflex_col_with_moving_base_q[q[19]],reflex_col_with_moving_base_q[q[20]],reflex_col_with_moving_base_q[q[21]],reflex_col_with_moving_base_dq[dq[0]],reflex_col_with_moving_base_dq[dq[1]],reflex_col_with_moving_base_dq[dq[2]],reflex_col_with_moving_base_dq[dq[3]],reflex_col_with_moving_base_dq[dq[4]],reflex_col_with_moving_base_dq[dq[5]],reflex_col_with_moving_base_dq[dq[6]],reflex_col_with_moving_base_dq[dq[7]],reflex_col_with_moving_base_dq[dq[8]],reflex_col_with_moving_base_dq[dq[9]],reflex_col_with_moving_base_dq[dq[10]],reflex_col_with_moving_base_dq[dq[11]],reflex_col_with_moving_base_dq[dq[12]],reflex_col_with_moving_base_dq[dq[13]],reflex_col_with_moving_base_dq[dq[14]],reflex_col_with_moving_base_dq[dq[15]],reflex_col_with_moving_base_dq[dq[16]],reflex_col_with_moving_base_dq[dq[17]],reflex_col_with_moving_base_dq[dq[18]],reflex_col_with_moving_base_dq[dq[19]],reflex_col_with_moving_base_dq[dq[20]],reflex_col_with_moving_base_dq[dq[21]],cmd_setpoint1,cmd_setpoint2,cmd_setpoint3,cmd_setpoint4,tendon_length1,tendon_length2,tendon_length3
0.64,0.014375647994,-0.000345378023283,0.0353040596861,0.000128519411816,-1.09081027552e-05,-0.00212704409175,0.000467224474172,0.000129870096598,6.28310377735,0.0,0.0,0.000447662748935,0.334641018899,3.43687932474,0.0,0.0,-4.25482895743e-05,0.304215748626,0.523769550088,0.0,0.0,0.298474765941,0.542582794715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.643333287715,0.0545993450762,21.382172822,-0.233739277877,-0.0651041992253,0.0407899447283,-0.000780193274939,-0.0882050944957,1.42315299122,0.0639212568678,-0.261884775044,0.0926261702944,-0.271291397358,0.000128523553425,-1.09081291799e-05,-0.0023903278266,0.000467226815999,0.000129868547648,6.28310377689,0.0,0.0,0.0004476627689,0.334901900302,3.43743946391,0.0,0.0,-4.25482612805e-05,0.306610705918,0.537130833578,0.0,0.0,0.300642797296,0.556061422057,0.0,0.0,-5.37790686273e-07,2.62951761516e-09,0.0242983529652,-2.55672718695e-07,1.26560189242e-07,4.82035648095e-08,0.0,0.0,-1.99716857692e-09,-0.0289104937748,-0.00612321580295,0.0,0.0,-2.83325911922e-09,-0.537085992833,-4.56471654475e-07,0.0,0.0,-0.489452922475,-4.75092735763e-07,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216924454282,0.0213883150886,0.0213241600709
0.65,0.0143758356754,-0.000345379411537,0.0356561643666,0.000128515268134,-1.09080762962e-05,-0.00169704284003,0.000467222134653,0.000129872111436,6.28310377782,0.0,0.0,0.000447662728967,0.334313151373,3.43652794773,0.0,0.0,-4.25483178761e-05,0.302021637608,0.511058387047,0.0,0.0,0.296491490268,0.529730785375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.643327282004,0.0546003053248,16.8660956742,-0.23374045143,-0.0651061115239,0.040790132376,-0.000780193288202,-0.0865657568662,1.42332867972,0.074891811962,-0.255529193524,0.10254254866,-0.264865392688,0.000128519411816,-1.09081027552e-05,-0.00212704409175,0.000467224474172,0.000129870096598,6.28310377735,0.0,0.0,0.000447662748935,0.334641018899,3.43687932474,0.0,0.0,-4.25482895743e-05,0.304215748626,0.523769550088,0.0,0.0,0.298474765941,0.542582794715,0.0,0.0,-5.32342362664e-07,2.59634014864e-09,0.02602144767,-2.55590935347e-07,1.00072828995e-07,4.24151858234e-08,0.0,0.0,-1.99641120458e-09,-0.0167512149421,-9.99593945117e-08,0.0,0.0,-2.83258289919e-09,-0.446161120414,-4.40433752358e-07,0.0,0.0,-0.402199859015,-4.5898162776e-07,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216896409532,0.0213625692977,0.0213008537339
0.66,0.0143758259239,-0.000345380593006,0.036062319318,0.000128511125361,-1.09080498499e-05,-0.00120867238529,0.000467219793394,0.000129873527743,6.28310377827,0.0,0.0,0.000447662709009,0.334134130771,3.43605207709,0.0,0.0,-4.25483461672e-05,0.300282190465,0.499446013738,0.0,0.0,0.294947175493,0.517953183916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.643319787966,0.0546012667373,21.5132161235,-0.233741617355,-0.06510714586,0.0407903674381,-0.000780193301464,-0.0856706538548,1.42356661505,0.083589047675,-0.249723006869,0.110264122535,-0.258976591958,0.000128515268134,-1.09080762962e-05,-0.00169704284003,0.000467222134653,0.000129872111436,6.28310377782,0.0,0.0,0.000447662728967,0.334313151373,3.43652794773,0.0,0.0,-4.25483178761e-05,0.302021637608,0.511058387047,0.0,0.0,0.296491490268,0.529730785375,0.0,0.0,-5.13732965611e-07,2.57899008316e-09,0.0496867737635,-2.54871417405e-07,1.2562523536e-07,4.09728169359e-08,0.0,0.0,-1.99635994713e-09,-0.0156325714561,-0.00934509356711,0.0,0.0,-2.83282955688e-09,-0.401234786022,-4.30023031961e-07,0.0,0.0,-0.360338369489,-4.48421175692e-07,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216861163773,0.0213389826043,0.0212795335204
0.67,0.0143760485058,-0.000345381687403,0.0365590564522,0.000128506866992,-1.09080234351e-05,-0.00061709874625,0.000467217454495,0.000129875347854,6.28310377873,0.0,0.0,0.000447662689045,0.333891328994,3.43580527998,0.0,0.0,-4.25483744673e-05,0.298683745934,0.488354130853,0.0,0.0,0.293633300978,0.50660967159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.643305197574,0.0546022310965,16.8240899563,-0.233742790712,-0.0651086440886,0.0407905496197,-0.000780193314732,-0.0844566449697,1.4236900136,0.0915812703302,-0.244177065426,0.116833495108,-0.253304835795,0.000128511125361,-1.09080498499e-05,-0.00120867238529,0.000467219793394,0.000129873527743,6.28310377827,0.0,0.0,0.000447662709009,0.334134130771,3.43605207709,0.0,0.0,-4.25483461672e-05,0.300282190465,0.499446013738,0.0,0.0,0.294947175493,0.517953183916,0.0,0.0,-5.10048208516e-07,2.55061485845e-09,0.0454678528912,-2.54826504422e-07,9.33070942206e-08,3.56940996052e-08,0.0,0.0,-1.99562320042e-09,-0.00342573857188,-0.00363654108622,0.0,0.0,-2.83206381963e-09,-0.318779529531,-4.15061494341e-07,0.0,0.0,-0.2809296787,-4.33342325634e-07,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216841919058,0.0213202835475,0.0212629321366
0.68,0.014379463917,-0.0003453803833,0.0370647114822,0.000128502507306,-1.09079970988e-05,-2.76970498515e-05,0.000467215112833,0.000129876564345,6.28310377918,0.0,0.0,0.000447662669091,0.333783287461,3.43546284319,0.0,0.0,-4.25484027575e-05,0.297489671228,0.478187179959,0.0,0.0,0.296610151202,0.492964362945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.643344347852,0.0546031582368,21.4152745967,-0.233743945923,-0.0651125018825,0.0407907906481,-0.000780193328,-0.0839164373054,1.42386123199,0.0975516438611,-0.23909358998,0.101949243988,-0.246482181473,0.000128506866992,-1.09080234351e-05,-0.00061709874625,0.000467217454495,0.000129875347854,6.28310377873,0.0,0.0,0.000447662689045,0.333891328994,3.43580527998,0.0,0.0,-4.25483744673e-05,0.298683745934,0.488354130853,0.0,0.0,0.293633300978,0.50660967159,0.0,0.0,-5.71542945457e-07,2.49432412701e-09,0.0627853867157,-2.54155252535e-07,8.71871662934e-08,3.49424319035e-08,0.0,0.0,-1.99566163366e-09,-0.0038845000931,-0.0110107942285,0.0,0.0,-2.83232575492e-09,-0.286561053834,-4.06305183998e-07,0.0,0.0,-0.191047155623,-4.33480482176e-07,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216815817867,0.0213031002688,0.0212488079855
0.69,0.0143802649886,-0.000345379978265,0.0376319234922,0.000128498704292,-1.0907970437e-05,0.000625110069678,0.000467212765378,0.000129878550816,6.28310377963,0.0,0.0,0.000447662649131,0.333587818566,3.43531228129,0.0,0.0,-4.25484310567e-05,0.299316912277,0.466571699099,0.0,0.0,0.299599999696,0.47988684827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.643299000097,0.0546041251071,16.6969769355,-0.233745192982,-0.0651120158726,0.0407907496235,-0.000780193341271,-0.0829390928296,1.42393651294,0.0884154386133,-0.23328584955,0.0870000015223,-0.239943424135,0.000128502507306,-1.09079970988e-05,-2.76970498515e-05,0.000467215112833,0.000129876564345,6.28310377918,0.0,0.0,0.000447662669091,0.333783287461,3.43546284319,0.0,0.0,-4.25484027575e-05,0.297489671228,0.478187179959,0.0,0.0,0.296610151202,0.492964362945,0.0,0.0,-9.05605300132e-08,2.81411524241e-09,0.0540744662315,-2.55159285906e-07,3.472041254e-07,2.92776161436e-08,0.0,0.0,-1.99541507863e-09,-0.00320682877373,-0.00494452439632,0.0,0.0,-2.83212161974e-09,-0.200644056194,-3.96864204694e-07,0.0,0.0,4.50550754857e-08,-4.06336586189e-07,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216804203402,0.0212902639657,0.0212808091254
0.7,0.0143800258535,-0.000345379862436,0.0381857308973,0.000128494563694,-1.09079439141e-05,0.00126025179706,0.000467210428437,0.000129879809779,6.28310378008,0.0,0.0,0.000447662629179,0.333541258342,3.43502367079,0.0,0.0,-4.25484593451e-05,0.301927723167,0.454897310778,0.0,0.0,0.302335754886,0.467665725653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.643294112082,0.0546050854094,21.2643500625,-0.233746371646,-0.0651130583376,0.0407909492752,-0.00078019335454,-0.0827062917089,1.4240808182,0.0753613841653,-0.227448655389,0.0733212255707,-0.233832862826,0.000128498704292,-1.0907970437e-05,0.000625110069678,0.000467212765378,0.000129878550816,6.28310377963,0.0,0.0,0.000447662649131,0.333587818566,3.43531228129,0.0,0.0,-4.25484310567e-05,0.299316912277,0.466571699099,0.0,0.0,0.299599999696,0.47988684827,0.0,0.0,-4.82388232516e-07,2.72030897492e-09,0.0686221635333,-2.46687677868e-07,1.34340802188e-07,5.18254306355e-08,0.0,0.0,-1.99585347909e-09,-0.0163666190926,-1.01383237333e-07,0.0,0.0,-2.83224857847e-09,7.74137796032e-09,-3.81923581008e-07,0.0,0.0,5.22422825987e-09,-3.95125474061e-07,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216783190496,0.021309906807,0.0213129499967
0.71,0.0143799780304,-0.000345379869263,0.0387791136229,0.000128490408376,-1.09079173798e-05,0.00194278671523,0.000467208091091,0.000129881568209,6.28310378055,0.0,0.0,0.000447662609221,0.333384944699,3.43495140196,0.0,0.0,-4.25484876434e-05,0.304128677053,0.444085300753,0.0,0.0,0.304647737774,0.456343325795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.643287506154,0.0546060464526,16.5835713009,-0.23374753736,-0.0651148747229,0.0407911525704,-0.000780193367813,-0.0819247234974,1.42411695261,0.0643566147375,-0.222042650377,0.0617613111306,-0.228171662897,0.000128494563694,-1.09079439141e-05,0.00126025179706,0.000467210428437,0.000129879809779,6.28310378008,0.0,0.0,0.000447662629179,0.333541258342,3.43502367079,0.0,0.0,-4.25484593451e-05,0.301927723167,0.454897310778,0.0,0.0,0.302335754886,0.467665725653,0.0,0.0,-4.52735379492e-07,2.69909642171e-09,0.0578624255618,-2.45579992345e-07,1.10699587334e-07,4.99125018215e-08,0.0,0.0,-1.99540331016e-09,-0.00258201233577,-0.003862605738,0.0,0.0,-2.83154603271e-09,-7.78697062263e-09,-3.68115212342e-07,0.0,0.0,-1.15981400062e-08,-3.80798382933e-07,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216778185272,0.021337973024,0.021342359365
0.72,0.0143797630641,-0.000345379877637,0.0393430368645,0.000128486251066,-1.09078908356e-05,0.00259138988782,0.000467205753672,0.000129882788764,6.283103781,0.0,0.0,0.000447662589272,0.333347707697,3.43470780272,0.0,0.0,-4.25485159319e-05,0.306141997668,0.43395836417,0.0,0.0,0.306759660559,0.44573759167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.643278849841,0.054607005778,21.212693798,-0.233748705926,-0.0651158166056,0.0407913647917,-0.000780193381086,-0.0817385384827,1.42423875223,0.0542900116602,-0.216979182085,0.0512016972043,-0.222868795835,0.000128490408376,-1.09079173798e-05,0.00194278671523,0.000467208091091,0.000129881568209,6.28310378055,0.0,0.0,0.000447662609221,0.333384944699,3.43495140196,0.0,0.0,-4.25484876434e-05,0.304128677053,0.444085300753,0.0,0.0,0.304647737774,0.456343325795,0.0,0.0,-4.39521437129e-07,2.66988261206e-09,0.0705485746739,-2.4574607991e-07,1.39476293447e-07,4.70917437024e-08,0.0,0.0,-1.99551036247e-09,-0.00438319820175,-0.01040318385,0.0,0.0,-2.8318557258e-09,-3.95905249783e-08,-3.59188370959e-07,0.0,0.0,-4.45065885334e-08,-3.7134372948e-07,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216761381555,0.0213616332783,0.0213672131811
0.73,0.0143797110321,-0.000345379990989,0.0399390223833,0.000128482096754,-1.0907864282e-05,0.00327847938138,0.000467203416323,0.000129884532792,6.28310378146,0.0,0.0,0.000447662569315,0.333215452881,3.43464737845,0.0,0.0,-4.25485442292e-05,0.307802179128,0.424560991548,0.0,0.0,0.308506776849,0.435892856849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.643272356961,0.0546079662336,16.5659607536,-0.233749871956,-0.0651176543616,0.0407915601843,-0.00078019339436,-0.0810772644049,1.42426896437,0.0459891043618,-0.212280495774,0.042466115753,-0.217946428425,0.000128486251066,-1.09078908356e-05,0.00259138988782,0.000467205753672,0.000129882788764,6.283103781,0.0,0.0,0.000447662589272,0.333347707697,3.43470780272,0.0,0.0,-4.25485159319e-05,0.306141997668,0.43395836417,0.0,0.0,0.306759660559,0.44573759167,0.0,0.0,-4.46707656317e-07,2.65732654789e-09,0.0584982791809,-2.45622058204e-07,1.07695733797e-07,4.40396607298e-08,0.0,0.0,-1.9950466451e-09,-9.85884394098e-08,-0.00490029904541,0.0,0.0,-2.83123254702e-09,-4.98841070684e-08,-3.47058562975e-07,0.0,0.0,-5.58254252791e-08,-3.58758983119e-07,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216757378577,0.0213832764749,0.021389916351
0.74,0.0143795164445,-0.000345380096944,0.0405024958791,0.000128477935251,-1.09078377177e-05,0.0039279991705,0.000467201078764,0.000129885742862,6.28310378191,0.0,0.0,0.000447662549367,0.333183369344,3.43443921389,0.0,0.0,-4.25485725177e-05,0.309327731944,0.415729072889,0.0,0.0,0.310108898427,0.426640649472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.64326315474,0.0546089249508,21.210941651,-0.233751039316,-0.065118567633,0.0407917699876,-0.000780193407634,-0.0809168467199,1.42437304665,0.0383613402808,-0.207864536444,0.0344555078664,-0.213320324736,0.000128482096754,-1.0907864282e-05,0.00327847938138,0.000467203416323,0.000129884532792,6.28310378146,0.0,0.0,0.000447662569315,0.333215452881,3.43464737845,0.0,0.0,-4.25485442292e-05,0.307802179128,0.424560991548,0.0,0.0,0.308506776849,0.435892856849,0.0,0.0,-4.32405219855e-07,2.63296604925e-09,0.0706162419512,-2.45753952399e-07,1.39328113041e-07,4.20538154243e-08,0.0,0.0,-1.99520890917e-09,-1.0422837355e-07,-0.0099562018628,0.0,0.0,-2.83158853428e-09,-7.66667411296e-08,-3.39657681958e-07,0.0,0.0,-8.34687017637e-08,-3.50893324331e-07,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216743161185,0.0214011234256,0.0214086978511
0.75,0.0143794633956,-0.000345380293562,0.0410970494577,0.000128473780162,-1.09078111444e-05,0.00461466126904,0.000467198741366,0.0001298874826,6.28310378238,0.0,0.0,0.000447662529411,0.333065277081,3.43438590902,0.0,0.0,-4.2548600816e-05,0.310548632686,0.40751456696,0.0,0.0,0.311396670381,0.418032879884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.64325653047,0.054609884876,16.5712623059,-0.233752205282,-0.0651204065517,0.0407919604793,-0.000780193420912,-0.0803263854028,1.42439969908,0.0322568365675,-0.20375728348,0.028016648094,-0.209016439942,0.000128477935251,-1.09078377177e-05,0.0039279991705,0.000467201078764,0.000129885742862,6.28310378191,0.0,0.0,0.000447662549367,0.333183369344,3.43443921389,0.0,0.0,-4.25485725177e-05,0.309327731944,0.415729072889,0.0,0.0,0.310108898427,0.426640649472,0.0,0.0,-4.44832530442e-07,2.62543223681e-09,0.0583615285949,-2.457411054e-07,1.05209232879e-07,3.92984900468e-08,0.0,0.0,-1.99477782396e-09,-9.6775396514e-08,-0.00491363487752,0.0,0.0,-2.83099597547e-09,-8.21961686261e-08,-3.28834327423e-07,0.0,0.0,-8.97995681539e-08,-3.39671290449e-07,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216739712204,0.0214175231184,0.0214259206581
0.76,0.0143792808545,-0.000345380474325,0.0416589659592,0.000128469619783,-1.09077845609e-05,0.00526348765412,0.000467196403806,0.000129888689842,6.28310378283,0.0,0.0,0.000447662509464,0.333037350133,3.43419758019,0.0,0.0,-4.25486291045e-05,0.311679442263,0.399765460662,0.0,0.0,0.312585769975,0.409913579642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.643247419721,0.054610843149,21.21898644,-0.233753373233,-0.0651213225945,0.0407921649903,-0.000780193434187,-0.0801867506667,1.42449386349,0.0266027886846,-0.199882730331,0.0220711501265,-0.204956789821,0.000128473780162,-1.09078111444e-05,0.00461466126904,0.000467198741366,0.0001298874826,6.28310378238,0.0,0.0,0.000447662529411,0.333065277081,3.43438590902,0.0,0.0,-4.2548600816e-05,0.310548632686,0.40751456696,0.0,0.0,0.311396670381,0.418032879884,0.0,0.0,-4.31796876346e-07,2.60534296138e-09,0.0704303209267,-2.45874689354e-07,1.37170898006e-07,3.78402013474e-08,0.0,0.0,-1.99497245706e-09,-1.0265745274e-07,-0.00869838021888,0.0,0.0,-2.83137720323e-09,-1.04652470183e-07,-3.22660469346e-07,0.0,0.0,-1.12914279843e-07,-3.33087668368e-07,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216727017286,0.0214306478014,0.0214397642066
0.77,0.0143792280742,-0.000345380734825,0.0422521577634,0.000128465464574,-1.09077579682e-05,0.00594951815953,0.000467194066375,0.000129890427111,6.28310378329,0.0,0.0,0.000447662489509,0.33292961102,3.4341504668,0.0,0.0,-4.25486574018e-05,0.312546004991,0.392540204674,0.0,0.0,0.313502617269,0.402341279988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.643240665594,0.0546118026351,16.5794007303,-0.233754539211,-0.065123157147,0.0407923519142,-0.000780193447464,-0.0796480551011,1.42451742019,0.0222699750432,-0.196270102337,0.0174869136571,-0.201170639994,0.000128469619783,-1.09077845609e-05,0.00526348765412,0.000467196403806,0.000129888689842,6.28310378283,0.0,0.0,0.000447662509464,0.333037350133,3.43419758019,0.0,0.0,-4.25486291045e-05,0.311679442263,0.399765460662,0.0,0.0,0.312585769975,0.409913579642,0.0,0.0,-4.43357326462e-07,2.60123455833e-09,0.0581828428043,-2.45800358313e-07,1.03469037799e-07,3.56460738958e-08,0.0,0.0,-1.99455902189e-09,-9.52855329709e-08,-0.00487054324253,0.0,0.0,-2.83080079267e-09,-1.06188042799e-07,-3.12900733813e-07,0.0,0.0,-1.15065908019e-07,-3.22977781319e-07,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216724015139,0.0214428040043,0.0214525470272
0.78,0.0143790540591,-0.000345380972332,0.0428129672525,0.000128461304719,-1.09077313653e-05,0.00659790237906,0.0004671917288,0.000129891631933,6.28310378374,0.0,0.0,0.000447662469563,0.332905630491,3.43397620578,0.0,0.0,-4.25486856903e-05,0.313359065382,0.385697469836,0.0,0.0,0.314358905853,0.395171094222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.64323166524,0.0546127605246,21.2264523402,-0.233755707817,-0.0651240789539,0.0407925519267,-0.000780193460742,-0.0795281524541,1.4246045507,0.0182046730884,-0.192848734918,0.0132054707328,-0.197585547111,0.000128465464574,-1.09077579682e-05,0.00594951815953,0.000467194066375,0.000129890427111,6.28310378329,0.0,0.0,0.000447662489509,0.33292961102,3.4341504668,0.0,0.0,-4.25486574018e-05,0.312546004991,0.392540204674,0.0,0.0,0.313502617269,0.402341279988,0.0,0.0,-4.31605929858e-07,2.58451456944e-09,0.0702822765344,-2.45928738652e-07,1.35116063189e-07,3.4578568058e-08,0.0,0.0,-1.99477761223e-09,-1.01000668005e-07,-0.00821849352381,0.0,0.0,-2.83119854095e-09,-1.25078822973e-07,-3.07738348955e-07,0.0,0.0,-1.34448260385e-07,-3.17452914176e-07,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216712433185,0.0214521195537,0.0214624031356
