time,reflex_col_with_moving_base_cmx,reflex_col_with_moving_base_cmy,reflex_col_with_moving_base_cmz,reflex_col_with_moving_base_q[Link 0],reflex_col_with_moving_base_q[Link 1],reflex_col_with_moving_base_q[Link 2],reflex_col_with_moving_base_q[Link 3],reflex_col_with_moving_base_q[Link 4],reflex_col_with_moving_base_q[Link 5],reflex_col_with_moving_base_q[reflex:base],reflex_col_with_moving_base_q[reflex:pad],reflex_col_with_moving_base_q[reflex:swivel_1],reflex_col_with_moving_base_q[reflex:proximal_1],reflex_col_with_moving_base_q[reflex:distal_1],reflex_col_with_moving_base_q[reflex:distal_pad_1],reflex_col_with_moving_base_q[reflex:proximal_pad_1],reflex_col_with_moving_base_q[reflex:swivel_2],reflex_col_with_moving_base_q[reflex:proximal_2],reflex_col_with_moving_base_q[reflex:distal_2],reflex_col_with_moving_base_q[reflex:distal_pad_2],reflex_col_with_moving_base_q[reflex:proximal_pad_2],reflex_col_with_moving_base_q[reflex:proximal_3],reflex_col_with_moving_base_q[reflex:distal_3],reflex_col_with_moving_base_q[reflex:distal_pad_3],reflex_col_with_moving_base_q[reflex:proximal_pad_3],reflex_col_with_moving_base_dq[Link 0],reflex_col_with_moving_base_dq[Link 1],reflex_col_with_moving_base_dq[Link 2],reflex_col_with_moving_base_dq[Link 3],reflex_col_with_moving_base_dq[Link 4],reflex_col_with_moving_base_dq[Link 5],reflex_col_with_moving_base_dq[reflex:base],reflex_col_with_moving_base_dq[reflex:pad],reflex_col_with_moving_base_dq[reflex:swivel_1],reflex_col_with_moving_base_dq[reflex:proximal_1],reflex_col_with_moving_base_dq[reflex:distal_1],reflex_col_with_moving_base_dq[reflex:distal_pad_1],reflex_col_with_moving_base_dq[reflex:proximal_pad_1],reflex_col_with_moving_base_dq[reflex:swivel_2],reflex_col_with_moving_base_dq[reflex:proximal_2],reflex_col_with_moving_base_dq[reflex:distal_2],reflex_col_with_moving_base_dq[reflex:distal_pad_2],reflex_col_with_moving_base_dq[reflex:proximal_pad_2],reflex_col_with_moving_base_dq[reflex:proximal_3],reflex_col_with_moving_base_dq[reflex:distal_3],reflex_col_with_moving_base_dq[reflex:distal_pad_3],reflex_col_with_moving_base_dq[reflex:proximal_pad_3],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_q[q[0]],reflex_col_with_moving_base_q[q[1]],reflex_col_with_moving_base_q[q[2]],reflex_col_with_moving_base_q[q[3]],reflex_col_with_moving_base_q[q[4]],reflex_col_with_moving_base_q[q[5]],reflex_col_with_moving_base_q[q[6]],reflex_col_with_moving_base_q[q[7]],reflex_col_with_moving_base_q[q[8]],reflex_col_with_moving_base_q[q[9]],reflex_col_with_moving_base_q[q[10]],reflex_col_with_moving_base_q[q[11]],reflex_col_with_moving_base_q[q[12]],reflex_col_with_moving_base_q[q[13]],reflex_col_with_moving_base_q[q[14]],reflex_col_with_moving_base_q[q[15]],reflex_col_with_moving_base_q[q[16]],reflex_col_with_moving_base_q[q[17]],reflex_col_with_moving_base_q[q[18]],reflex_col_with_moving_base_q[q[19]],reflex_col_with_moving_base_q[q[20]],reflex_col_with_moving_base_q[q[21]],reflex_col_with_moving_base_dq[dq[0]],reflex_col_with_moving_base_dq[dq[1]],reflex_col_with_moving_base_dq[dq[2]],reflex_col_with_moving_base_dq[dq[3]],reflex_col_with_moving_base_dq[dq[4]],reflex_col_with_moving_base_dq[dq[5]],reflex_col_with_moving_base_dq[dq[6]],reflex_col_with_moving_base_dq[dq[7]],reflex_col_with_moving_base_dq[dq[8]],reflex_col_with_moving_base_dq[dq[9]],reflex_col_with_moving_base_dq[dq[10]],reflex_col_with_moving_base_dq[dq[11]],reflex_col_with_moving_base_dq[dq[12]],reflex_col_with_moving_base_dq[dq[13]],reflex_col_with_moving_base_dq[dq[14]],reflex_col_with_moving_base_dq[dq[15]],reflex_col_with_moving_base_dq[dq[16]],reflex_col_with_moving_base_dq[dq[17]],reflex_col_with_moving_base_dq[dq[18]],reflex_col_with_moving_base_dq[dq[19]],reflex_col_with_moving_base_dq[dq[20]],reflex_col_with_moving_base_dq[dq[21]],cmd_setpoint1,cmd_setpoint2,cmd_setpoint3,cmd_setpoint4,tendon_length1,tendon_length2,tendon_length3
1.92,0.0143732565697,-0.000345402017939,0.108680039117,0.000127987883125,-1.0904635963e-05,0.0826383936882,0.000466925176168,0.000130049300291,6.28310383345,0.0,0.0,0.000447660196023,0.331869109715,3.43068113051,0.0,0.0,-4.25519111484e-05,0.308997406711,0.191510836528,0.0,0.0,0.309167722879,0.19181330375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.64232924555,0.0547215960634,21.0432447853,-0.233888771436,-0.0652769160485,0.0408140744501,-0.000780194975762,-0.0743455485771,1.42625208833,0.0400129664453,-0.0957554182641,0.0391613856029,-0.0959066518752,0.000127991614671,-1.09046608785e-05,0.0820599492208,0.000466927281473,0.000130048386745,6.28310383309,0.0,0.0,0.000447660213966,0.331869110471,3.43070676044,0.0,0.0,-4.25518856888e-05,0.308997406648,0.191645778586,0.0,0.0,0.309167722824,0.191954734511,0.0,0.0,-4.16287872069e-07,2.77604418228e-09,0.0700737070864,-2.33518548896e-07,1.17006459602e-07,4.2209168188e-08,0.0,0.0,-1.99393732199e-09,-8.63415246091e-08,-1.00777175254e-07,0.0,0.0,-2.82904416553e-09,1.1214384219e-08,-0.0408207687746,0.0,0.0,1.06263293848e-08,-0.0424627783565,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598429376,0.0214139721215,0.0214158030204
1.93,0.0143732489167,-0.000345402065317,0.109275637869,0.000127983734193,-1.09046082626e-05,0.0833239334048,0.0004669228373,0.000130050861165,6.28310383388,0.0,0.0,0.000447660176078,0.331869108804,3.43067830589,0.0,0.0,-4.25519394467e-05,0.308997406693,0.191220321346,0.0,0.0,0.309167722853,0.191514904353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.642321245698,0.0547225481419,16.3957668218,-0.23388993521,-0.0652786158763,0.0408142673762,-0.000780194989057,-0.0743455440212,1.42625350065,0.0400129665356,-0.0956101606729,0.0391613857354,-0.0957574521763,0.000127987466211,-1.09046331799e-05,0.0827002965375,0.000466924943003,0.000130049503173,6.2831038335,0.0,0.0,0.000447660194028,0.331869109618,3.43068113042,0.0,0.0,-4.25519139791e-05,0.308997406713,0.191434039347,0.0,0.0,0.30916772288,0.191734911274,0.0,0.0,-4.16913684701e-07,2.78317191185e-09,0.0619028492155,-2.3316391807e-07,2.02881019412e-07,4.50407136372e-08,0.0,0.0,-1.99524916558e-09,-9.76962420915e-08,-9.4259061684e-08,0.0,0.0,-2.83051911822e-09,1.650334281e-09,-0.0767971809959,0.0,0.0,1.05462256215e-09,-0.0783924765069,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598429284,0.0214139721222,0.021415803021
1.94,0.0143732301451,-0.000345402100624,0.10983921601,0.000127979586533,-1.09045805521e-05,0.0839724514957,0.000466920498453,0.000130051888659,6.28310383429,0.0,0.0,0.000447660156141,0.331869107963,3.43065277375,0.0,0.0,-4.25519677352e-05,0.308997406767,0.19105705689,0.0,0.0,0.309167722919,0.191343932397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.64231336318,0.0547234996981,21.0403948231,-0.233891102039,-0.0652795079538,0.0408144732237,-0.000780195002349,-0.0743455398172,1.42626626672,0.0400129661629,-0.0955285284452,0.0391613854049,-0.0956719661985,0.000127983317916,-1.09046054851e-05,0.0833940053485,0.000466922603754,0.000130050977838,6.28310383392,0.0,0.0,0.000447660174084,0.331869108718,3.43067830579,0.0,0.0,-4.25519422755e-05,0.308997406704,0.191182026497,0.0,0.0,0.309167722863,0.191475053003,0.0,0.0,-4.16277261783e-07,2.77752185857e-09,0.0700719437138,-2.33546499815e-07,1.16674032241e-07,4.20835741705e-08,0.0,0.0,-1.9939316074e-09,-8.61872597245e-08,-1.00778040574e-07,0.0,0.0,-2.82904718373e-09,1.08335989825e-08,-0.0382948490612,0.0,0.0,1.02321637744e-08,-0.039851349657,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598429187,0.0214139721221,0.0214158030208
1.95,0.0143732226291,-0.000345402146922,0.110434828452,0.000127975437737,-1.09045528326e-05,0.0846579911541,0.000466918159562,0.00013005344647,6.28310383471,0.0,0.0,0.000447660136196,0.331869107054,3.43064999123,0.0,0.0,-4.25519960334e-05,0.308997406749,0.190778678677,0.0,0.0,0.309167722893,0.191058081121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6423053612,0.0547244516775,16.3929190567,-0.233892265768,-0.0652812062378,0.040814666516,-0.000780195015644,-0.0743455352683,1.42626765797,0.0400129662533,-0.0953893393383,0.0391613855374,-0.0955290405605,0.000127979169611,-1.09045777674e-05,0.0840343526506,0.000466920265261,0.000130052091206,6.28310383433,0.0,0.0,0.000447660154145,0.331869107866,3.43065277365,0.0,0.0,-4.25519705658e-05,0.308997406769,0.190982709756,0.0,0.0,0.30916772292,0.191268072937,0.0,0.0,-4.16921454614e-07,2.78467592281e-09,0.0619011548796,-2.33191921364e-07,2.02547680658e-07,4.49162172873e-08,0.0,0.0,-1.99524342258e-09,-9.75435244839e-08,-9.4263287713e-08,0.0,0.0,-2.83052222032e-09,1.2801690117e-09,-0.0743471343053,0.0,0.0,6.71446024504e-10,-0.0758594597839,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598429096,0.0214139721228,0.0214158030214
1.96,0.0143732040182,-0.000345402181174,0.110998419912,0.000127971290251,-1.0904525103e-05,0.0853065091656,0.000466915820692,0.000130054470906,6.28310383512,0.0,0.0,0.000447660116258,0.331869106214,3.43062455622,0.0,0.0,-4.25520243219e-05,0.308997406824,0.190627252518,0.0,0.0,0.309167722959,0.190899348632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.642297480511,0.0547254031337,21.0375543373,-0.233893432558,-0.0652820968095,0.0408148727096,-0.000780195028934,-0.0743455310714,1.42628037548,0.0400129658807,-0.0953136262588,0.039161385207,-0.0954496743159,0.000127975021472,-1.09045500536e-05,0.0847280614264,0.000466917925989,0.000130053562812,6.28310383475,0.0,0.0,0.000447660134202,0.331869106968,3.43064999113,0.0,0.0,-4.25519988623e-05,0.30899740676,0.190742776357,0.0,0.0,0.309167722902,0.191020703357,0.0,0.0,-4.16264798343e-07,2.77902062632e-09,0.0700702723027,-2.33573009721e-07,1.16343133622e-07,4.19610104727e-08,0.0,0.0,-1.99392589268e-09,-8.60335319507e-08,-1.00778504124e-07,0.0,0.0,-2.82905010653e-09,1.04729349389e-08,-0.0359023192331,0.0,0.0,9.85881474147e-09,-0.0373777643205,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598428999,0.0214139721227,0.0214158030212
1.97,0.0143731966327,-0.000345402226446,0.111594045324,0.000127967141591,-1.09044973646e-05,0.0859920487675,0.000466913481777,0.000130056025654,6.28310383554,0.0,0.0,0.000447660096313,0.331869105306,3.4306218156,0.0,0.0,-4.25520526202e-05,0.308997406806,0.190360370248,0.0,0.0,0.309167722932,0.190625383041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.642289476417,0.0547263550138,16.3900805174,-0.233894596241,-0.0652837935502,0.0408150663664,-0.000780195042229,-0.0743455265296,1.42628174579,0.0400129659712,-0.0951801851239,0.0391613853397,-0.0953126915205,0.000127970873323,-1.09045223168e-05,0.0853684087144,0.000466915587473,0.000130054673122,6.28310383516,0.0,0.0,0.000447660114263,0.331869106117,3.43062455613,0.0,0.0,-4.25520271525e-05,0.308997406825,0.190555226039,0.0,0.0,0.309167722959,0.190825888477,0.0,0.0,-4.16927345439e-07,2.78620032998e-09,0.0618995488085,-2.33218507792e-07,2.02215833999e-07,4.47946545762e-08,0.0,0.0,-1.99523769261e-09,-9.73913222548e-08,-9.42670943435e-08,0.0,0.0,-2.83052504308e-09,9.29555922617e-10,-0.0720264781504,0.0,0.0,3.08502473754e-10,-0.0734601544433,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598428908,0.0214139721234,0.0214158030218
1.98,0.0143731781759,-0.000345402259696,0.112157649401,0.000127962994278,-1.0904469616e-05,0.0866405667035,0.000466911142884,0.000130057047032,6.28310383595,0.0,0.0,0.000447660076376,0.331869104468,3.43059647697,0.0,0.0,-4.25520809086e-05,0.30899740688,0.19022015715,0.0,0.0,0.309167722998,0.190478243888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.642281597557,0.0547273063699,21.034722836,-0.233895762994,-0.0652846826167,0.0408152729051,-0.000780195055521,-0.0743455223398,1.42629441511,0.0400129655987,-0.0951100785749,0.0391613850094,-0.0952391219441,0.000127966725341,-1.0904494584e-05,0.0860621174555,0.000466913248179,0.000130056141668,6.28310383558,0.0,0.0,0.000447660094319,0.33186910522,3.4306218155,0.0,0.0,-4.2552055449e-05,0.308997406816,0.190326734109,0.0,0.0,0.309167722942,0.190590348291,0.0,0.0,-4.1625059946e-07,2.78053942805e-09,0.070068688078,-2.33598159769e-07,1.16013683087e-07,4.18413193152e-08,0.0,0.0,-1.9939202629e-09,-8.58803127898e-08,-1.00778590184e-07,0.0,0.0,-2.82905274322e-09,1.01313293264e-08,-0.0336361390772,0.0,0.0,9.50518405548e-09,-0.0350347503666,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598428811,0.0214139721233,0.0214158030216
1.99,0.0143731709147,-0.000345402303994,0.1127532871,0.000127958845755,-1.09044418585e-05,0.0873261062504,0.000466908803945,0.000130058598717,6.28310383637,0.0,0.0,0.000447660056431,0.331869103561,3.43059377804,0.0,0.0,-4.25521092069e-05,0.308997406862,0.189964163633,0.0,0.0,0.309167722972,0.190215536493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.642273591361,0.0547282581508,16.3872507257,-0.233896926631,-0.0652863778147,0.040815466926,-0.000780195068815,-0.0743455178052,1.42629576457,0.0400129656893,-0.0949820818163,0.0391613851421,-0.0951077682465,0.000127962577347,-1.09044668282e-05,0.08670246473,0.00046691090964,0.000130057248917,6.28310383599,0.0,0.0,0.000447660074381,0.331869104371,3.43059647687,0.0,0.0,-4.25520837393e-05,0.308997406881,0.190150328766,0.0,0.0,0.309167722998,0.190407056381,0.0,0.0,-4.1693147117e-07,2.78774411363e-09,0.0618980264208,-2.33243756567e-07,2.01885400302e-07,4.46758727644e-08,0.0,0.0,-1.99523195501e-09,-9.72396080052e-08,-9.42705056294e-08,0.0,0.0,-2.83052766174e-09,5.97467119066e-10,-0.0698283838454,0.0,0.0,-3.52760939741e-11,-0.0711875069731,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.021659842872,0.021413972124,0.0214158030222
2.0,0.0143731526057,-0.000345402336292,0.113316903128,0.000127954698615,-1.09044140908e-05,0.0879746241148,0.00046690646503,0.000130059617037,6.28310383677,0.0,0.0,0.000447660036494,0.331869102724,3.43056853504,0.0,0.0,-4.25521374954e-05,0.308997406937,0.189834571363,0.0,0.0,0.309167723038,0.190079378637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.642265714327,0.0547292094067,21.0318998525,-0.233898093348,-0.0652872653763,0.0408156738096,-0.000780195082107,-0.0743455136225,1.42630838607,0.0400129653168,-0.0949172856814,0.0391613848118,-0.0950396893185,0.00012795842952,-1.09044390764e-05,0.0873961734369,0.000466908570323,0.000130058714404,6.28310383641,0.0,0.0,0.000447660054437,0.331869103475,3.43059377794,0.0,0.0,-4.25521120357e-05,0.308997406872,0.189932673993,0.0,0.0,0.309167722981,0.190182721074,0.0,0.0,-4.16234775379e-07,2.78207725893e-09,0.0700671865083,-2.33622026317e-07,1.15685603374e-07,4.17243508804e-08,0.0,0.0,-1.993914618e-09,-8.57275761199e-08,-1.00778321085e-07,0.0,0.0,-2.82905520561e-09,9.80777360463e-09,-0.0314896394885,0.0,0.0,9.17023106494e-09,-0.0328154189676,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598428624,0.0214139721239,0.021415803022
2.01,0.014373145463,-0.000345402379664,0.113912552467,0.000127950550228,-1.09043863143e-05,0.088660163608,0.000466904126067,0.000130061165661,6.28310383719,0.0,0.0,0.000447660016549,0.331869101819,3.43056587759,0.0,0.0,-4.25521657936e-05,0.308997406919,0.189588891456,0.0,0.0,0.309167723011,0.189827335054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.642257706041,0.0547301610883,16.3844292274,-0.233899256939,-0.0652889590322,0.0408158681938,-0.000780195095402,-0.0743455090949,1.4263097148,0.0400129654075,-0.0947944457281,0.0391613849447,-0.0949136675272,0.000127954281681,-1.09044113015e-05,0.0880365206982,0.000466906231762,0.000130059818594,6.28310383682,0.0,0.0,0.000447660034499,0.331869102627,3.43056853494,0.0,0.0,-4.2552140326e-05,0.308997406937,0.18976682498,0.0,0.0,0.309167723037,0.190010343802,0.0,0.0,-4.16933938626e-07,2.78930628893e-09,0.0618965833685,-2.33267742991e-07,2.01556306171e-07,4.45597270656e-08,0.0,0.0,-1.99522624388e-09,-9.7088358625e-08,-9.4273542262e-08,0.0,0.0,-2.83053012864e-09,2.82923083425e-10,-0.0677463826089,0.0,0.0,-3.6090043525e-10,-0.0690348354538,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598428532,0.0214139721246,0.0214158030227
2.02,0.014373127296,-0.000345402411059,0.114476179816,0.000127946403262,-1.09043585277e-05,0.0893086814044,0.000466901787129,0.000130062180923,6.2831038376,0.0,0.0,0.000447659996612,0.331869100984,3.43054072947,0.0,0.0,-4.25521940821e-05,0.308997406993,0.189469359045,0.0,0.0,0.309167723077,0.189701578749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.642249830833,0.0547311122441,21.0290849437,-0.233900423619,-0.0652898450892,0.0408160754208,-0.000780195108694,-0.0743455049194,1.42632228885,0.0400129650351,-0.0947346795225,0.0391613846145,-0.0948507893745,0.000127950134011,-1.09043835307e-05,0.0887302293713,0.000466903892422,0.000130061281021,6.28310383724,0.0,0.0,0.000447660014555,0.331869101733,3.43056587749,0.0,0.0,-4.25521686225e-05,0.308997406928,0.189559434953,0.0,0.0,0.30916772302,0.18979662181,0.0,0.0,-4.16217429326e-07,2.78363315917e-09,0.070065763294,-2.33644681445e-07,1.15358822807e-07,4.16099630896e-08,0.0,0.0,-1.9939089446e-09,-8.55752987799e-08,-1.00777717607e-07,0.0,0.0,-2.82905751009e-09,9.50131738686e-09,-0.0294565029647,0.0,0.0,8.85297008379e-09,-0.0307132443172,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598428436,0.0214139721245,0.0214158030225
2.03,0.0143731202662,-0.000345402453552,0.115071840181,0.000127942255012,-1.09043307322e-05,0.0899942208454,0.000466899448142,0.000130063726486,6.28310383802,0.0,0.0,0.000447659976667,0.33186910008,3.43053811329,0.0,0.0,-4.25522223804e-05,0.308997406975,0.189233447967,0.0,0.0,0.309167723051,0.189459635957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.642241820469,0.0547320638263,16.3816155918,-0.233901587166,-0.0652915372035,0.0408162701676,-0.000780195121988,-0.0743455003989,1.42632359694,0.0400129651258,-0.0946167239835,0.0391613847474,-0.0947298179786,0.000127945986327,-1.09043557368e-05,0.0893705766199,0.000466901553838,0.000130062382151,6.28310383765,0.0,0.0,0.000447659994617,0.331869100887,3.43054072938,0.0,0.0,-4.25521969127e-05,0.308997406993,0.189403584698,0.0,0.0,0.309167723076,0.189634582939,0.0,0.0,-4.16934847947e-07,2.79088593008e-09,0.0618952155261,-2.33290537147e-07,2.01228480385e-07,4.4446080065e-08,0.0,0.0,-1.99522051082e-09,-9.69375493156e-08,-9.42762267481e-08,0.0,0.0,-2.83053235945e-09,-1.49999484091e-11,-0.065774346656,0.0,0.0,-6.69329252666e-10,-0.0669958100289,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598428345,0.0214139721252,0.0214158030231
2.04,0.0143731022356,-0.000345402484089,0.115635478253,0.000127938108219,-1.09043029265e-05,0.0906427385771,0.000466897109181,0.000130064738689,6.28310383843,0.0,0.0,0.00044765995673,0.331869099246,3.43051305933,0.0,0.0,-4.25522506688e-05,0.308997407049,0.189123444059,0.0,0.0,0.309167723117,0.189343732048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.642233947083,0.0547330148819,21.0262776895,-0.233902753809,-0.065292421756,0.0408164777383,-0.00078019513528,-0.0743454962304,1.42633612393,0.0400129647534,-0.0945617220295,0.0391613844172,-0.0946718660242,0.000127941838813,-1.0904327947e-05,0.0900642852598,0.000466899214476,0.000130063841519,6.28310383806,0.0,0.0,0.000447659974673,0.331869099994,3.43053811319,0.0,0.0,-4.25522252092e-05,0.308997406984,0.189205917222,0.0,0.0,0.309167723059,0.189430913913,0.0,0.0,-4.16198658061e-07,2.78520621175e-09,0.0700644143557,-2.33666192988e-07,1.15033271935e-07,4.14980211105e-08,0.0,0.0,-1.99390334236e-09,-8.54234568196e-08,-1.0077679999e-07,0.0,0.0,-2.8290595785e-09,9.21105590228e-09,-0.0275307451023,0.0,0.0,8.55246777288e-09,-0.0287220445407,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598428249,0.0214139721251,0.0214158030229
2.05,0.0143730953137,-0.000345402525746,0.116231149062,0.000127933960105,-1.0904275112e-05,0.0913282779673,0.00046689477017,0.00013006628119,6.28310383884,0.0,0.0,0.000447659936786,0.331869098343,3.4305104842,0.0,0.0,-4.25522789671e-05,0.308997407031,0.188896785787,0.0,0.0,0.30916772309,0.189111356734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.642225934653,0.0547339663647,16.3788094102,-0.233903917311,-0.0652941123287,0.0408166728469,-0.000780195148575,-0.0743454917171,1.42633741149,0.0400129648443,-0.0944483928936,0.0391613845502,-0.094555678367,0.000127937691284,-1.0904300134e-05,0.0907046324961,0.000466896875869,0.000130064939591,6.28310383847,0.0,0.0,0.000447659954736,0.331869099149,3.43051305923,0.0,0.0,-4.25522534995e-05,0.308997407049,0.189059537588,0.0,0.0,0.309167723116,0.189278667614,0.0,0.0,-4.16934293009e-07,2.79248215773e-09,0.0618939189794,-2.33312205925e-07,2.00901856418e-07,4.43348013872e-08,0.0,0.0,-1.99521482078e-09,-9.67871558431e-08,-9.42785774989e-08,0.0,0.0,-2.83053441004e-09,-2.97184282689e-10,-0.0639064712587,0.0,0.0,-9.61469317768e-10,-0.065064434405,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598428159,0.0214139721258,0.0214158030235
2.06,0.0143730774143,-0.000345402555468,0.116794797291,0.000127929813485,-1.09042472873e-05,0.0919767956375,0.000466892431186,0.000130067290335,6.28310383925,0.0,0.0,0.000447659916849,0.331869097511,3.43048552367,0.0,0.0,-4.25523072556e-05,0.308997407106,0.188795807079,0.0,0.0,0.309167723156,0.189004785047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.642218063087,0.0547349173201,21.0234776913,-0.233905083919,-0.0652949953769,0.0408168807603,-0.000780195161867,-0.0743454875557,1.42634989176,0.040012964472,-0.0943979035396,0.0391613842201,-0.0945023925234,0.000127933543926,-1.09042723252e-05,0.0913983411031,0.000466894536483,0.000130066395899,6.28310383889,0.0,0.0,0.000447659934792,0.331869098258,3.4305104841,0.0,0.0,-4.25522817959e-05,0.30899740704,0.18887107909,0.0,0.0,0.309167723098,0.18908452077,0.0,0.0,-4.16178552274e-07,2.78679555712e-09,0.0700631358236,-2.33686624422e-07,1.14708886508e-07,4.13883971561e-08,0.0,0.0,-1.99389774933e-09,-8.52720270276e-08,-1.00775589774e-07,0.0,0.0,-2.82906150091e-09,8.93613553395e-09,-0.0257066970844,0.0,0.0,8.26783823399e-09,-0.0268359636088,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598428063,0.0214139721257,0.0214158030233
