14.4652,7.07091,3.57523,6.64806,13.8753,13.7333,9.81831,10.549,15.5295,15.3718,18.1514,10.6672,0.954677,0,0.28333,9.96542,6.52955,0.135107,1.49847,7.0255,5.44805,9.68291,7.08353,2.18991,0,0.648488,3.94252,3.53443,0,0,0,0,3.50297,0,1.32207,0.966582,0,0,7.12121,1.07386,2.33389,0,0,3.31328,0,0,4.42723,0,3.04424,11.2404,3.87468,0,3.08488,4.94597,9.29136,3.00419,5.69599,2.77807,1.80049,7.75455,10.5551,0.576706,0,0,0,4.37531,12.9825,6.24374,0,0,3.84834,7.3027,4.40793,0.98091,0,0,0.456431,15.219,8.45025,0.788144,0,6.38075,0.551851,0,1.30274,3.92127,0.144607,4.56106,7.88273,1.61398,2.24651,9.10679,10.3739,1.10404,0,1.8199,4.81879,5.08599,10.8705,4.2684,0,0,5.77545,15.041,8.31005,5.6033,5.16159,0,0,5.93254,6.95236,0.122986,0.842848,8.23896,17.3451,17.3353,15.3012,5.75252,0,0,6.49588,0,0,0,0,3.14159,0,0,0
19.8509,14.1886,4.76348,0,0,7.79257,6.63305,9.5268,4.91076,0,0,11.1359,7.36512,3.86205,0,0,1.80644,0,2.19292,6.17402,0,0,4.22579,0,0.583882,4.11468,5.2347,0.332633,0,0.772126,10.5104,6.98869,7.54365,2.57066,0,0,7.958,11.1564,2.10696,0,2.02299,5.47364,0,0,7.71074,2.98048,4.94375,11.8664,10.3123,0.563046,0,0.466703,4.4712,0,0,15.8712,12.8941,10.7697,6.47421,7.64709,6.63062,3.25007,4.65421,1.02531,4.0912,4.75554,20.6867,13.8198,4.40142,0,0,8.09589,9.68587,0,0,0.390767,6.85352,11.1764,9.77725,3.54333,0,0,7.42074,5.82417,3.18878,0,0.5526,0,2.4582,0,2.87723,0.395108,5.47525,8.77702,0,0,2.00786,0,0,0,0,0,0,2.11307,9.62871,0.762131,0,3.30031,5.53877,3.38602,2.98998,0.556467,2.59719,0.0461123,5.59357,14.1949,8.66904,6.7054,10.2388,14.6273,13.3288,0,0,0,0,3.14159,0,0,0
2.85102,0,0,4.08317,0,0,5.7126,13.5785,19.1079,26.5868,32.2477,5.09491,0,0,0,0.235797,0.894948,1.55887,4.99769,12.7212,18.6668,24.1509,6.32816,0.464317,0.769005,0,2.53176,0.548455,0,0,6.08413,10.0797,17.3439,2.85553,0,0,5.98732,9.3941,3.42592,0,0,0,3.58693,13.0022,6.24562,0.335046,2.23545,4.97186,1.62003,5.68099,4.87505,0,0,2.88465,8.89984,5.29627,0,0,0,0,0.665231,0,0,0,0,3.2851,4.5816,0,0,2.64374,0,3.47594,0,0,0,0,3.99228,4.89635,4.50666,5.15309,8.79581,8.40071,10.1553,5.70904,6.95024,7.57213,6.18415,10.3734,0,0,6.77103,0,0,4.82722,0,2.12636,0.16308,0.838676,8.21169,0,0.133122,4.72677,0,0,1.86633,0,0,0,0,5.72914,5.21239,7.48862,8.77466,2.65358,2.95139,6.17941,1.19706,3.74683,1.60898,2.2048,9.05639,0,0,0,0,3.14159,0,0,0
0,0,6.22065,15.6447,15.7977,5.80604,0,0,4.23941,14.2295,18.9659,0,0,5.07108,14.9335,17.3683,8.25742,0.84636,0.0972059,6.91933,10.1561,9.03772,0,1.02549,9.17021,18.0305,19.0913,9.21646,0,0,1.75468,1.38764,0,0,0,7.38353,16.8902,19.5258,9.86811,0.849348,0,2.79226,0,0,2.04184,3.81816,5.3847,7.77857,14.4022,8.4691,0.1125,0,4.98574,3.28536,1.51818,11.7004,2.2596,0,0.443879,9.70947,7.14778,0,0,1.14193,1.82552,8.85585,11.5385,1.97058,0,0.103054,3.18057,7.00945,4.01034,3.01132,0,0,5.78813,8.11581,8.33826,4.68606,0,0,0.449935,0,1.09675,0.563459,1.28215,8.51991,0,1.10386,8.6769,0.167107,0,1.36138,0,1.959,7.37191,10.5185,15.2331,0,0,5.77271,0,0.710767,8.64649,5.99778,0,0,5.0605,14.3504,2.23979,4.29624,3.44728,0,0,6.7255,6.95172,0,0,3.6283,13.4916,0,0,0,0,3.14159,0,0,0
0.39907,0,0,4.32052,5.54593,8.12001,0,0,2.97241,11.3232,9.14587,3.73961,0,3.21442,0,0,7.29074,0,0,3.70406,3.11282,0,11.6659,9.0351,4.48686,0,0,7.87917,7.72061,6.14526,9.42493,0,0,5.70478,2.19023,5.82918,6.34511,7.32524,10.9233,14.2863,7.09219,3.94495,4.36942,0.879594,0.141184,0,0.33278,0.866853,0,3.90417,10.2715,0.64207,0,0.857756,10.499,2.61138,0,2.76596,0,0,2.2012,1.32945,1.59156,0,1.78989,11.0076,6.51523,2.95645,4.85242,0,0.422379,1.41304,0,0,6.05595,5.54455,8.68273,0.661614,0,0.193292,0,0,4.32723,0,2.30819,1.10942,0,1.75762,2.4333,0,0,2.38717,4.3955,7.03733,4.39766,8.00874,0.612092,0,1.28889,9.88728,1.86075,0,0,8.17141,0.140064,0,1.69894,6.20857,0,0.0792646,14.3123,5.94558,0.836768,3.43911,9.95869,0.741099,0,2.22356,4.15362,0,0,0,0,0,0,3.14159,0,0,0
15.6073,16.3943,7.92832,0,0,4.27511,0,0,5.76968,8.653,11.7965,5.71644,6.96854,6.22225,0,0,4.06818,0.117664,0.832136,2.1947,0,4.24841,0,0,7.89214,3.53325,2.70432,8.42961,9.64656,8.69457,0,0,1.44319,0,0,6.56723,0,0.223173,7.8755,4.52535,4.75912,4.30278,1.47706,6.08963,4.86014,6.17865,4.33282,0,0,5.13186,0,0,0,0,6.63154,9.79819,2.96171,2.0018,2.30473,2.90064,5.93131,0,0,0,0,5.13717,6.25712,0,0,3.87106,12.3021,11.8778,6.89633,7.09772,3.61454,3.5465,9.53612,1.99694,0.614003,0,6.27059,15.3134,12.0174,7.22345,4.111,0,0,7.84489,0,0,8.89828,8.43024,6.32912,5.86684,0,0,0,0,7.5845,0,1.93466,9.67842,0.686752,0,2.96685,0,0,4.84733,6.13122,12.3604,8.10325,10.0924,9.02034,0,0,1.94454,4.05786,4.47433,10.5278,15.5145,19.8457,0,0,0,0,3.14159,0,0,0
0,0,9.60937,0.325235,0,2.27911,8.48519,0,0,4.25059,2.98824,0,2.55901,9.48578,0.0885328,0,2.08075,7.66369,0,0,0,0,0,0,8.79573,7.23214,4.79965,8.46923,11.9615,5.36561,0.27475,0.165346,0,0,0,0,0.244845,0,3.33085,12.6735,4.63496,0,0,5.40971,4.91911,0,0,0,0,2.42503,11.5921,7.67338,1.76059,0,2.52821,9.01004,2.86596,3.0263,6.07159,3.95254,8.1948,4.72686,0,0.44698,0,0,4.78416,3.67189,4.93014,0,0,7.18814,2.94381,0,0,0.51938,3.02568,0,0,3.80261,0,0,6.76447,7.83827,2.81925,4.50733,10.4209,11.818,0,0,5.02513,4.77546,5.57204,11.6024,10.7407,10.2804,3.16028,0.592267,5.84927,4.9294,0,0,6.48457,15.062,8.75226,1.52232,0.671471,0,0,1.95724,5.16001,0,0,6.6937,15.9445,5.9447,0,0,2.51979,0,5.32161,0,0,0,0,3.14159,0,0,0
0.33997,0,4.54143,0.648759,0,0,9.52048,14.1795,12.4991,8.06363,8.61134,0,0,2.91283,3.52452,0,2.70228,3.99805,4.70598,5.93375,0,0,4.74757,3.0292,4.43414,6.88792,8.48369,4.39591,0,0,4.19721,0,0,11.6073,1.98888,0,0,9.34698,5.45508,0,0,2.22858,3.01247,3.76268,2.3219,2.48918,0,0.473516,9.66093,11.6905,7.05277,2.80223,0,0,7.45295,0,0,5.65514,4.73367,7.0165,13.7074,13.963,5.00529,0,0.907086,9.12766,0,0.642526,2.29696,0,0,9.20042,4.94133,2.69063,7.28758,5.17474,1.62464,6.03658,7.99654,2.56302,0,0.138551,8.28809,0,0,2.16059,0,0,0,0.240941,4.01775,0,3.00067,9.58248,1.01281,0,4.03208,2.86035,0,0,0,0.72729,0,0,9.33532,3.99434,0,0.938288,9.53327,8.3795,4.14836,6.33645,5.28568,0.950437,4.35869,12.0638,2.19489,0,0,8.28722,18.2192,0,0,0,0,3.14159,0,0,0
8.65683,0.746833,0,5.5535,3.06649,6.3954,0,0,5.82486,4.82487,5.95614,6.70042,0,0,0,0,1.82453,0,0,3.98966,0,0,10.2418,3.3097,2.02353,1.06527,0,3.41953,5.08819,4.88375,4.36892,0,0,8.75257,0,0,2.89818,7.07415,10.5024,13.265,11.88,7.47517,0,0,3.11716,0,0,2.93914,12.4868,11.6286,4.32721,1.94745,6.73959,0,0,0,0.444976,4.68773,0.41842,4.19005,8.21549,0,0,2.00923,3.4616,2.79306,0,2.11425,0.367494,0,0,9.64503,1.54488,0,4.43015,0,0,6.88291,9.60645,4.11526,0,3.59664,11.856,9.93218,3.14608,0,0,0,16.8829,14.184,9.8148,9.59107,11.8317,17.7388,9.99824,0.0476673,0,0.149281,8.35816,16.3001,7.30473,0.354436,0.722636,7.96484,12.9348,4.00371,0,1.40693,5.20343,13.0688,14.6228,4.63016,0,0,5.40531,11.5882,1.66824,0,0,8.61283,18.5751,0,0,0,0,3.14159,0,0,0
21.0379,17.3868,17.1427,20.3878,13.4851,3.50809,0,0,6.59001,16.5734,26.5659,12.9665,7.72429,7.34475,12.0801,15.0479,6.07224,0,0.961608,8.73704,17.9642,27.5888,7.07549,0,0,5.86322,15.2652,13.112,9.10721,9.89988,14.8526,15.0801,18.9891,5.99012,0,0,4.68855,6.43216,11.3114,18.3875,10.4257,5.11844,5.48957,11.2435,4.69697,0,0,0,0,5.37831,14.8347,5.10375,0,0,6.19265,3.30728,0,0,0,0,4.79216,14.5554,5.46088,0,0,6.52627,8.38931,3.38377,4.83523,0.805899,0,6.35402,15.3534,11.2121,6.16522,6.51284,12.0008,12.1675,7.95258,6.27515,0,0,3.81703,9.92121,10.5466,7.70486,3.2886,5.48263,5.4615,0,0.0426032,2.79375,1.79081,6.7387,0.271025,1.43695,2.25808,0,0,3.6645,0,0,0,0,3.7413,0,0,3.67696,0,0.64467,8.28604,2.85602,4.00626,0,0,3.56502,1.08027,2.1689,9.32336,6.94057,8.71116,0,0,0,0,3.14159,0,0,0
