Iter,planTime,expl_limit,path_cover_size,path_length
0,0,22,100,0.847912
100,0.206492,22,100,0.847912
200,0.496253,22,100,0.847912
300,0.555181,22,100,0.847912
400,0.873425,22,100,0.847912
500,1.42577,27,100,0.847912
600,1.93805,27,100,0.847912
700,2.20764,27,100,0.847912
800,2.51256,27,100,0.847912
900,2.78113,27,100,0.847912
1000,3.12313,32,100,0.847912
1100,3.43257,32,100,0.847912
1200,3.75668,32,100,0.847912
1300,4.38931,32,100,0.847912
1400,5.46353,32,100,0.847912
1500,5.77758,37,100,0.847912
1600,6.44342,37,100,0.847912
1700,6.85044,37,100,0.847912
1800,7.72028,37,100,0.847912
1900,8.27822,37,100,0.847912
2000,8.63981,42,100,0.847912
2100,9.62823,42,100,0.847912
2200,10.2408,42,100,0.847912
2300,10.7506,42,100,0.847912
2400,11.5408,42,100,0.847912
2500,11.9291,48,100,0.847912
2600,12.7962,48,100,0.847912
2700,13.3052,48,100,0.847912
2800,15.0097,48,100,0.847912
2900,15.6315,48,100,0.847912
3000,16.0333,54,100,0.847912
3100,16.8396,54,100,0.847912
3200,17.2988,54,100,0.847912
3300,17.4481,54,100,0.847912
3400,17.8915,54,100,0.847912
3500,18.4348,60,100,0.847912
3600,19.2169,60,100,0.847912
3700,19.85,60,100,0.847912
3800,20.1637,60,100,0.847912
3900,20.7219,60,100,0.847912
4000,21.4946,67,100,0.847912
4100,22.5481,67,100,0.847912
4200,23.7659,67,100,0.847912
4300,24.863,67,100,0.847912
4400,27.7527,67,100,0.847912
4500,30.7183,66,67,4.15494
4600,32.2907,66,67,4.15494
4700,33.5385,64,65,4.13928
4800,35.0373,63,64,4.12475
4900,38.1966,60,61,4.10228
5000,39.1759,60,61,4.10228
5100,40.1168,60,61,4.10228
5200,40.6129,60,61,4.10228
5300,41.614,60,61,4.10228
5400,42.0765,60,61,4.10228
5500,43.0555,60,61,4.10228
5600,44.049,60,61,4.10228
5700,44.9671,60,61,4.10228
5800,45.5983,60,61,4.10228
5900,47.4968,60,61,4.10228
6000,48.3982,60,61,4.10228
6100,49.4453,59,60,4.27329
6200,50.0915,59,60,4.27329
6300,50.9315,59,60,4.27329
6400,51.3881,59,60,4.27329
6500,52.1573,59,60,4.27329
6600,52.6708,59,60,4.27329
6700,53.8665,58,59,4.27147
6800,54.743,58,59,4.27147
6900,55.2017,58,59,4.27147
7000,55.8946,58,59,4.27147
7100,56.5965,58,59,4.27147
7200,57.5179,58,59,4.27147
7300,58.0427,58,59,4.27147
7400,59.225,58,59,4.27147
7500,59.8815,58,59,4.27147
7600,61.486,58,59,4.27147
7700,62.5448,58,59,4.27147
7800,63.8878,58,59,4.27147
7900,64.4527,58,59,4.27147
8000,64.8781,58,59,4.27147
8100,65.3292,58,59,4.27147
8200,66.0715,57,58,4.28678
8300,66.7592,57,58,4.28678
8400,67.3714,57,58,4.28678
8500,68.0971,57,58,4.28678
8600,68.6945,57,58,4.28678
8700,69.1039,57,58,4.28678
8800,69.8037,57,58,4.28678
8900,70.3169,57,58,4.28678
9000,70.994,57,58,4.28678
9100,72.1031,56,57,4.43173
9200,72.8861,56,57,4.43173
9300,73.3815,56,57,4.43173
9400,74.4392,56,57,4.43173
9500,74.8908,56,57,4.43173
9600,75.5364,56,57,4.43173
9700,75.8971,56,57,4.43173
9800,77.0775,56,57,4.43173
9900,77.5955,56,57,4.43173
10000,78.3948,22,57,4.43173
