trial,plan iters,plan time,best cost,gridMax,gridMin,gridSize,numComponents,numIters,numMilestones
0,1,0.00113137,inf,0.75 0.65,0.15 0.35,72,1,1,2
0,6,0.283949,2.13584,1.125 1.00625,-0.225 -0.00625,15552,1,6,2
0,7,0.579635,2.12872,1.125 1.00625,-0.225 -0.00625,31212,1,7,2
0,8,1.17605,2.12231,1.125 1.00625,-0.225 -0.00625,62208,1,8,2
0,9,2.35736,2.12231,1.125 1.00625,-0.225 -0.00625,124848,1,9,2
0,10,4.72894,2.11665,1.125 1.00625,-0.225 -0.00625,248832,1,10,2
0,11,9.47625,2.11665,1.125 1.00625,-0.225 -0.00625,497965,1,11,2
0,12,18.9674,2.11335,1.125 1.00625,-0.225 -0.00625,995328,1,12,2
