birrtstar best cost max,birrtstar best cost mean,birrtstar best cost min,birrtstar best cost std,birrtstar configCheckTime,birrtstar connectTime,birrtstar knnTime,birrtstar numEdgeChecks,birrtstar numMilestones,birrtstar shortestPathsTime,birrtstar success fraction,birrtstar time,fmmstar best cost max,fmmstar best cost mean,fmmstar best cost min,fmmstar best cost std,fmmstar gridSize max,fmmstar gridSize mean,fmmstar gridSize min,fmmstar gridSize std,fmmstar numMilestones,fmmstar success fraction,fmmstar time,lazy_birrgstar best cost max,lazy_birrgstar best cost mean,lazy_birrgstar best cost min,lazy_birrgstar best cost std,lazy_birrgstar configCheckTime,lazy_birrgstar connectTime,lazy_birrgstar knnTime,lazy_birrgstar lazyPathCheckTime,lazy_birrgstar numEdgeChecks,lazy_birrgstar numEdgesPrechecked,lazy_birrgstar numMilestones,lazy_birrgstar shortestPathsTime,lazy_birrgstar success fraction,lazy_birrgstar time,lazy_prmstar best cost max,lazy_prmstar best cost mean,lazy_prmstar best cost min,lazy_prmstar best cost std,lazy_prmstar configCheckTime,lazy_prmstar connectTime,lazy_prmstar knnTime,lazy_prmstar lazyPathCheckTime,lazy_prmstar numEdgeChecks,lazy_prmstar numEdgesPrechecked,lazy_prmstar numMilestones,lazy_prmstar shortestPathsTime,lazy_prmstar success fraction,lazy_prmstar time,lazy_rrgstar best cost max,lazy_rrgstar best cost mean,lazy_rrgstar best cost min,lazy_rrgstar best cost std,lazy_rrgstar configCheckTime,lazy_rrgstar connectTime,lazy_rrgstar knnTime,lazy_rrgstar lazyPathCheckTime,lazy_rrgstar numEdgeChecks,lazy_rrgstar numEdgesPrechecked,lazy_rrgstar numMilestones,lazy_rrgstar shortestPathsTime,lazy_rrgstar success fraction,lazy_rrgstar time,lazy_rrgstar_subopt_0.1 best cost max,lazy_rrgstar_subopt_0.1 best cost mean,lazy_rrgstar_subopt_0.1 best cost min,lazy_rrgstar_subopt_0.1 best cost std,lazy_rrgstar_subopt_0.1 configCheckTime,lazy_rrgstar_subopt_0.1 connectTime,lazy_rrgstar_subopt_0.1 knnTime,lazy_rrgstar_subopt_0.1 lazyPathCheckTime,lazy_rrgstar_subopt_0.1 numEdgeChecks,lazy_rrgstar_subopt_0.1 numEdgesPrechecked,lazy_rrgstar_subopt_0.1 numMilestones,lazy_rrgstar_subopt_0.1 shortestPathsTime,lazy_rrgstar_subopt_0.1 success fraction,lazy_rrgstar_subopt_0.1 time,lazy_rrgstar_subopt_0.2 best cost max,lazy_rrgstar_subopt_0.2 best cost mean,lazy_rrgstar_subopt_0.2 best cost min,lazy_rrgstar_subopt_0.2 best cost std,lazy_rrgstar_subopt_0.2 configCheckTime,lazy_rrgstar_subopt_0.2 connectTime,lazy_rrgstar_subopt_0.2 knnTime,lazy_rrgstar_subopt_0.2 lazyPathCheckTime,lazy_rrgstar_subopt_0.2 numEdgeChecks,lazy_rrgstar_subopt_0.2 numEdgesPrechecked,lazy_rrgstar_subopt_0.2 numMilestones,lazy_rrgstar_subopt_0.2 shortestPathsTime,lazy_rrgstar_subopt_0.2 success fraction,lazy_rrgstar_subopt_0.2 time,prmstar best cost max,prmstar best cost mean,prmstar best cost min,prmstar best cost std,prmstar configCheckTime,prmstar connectTime,prmstar knnTime,prmstar numEdgeChecks,prmstar numMilestones,prmstar shortestPathsTime,prmstar success fraction,prmstar time,restart_rrt best cost max,restart_rrt best cost mean,restart_rrt best cost min,restart_rrt best cost std,restart_rrt numMilestones,restart_rrt success fraction,restart_rrt time,restart_rrt_shortcut best cost max,restart_rrt_shortcut best cost mean,restart_rrt_shortcut best cost min,restart_rrt_shortcut best cost std,restart_rrt_shortcut numMilestones,restart_rrt_shortcut success fraction,restart_rrt_shortcut time,restart_sbl best cost max,restart_sbl best cost mean,restart_sbl best cost min,restart_sbl best cost std,restart_sbl numMilestones,restart_sbl success fraction,restart_sbl time,restart_sbl_shortcut best cost max,restart_sbl_shortcut best cost mean,restart_sbl_shortcut best cost min,restart_sbl_shortcut best cost std,restart_sbl_shortcut numMilestones,restart_sbl_shortcut success fraction,restart_sbl_shortcut time,rrtstar best cost max,rrtstar best cost mean,rrtstar best cost min,rrtstar best cost std,rrtstar configCheckTime,rrtstar connectTime,rrtstar knnTime,rrtstar numEdgeChecks,rrtstar numMilestones,rrtstar shortestPathsTime,rrtstar success fraction,rrtstar time,rrtstar_subopt_0.1 best cost max,rrtstar_subopt_0.1 best cost mean,rrtstar_subopt_0.1 best cost min,rrtstar_subopt_0.1 best cost std,rrtstar_subopt_0.1 configCheckTime,rrtstar_subopt_0.1 connectTime,rrtstar_subopt_0.1 knnTime,rrtstar_subopt_0.1 numEdgeChecks,rrtstar_subopt_0.1 numMilestones,rrtstar_subopt_0.1 shortestPathsTime,rrtstar_subopt_0.1 success fraction,rrtstar_subopt_0.1 time,rrtstar_subopt_0.2 best cost max,rrtstar_subopt_0.2 best cost mean,rrtstar_subopt_0.2 best cost min,rrtstar_subopt_0.2 best cost std,rrtstar_subopt_0.2 configCheckTime,rrtstar_subopt_0.2 connectTime,rrtstar_subopt_0.2 knnTime,rrtstar_subopt_0.2 numEdgeChecks,rrtstar_subopt_0.2 numMilestones,rrtstar_subopt_0.2 shortestPathsTime,rrtstar_subopt_0.2 success fraction,rrtstar_subopt_0.2 time
,,,,4.8888999999999999e-06,2.13264e-05,2.4059100000000001e-05,1.0,2.3999999999999999,4.7348999999999993e-06,0.0,0,,,,,72.0,72.0,72.0,0.0,2.0,0.0,0,,,,,5.0042000000000003e-06,5.5894899999999999e-05,2.4598600000000002e-05,0.0,0.29999999999999999,0.29999999999999999,2.8999999999999999,9.9317000000000001e-06,0.0,0,,,,,8.6999999999999997e-06,0.00010382189999999999,1.82082e-05,0.0,0.0,0.0,3.0,1.2049200000000001e-05,0.0,0,,,,,5.4665000000000001e-06,3.7532700000000001e-05,1.25494e-05,0.0,0.29999999999999999,0.29999999999999999,2.7000000000000002,1.0085800000000001e-05,0.0,0,,,,,5.0814000000000002e-06,4.2344800000000002e-05,2.5252899999999997e-05,4.3885000000000004e-06,0.5,0.29999999999999999,2.8999999999999999,1.3396400000000001e-05,0.0,0,,,,,5.1586e-06,5.5702599999999998e-05,2.8370700000000003e-05,2.1557e-06,0.69999999999999996,0.59999999999999998,3.0,1.37429e-05,0.0,0,,,,,8.7381000000000002e-06,3.01034e-05,1.43587e-05,0.80000000000000004,2.7999999999999998,3.5800999999999998e-06,0.0,0,,,,,2.6000000000000001,0.0,0,,,,,2.8999999999999999,0.0,0,,,,,3.0,0.0,0,,,,,3.0,0.0,0,,,,,3.7728000000000001e-06,1.07786e-05,2.0941199999999999e-05,0.69999999999999996,2.2999999999999998,2.8486999999999999e-06,0.0,0,,,,,5.0813e-06,3.8456700000000001e-05,2.74469e-05,1.2,2.6000000000000001,1.1163499999999999e-05,0.0,0,,,,,5.1197999999999997e-06,3.7032599999999995e-05,2.6061e-05,1.3,2.6000000000000001,1.0509000000000001e-05,0.0,0
,,,,0.00076703724352629736,0.024420736503104768,0.074087104705603563,1625.1027123267038,306.02688092392867,0.0043598857441396405,0.0,0.1,,,,,5483.5664302823,5483.5664302822997,5483.5664302823,0.0,2.0,0.0,0.1,,,,,0.00031643413948811619,0.018487719577786159,0.025201300056933912,0.053970868038670058,793.93519513997296,685.16589801145187,191.69566458817775,0.064155573650215209,0.0,0.1,,,,,0.00021882926521369882,0.017893224727097163,0.0046029386639805207,0.062600119310682156,168.11753445817402,98.289792635326236,91.588000575865081,0.090156487416132039,0.0,0.1,,,,,0.00051147793121107405,0.030098405732477306,0.021456656994415148,0.015826900319380086,733.18527062042108,697.62071400512502,238.28017665773933,0.047053640903925817,0.0,0.1,,,,,0.00030887427093410799,0.021254822990217394,0.023548475545170786,0.050775262650905061,705.16699863993517,593.94829108601448,187.23190521028647,0.06602631520010363,0.0,0.1,,,,,0.00030474964055822126,0.017557147808616828,0.022999339628935245,0.057972894626638793,658.65337277431013,544.87275947953094,181.49966615850988,0.066858805613697073,0.0,0.1,,,,,0.00074704342110317357,0.058969418483923633,0.039878427175484808,5610.242320831434,323.83564696906694,0.02775147607904687,0.0,0.1,,,,,465.77220825911655,0.0,0.1,,,,,491.48256854217135,0.0,0.1,,,,,433.32727031637643,0.0,0.1,,,,,597.42263197634452,0.0,0.1,,,,,0.0012756093931839704,0.013219184302906787,0.084409045175598385,1161.3655599508088,245.91494138537638,0.002248236733735262,0.0,0.1,,,,,0.00075073451349992018,0.027364381901851375,0.071154369910036305,1259.4152408332347,303.37323674719835,0.0071150629253171668,0.0,0.1,,,,,0.00077580538818595632,0.025954675843282159,0.072550569533996093,1034.3107980346704,303.99164718742549,0.0065379273804031055,0.0,0.1
,,,,0.0011330624526529902,0.039256263132469493,0.15854751384002613,2504.5866921049351,462.55183489253159,0.0070283236106327305,0.0,0.2,,,,,10957.058305594317,10957.058305594317,10957.058305594317,0.0,2.0,0.0,0.2,inf,2.3022296870864616,2.2367371551250685,0.03512009588493864,0.00052745801328209284,0.040885772533910215,0.060001678022091554,0.092727153917682867,1641.9820443370468,1474.5931272506089,315.89132735572957,0.12069823559628334,0.59999999999999998,0.2,inf,2.3318636575871725,2.303583362853288,0.023889250246082322,0.00035348766145145566,0.037533935052602677,0.008599885342581947,0.12333352362255656,294.25085375895128,175.93575013407946,146.619492125059,0.18250134313214564,0.29999999999999999,0.2,inf,2.3222857010901037,2.2838825290451257,0.027573998915939316,0.00074398997311074749,0.056375621839308387,0.041748549398990323,0.041528719600967434,1206.9005832247735,1134.8013120456624,346.55510749745201,0.1005233731840444,0.29999999999999999,0.2,inf,2.3184980065786012,2.258826961832517,0.047528929966729597,0.00045988475062234171,0.040276937867221495,0.045588547143898761,0.10660128979995025,1219.9694173463101,1033.7766565250386,274.95698814413481,0.13777286945222844,0.80000000000000004,0.2,inf,2.3071450794351764,2.21313155528507,0.05228529367611838,0.00045032532489760086,0.031978694741784143,0.043969450890070087,0.12152401206887738,1113.8037918597183,915.86093623264674,268.40947055044023,0.13986370526146893,0.69999999999999996,0.2,2.253648319492812,2.2090101737162726,2.1712413686323613,0.021730742548248527,0.0011349412191540126,0.1144109129613233,0.083829854939680981,9472.1898846701097,490.78400471158386,0.061300786716221446,1.0,0.2,,,,,433.47246760009136,0.0,0.2,,,,,650.26933169451399,0.0,0.2,5.122040468137328,3.93880485995424,2.94875,0.64777992114014848,474.26181279885594,1.0,0.2,2.1208995898746257,2.1140126459837618,2.11163712247029,0.0026635350656563496,673.2184112806375,1.0,0.2,,,,,0.0018625357006078415,0.021496894674546855,0.17505526053787218,1798.7389755450263,366.27658175718,0.0035808132165275363,0.0,0.2,,,,,0.0011015847907123576,0.04353766968890517,0.15431040637838087,1929.4396186454437,464.18438032791983,0.011101280947389922,0.0,0.2,,,,,0.0011419865360292817,0.041428868272527952,0.15637977288014648,1590.1960906289662,463.59040935215182,0.010258246538101028,0.0,0.2
,,,,0.0014065494470036966,0.0527327775064768,0.24454952538637734,3205.6724981719331,584.71728574736176,0.0091308447866592247,0.0,0.30000000000000004,2.1354534983732743,2.1354534983732743,2.1354534983732743,0.0,16402.086443051077,16402.086443051077,16402.086443051077,0.0,2.0,1.0,0.30000000000000004,2.3705589378080427,2.2845047069416284,2.227755821871008,0.038095608635938291,0.00065608932282144796,0.057806886684065674,0.085989063523241357,0.146223043785559,2213.8406496614034,1986.9302011368666,385.53454545216312,0.18949221612585695,1.0,0.30000000000000004,inf,2.3493220525048795,2.2896983493788667,0.080140730227004242,0.00043293414787910929,0.055550759959482887,0.012165032305191772,0.18108793663255293,384.40397246344088,234.86350291566745,177.52921292167781,0.27665191609660289,0.40000000000000002,0.30000000000000004,inf,2.3069595634656133,2.2387293532034085,0.047155688294798062,0.00095444134006825187,0.082007817383639645,0.06517480317543424,0.063776551561918096,1724.707896114435,1626.1195847361855,440.26215534280334,0.14819601046504333,0.5,0.30000000000000004,inf,2.2874346652941071,2.229638953802504,0.03541177049660648,0.00053327782646998552,0.051829306886098069,0.058133436697312135,0.18047608322570682,1515.5852507538741,1238.1275594089234,313.29009920386881,0.22185598145691957,0.80000000000000004,0.30000000000000004,inf,2.3106368350775957,2.175395502281063,0.067697981700458654,0.00054045834960008863,0.046256287618605632,0.060149207831427874,0.18989733082673538,1481.2676445746997,1196.9419453271628,319.87408851320424,0.21951333859255673,0.90000000000000002,0.30000000000000004,2.2150184562996595,2.1970945604084489,2.171039481980133,0.01304694225054061,0.0014359136306202271,0.16703420480978406,0.13071748731221602,12723.528150161294,622.45129497912444,0.094316530730408438,1.0,0.30000000000000004,,,,,482.98083224797409,0.0,0.30000000000000004,inf,2.13483,2.13483,0.0,835.28254238926581,0.10000000000000001,0.30000000000000004,5.0439,3.7931447201990047,2.94875,0.61522938665393023,350.96745185540556,1.0,0.30000000000000004,2.114445950694809,2.1122493492069347,2.110917337638541,0.0011244933095078363,745.84531106267457,1.0,0.30000000000000004,,,,,0.0023387223952388873,0.028094473329312225,0.2675934561253786,2333.7401809076673,460.48162444020392,0.0047845609573015282,0.0,0.30000000000000004,,,,,0.0013694095331369155,0.05880607470946296,0.23853427056607218,2434.5909577426241,586.71794235592074,0.014276247671178322,0.0,0.30000000000000004,,,,,0.001419211996139979,0.055879334320390509,0.24139568698672717,1990.4588393874164,584.84081993979498,0.013136916376929302,0.0,0.30000000000000004
,,,,0.001639801644494641,0.063718362620222166,0.33311742594839194,3811.3634266872373,691.9524218096642,0.011066710671302656,0.0,0.4,2.133045538578086,2.1330455385780862,2.133045538578086,0.0,21698.24520606319,21698.245206063191,21698.24520606319,0.0,2.0,1.0,0.4,2.312337791497588,2.2651046106385002,2.2225214952603816,0.028363485448966178,0.00079516052240312363,0.076304722565851441,0.12019159482273516,0.19112825653988472,2823.9566919098556,2550.5508116045594,459.51970153924287,0.24932842687917253,1.0,0.4,inf,2.3211427576095813,2.2750982491621627,0.038554068118189115,0.0005048181385321844,0.073696002089594398,0.015516992973800414,0.23894586907941795,460.3000498747154,283.98409475100499,203.45002475457721,0.37119368852541818,0.5,0.4,inf,2.2802808567914847,2.218463961801279,0.048792136143087701,0.0011032430031185244,0.10812668765213715,0.085186184007519608,0.092212689086570973,2176.7896104933507,2051.3465005836624,508.65746314433591,0.20307482062083765,0.59999999999999998,0.4,inf,2.2981593769859838,2.202817101532567,0.093232043660023495,0.00061673238911670039,0.067387154895693718,0.074481833028006511,0.2449335086042955,1850.3338207975944,1499.0224485435754,356.78187189570451,0.30201518314832926,0.90000000000000002,0.4,2.421859565070203,2.3012871511307695,2.17267,0.062483586063405157,0.00062243353783663106,0.062185404999815744,0.077751747793354031,0.25464096750899523,1766.3581841026207,1413.0937599561526,365.51730171942296,0.29836379267987229,1.0,0.4,2.21498,2.1904672851087605,2.170060025072631,0.014048894668179986,0.0017349497601023261,0.21191823753444677,0.18535333698673395,15963.582437046643,748.58092172185889,0.12212093833212838,1.0,0.4,,,,,407.58385886504203,0.0,0.4,inf,2.13483,2.13483,0.0,983.22540525522231,0.10000000000000001,0.4,4.68223777849881,3.7029634421651685,2.94875,0.45935815262821655,417.59203556945943,1.0,0.4,2.112815353513471,2.1114954316441641,2.1105651064646644,0.00074195579313011723,709.63661478373854,1.0,0.4,,,,,0.0027234888282587737,0.035159860895674758,0.35982698842168093,2771.9790610666178,544.21347329209834,0.0057545874141945626,0.0,0.4,,,,,0.0015982673907103586,0.070367282277273555,0.32653947736024674,2847.0522351337299,693.90784256230961,0.01706483264076885,0.0,0.4,,,,,0.0016591762137383615,0.067142409476049131,0.32968390937966024,2369.2525704284094,692.30748793712382,0.015681972177114416,0.0,0.4
,,,,0.0018464391092009717,0.073509191691321099,0.42292552439012771,4361.7292504262605,786.23322300416487,0.012803737439596711,0.0,0.5,2.130637578782898,2.1306375787828982,2.130637578782898,0.0,26994.403969075305,26994.403969075305,26994.403969075305,0.0,2.0,1.0,0.5,2.28584,2.2485428509807148,2.2141341282811555,0.027448783814186493,0.00095568908941524031,0.09698567507871951,0.16679359820335998,0.21828324049512848,3400.4709194640318,3099.5863665471306,546.2561452131373,0.29583819039405451,1.0,0.5,inf,2.3173326423504559,2.27015,0.02894105987890527,0.00056349687292519732,0.094227325314986204,0.018459591433576884,0.29508244323516852,527.51007607278348,328.62773305772953,224.69362191375922,0.46644673529380343,0.59999999999999998,0.5,inf,2.2576219913129081,2.2145756327150825,0.048215505928210188,0.0012252382215089906,0.12982431607786543,0.10235279172443609,0.13214840083257834,2544.2214891645735,2384.4285726005583,561.94851400598179,0.26460496897710822,0.59999999999999998,0.5,inf,2.2738308006732764,2.18426,0.071170422600623548,0.00070569510426674053,0.086912310688294775,0.094665474115957382,0.30120020021433458,2173.0218418892237,1765.0422483977891,404.66984118146945,0.37808565618755252,0.90000000000000002,0.5,2.36482,2.2806845801761648,2.17267,0.053670204219236475,0.00070419348946263555,0.076763539848804227,0.097094528938939453,0.31888645316943531,2019.0405921119404,1602.663141285504,410.42931367352014,0.37553701868960199,1.0,0.5,2.212384103880793,2.1860285536626707,2.16967,0.014145973951184811,0.0019911821265161988,0.25828612749234964,0.23856842092066649,18762.542420256374,855.21726827463476,0.15272176220272135,1.0,0.5,,,,,476.95824330018075,0.0,0.5,inf,2.13483,2.13483,0.0,1111.8176940734097,0.10000000000000001,0.5,4.67585,3.6416315730201214,2.94875,0.48916114790729376,441.9770556378927,1.0,0.5,2.1125788907239196,2.1111982597147176,2.110435910546269,0.00066106209085335091,599.14837039236204,1.0,0.5,,,,,0.0030598345218846943,0.040660115437787123,0.45371351957152395,3199.0252485198453,620.75113165812002,0.0066755228331003887,0.0,0.5,,,,,0.0018093808938218106,0.080632544509059351,0.4158830096194811,3198.7066507639393,789.02613524837591,0.019536964863862392,0.0,0.5,,,,,0.0018690679413961026,0.077232713439695969,0.41919443401622286,2715.4810324305004,786.95504036962609,0.017998716689582649,0.0,0.5
,,,,0.0020320419233978097,0.082590578147505589,0.51348607145291558,4828.1215253793371,872.12974033736941,0.014424989235477009,0.0,0.6,2.1285011261453852,2.1285011261453852,2.1285011261453852,0.0,32270.379718819946,32270.379718819946,32270.379718819946,0.0,2.0,1.0,0.6,2.2858312841938107,2.2371482776541507,2.200716774044783,0.028735555249438299,0.0010770676651669698,0.11550991005906527,0.20756790659138741,0.25474884803120312,3874.0256711836337,3541.9286613064628,612.10468346173263,0.34967461273728723,1.0,0.6,inf,2.3046623034112788,2.2701152741565767,0.026060535616824813,0.00059553261630858573,0.1101193847427346,0.0203901260952568,0.36111346789857901,580.75201476756922,356.58286659705783,237.25554470234448,0.56309250057968652,0.59999999999999998,0.6,inf,2.2652317407246607,2.212926769015362,0.060348515998675203,0.0013349032706543894,0.14802033693210542,0.12012398690384292,0.17657392716168185,2918.4860917786709,2716.979663266452,612.34371084199631,0.32483280255527175,0.69999999999999996,0.6,inf,2.2618033700644435,2.18426,0.05957487175630629,0.00079587282775647598,0.1043268676036114,0.11732780081960596,0.35673353166417426,2475.0404370094893,2017.5324135256628,452.25510439186883,0.45152602479859005,0.90000000000000002,0.6,2.35847,2.268842122298385,2.17267,0.047188066063674317,0.00083255307313541676,0.094748056963062655,0.12939745840788913,0.36670264175094458,2335.6609323517009,1878.8749968508187,476.42460061375471,0.43830697783929518,1.0,0.6,2.2080147175395313,2.1824348739135693,2.1651,0.012660803660872497,0.0022182974949685901,0.30615181352346255,0.29033010796298775,21272.668335918814,949.32882268417757,0.18470042781680659,1.0,0.6,,,,,308.69611598431629,0.0,0.6,inf,2.1190994921190893,2.1190994921190893,0.0,1030.4567454058022,0.10000000000000001,0.6,4.67585,3.6331899327173702,2.94875,0.49299761712779699,480.22024615222671,1.0,0.6,2.1115350955862917,2.1109897925956642,2.11043,0.00040476337352335584,901.10626333699543,1.0,0.6,inf,2.2052940957089184,2.2052940957089184,0.0,0.0033589379532657769,0.045690454948911358,0.54813532435031198,3560.6852810577138,688.88161709710073,0.0076050061362683222,0.10000000000000001,0.6,,,,,0.0019989040460797977,0.090042165000156743,0.50611735826704418,3532.51417941622,874.6330483844107,0.021740743106676778,0.0,0.6,,,,,0.0020603568080540778,0.086620326464244959,0.50944245827203205,3030.2307785182629,872.63523424954235,0.02015865943782982,0.0,0.6
,,,,0.0022058171249557668,0.091139444313901655,0.60460655578666,5259.793974925009,951.68916331267485,0.015922886645304817,0.0,0.7,2.1274263711509604,2.1274263711509604,2.1274263711509604,0.0,37467.43210683836,37467.432106838358,37467.43210683836,0.0,2.0,1.0,0.7,2.2601965601073783,2.2260738654440519,2.1842665239884336,0.024786863742253477,0.0012222698524235623,0.13688070276782732,0.26282549938218508,0.27427314492268429,4418.3744922128517,4065.743840250143,692.04403607050244,0.38828467998882732,1.0,0.7,inf,2.3083492450093241,2.25006,0.042989781495348649,0.00064281535801590038,0.12768655203963353,0.023183675518625959,0.42262324302312637,633.24120197484228,386.0311178266362,254.3560796980824,0.65848641230081051,0.69999999999999996,0.7,inf,2.2490953357316732,2.2070875791351745,0.044449242429514133,0.0014520602384813922,0.16700514475831935,0.14083444231018696,0.21363571900981407,3298.2216852195947,3062.7971691118455,666.98097175565908,0.37858534784282616,0.80000000000000004,0.7,2.3819968020936457,2.2653511031656972,2.18426,0.060777151011959199,0.00089406483196198419,0.12224810149241834,0.14293225848557145,0.40945953517379907,2768.8205979720192,2269.3800925762184,501.57825001888222,0.52174865350296884,1.0,0.7,2.351793516542156,2.2596863654103649,2.17267,0.042801537412893914,0.00091227268381395327,0.10747310902941978,0.15088930630911263,0.43092742887886981,2603.6034408787591,2098.8988679628142,518.9169344719387,0.51335074451334861,1.0,0.7,2.2015584997731943,2.1790563746493801,2.1651,0.010555074324767124,0.0024278684902272149,0.3525483644300838,0.34359774970713242,23648.792152396843,1036.0662941952537,0.21007199516908232,1.0,0.7,,,,,429.59871364323942,0.0,0.7,inf,2.120589694523944,2.11512,0.0054914732634272004,1100.432255670104,0.29999999999999999,0.7,4.30949,3.4805271751093203,2.94875,0.37274733316808822,524.69506032988727,1.0,0.7,2.11145,2.1109525247489063,2.11043,0.00036788819440028523,695.21220990137954,1.0,0.7,inf,2.20295,2.20295,0.0,0.0036327386140850662,0.050427341983539861,0.64290463732137226,3899.5578100997968,752.26890459802337,0.008417323761084148,0.10000000000000001,0.7,,,,,0.0021718894661627219,0.098964175628871179,0.59686920239119046,3830.3483821802597,954.54988923685664,0.023916413095366264,0.0,0.7,,,,,0.0022349356618924935,0.095332150252824557,0.60039773730217616,3308.1872151282123,953.21941939692567,0.022112034279379068,0.0,0.7
,,,,0.0023650968940915553,0.10164555580916297,0.69380072966031858,5681.5664455621654,1025.2543209640869,0.017392530301454427,0.0,0.7999999999999999,2.1263516161565352,2.1263516161565352,2.1263516161565352,0.0,42664.48449485676,42664.484494856762,42664.48449485676,0.0,2.0,1.0,0.7999999999999999,2.2345232990693153,2.2146869280531361,2.17583796490887,0.017351698802820278,0.0013706198581046425,0.15804734017929972,0.32212631573075301,0.28837924642694002,4919.985641533397,4549.9066176692304,770.07006720602703,0.42321268893243424,1.0,0.7999999999999999,inf,2.3055511916010558,2.25006,0.040189290962149946,0.00069256338239106954,0.14418688195866891,0.026105749653354819,0.48403037378140856,680.89446193786273,412.26683332533639,271.04160421594014,0.75415086548721288,0.69999999999999996,0.7999999999999999,inf,2.2476056454496036,2.20324,0.040066477363951497,0.0015691517770351777,0.18826733742801782,0.16332785593388097,0.24407030034423,3693.5758997705721,3429.2079353499312,722.94361598069668,0.42827416029390541,0.90000000000000002,0.7999999999999999,2.356177997559889,2.2540712667290865,2.18426,0.047641213299861145,0.00098141777980154652,0.1382785743597163,0.16423905810930914,0.46939001680344539,2991.5719553877743,2447.5336435586782,539.51420547166379,0.59713165926019918,1.0,0.7999999999999999,2.3479276276692556,2.2558266721364406,2.17267,0.041532385765420683,0.00095993477010189129,0.11657264972760766,0.16507148297332794,0.50671643509721931,2783.2394787841768,2222.8875525047429,544.33713780740482,0.59645533093370329,1.0,0.7999999999999999,2.195277072704136,2.1754291579434586,2.1633051857683996,0.010175489131735816,0.002630213414584923,0.39935900875846908,0.39646351651692247,25953.866087226295,1119.8286018058918,0.23791862836649669,1.0,0.7999999999999999,,,,,330.56619940683055,0.0,0.7999999999999999,inf,2.1199966666666668,2.11512,0.0046854123499313781,1228.2176940740585,0.29999999999999999,0.7999999999999999,3.75635,3.2903158391763263,2.94875,0.27575551253057717,559.43678391053743,1.0,0.7999999999999999,2.11145,2.1108937147776472,2.1104212231803468,0.00034069063350124603,677.14040644334261,1.0,0.7999999999999999,inf,2.1893820447605838,2.180014171455286,0.0093678733052979801,0.0038807137975751783,0.055131280008546481,0.73775321152992157,4233.4288029912377,813.23316748361776,0.0092644996758743433,0.20000000000000001,0.7999999999999999,,,,,0.002327143249959706,0.11141408645229745,0.68412841124779422,4074.6854187615718,1025.6297137778447,0.025747203947989926,0.0,0.7999999999999999,,,,,0.0023931435230474486,0.10715280033924808,0.6882813968447824,3568.3262016831818,1024.947348107687,0.02504740901772674,0.0,0.7999999999999999
,,,,0.0025135040381536059,0.10965453118712573,0.78549952765660813,6059.5395081104634,1095.3364029776392,0.018654229699011041,0.0,0.8999999999999999,2.1252768611621105,2.1252768611621105,2.1252768611621105,0.0,47861.536882875174,47861.536882875174,47861.536882875174,0.0,2.0,1.0,0.8999999999999999,2.2311259738691773,2.209575135502944,2.17152,0.017751808652551274,0.0015256301334914488,0.17704499591513306,0.38957787347054251,0.29645217133825302,5374.1496827869514,4993.6943859797384,848.74024850101466,0.44999475777540276,1.0,0.8999999999999999,inf,2.2931885617517569,2.2458558276727403,0.037550836761417669,0.00072176336291540166,0.15812745615558307,0.028103954068974861,0.54976022625831622,725.02438332670067,433.41289157170411,282.43080027215996,0.85111785049446131,0.80000000000000004,0.8999999999999999,2.3999601124101013,2.2499242717298515,2.198128895771337,0.055964372455228742,0.0016770166176954284,0.20877054486683902,0.18529971864571565,0.27775084061075495,4015.1218981365578,3721.804527591531,774.12655008593254,0.47992171004386808,1.0,0.8999999999999999,2.3199442891724926,2.245097469884243,2.18426,0.035255905323135217,0.0010650849855661244,0.15815896302974083,0.18950589522763209,0.52030726672571836,3236.757562768204,2656.5609116256815,581.57954382900812,0.66833294991049597,1.0,0.8999999999999999,2.34445,2.2544271714153314,2.17267,0.040783200422381441,0.0010207952952143271,0.12888192232083046,0.18381532453207314,0.57514463670967086,2980.0174239222874,2371.3570399074388,576.33187194000163,0.6745762131752514,1.0,0.8999999999999999,2.192561236303388,2.1724472253085225,2.158716745663071,0.0095963906951213006,0.0028148031355131465,0.44487100057049001,0.45065777435703602,28124.013854324399,1197.1388895283967,0.27070993918900194,1.0,0.8999999999999999,,,,,434.58332140840287,0.0,0.8999999999999999,inf,2.1199966666666668,2.11512,0.0046854123499313781,1232.5440912667427,0.29999999999999999,0.8999999999999999,3.75635,3.2563560000000003,2.91895,0.30340366695872345,366.74573537790263,1.0,0.8999999999999999,2.11145,2.1108280070794345,2.11042,0.00032733287928578037,653.60227230939802,1.0,0.8999999999999999,inf,2.1814988274849698,2.170662114281254,0.010632209470352129,0.0041153928779425596,0.059395679470265549,0.8330664238386557,4541.3430994209102,869.5165769972009,0.0099902961303268509,0.29999999999999999,0.8999999999999999,,,,,0.0024749930358140804,0.12010515171187286,0.77516043714725902,4301.4969476120432,1096.6557594020637,0.027843947368291416,0.0,0.8999999999999999,inf,2.3400799999999999,2.34008,0.0,0.0025437743782105245,0.1169730839659677,0.77818400740754057,3824.7320137665229,1093.2814509066118,0.026950277361784652,0.10000000000000001,0.8999999999999999
