op,#iters,time,#nodes,#displacements,solution cost,path length
n,0,0,2,22,inf,0
e,1,0.00288094,3,22,inf,0
e,2,0.0054647,4,22,inf,0
e,3,0.00808311,5,22,inf,0
e,4,0.0108628,6,22,inf,0
e,5,0.0136683,7,22,inf,0
e,6,0.016468,8,22,inf,0
e,7,0.0192593,9,22,inf,0
e,8,0.0219308,10,22,inf,0
e,9,0.0245785,11,22,inf,0
e,10,0.0272704,12,22,inf,0
e,11,0.0297502,13,22,inf,0
e,12,0.0324429,14,22,inf,0
e,13,0.0350244,15,22,inf,0
e,14,0.0377213,16,22,inf,0
e,15,0.0403955,17,22,inf,0
e,16,0.0429835,18,22,inf,0
e,17,0.0455553,19,22,inf,0
e,18,0.0469504,20,22,inf,0
e,19,0.049563,21,22,inf,0
d,19,0.0520198,21,23,inf,0
e,20,0.054612,22,23,inf,0
e,21,0.0573413,23,23,inf,0
e,22,0.0599816,24,23,inf,0
e,23,0.0627532,25,23,inf,0
e,24,0.0627621,25,23,inf,0
e,25,0.0655907,26,23,inf,0
e,26,0.06838,27,23,inf,0
e,27,0.0712409,28,23,inf,0
e,28,0.0737261,29,23,inf,0
e,29,0.0737342,29,23,inf,0
e,30,0.0764924,30,23,inf,0
e,31,0.0790669,31,23,inf,0
e,32,0.0871912,32,23,inf,0
e,33,0.0871977,32,23,inf,0
e,34,0.0872054,32,23,inf,0
e,35,0.0898469,33,23,inf,0
e,36,0.0923841,34,23,inf,0
e,37,0.0949952,35,23,inf,0
e,38,0.097465,36,23,inf,0
e,39,0.100184,37,23,inf,0
d,39,0.101187,37,24,inf,0
e,40,0.10366,38,24,inf,0
e,41,0.106097,39,24,inf,0
e,42,0.106105,39,24,inf,0
e,43,0.108727,40,24,inf,0
e,44,0.111366,41,24,inf,0
e,45,0.113888,42,24,inf,0
e,46,0.116398,43,24,inf,0
e,47,0.118851,44,24,inf,0
e,48,0.121823,45,24,inf,0
e,49,0.124563,46,24,inf,0
e,50,0.127356,47,24,inf,0
e,51,0.128521,47,24,inf,0
e,52,0.131512,48,24,inf,0
e,53,0.132678,48,24,inf,0
e,54,0.135611,49,24,inf,0
e,55,0.138281,50,24,inf,0
e,56,0.14111,51,24,inf,0
e,57,0.143783,52,24,inf,0
e,58,0.143792,52,24,inf,0
e,59,0.146617,53,24,inf,0
d,59,0.151113,53,25,inf,0
e,60,0.153952,54,25,inf,0
e,61,0.156743,55,25,inf,0
e,62,0.159707,56,25,inf,0
e,63,0.160938,56,25,inf,0
e,64,0.160955,56,25,inf,0
e,65,0.163907,57,25,inf,0
e,66,0.163921,57,25,inf,0
e,67,0.16678,58,25,inf,0
e,68,0.16679,58,25,inf,0
e,69,0.183192,59,25,inf,0
e,70,0.183203,59,25,inf,0
e,71,0.184421,59,25,inf,0
e,72,0.199193,60,25,inf,0
e,73,0.202065,61,25,inf,0
e,74,0.204636,62,25,inf,0
e,75,0.204647,62,25,inf,0
e,76,0.220592,63,25,inf,0
e,77,0.221304,63,25,inf,0
e,78,0.224026,64,25,inf,0
e,79,0.224805,64,25,inf,0
d,79,0.229282,64,26,inf,0
e,80,0.230029,64,26,inf,0
e,81,0.232714,65,26,inf,0
e,82,0.245698,66,26,inf,0
e,83,0.258309,67,26,inf,0
e,84,0.258321,67,26,inf,0
e,85,0.261001,68,26,inf,0
e,86,0.261012,68,26,inf,0
e,87,0.263527,69,26,inf,0
e,88,0.270115,70,26,inf,0
e,89,0.272728,71,26,inf,0
e,90,0.272739,71,26,inf,0
e,91,0.272748,71,26,inf,0
e,92,0.272757,71,26,inf,0
e,93,0.272764,71,26,inf,0
e,94,0.272773,71,26,inf,0
e,95,0.272782,71,26,inf,0
e,96,0.275487,72,26,inf,0
e,97,0.285375,73,26,inf,0
e,98,0.285389,73,26,inf,0
e,99,0.285398,73,26,inf,0
d,99,0.295656,73,27,inf,0
e,100,0.295669,73,27,inf,0
e,101,0.298449,74,27,inf,0
e,102,0.298461,74,27,inf,0
e,103,0.337359,75,27,inf,0
e,104,0.34004,76,27,inf,0
e,105,0.340052,76,27,inf,0
e,106,0.358563,77,27,inf,0
e,107,0.38585,78,27,inf,0
e,108,0.389106,79,27,inf,0
e,109,0.397627,80,27,inf,0
e,110,0.39764,80,27,inf,0
e,111,0.398354,80,27,inf,0
e,112,0.401028,81,27,inf,0
e,113,0.401036,81,27,inf,0
e,114,0.401046,81,27,inf,0
e,115,0.403685,82,27,inf,0
e,116,0.406524,83,27,inf,0
e,117,0.411842,84,27,inf,0
e,118,0.414459,85,27,inf,0
e,119,0.453879,86,27,inf,0
d,119,0.455954,86,28,inf,0
e,120,0.457397,87,28,inf,0
e,121,0.46006,88,28,inf,0
e,122,0.462681,89,28,inf,0
e,123,0.462688,89,28,inf,0
e,124,0.462698,89,28,inf,0
e,125,0.465309,90,28,inf,0
e,126,0.466682,91,28,inf,0
e,127,0.469285,92,28,inf,0
e,128,0.472941,93,28,inf,0
e,129,0.48837,94,28,inf,0
e,130,0.488384,94,28,inf,0
e,131,0.49937,95,28,inf,0
e,132,0.502231,96,28,inf,0
e,133,0.502248,96,28,inf,0
