time,body1,body2,numContacts,cpx_avg,cpy_avg,cpz_avg,cnx_avg,cny_avg,cnz_avg,fx_avg,fy_avg,fz_avg,mx_avg,my_avg,mz_avg
0.01,floor,spray_bottle,20,-0.0434537246823,0.000487137345122,7.85570512797e-05,-0.331498508155,0.0871023528278,-0.612300226092,0.349311649799,0.141340494156,5.69559955597,0.0,0.0,0.0
0.03,floor,spray_bottle,7,-0.0373703866665,-0.0217204421226,0.000204181093542,-0.201325680528,-0.275464268667,-0.74772143364,0.337716493756,0.207630757242,6.74162602425,-2.3676684816e-06,-1.34491440311e-06,-0.00141485774659
0.05,floor,spray_bottle,20,0.0144956880482,-0.00467841723585,0.000242611327849,0.0181912247092,-0.0719889502972,-0.634074638039,-0.712596297264,0.537928938866,15.6094255447,0.0,0.0,0.0
0.06,floor,spray_bottle,20,-0.0233610678639,-0.000978825496404,0.000169409057229,-0.230100866966,-0.0842991130427,-0.545462442189,0.311007522047,0.116112424061,13.7893218994,-6.95608650153e-07,-4.30928002657e-07,0.00329232357444
0.09,floor,spray_bottle,20,-0.0192373357087,0.0064330559513,0.000317816402448,-0.155410996452,0.119679882936,-0.725704227388,0.225735254586,-0.0156758129597,17.4560709,-7.88893187148e-06,-2.21728241744e-06,0.0035946632605
0.11,floor,spray_bottle,20,-0.0253458137275,-0.00135994569864,8.78875158378e-05,-0.259745593928,-0.052286641486,-0.435224825144,0.167737706564,-0.522356748115,14.2741167988,-0.000236744957471,-3.30257285195e-05,0.0002460596489
0.13,floor,spray_bottle,20,0.0142481497722,-0.000309685367392,0.000419708450499,-0.0140082549304,0.00131415463984,-0.756404815614,-0.136990576982,-0.418100744486,9.93189144135,0.0,0.0,0.0
0.16,floor,spray_bottle,20,-0.0319798576894,-0.00178199994591,0.000111992976241,-0.250518302619,-0.0112105729058,-0.553945484012,0.46378370747,0.255832963274,13.3590399884,0.000329025566958,-0.000178602546633,-0.00237270178651
0.17,floor,spray_bottle,20,0.0171806321014,0.000269991991809,0.000196112316553,0.0754825213924,0.0666275048628,-0.650560637563,-0.139615297318,-0.271021485329,6.74261617661,0.0,0.0,0.0
0.22,floor,spray_bottle,14,-0.0507880052818,0.00639623174277,6.19050975794e-05,-0.487965204886,0.177653007475,-0.689378031663,0.44690939784,-0.053046874702,6.05614852905,-8.30695489826e-10,2.39979610261e-09,0.000204336369611
0.23,floor,spray_bottle,20,0.0141581081902,-0.00340287136496,0.000101664333488,0.0604088004678,-0.0453181751072,-0.496924461424,-0.18244022131,-0.11184527725,18.2618727684,-1.31748426306e-05,-4.69012908643e-05,-0.00412635677269
0.24,floor,spray_bottle,20,0.0472773894668,0.0168658584255,0.00019928737854,0.195581631362,0.428712130338,-0.685245741904,-0.460876271129,-0.0281461982522,6.20949774981,1.30286687217e-07,1.02267067624e-05,0.000566534291705
0.25,floor,spray_bottle,10,-0.0510602876544,-0.00164150935175,0.000279263733415,-0.0849848926067,-0.00299784336239,-0.952617311478,0.507080927491,0.0913494676352,6.90702366829,-2.57975837411e-05,-1.81678796332e-05,-0.000814115024714
0.27,floor,spray_bottle,20,0.0195538426749,-0.00120107573457,0.000169840578747,0.0523916326463,-0.0783142046072,-0.626174291968,-0.71741682291,-0.115811808035,11.1203503609,-1.68948461369e-05,4.75474539884e-05,0.0104239507923
0.28,floor,spray_bottle,20,0.018988477299,-0.00206305528991,0.000277943786932,0.0572674691677,-0.118215598958,-0.683904069662,-0.250425428152,-0.580623090267,14.1262979507,0.0,0.0,0.0
0.29,floor,spray_bottle,20,-0.0322855511271,0.00603108858967,0.000264317288962,-0.207234696299,0.0999232083559,-0.735522548109,0.125276751816,-0.670162029564,15.635579566,4.20893404815e-07,-3.88828766182e-06,8.66732715528e-07
0.3,floor,spray_bottle,20,0.0284298426122,-0.00203373937984,0.0002005399474,0.0987809475511,0.0352305475622,-0.619076323509,-0.467623323202,-0.0628885477781,6.19491767883,0.0,0.0,0.0
0.3,spray_bottle,RobotiQ 3-Finger Adaptive Gripper[reflex:proximal_pad_3],2,-0.0443781912327,-0.0180093264207,0.0549734085798,0.612662702799,0.785138070583,-0.0849312841892,0.0,0.0,0.0,0.0,0.0,0.0
0.31,floor,spray_bottle,20,0.0391503151914,0.00238046238373,0.000120764641179,0.284678260796,0.147153498791,-0.54340923354,-0.118384951726,0.439388126135,14.4555411339,-1.25429134815e-06,6.35938285254e-07,-0.00499891329668
0.31,spray_bottle,RobotiQ 3-Finger Adaptive Gripper[reflex:proximal_pad_3],2,-0.043874097988,-0.0177363762632,0.0549740623683,0.612657755613,0.785142153502,-0.0849291849881,0.0,0.0,0.0,0.0,0.0,0.0
0.32,floor,spray_bottle,20,-0.0175501417165,0.00127889017458,0.000140383859926,-0.217455447838,0.109282935038,-0.515099395812,0.21726924181,-0.343573480844,15.0961146355,-7.12871268649e-06,1.57687961407e-05,-0.00561881269657
0.32,spray_bottle,RobotiQ 3-Finger Adaptive Gripper[reflex:proximal_pad_3],4,-0.0434836875647,-0.0173282595351,0.0553499823436,0.633711963892,0.765896677971,-0.101177975535,0.0,0.0,0.0,0.0,0.0,0.0
0.33,floor,spray_bottle,20,0.0109019090072,-0.00413826557924,0.000179353517888,0.0230766691267,-0.122018030705,-0.553662663698,-0.364845043048,0.210075613111,13.7066550255,1.37653591557e-05,-5.01405707652e-05,-0.00340168776752
