pattern,height,speed,width
circle,0.578780792903,401.78908569,-0.742681289668
time,slider velocity y,slider velocity x,widget x,widget y,slider param,slider y,slider x
3.44800019264,388.695096313,88.1746012211,251.463742066,300.0,0.0,300.0,251.463742066
3.47900009155,374.218149946,137.669836838,251.463742066,301.0,0.0309998989105,312.415610893,252.372447933
3.50999999046,354.623086108,182.851599718,253.463742066,312.0,0.061999797821,324.590533529,254.946634591
3.54200005531,330.435638681,224.110628744,256.463742066,323.0,0.0939998626709,336.686343421,259.258611247
3.57300019264,304.35239299,258.88876133,260.463742066,337.0,0.125,347.788430936,264.869366754
3.60400009155,276.773626411,288.583666423,263.463742066,344.0,0.155999898911,358.158200693,271.741231294
3.63499999046,248.513914489,313.595544143,266.463742066,354.0,0.186999797821,367.716605303,279.705736577
3.66600012779,220.141597631,334.436222193,268.463742066,358.0,0.21799993515,376.419047644,288.600982385
3.69800019264,191.066768619,352.117262121,271.463742066,363.0,0.25,384.473743835,298.61040395
3.72900009155,162.876623941,366.232853103,275.463742066,367.0,0.280999898911,391.394461376,308.959522773
3.75999999046,134.045267004,377.818227391,280.463742066,372.0,0.311999797821,397.449345239,319.843713383
3.79100012779,106.813023038,386.336820847,283.463742066,376.0,0.34299993515,402.532539285,331.214774806
3.8220000267,80.2000036224,392.690346248,290.463742066,382.0,0.373999834061,406.755921152,342.927137871
3.85400009155,53.062123512,397.283330864,299.463742066,388.0,0.405999898911,410.24956662,355.291813742
3.88499999046,27.1467502554,399.946361306,311.463742066,395.0,0.436999797821,412.798450567,367.473723803
3.91600012779,1.356978337,400.978852645,320.463742066,402.0,0.46799993515,414.548886714,379.796193273
3.9470000267,-25.6668079255,400.192457977,340.463742066,412.0,0.498999834061,415.510195853,392.20796658
3.97800016403,-53.3894598999,397.436300818,359.463742066,419.0,0.52999997139,415.686754741,404.661270758
4.00999999046,-80.6742271385,392.672308892,387.463742066,421.0,0.561999797821,414.893006117,417.49392701
4.04100012779,-107.13227423,386.146267183,392.463742066,416.0,0.59299993515,413.280491673,429.840186649
4.22800016403,-276.736827293,289.015573376,393.463742066,416.0,0.77999997139,386.129832576,499.213170524
4.25900006294,-304.347445532,259.321798803,429.463742066,403.0,0.8109998703,378.532614198,509.083316733
4.29000020027,-330.411834579,224.499915083,458.463742066,392.0,0.842000007629,370.038510605,518.18959818
4.3220000267,-354.888852692,182.516280243,499.463742066,374.0,0.873999834061,360.380665744,526.668485767
4.35300016403,-374.548510881,136.727395348,516.463742066,361.0,0.90499997139,350.177179428,533.802890321
4.38400006294,-389.001545584,86.4101063211,538.463742066,340.0,0.9359998703,339.222066271,539.718331697
4.41500020027,-397.02488425,32.9858718818,550.463742066,330.0,0.967000007629,327.620965563,544.240816012
4.44600009918,-397.75537856,-20.9804950036,557.463742066,323.0,0.99799990654,315.515544699,547.146421813
4.47800016403,-391.112308612,-75.5981887017,565.463742066,313.0,1.02999997139,302.732465332,548.385348376
4.50900006294,-378.08755658,-126.050477104,577.463742066,292.0,1.0609998703,290.306096141,547.872843503
4.54000020027,-359.598495639,-172.473096864,582.463742066,283.0,1.09200000763,278.066559866,545.679716989
4.57100009918,-336.913316289,-213.995320731,589.463742066,254.0,1.12299990654,266.224658994,541.889773988
4.60199999809,-311.315298851,-250.263687715,592.463742066,241.0,1.15399980545,254.956235646,536.633178576
4.63400006294,-283.068265491,-282.229854557,592.463742066,227.0,1.1859998703,244.067714969,529.834679613
4.66500020027,-254.768771574,-308.337503823,592.463742066,220.0,1.21700000763,234.330710999,522.096746549
4.69600009918,-226.24650936,-330.105522263,578.463742066,210.0,1.24799990654,225.446811768,513.390126144
4.72699999809,-197.912781152,-348.074938794,569.463742066,203.0,1.27899980545,217.440104225,503.867945439
4.75800013542,-169.997530063,-362.76394401,551.463742066,194.0,1.30999994278,210.314669218,493.666409483
4.79000020027,-141.648953688,-374.958240093,533.463742066,188.0,1.34200000763,203.884973612,482.543337783
4.82100009918,-113.533320706,-384.512969993,502.463742066,185.0,1.37299990654,198.521679121,471.307576988
4.85199999809,-85.4449103073,-391.753414374,481.463742066,181.0,1.40399980545,194.011877289,459.69727119
4.88300013542,-59.1084632599,-396.490654948,458.463742066,179.0,1.43499994278,190.468707613,447.756965722
4.91400003433,-33.1067114178,-399.466157495,443.463742066,179.0,1.46599984169,187.744551634,435.60917371
4.94600009918,-6.34839571244,-400.799935069,425.463742066,179.0,1.49799990654,185.77269566,422.913212094
