target r,target y,target x
15,301,508
time,widget x,widget y
1.02999997139,367,308
1.15399980545,374,309
1.1859998703,389,309
1.1859998703,397,309
1.21700000763,419,309
1.24799990654,434,309
1.24799990654,438,309
1.27899980545,447,309
1.30999994278,454,309
1.30999994278,458,309
1.34200000763,461,309
1.40399980545,462,309
1.43499994278,466,307
1.43499994278,468,307
1.46599984169,473,307
1.49799990654,481,306
1.52899980545,487,306
1.55999994278,490,306
1.59099984169,492,306
1.62199997902,496,305
1.65399980545,500,305
1.68499994278,501,304
1.68499994278,502,304
1.71599984169,505,304
1.74699997902,508,304
