target r,target y,target x
34,380,441
time,widget x,widget y
0.9359998703,190,354
0.99799990654,190,356
1.02999997139,195,357
1.0609998703,206,358
1.09200000763,237,362
1.12299990654,265,366
1.15400004387,315,372
1.1859998703,335,376
1.21700000763,338,375
1.43499994278,341,375
1.46600008011,353,373
1.49799990654,362,373
1.52900004387,373,373
1.55999994278,380,373
1.59100008011,391,373
1.62199997902,398,373
1.65400004387,406,373
1.68499994278,412,373
1.71600008011,416,374
1.74699997902,420,375
1.77799987793,423,376
1.80999994278,426,377
1.84100008011,429,378
1.87199997902,430,379
1.90299987793,432,379
1.96600008011,432,381
