target r,target y,target x
22,239,508
time,widget x,widget y
1.09200000763,414,106
1.24800014496,416,109
1.27900004387,422,116
1.30999994278,432,130
1.34100008011,438,141
1.37199997902,447,157
1.40400004387,452,166
1.43499994278,456,175
1.46600008011,460,180
1.49699997902,466,189
1.52800011635,467,191
1.55999994278,471,195
1.59100008011,473,199
1.59100008011,475,201
1.62199997902,476,202
1.65300011635,478,204
1.65300011635,479,205
1.68400001526,482,206
1.71600008011,484,208
1.74699997902,489,213
1.77800011635,491,216
1.80900001526,495,218
1.84000015259,497,220
1.87199997902,501,225
1.90300011635,503,227
1.93400001526,508,234
1.96500015259,510,235
