target r,target y,target x
7,156,348
time,widget x,widget y
0.967000007629,392,366
1.06100010872,392,364
1.09200000763,392,340
1.09200000763,392,321
1.12299990654,392,280
1.15499997139,394,233
1.18600010872,393,222
1.21700000763,386,206
1.24799990654,380,199
1.27900004387,377,195
1.31100010872,376,193
1.34200000763,374,186
1.37299990654,372,185
1.40400004387,370,183
1.40400004387,369,182
1.43499994278,367,179
1.46700000763,363,178
1.49799990654,361,175
1.52900004387,358,171
1.55999994278,357,171
1.59100008011,356,170
1.62299990654,356,169
1.68499994278,355,165
1.71600008011,354,163
1.74699997902,352,162
1.77900004387,351,160
1.80999994278,350,159
1.96600008011,349,158
