target r,target y,target x
26,120,372
time,widget x,widget y
1.02999997139,359,398
1.12300014496,359,395
1.15499997139,359,378
1.18600010872,367,330
1.21700000763,373,289
1.24800014496,382,230
1.27900004387,384,203
1.31100010872,390,168
1.34200000763,393,148
1.37300014496,401,118
1.40400004387,402,103
1.43499994278,402,92
1.46700000763,402,89
1.59100008011,401,89
1.62300014496,397,93
1.65400004387,393,97
1.65400004387,392,100
1.68499994278,389,101
1.71600008011,389,104
1.71600008011,388,105
1.74699997902,387,106
1.77900004387,385,108
1.80999994278,385,110
1.84100008011,383,112
1.87199997902,383,113
