target r,target y,target x
20,119,198
time,widget x,widget y
1.02900004387,540,258
1.12299990654,533,258
1.15400004387,521,258
1.15400004387,510,258
1.18499994278,479,248
1.21700000763,427,225
1.21700000763,392,211
1.24799990654,336,187
1.27900004387,296,160
1.27900004387,278,149
1.30999994278,261,138
1.34100008011,255,136
1.52900004387,254,136
1.55999994278,251,136
1.59100008011,246,135
1.59100008011,242,135
1.62199997902,236,134
1.65299987793,231,132
1.65299987793,230,132
1.68499994278,226,131
1.71600008011,224,130
1.71600008011,223,129
1.74699997902,221,129
1.77799987793,220,127
1.77799987793,219,126
1.80900001526,218,125
1.84100008011,214,123
1.87199997902,212,122
1.90299987793,211,120
1.90299987793,210,119
1.93400001526,209,119
1.96499991417,207,118
2.05900001526,206,118
