target r,target y,target x
7,175,306
time,widget x,widget y
0.90499997139,547,384
0.998000144958,545,384
1.02999997139,538,377
1.02999997139,534,372
1.06100010872,509,351
1.09200000763,473,317
1.09200000763,449,298
1.12300014496,405,264
1.15400004387,365,239
1.15400004387,350,231
1.18600010872,329,221
1.21700000763,315,215
1.24800014496,308,209
1.27900004387,305,208
1.30999994278,304,207
1.34200000763,304,206
1.37300014496,304,203
1.40400004387,304,192
1.43499994278,304,186
1.46600008011,304,184
1.49800014496,304,183
1.68499994278,304,182
1.71600008011,304,179
1.74699997902,304,177
1.77800011635,304,176
