target r,target y,target x
5,148,164
time,widget x,widget y
1.40400004387,496,171
1.52900004387,490,171
1.52900004387,482,171
1.55999994278,449,167
1.59100008011,377,155
1.62299990654,330,144
1.65400004387,274,136
1.68499994278,252,136
1.71600008011,239,142
1.90300011635,233,147
1.93499994278,226,149
1.96600008011,208,149
1.99699997902,199,149
2.02800011635,190,149
2.05900001526,187,149
2.09100008011,181,149
2.12199997902,177,149
2.15300011635,174,148
2.24699997902,171,148
2.27800011635,169,148
2.30900001526,168,148
2.40300011635,167,148
2.52699995041,166,148
2.55900001526,164,148
