target r,target y,target x
25,388,312
time,widget x,widget y
1.0609998703,449,161
1.12299990654,448,164
1.15399980545,444,171
1.18499994278,439,181
1.21700000763,423,206
1.24799990654,411,228
1.27899980545,391,267
1.30999994278,378,299
1.34099984169,361,348
1.37299990654,358,357
1.40399980545,355,358
1.59099984169,347,361
1.62199997902,343,365
1.65299987793,338,369
1.68499994278,336,370
1.71599984169,335,371
1.84099984169,335,372
1.90299987793,333,373
1.93399977684,331,375
1.96499991417,326,380
1.99699997902,325,382
