target r,target y,target x
17,261,411
time,widget x,widget y
0.873999834061,320,157
0.967000007629,320,159
0.99799990654,325,166
1.02999997139,334,176
1.02999997139,341,181
1.0609998703,358,196
1.09200000763,373,209
1.09200000763,380,217
1.12299990654,392,225
1.15400004387,398,231
1.15400004387,401,232
1.1859998703,405,236
1.21700000763,406,239
1.21700000763,406,240
1.27900004387,407,240
1.30999994278,407,241
1.37299990654,407,242
1.40400004387,407,248
1.43499994278,407,250
1.46599984169,407,254
1.49799990654,407,257
1.52900004387,407,258
