target r,target y,target x
47,163,102
time,widget x,widget y
1.15400004387,396,399
1.27900004387,395,398
1.3100001812,377,386
1.34100008011,350,372
1.37300014496,300,344
1.40400004387,273,329
1.40400004387,264,323
1.4350001812,245,312
1.46600008011,230,301
1.49700021744,211,281
1.52900004387,205,277
1.5600001812,203,274
1.5600001812,195,266
1.59100008011,182,249
1.62200021744,173,242
1.65300011635,162,231
1.65300011635,154,225
1.6850001812,145,216
1.71600008011,135,206
1.74700021744,128,200
1.77800011635,118,187
1.77800011635,114,183
1.80900001526,108,177
1.84100008011,105,176
1.87200021744,105,174
1.93400001526,104,174
