target r,target y,target x
23,260,455
time,widget x,widget y
1.09200000763,226,189
1.27900004387,230,189
1.27900004387,238,191
1.30999994278,261,194
1.34099984169,303,203
1.34099984169,328,208
1.37299990654,365,219
1.40400004387,388,224
1.40400004387,394,226
1.43499994278,401,227
1.46599984169,407,229
1.46599984169,410,230
1.49699997902,414,233
1.52900004387,417,234
1.52900004387,418,235
1.55999994278,422,237
1.59099984169,423,239
1.59099984169,424,239
1.62199997902,426,242
1.65299987793,427,242
1.65299987793,428,243
1.68499994278,432,249
1.71599984169,436,253
1.71599984169,437,254
1.74699997902,438,254
1.77799987793,442,256
1.77799987793,443,256
1.80900001526,444,256
1.84099984169,446,256
1.84099984169,447,257
1.87199997902,451,260
1.90299987793,452,261
