target r,target y,target x
44,100,428
time,widget x,widget y
1.02900004387,405,288
1.12299990654,405,287
1.15400004387,405,284
1.18499994278,405,267
1.18499994278,407,250
1.21700000763,411,214
1.24799990654,413,186
1.24799990654,413,178
1.27900004387,415,171
1.30999994278,415,170
1.30999994278,415,167
1.34100008011,415,160
1.37299990654,415,155
1.37299990654,415,149
1.40400004387,415,145
1.43499994278,416,136
1.43499994278,417,132
1.46600008011,419,128
1.49699997902,419,126
1.52900004387,420,126
1.55999994278,421,123
1.59100008011,421,122
1.62199997902,422,122
