target r,target y,target x
17,112,281
time,widget x,widget y
1.30999994278,496,246
1.34100008011,496,245
1.37299990654,496,242
1.40400004387,495,239
1.43499994278,485,226
1.46600008011,463,212
1.49699997902,407,179
1.52900004387,367,159
1.55999994278,336,140
1.59100008011,324,129
1.62199997902,312,122
1.65300011635,306,119
1.68499994278,301,117
1.71600008011,299,116
1.74699997902,297,116
1.77800011635,295,116
1.80900001526,294,116
1.90300011635,292,116
1.96499991417,291,116
1.99699997902,291,114
