target r,target y,target x
10,258,140
time,widget x,widget y
0.967000007629,486,281
0.99799990654,482,281
1.02999997139,480,281
1.09200000763,479,281
1.12299990654,478,281
1.15400004387,473,281
1.1859998703,465,281
1.21700000763,433,277
1.24799990654,402,273
1.27900004387,349,264
1.30999994278,316,258
1.34200000763,291,254
1.37299990654,279,251
1.40400004387,260,250
1.43499994278,246,250
1.46599984169,227,250
1.49799990654,220,250
1.52900004387,218,250
1.55999994278,216,250
1.59099984169,207,253
1.62199997902,202,254
1.65400004387,195,256
1.68499994278,193,256
1.71599984169,189,256
1.74699997902,187,256
1.77799987793,183,256
1.80999994278,180,256
1.84099984169,176,256
1.87199997902,174,256
1.90299987793,170,256
1.93400001526,167,256
1.96599984169,160,256
1.99699997902,157,255
2.02799987793,154,255
2.05900001526,151,254
2.08999991417,150,254
2.12199997902,148,254
2.2460000515,146,254
2.2460000515,145,254
