target r,target y,target x
68,330,164
time,widget x,widget y
1.09200000763,323,365
1.12400007248,315,360
1.12400007248,313,359
1.15499997139,306,358
1.1859998703,297,358
1.1859998703,294,358
1.21700000763,284,356
1.24799990654,270,356
1.27999997139,262,356
1.3109998703,255,356
1.3109998703,250,356
1.34200000763,245,356
1.37299990654,237,356
1.40400004387,236,355
1.4359998703,232,355
1.4359998703,231,355
1.46700000763,227,355
1.49799990654,220,355
1.52900004387,216,355
1.55999994278,213,355
1.55999994278,212,355
