target r,target y,target x
13,207,124
time,widget x,widget y
0.999000072479,480,141
1.06100010872,479,139
1.09200000763,471,139
1.09200000763,465,137
1.12400007248,434,137
1.15499997139,385,141
1.15499997139,350,146
1.18600010872,285,161
1.21700000763,248,172
1.21700000763,244,172
1.24799990654,241,173
1.43600010872,240,173
1.46700000763,235,174
1.46700000763,230,174
1.49799990654,222,174
1.52900004387,207,179
1.52900004387,198,181
1.55999994278,187,183
1.59200000763,183,183
1.59200000763,181,184
1.62299990654,175,185
1.65400004387,168,187
1.65400004387,167,188
1.68499994278,160,192
1.71600008011,155,194
1.71600008011,154,194
1.74799990654,149,195
1.77900004387,143,199
1.77900004387,138,202
1.80999994278,134,205
1.84100008011,133,205
1.84100008011,132,205
1.87199997902,132,206
1.90400004387,129,206
1.93499994278,128,207
1.99699997902,127,207
