target r,target y,target x
11,251,226
time,widget x,widget y
1.34200000763,593,102
1.40400004387,590,102
1.4359998703,588,102
1.46700000763,583,102
1.49799990654,564,103
1.52900004387,525,109
1.55999994278,424,138
1.59200000763,376,154
1.62299990654,347,163
1.80999994278,343,167
1.84100008011,334,172
1.87199997902,311,184
1.90400004387,291,197
1.93499994278,264,223
1.96600008011,251,237
1.99699997902,245,242
2.02799987793,245,243
2.09100008011,243,243
2.12199997902,237,245
2.15299987793,233,247
2.18400001526,228,248
2.24699997902,227,248
2.37199997902,226,248
