target r,target y,target x
35,139,165
time,widget x,widget y
1.12299990654,568,234
1.24799990654,555,232
1.24799990654,538,228
1.27899980545,486,226
1.30999994278,439,229
1.30999994278,426,229
1.34099984169,419,229
1.55999994278,416,229
1.55999994278,411,229
1.59099984169,385,218
1.62199997902,327,196
1.62199997902,291,182
1.65299987793,244,171
1.68499994278,224,169
1.93399977684,220,168
1.93399977684,216,165
1.96499991417,202,151
1.99699997902,179,130
2.02799987793,172,126
2.05899977684,168,123
2.08999991417,167,123
