target r,target y,target x
31,331,168
time,widget x,widget y
1.0609998703,461,219
1.15499997139,453,224
1.15499997139,444,226
1.1859998703,407,239
1.21700000763,354,253
1.21700000763,327,259
1.24799990654,285,271
1.27899980545,256,277
1.27899980545,247,278
1.3109998703,229,284
1.34200000763,211,289
1.34200000763,205,291
1.37299990654,191,296
1.40399980545,184,299
1.40399980545,181,300
1.43499994278,174,303
1.46700000763,170,306
1.46700000763,169,307
1.49799990654,168,308
1.52899980545,165,312
1.52899980545,165,313
1.55999994278,164,315
1.59099984169,163,316
1.59099984169,163,318
