target r,target y,target x
27,323,409
time,widget x,widget y
1.49800014496,126,390
1.62300014496,130,390
1.65400004387,139,390
1.65400004387,145,390
1.68499994278,167,390
1.71600008011,204,379
1.71600008011,223,370
1.74699997902,261,353
1.77900004387,290,342
1.77900004387,301,340
1.80999994278,321,339
1.84100008011,338,339
1.84100008011,344,339
1.87199997902,353,339
1.90300011635,362,337
1.90300011635,365,337
1.93499994278,372,336
1.96600008011,379,333
1.96600008011,382,331
1.99699997902,386,330
2.02800011635,389,330
2.02800011635,390,330
2.05900001526,393,329
2.09100008011,394,329
2.09100008011,395,329
2.12199997902,396,329
2.18400001526,397,329
