target r,target y,target x
9,302,508
time,widget x,widget y
0.9359998703,355,124
1.05999994278,361,124
1.09199976921,376,133
1.12299990654,394,148
1.15399980545,430,186
1.18499994278,456,217
1.21599984169,484,252
1.24799990654,497,266
1.27899980545,508,277
1.30999994278,512,284
1.34099984169,515,294
1.37199997902,515,298
1.40399980545,516,301
1.43499994278,517,304
1.46599984169,517,308
1.49699997902,517,310
1.59099984169,517,309
1.62199997902,516,302
1.65299987793,513,296
1.68399977684,512,295
1.71599984169,512,294
