target r,target y,target x
30,265,177
time,widget x,widget y
0.936000108719,519,130
1.02999997139,516,132
1.02999997139,512,135
1.06100010872,501,140
1.09200000763,460,150
1.12300014496,416,159
1.15400004387,346,174
1.18600010872,315,181
1.21700000763,281,188
1.24800014496,260,192
1.27900004387,241,197
1.30999994278,230,201
1.34200000763,215,209
1.37300014496,207,214
1.40400004387,205,215
1.43499994278,201,220
1.46600008011,196,227
1.49800014496,195,231
1.52900004387,192,238
1.55999994278,190,246
1.59100008011,189,253
1.62199997902,189,254
1.65400004387,187,257
1.68499994278,186,259
1.77800011635,186,260
