target r,target y,target x
30,196,285
time,widget x,widget y
0.99799990654,549,175
1.12299990654,545,175
1.15400004387,538,175
1.18499994278,519,175
1.21700000763,499,175
1.21700000763,483,175
1.24799990654,449,180
1.27900004387,418,186
1.27900004387,406,190
1.30999994278,383,194
1.34099984169,371,197
1.34099984169,366,197
1.37299990654,361,197
1.40400004387,356,197
1.40400004387,355,197
1.43499994278,350,197
1.46599984169,346,197
1.46599984169,345,197
1.49699997902,341,197
1.52900004387,339,197
1.52900004387,338,197
1.55999994278,334,197
1.59099984169,330,197
1.59099984169,328,197
1.62199997902,325,197
1.65299987793,324,197
1.65299987793,323,197
1.68499994278,322,197
1.71599984169,318,197
1.74699997902,316,197
1.77799987793,315,197
1.77799987793,314,197
1.80900001526,311,197
1.84099984169,308,197
1.87199997902,305,197
