trial,widget dx,widget dy,widget dx[-1],widget dy[-1],widget dx[-2],widget dy[-2],widget dx[-3],widget dy[-3],widget dx[-4],widget dy[-4],target x rel,target y rel,target x rel var,target y rel var,target x rel pred 40,target y rel pred 40,target x rel pred 40 var,target y rel pred 40 var
0,-7.16669,6.00002,-5.41668,4.00001,-0.833335,2.54717,0,0.235849,0,0.235849,-5.81851,-0.0193406,22.124,0.00228156,0.00883918,0.00461435,99.6791,39.8158
0,-8.24995,7.20829,-7.16669,6.00002,-5.41668,4.00001,-0.833335,2.54717,0,0.235849,-6.11619,-0.0203402,22.124,0.00228156,0.00890851,0.00518386,99.6791,39.8158
0,-7.33335,5.29168,-8.24995,7.20829,-7.16669,6.00002,-5.41668,4.00001,-0.833335,2.54717,-4.26119,-2.32816,22.124,0.00228156,0.00777431,0.0122908,99.6791,39.8158
0,-6.25002,4.12501,-7.33335,5.29168,-8.24995,7.20829,-7.16669,6.00002,-5.41668,4.00001,-3.10828,-1.47858,22.124,0.00228156,0.00510893,0.00819372,99.6791,39.8158
0,-6.16663,3.20831,-6.25002,4.12501,-7.33335,5.29168,-8.24995,7.20829,-7.16669,6.00002,-3.86062,-2.01871,22.124,0.00228156,0.00772794,0.00921013,99.6791,39.8158
0,-5.58335,4.29168,-6.16663,3.20831,-6.25002,4.12501,-7.33335,5.29168,-8.24995,7.20829,-3.92274,-1.22489,22.124,0.00228156,0.00741327,0.0096285,99.6791,39.8158
0,-8.00002,5.54169,-5.58335,4.29168,-6.16663,3.20831,-6.25002,4.12501,-7.33335,5.29168,-6.19757,1.89889,22.124,0.00228156,0.0109687,-0.000355897,99.6791,39.8158
0,-6.25001,6.875,-8.00002,5.54169,-5.58335,4.29168,-6.16663,3.20831,-6.25002,4.12501,-4.51248,1.15536,22.124,0.00228156,0.00757846,0.00392514,99.6791,39.8158
0,-5.70997,4.91831,-6.25001,6.875,-8.00002,5.54169,-5.58335,4.29168,-6.16663,3.20831,-3.7836,0.904322,22.124,0.00228156,0.00624389,0.00170235,99.6791,39.8158
0,-3.29,3.79001,-5.70997,4.91831,-6.25001,6.875,-8.00002,5.54169,-5.58335,4.29168,-1.60082,-1.0866,22.124,0.00228156,0.00442967,0.00696907,99.6791,39.8158
0,-2.49999,3.41665,-3.29,3.79001,-5.70997,4.91831,-6.25001,6.875,-8.00002,5.54169,-1.49368,-1.26301,22.124,0.00228156,0.00331839,0.00712476,99.6791,39.8158
0,-6.25002,4.83335,-2.49999,3.41665,-3.29,3.79001,-5.70997,4.91831,-6.25001,6.875,-5.56539,-1.34586,22.124,0.00228156,0.0122778,0.0100924,99.6791,39.8158
0,-5.87501,5.87501,-6.25002,4.83335,-2.49999,3.41665,-3.29,3.79001,-5.70997,4.91831,-4.71279,1.94269,22.124,0.00228156,0.00704526,0.000103987,99.6791,39.8158
0,-5.625,5.625,-5.87501,5.87501,-6.25002,4.83335,-2.49999,3.41665,-3.29,3.79001,-4.43115,1.12169,22.124,0.00228156,0.00709116,0.00210238,99.6791,39.8158
0,-6.13999,7.02,-5.625,5.625,-5.87501,5.87501,-6.25002,4.83335,-2.49999,3.41665,-4.01736,0.362742,22.124,0.00228156,0.00844018,0.00512418,99.6791,39.8158
0,-5.65166,7.23,-6.13999,7.02,-5.625,5.625,-5.87501,5.87501,-6.25002,4.83335,-3.65915,-1.44127,22.124,0.00228156,0.00664877,0.0125675,99.6791,39.8158
0,-4.70832,5.74999,-5.65166,7.23,-6.13999,7.02,-5.625,5.625,-5.87501,5.87501,-3.24094,-1.05109,22.124,0.00228156,0.00662187,0.0105608,99.6791,39.8158
0,-4.16668,5.75002,-4.70832,5.74999,-5.65166,7.23,-6.13999,7.02,-5.625,5.625,-2.74439,0.241746,22.124,0.00228156,0.00594882,0.00493279,99.6791,39.8158
0,-5.33333,5.08331,-4.16668,5.75002,-4.70832,5.74999,-5.65166,7.23,-6.13999,7.02,-4.10909,-1.41029,22.124,0.00228156,0.0087261,0.0103011,99.6791,39.8158
0,-4.99999,5.41666,-5.33333,5.08331,-4.16668,5.75002,-4.70832,5.74999,-5.65166,7.23,-3.84447,-0.221109,22.124,0.00228156,0.00730114,0.00762733,99.6791,39.8158
0,-5.50002,6.25002,-4.99999,5.41666,-5.33333,5.08331,-4.16668,5.75002,-4.70832,5.74999,-4.17693,1.46924,22.124,0.00228156,0.00741521,0.00177425,99.6791,39.8158
0,-7.6667,6.25002,-5.50002,6.25002,-4.99999,5.41666,-5.33333,5.08331,-4.16668,5.75002,-5.80462,-0.0174823,22.124,0.00228156,0.0113653,0.00701827,99.6791,39.8158
0,-6.08329,6.24997,-7.6667,6.25002,-5.50002,6.25002,-4.99999,5.41666,-5.33333,5.08331,-4.03193,0.649364,22.124,0.00228156,0.00626544,0.00462663,99.6791,39.8158
0,-7.33003,6.06002,-6.08329,6.24997,-7.6667,6.25002,-5.50002,6.25002,-4.99999,5.41666,-5.34817,-0.349989,22.124,0.00228156,0.00996354,0.00717956,99.6791,39.8158
0,-4.29497,3.81497,-7.33003,6.06002,-6.08329,6.24997,-7.6667,6.25002,-5.50002,6.25002,-2.06787,-0.841855,22.124,0.00228156,0.00439842,0.00742892,99.6791,39.8158
0,-3.95834,2.29167,-4.29497,3.81497,-7.33003,6.06002,-6.08329,6.24997,-7.6667,6.25002,-2.35485,-0.0151966,22.124,0.00228156,0.00418099,0.00248482,99.6791,39.8158
0,-2.41667,1.20833,-3.95834,2.29167,-4.29497,3.81497,-7.33003,6.06002,-6.08329,6.24997,-1.35913,0.000813357,22.124,0.00228156,0.00388358,0.000756706,99.6791,39.8158
0,-2.99999,1.95833,-2.41667,1.20833,-3.95834,2.29167,-4.29497,3.81497,-7.33003,6.06002,-2.48524,0.177484,22.124,0.00228156,0.00438716,0.00185219,99.6791,39.8158
0,-4.08334,4.00001,-2.99999,1.95833,-2.41667,1.20833,-3.95834,2.29167,-4.29497,3.81497,-3.56713,2.24327,22.124,0.00228156,0.00671707,-0.00380081,99.6791,39.8158
0,-1.16667,1.16667,-4.08334,4.00001,-2.99999,1.95833,-2.41667,1.20833,-3.95834,2.29167,-0.46919,1.5228,22.124,0.00228156,-0.000510448,-0.00401471,99.6791,39.8158
0,-0.999996,1.04167,-1.16667,1.16667,-4.08334,4.00001,-2.99999,1.95833,-2.41667,1.20833,-0.558959,1.08661,22.124,0.00228156,0.00143504,-0.00473501,99.6791,39.8158
0,-0.0833335,0.958327,-0.999996,1.04167,-1.16667,1.16667,-4.08334,4.00001,-2.99999,1.95833,0.273397,-0.750948,22.124,0.00228156,0.000464139,0.000661197,99.6791,39.8158
0,-0.714981,0,-0.0833335,0.958327,-0.999996,1.04167,-1.16667,1.16667,-4.08334,4.00001,-0.997512,-2.04853,22.124,0.00228156,0.00203526,0.006945,99.6791,39.8158
0,1.68067,0,-0.714981,0,-0.0833335,0.958327,-0.999996,1.04167,-1.16667,1.16667,1.42209,2.84766,22.124,0.00228156,-0.00319124,-0.0114856,99.6791,39.8158
0,1.68067,0,1.68067,0,-0.714981,0,-0.0833335,0.958327,-0.999996,1.04167,1.02787,0.129077,22.124,0.00228156,-0.00158995,-0.00259472,99.6791,39.8158
0,1.68067,0,1.68067,0,1.68067,0,-0.714981,0,-0.0833335,0.958327,1.1505,0.0903016,22.124,0.00228156,-0.00108698,-0.00202125,99.6791,39.8158
0,1.68067,0,1.68067,0,1.68067,0,1.68067,0,-0.714981,0,0.920183,0.959217,22.124,0.00228156,-0.00254731,-0.00556692,99.6791,39.8158
0,3.32566,0,1.68067,0,1.68067,0,1.68067,0,1.68067,0,2.17058,0.0153822,22.124,0.00228156,-0.00368085,-0.00244873,99.6791,39.8158
0,10.8334,-0.416671,3.32566,0,1.68067,0,1.68067,0,1.68067,0,8.96429,0.0301355,22.124,0.00228156,-0.0158396,-0.0017672,99.6791,39.8158
0,18.1666,-1.5,10.8334,-0.416671,3.32566,0,1.68067,0,1.68067,0,14.4726,0.0486265,22.124,0.00228156,-0.0226719,-0.00236925,99.6791,39.8158
0,18.2501,-1.08333,18.1666,-1.5,10.8334,-0.416671,3.32566,0,1.68067,0,12.839,0.0431725,22.124,0.00228156,-0.0168276,-0.00261635,99.6791,39.8158
0,16.0833,0,18.2501,-1.08333,18.1666,-1.5,10.8334,-0.416671,3.32566,0,9.02585,0.0359262,22.124,0.00228156,-0.012393,-0.00186671,99.6791,39.8158
0,14.5833,0,16.0833,0,18.2501,-1.08333,18.1666,-1.5,10.8334,-0.416671,7.08264,0.46574,22.124,0.00228156,-0.0112006,-0.00358246,99.6791,39.8158
0,15.2084,0,14.5833,0,16.0833,0,18.2501,-1.08333,18.1666,-1.5,9.25458,1.13906,22.124,0.00228156,-0.0150033,-0.00691413,99.6791,39.8158
0,14.9583,0,15.2084,0,14.5833,0,16.0833,0,18.2501,-1.08333,10.4239,-0.381269,22.124,0.00228156,-0.0166485,-0.00184394,99.6791,39.8158
0,14.1867,0,14.9583,0,15.2084,0,14.5833,0,16.0833,0,9.9886,-1.05694,22.124,0.00228156,-0.0156507,0.00133437,99.6791,39.8158
0,13.6884,0,14.1867,0,14.9583,0,15.2084,0,14.5833,0,9.30716,0.0262369,22.124,0.00228156,-0.0155124,-0.00227806,99.6791,39.8158
0,12.7916,0,13.6884,0,14.1867,0,14.9583,0,15.2084,0,8.41436,0.0304119,22.124,0.00228156,-0.0135477,-0.00253301,99.6791,39.8158
0,10.4348,-0.826087,12.7916,0,13.6884,0,14.1867,0,14.9583,0,6.7974,0.021983,22.124,0.00228156,-0.0108848,-0.00368377,99.6791,39.8158
0,7.69023,-0.173913,10.4348,-0.826087,12.7916,0,13.6884,0,14.1867,0,4.66769,0.0131064,22.124,0.00228156,-0.00804025,-0.00335915,99.6791,39.8158
0,2.70833,0,7.69023,-0.173913,10.4348,-0.826087,12.7916,0,13.6884,0,0.854195,0.00119522,22.124,0.00228156,-0.00204588,-0.0035729,99.6791,39.8158
0,6.87498,0,2.70833,0,7.69023,-0.173913,10.4348,-0.826087,12.7916,0,5.57927,0.015756,22.124,0.00228156,-0.0119645,-0.0020676,99.6791,39.8158
0,6.0517,-0.960005,6.87498,0,2.70833,0,7.69023,-0.173913,10.4348,-0.826087,5.21634,0.835584,22.124,0.00228156,-0.00958321,-0.00681731,99.6791,39.8158
0,5.23996,-0.0399954,6.0517,-0.960005,6.87498,0,2.70833,0,7.69023,-0.173913,4.54224,-0.646044,22.124,0.00228156,-0.00593838,-0.000652334,99.6791,39.8158
0,7.39132,0,5.23996,-0.0399954,6.0517,-0.960005,6.87498,0,2.70833,0,5.41766,-0.172457,22.124,0.00228156,-0.0114147,-0.00126644,99.6791,39.8158
0,9.6087,0,7.39132,0,5.23996,-0.0399954,6.0517,-0.960005,6.87498,0,6.63416,0.0363466,22.124,0.00228156,-0.0101041,-0.0016678,99.6791,39.8158
0,8.16669,0,9.6087,0,7.39132,0,5.23996,-0.0399954,6.0517,-0.960005,5.85235,0.97684,22.124,0.00228156,-0.00846106,-0.00608783,99.6791,39.8158
0,7.70835,-0.416677,8.16669,0,9.6087,0,7.39132,0,5.23996,-0.0399954,4.73312,-0.906748,22.124,0.00228156,-0.00750328,0.000245314,99.6791,39.8158
0,9.37496,-1.58332,7.70835,-0.416677,8.16669,0,9.6087,0,7.39132,0,6.05119,-0.0125018,22.124,0.00228156,-0.0109141,-0.0040887,99.6791,39.8158
0,9.95837,0,9.37496,-1.58332,7.70835,-0.416677,8.16669,0,9.6087,0,6.81988,0.0304297,22.124,0.00228156,-0.0104719,-0.00277526,99.6791,39.8158
0,10.4583,0,9.95837,0,9.37496,-1.58332,7.70835,-0.416677,8.16669,0,7.5823,0.0206681,22.124,0.00228156,-0.0120399,-0.00187843,99.6791,39.8158
0,7.95831,0,10.4583,0,9.95837,0,9.37496,-1.58332,7.70835,-0.416677,4.82707,0.431355,22.124,0.00228156,-0.00744896,-0.00325147,99.6791,39.8158
0,8.95837,0,7.95831,0,10.4583,0,9.95837,0,9.37496,-1.58332,5.82932,1.19176,22.124,0.00228156,-0.0103946,-0.00754502,99.6791,39.8158
0,8.24999,0,8.95837,0,7.95831,0,10.4583,0,9.95837,0,5.1413,-1.56391,22.124,0.00228156,-0.00833076,0.00267325,99.6791,39.8158
0,5.66667,-0.500004,8.24999,0,8.95837,0,7.95831,0,10.4583,0,3.77583,0.0143165,22.124,0.00228156,-0.00527598,-0.00342672,99.6791,39.8158
0,5.12498,-0.499996,5.66667,-0.500004,8.24999,0,8.95837,0,7.95831,0,3.38627,0.00295424,22.124,0.00228156,-0.00709845,-0.0032817,99.6791,39.8158
0,1.9089,0,5.12498,-0.499996,5.66667,-0.500004,8.24999,0,8.95837,0,0.541254,0.00518832,22.124,0.00228156,-0.00126444,-0.00335657,99.6791,39.8158
0,0.95339,0,1.9089,0,5.12498,-0.499996,5.66667,-0.500004,8.24999,0,0.762521,0.00018235,22.124,0.00228156,-0.00212877,-0.00274976,99.6791,39.8158
0,0.95339,0,0.95339,0,1.9089,0,5.12498,-0.499996,5.66667,-0.500004,1.07531,0.494882,22.124,0.00228156,-0.00397632,-0.00442658,99.6791,39.8158
0,0.95339,0,0.95339,0,0.95339,0,1.9089,0,5.12498,-0.499996,1.25992,0.00241012,22.124,0.00228156,-0.00244753,-0.00308236,99.6791,39.8158
0,0.95339,0,0.95339,0,0.95339,0,0.95339,0,1.9089,0,1.26891,-0.506515,22.124,0.00228156,-0.00279496,-0.000732802,99.6791,39.8158
0,0.95339,0,0.95339,0,0.95339,0,0.95339,0,0.95339,0,0.822856,-0.000466632,22.124,0.00228156,-0.00193333,-0.0024786,99.6791,39.8158
0,0.95339,0,0.95339,0,0.95339,0,0.95339,0,0.95339,0,0.65457,0.00219536,22.124,0.00228156,-0.0014559,-0.00254193,99.6791,39.8158
0,0.95339,0,0.95339,0,0.95339,0,0.95339,0,0.95339,0,0.654432,0.00219498,22.124,0.00228156,-0.00145551,-0.00254198,99.6791,39.8158
0,0.95339,0,0.95339,0,0.95339,0,0.95339,0,0.95339,0,0.654432,0.00219498,22.124,0.00228156,-0.00145551,-0.00254198,99.6791,39.8158
0,1.83899,0,0.95339,0,0.95339,0,0.95339,0,0.95339,0,1.42506,0.0047879,22.124,0.00228156,-0.00286395,-0.00241692,99.6791,39.8158
0,8.50003,0,1.83899,0,0.95339,0,0.95339,0,0.95339,0,7.12381,0.0239635,22.124,0.00228156,-0.0128985,-0.00150822,99.6791,39.8158
0,9.37501,0,8.50003,0,1.83899,0,0.95339,0,0.95339,0,7.09366,0.02387,22.124,0.00228156,-0.00990887,-0.00164114,99.6791,39.8158
0,8.87496,0,9.37501,0,8.50003,0,1.83899,0,0.95339,0,5.95979,0.0200516,22.124,0.00228156,-0.0073716,-0.00188846,99.6791,39.8158
0,7.29169,0,8.87496,0,9.37501,0,8.50003,0,1.83899,0,3.34376,0.0142213,22.124,0.00228156,-0.00577291,-0.00235329,99.6791,39.8158
0,7.29166,0,7.29169,0,8.87496,0,9.37501,0,8.50003,0,3.64107,0.0346568,22.124,0.00228156,-0.00542396,-0.0029297,99.6791,39.8158
0,7.29164,0,7.29166,0,7.29169,0,8.87496,0,9.37501,0,4.88277,0.0193688,22.124,0.00228156,-0.00832024,-0.00258116,99.6791,39.8158
0,7.29169,0,7.29164,0,7.29166,0,7.29169,0,8.87496,0,5.30755,0.0161723,22.124,0.00228156,-0.00860706,-0.00244175,99.6791,39.8158
0,6.37501,0,7.29169,0,7.29164,0,7.29166,0,7.29169,0,4.40476,0.00948868,22.124,0.00228156,-0.00739936,-0.00244036,99.6791,39.8158
0,6.20833,0,6.37501,0,7.29169,0,7.29164,0,7.29166,0,4.11614,0.0138435,22.124,0.00228156,-0.00701924,-0.00252504,99.6791,39.8158
0,8.18,0,6.20833,0,6.37501,0,7.29169,0,7.29164,0,5.90995,0.0198795,22.124,0.00228156,-0.0104423,-0.00222351,99.6791,39.8158
0,5.94498,0,8.18,0,6.20833,0,6.37501,0,7.29169,0,3.93112,0.0132252,22.124,0.00228156,-0.00553321,-0.00258594,99.6791,39.8158
0,5.45833,0,5.94498,0,8.18,0,6.20833,0,6.37501,0,3.63986,0.00915634,22.124,0.00228156,-0.00602242,-0.00251435,99.6791,39.8158
0,6.82972,0,5.45833,0,5.94498,0,8.18,0,6.20833,0,4.51805,0.0146328,22.124,0.00228156,-0.00891202,-0.0023442,99.6791,39.8158
0,7.04531,0,6.82972,0,5.45833,0,5.94498,0,8.18,0,5.01553,0.0235077,22.124,0.00228156,-0.00747993,-0.00251251,99.6791,39.8158
0,7.29164,0,7.04531,0,6.82972,0,5.45833,0,5.94498,0,5.47269,0.0108901,22.124,0.00228156,-0.00891156,-0.00215619,99.6791,39.8158
0,4.91667,0,7.29164,0,7.04531,0,6.82972,0,5.45833,0,2.75365,0.00762219,22.124,0.00228156,-0.00431617,-0.00261944,99.6791,39.8158
0,3.33334,0,4.91667,0,7.29164,0,7.04531,0,6.82972,0,1.52962,0.00975327,22.124,0.00228156,-0.00266161,-0.00293514,99.6791,39.8158
0,0.894357,0,3.33334,0,4.91667,0,7.29164,0,7.04531,0,-0.0937206,0.000401593,22.124,0.00228156,-0.000830727,-0.00312401,99.6791,39.8158
0,0.469483,0,0.894357,0,3.33334,0,4.91667,0,7.29164,0,0.392959,0.00214306,22.124,0.00228156,-0.00166133,-0.00302402,99.6791,39.8158
0,0.469483,0,0.469483,0,0.894357,0,3.33334,0,4.91667,0,0.892945,-0.00499389,22.124,0.00228156,-0.00297978,-0.00267117,99.6791,39.8158
0,0.469483,0,0.469483,0,0.469483,0,0.894357,0,3.33334,0,0.984398,-0.00202096,22.124,0.00228156,-0.0021123,-0.00258782,99.6791,39.8158
0,0.469483,0,0.469483,0,0.469483,0,0.469483,0,0.894357,0,0.776251,-0.00560167,22.124,0.00228156,-0.00207376,-0.00242502,99.6791,39.8158
0,0.469483,0,0.469483,0,0.469483,0,0.469483,0,0.469483,0,0.391908,-0.000118312,22.124,0.00228156,-0.00113067,-0.00252703,99.6791,39.8158
0,0.469483,0,0.469483,0,0.469483,0,0.469483,0,0.469483,0,0.325957,0.00108955,22.124,0.00228156,-0.000943592,-0.0025524,99.6791,39.8158
0,0.469483,0,0.469483,0,0.469483,0,0.469483,0,0.469483,0,0.325896,0.00108938,22.124,0.00228156,-0.00094342,-0.00255242,99.6791,39.8158
0,2.6526,0,0.469483,0,0.469483,0,0.469483,0,0.469483,0,2.22559,0.00748125,22.124,0.00228156,-0.0044154,-0.00224415,99.6791,39.8158
0,8.18843,0.391309,2.6526,0,0.469483,0,0.469483,0,0.469483,0,6.77122,0.0227992,22.124,0.00228156,-0.0117499,-0.0010959,99.6791,39.8158
0,8.68659,0.608691,8.18843,0.391309,2.6526,0,0.469483,0,0.469483,0,6.45827,0.0217579,22.124,0.00228156,-0.00857829,-0.000920813,99.6791,39.8158
0,7.29165,0,8.68659,0.608691,8.18843,0.391309,2.6526,0,0.469483,0,4.47861,0.0150558,22.124,0.00228156,-0.00540111,-0.00190926,99.6791,39.8158
0,6.20832,0,7.29165,0,8.68659,0.608691,8.18843,0.391309,2.6526,0,2.61416,0.0161247,22.124,0.00228156,-0.00464786,-0.00274666,99.6791,39.8158
0,4.62501,0,6.20832,0,7.29165,0,8.68659,0.608691,8.18843,0.391309,1.74631,-0.366786,22.124,0.00228156,-0.00233083,-0.00192071,99.6791,39.8158
0,4.79166,0,4.62501,0,6.20832,0,7.29165,0,8.68659,0.608691,3.30135,-0.204589,22.124,0.00228156,-0.00593597,-0.00155435,99.6791,39.8158
0,2.54166,0,4.79166,0,4.62501,0,6.20832,0,7.29165,0,1.75958,0.60986,22.124,0.00228156,-0.00343704,-0.00484343,99.6791,39.8158
