trial,target x rel,target y rel,target x rel var,target y rel var,target x rel pred 40,target y rel pred 40,target x rel pred 40 var,target y rel pred 40 var,,"calculated using relative coordinates, h=5, c=100"
0,-9.0127,-7.08866,1018.29,946.232,-5.8358,0.888174,1047.98,977.286,,
0,-21.3447,-0.689761,967.139,112.296,-6.21128,0.740826,1042.99,962.201,,
0,-21.6652,-1.67943,717.375,30.262,-6.24756,0.766436,1037.26,958.493,,
0,-7.30098,-1.24526,1374.59,401.538,-5.9099,0.802564,1049.26,969.872,,
0,6.96348,2.95856,1374.59,401.539,-5.9099,0.802564,1049.26,969.872,,
0,-11.3946,-1.22728,949.37,49.7329,-5.88597,0.810567,1048.23,968.121,,
0,-17.9541,1.84537,1018.29,946.232,-5.8358,0.888174,1047.98,977.286,,
0,-20.0966,-1.77854,1018.29,946.232,-5.8358,0.888174,1047.98,977.286,,
0,-32.4663,-0.899218,675.639,72.9844,-6.21893,0.671755,1048.11,963.049,,
0,-39.11,-0.45902,199.962,24.1637,-6.16467,0.655549,1046.58,963.919,,
0,-15.4675,2.03809,1374.59,401.539,-5.9099,0.802564,1049.26,969.872,,
0,-1.91317,8.98751,690.288,802.365,-5.65641,0.902951,1020.91,966.869,,
0,-6.59116,-1.46222,944.059,72.5879,-5.8793,0.813248,1047.44,968.085,,
0,0.773154,1.00019,1069.77,1009.01,-5.63033,0.90951,1024.09,969.508,,
0,0.773154,1.00019,1069.77,1009.01,-5.63033,0.90951,1024.09,969.508,,
0,0.773165,1.00021,1069.77,1009.01,-5.63033,0.90951,1024.09,969.508,,
0,0.773158,1.0002,1069.77,1009.01,-5.63033,0.90951,1024.09,969.508,,
0,-4.08561,-1.35468,949.483,50.5016,-5.88569,0.81068,1048.21,968.126,,
0,9.33974,-0.635686,949.451,50.1154,-5.88583,0.810624,1048.22,968.124,,
0,4.75347,-0.426216,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,1.05027,-0.252627,949.369,49.7321,-5.88597,0.810567,1048.23,968.121,,
0,-5.48777,0.148087,949.369,49.7321,-5.88597,0.810567,1048.23,968.121,,
0,-10.3217,-1.15922,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-10.5773,-1.42249,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-9.49788,-1.49625,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-10.0128,-1.26734,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-9.50787,-1.29903,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-4.92997,-1.10814,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-11.1701,-1.42033,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-9.64034,-1.30204,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-6.3796,-0.947887,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-8.02406,-1.56813,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-5.76656,-1.10907,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-11.2228,-1.10018,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-13.7714,-1.55866,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-17.2757,-1.8993,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-14.8365,-2.32476,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-11.1088,-2.06067,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-8.60981,-2.01411,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-6.21366,-1.55911,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-2.49137,0.967417,1069.77,1009.01,-5.63033,0.90951,1024.09,969.508,,
0,-2.49138,0.96742,1069.77,1009.01,-5.63033,0.90951,1024.09,969.508,,
0,-2.49139,0.967406,1069.77,1009.01,-5.63033,0.90951,1024.09,969.508,,
0,-1.13357,-1.22939,950.101,54.3788,-5.88427,0.811251,1048.11,968.151,,
0,14.787,2.3081,1085.22,1007.85,-5.53464,0.952398,1024.08,974.283,,
0,14.6423,1.59106,1018.29,946.232,-5.8358,0.888174,1047.98,977.286,,
0,70.5948,-1.5054,10.3396,0.147343,-6.03457,0.721655,1054.91,966.571,,
0,74.2766,-1.52869,4.89938,0.1178,-6.0345,0.721683,1054.91,966.572,,
0,-11.6236,1.73637,1374.59,401.539,-5.9099,0.802564,1049.26,969.872,,
0,-15.219,-1.03176,1374.59,401.539,-5.9099,0.802564,1049.26,969.872,,
0,-14.8561,-1.87896,949.37,49.7329,-5.88597,0.810567,1048.23,968.121,,
0,-7.98197,-1.70632,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-4.86397,-1.24657,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-7.51817,-1.58189,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-0.310233,-0.688323,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-9.04691,-1.07397,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-13.1461,-1.66324,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-4.57227,-0.983626,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-14.4778,-2.047,949.369,49.7321,-5.88597,0.810567,1048.23,968.121,,
0,-9.14443,-1.82773,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-5.82101,-1.00218,949.369,49.7323,-5.88597,0.810567,1048.23,968.121,,
0,-9.85363,-1.9975,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-4.75946,-1.28177,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-8.064,-1.32404,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-7.82126,-1.60036,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-3.83687,-1.19306,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-10.3709,-1.70082,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-8.68874,-1.55142,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-10.2159,-1.51271,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-9.70754,-2.09627,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-7.23888,-1.70758,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-6.3902,-1.70363,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
0,-12.483,-2.25224,1085.22,1007.91,-5.53482,0.95236,1024.09,974.285,,
0,-11.8406,-5.35471,1085.23,1007.87,-5.53455,0.952417,1024.07,974.282,,
0,-19.6928,-15.1821,107.949,90.3379,-5.49967,1.10866,1003.72,961.86,,
0,-14.5655,-10.7912,84.3499,64.2927,-5.48133,1.12879,1002.13,960.424,,
0,-4.27692,-3.43324,112.611,145.504,-5.03497,1.72671,970.134,948.652,,
0,-1.98779,2.08434,37.0857,44.7136,-4.75001,2.10484,948.376,938.97,,
0,-1.22678,1.9597,36.3396,43.5196,-4.7475,2.10837,948.132,938.824,,
0,-1.00796,1.9781,36.3044,43.112,-4.74766,2.10781,948.15,938.811,,
0,-1.51879,2.72722,36.0283,42.869,-4.74713,2.10841,948.115,938.8,,
0,-0.96852,4.2527,36.081,43.0931,-4.74722,2.1084,948.118,938.804,,
0,-2.73898,2.61939,36.2482,43.2184,-4.74723,2.10847,948.115,938.805,,
0,-2.15275,3.06195,36.15,43.2426,-4.74722,2.10847,948.115,938.805,,
0,0.277483,4.56902,36.1712,43.0599,-4.74727,2.10824,948.124,938.803,,
0,0.206594,3.9088,36.2527,43.611,-4.74733,2.10841,948.12,938.809,,
0,0.183098,4.6554,36.8674,46.25,-4.74813,2.10851,948.139,938.854,,
0,-2.04013,3.57854,37.8195,47.3684,-4.74866,2.1082,948.171,938.885,,
0,-4.44125,0.229102,40.1544,50.2655,-4.74989,2.10823,948.205,938.953,,
0,-5.12308,0.240305,36.9238,44.3537,-4.74775,2.1083,948.139,938.834,,
0,-4.90647,1.51388,37.1516,44.6239,-4.74819,2.10858,948.137,938.858,,
0,-4.64284,2.34033,38.2366,45.6134,-4.74917,2.10854,948.162,938.907,,
0,-5.06991,0.029805,43.9489,49.1269,-5.13034,1.62339,969.796,937.256,,
0,-7.09966,-3.12585,21.3203,33.5467,-5.53095,1.11078,990.66,932.573,,
0,-7.54735,-2.70111,15.4623,29.2676,-5.54622,1.09183,991.336,932.042,,
0,-15.1041,-15.8458,69.6552,94.6306,-5.50754,1.10776,998.352,949.991,,
0,-8.32794,-9.74727,102.838,164.484,-5.23282,1.4655,982.993,952.366,,
0,-4.90717,-2.77412,132.407,203.061,-5.12806,1.63884,974.313,950.453,,
0,4.42065,9.84741,116.627,172.043,-4.88754,2.07756,952.731,945.847,,
0,2.21397,8.10918,99.5042,134.047,-4.84914,2.08395,951.317,943.108,,
0,1.83174,8.20263,88.6522,112.571,-4.87342,2.03996,952.946,942.734,,
0,3.20122,5.76871,82.5576,61.589,-5.20353,1.55413,972.389,941.866,,
0,8.28438,6.84723,46.7853,25.8245,-5.36407,1.30582,981.934,942.973,,
0,10.4786,7.29298,25.7223,19.3254,-5.37657,1.28523,982.66,943.485,,
0,9.04262,6.71802,25.0667,19.4096,-5.37708,1.28459,982.663,943.453,,
0,6.16377,5.66046,25.1717,20.0876,-5.37844,1.28295,982.742,943.377,,
0,-3.62842,-2.07191,37.3499,56.1454,-5.48116,1.1698,988.037,935.648,,
0,-5.7107,-5.31769,15.7512,29.0794,-5.54576,1.09215,991.406,932.216,,
0,-6.71394,-5.97558,35.6582,34.5501,-5.54242,1.0928,992.205,934.112,,
0,-5.98751,-4.59038,19.3603,46.444,-5.4461,1.21853,986.225,933.429,,
0,-4.50051,3.10117,46.2662,58.472,-4.78334,2.062,950.636,939.715,,
0,-4.6759,4.95109,38.932,47.2394,-4.74935,2.10869,948.166,938.923,,
0,-3.1633,4.36579,36.9674,45.0942,-4.74809,2.10856,948.136,938.854,,
0,-3.34188,5.79186,38.4332,48.2757,-4.74958,2.10843,948.177,938.922,,
0,-3.3993,4.01947,43.6393,58.7282,-4.75546,2.10781,948.34,939.194,,
0,-3.47203,3.1919,40.3924,51.0812,-4.75107,2.10885,948.205,939.015,,
0,-3.02725,2.36135,40.0465,48.869,-4.75117,2.10893,948.204,939.021,,
0,-4.68703,3.09795,36.6633,43.5446,-4.74806,2.10805,948.152,938.842,,
0,-7.40476,1.90298,36.6393,43.3322,-4.74863,2.10665,948.214,938.843,,
0,4.59752,5.04109,681.314,805.845,-5.65382,0.903978,1020.61,966.838,,
0,1.44926,4.50924,681.314,805.845,-5.65382,0.903978,1020.61,966.838,,
0,-5.86699,0.56134,1069.77,1009.01,-5.63033,0.90951,1024.09,969.508,,
0,-5.867,0.56135,1069.77,1009.01,-5.63033,0.90951,1024.09,969.508,,
0,-5.86698,0.561354,1069.77,1009.01,-5.63033,0.90951,1024.09,969.508,,
0,-5.86699,0.561347,1069.77,1009.01,-5.63033,0.90951,1024.09,969.508,,
0,-5.86699,0.561344,1069.77,1009.01,-5.63033,0.90951,1024.09,969.508,,
0,-5.86698,0.561343,1069.77,1009.01,-5.63033,0.90951,1024.09,969.508,,
0,-5.86698,0.561343,1069.77,1009.01,-5.63033,0.90951,1024.09,969.508,,
0,-5.86698,0.561343,1069.77,1009.01,,,,,,
0,-5.86699,0.56134,1069.77,1009.01,,,,,,
0,-5.867,0.56135,1069.77,1009.01,,,,,,
0,-5.86698,0.561354,1069.77,1009.01,,,,,,
0,-5.86699,0.561347,1069.77,1009.01,,,,,,
0,-5.86698,0.561342,1069.77,1009.01,,,,,,
0,-5.86698,0.561343,1069.77,1009.01,,,,,,
0,-5.86698,0.561343,1069.77,1009.01,,,,,,
0,-5.80221,-11.5362,1085.23,1007.87,,,,,,
0,-2.55836,-6.40721,1085.23,1007.87,,,,,,
0,7.86091,22.016,65.6589,133.955,,,,,,
0,8.45834,22.1391,21.8804,68.6757,,,,,,
0,9.35964,24.8348,22.5776,66.5491,,,,,,
0,9.93098,23.5525,20.2693,62.5486,,,,,,
0,9.23332,20.796,30.4233,85.5948,,,,,,
0,10.7953,18.9505,39.093,83.4578,,,,,,
0,10.8893,15.9165,35.6382,76.1761,,,,,,
0,-0.0410009,6.85129,75.5057,94.7355,,,,,,
0,-5.27537,1.59541,41.8696,50.3769,,,,,,
0,-4.14349,1.0254,68.5965,46.4475,,,,,,
0,4.16697,-1.74115,213.505,102.92,,,,,,
0,-19.3727,-13.6189,99.0687,50.6128,,,,,,
0,-8.22061,-11.0918,65.2102,137.066,,,,,,
0,-8.71332,-9.03857,106.347,215.67,,,,,,
0,-7.07086,-3.8914,164.761,324.722,,,,,,
0,-0.482797,10.3249,202.649,326.528,,,,,,
0,-4.8507,2.05043,59.8352,94.608,,,,,,
0,-5.2681,-3.27393,28.2388,49.4037,,,,,,
0,-5.80033,-3.55578,16.6461,31.1567,,,,,,
0,-3.52418,1.12126,53.0239,37.7021,,,,,,
0,5.14312,4.82855,45.7577,27.7963,,,,,,
0,7.12892,6.43143,25.1627,19.6242,,,,,,
0,4.41449,-0.0740425,43.122,70.3747,,,,,,
0,-3.40039,0.188894,44.9128,70.5125,,,,,,
0,-6.22339,-1.16656,44.9086,70.5137,,,,,,
0,-1.94811,-4.80092,62.9836,34.3054,,,,,,
0,0.822085,-2.55868,38.0676,20.3987,,,,,,
0,0.480115,1.35394,23.3006,85.2345,,,,,,
0,-4.07637,-0.996766,681.314,805.845,,,,,,
0,-13.6614,-2.85422,681.314,805.845,,,,,,
1,8.81668,16.244,45.6311,125.656,-5.70514,0.90466,1011.19,948.214,,
1,-6.04767,-1.50828,949.488,50.5682,-5.88566,0.810689,1048.21,968.127,,
1,-5.88345,-1.51361,949.373,49.7581,-5.88596,0.810571,1048.23,968.122,,
1,-5.84485,-1.51672,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
1,-5.77566,-1.53638,949.369,49.7322,-5.88597,0.810567,1048.23,968.121,,
1,-6.84633,0.923679,1069.77,1009.01,-5.63033,0.90951,1024.09,969.508,,
1,-6.20113,-1.51417,949.998,54.1564,-5.88436,0.811214,1048.12,968.15,,
1,-8.03738,3.72421,1085.07,1007.68,-5.53557,0.952199,1024.15,974.292,,
1,-15.3375,5.52556,1018.29,946.232,-5.8358,0.888174,1047.98,977.286,,
1,3.34768,-9.19903,766.413,253.571,-5.87331,1.03865,1040.97,975.787,,
1,13.3428,-12.8333,453.649,158.622,-5.86543,1.12669,1036.87,980.943,,
1,11.4045,-14.3835,450.782,145.112,-5.86258,1.13392,1037.15,981.705,,
1,9.69323,-15.5043,314.196,139.31,-5.832,1.14292,1034.18,981.896,,
1,11.3472,-13.9688,262.612,121.358,-5.78632,1.15141,1032.8,982.928,,
1,10.9235,-15.2343,319.236,127.044,-5.80684,1.14667,1033.97,982.591,,
1,10.2864,-18.4463,336.957,151.746,-5.78215,1.14506,1034.89,983.244,,
1,11.2997,-12.6577,661.545,289.431,-5.58834,1.0782,1045.16,984.351,,
1,0.345821,0.452382,276.089,74.9438,-5.69312,0.756851,1040.14,956.798,,
1,3.84035,-0.832007,103.956,19.0673,-5.74872,0.778416,1045.28,963.159,,
1,5.84221,2.49078,105.349,18.5652,-5.75124,0.7822,1045.79,963.815,,
1,10.6159,3.24808,120.227,24.1676,-5.74415,0.784564,1045.8,964.077,,
1,12.2449,3.31199,132.496,31.5809,-5.73373,0.78673,1045.8,964.415,,
1,11.3279,3.47252,173.425,46.5152,-5.71135,0.79429,1045.81,965.179,,
1,6.12827,-1.25186,135.194,30.9363,-5.73936,0.791285,1045.86,964.52,,
1,5.70298,1.73927,126.916,24.3825,-5.74532,0.787989,1045.94,964.217,,
1,5.58917,0.691538,162.116,31.8171,-5.73591,0.793985,1045.79,964.471,,
1,5.76062,3.16567,133.147,26.4481,-5.74397,0.78814,1045.8,964.142,,
1,9.61842,1.81537,143.461,30.7692,-5.72448,0.788798,1045.68,964.531,,
1,6.02652,2.4555,133.74,30.8104,-5.71918,0.774286,1044,962.195,,
1,3.34823,1.05891,226.19,64.1288,-5.46136,0.619633,1018.66,933.993,,
1,-10.8267,3.79459,224.514,98.1702,-4.98897,0.291088,964.286,873.387,,
1,-16.7694,7.50116,166.691,70.6274,-4.90158,0.215637,952.463,860.767,,
1,-12.8401,7.02485,137.889,63.6255,-4.88244,0.19996,949.621,857.265,,
1,-13.7414,6.87838,190.464,75.391,-4.83959,0.178691,947.349,861.289,,
1,-18.8462,7.38302,221.138,76.2736,-4.86355,0.188911,950.054,861.641,,
1,-21.9032,9.71184,191.882,73.4204,-4.8965,0.203988,952.2,860.447,,
1,-18.7969,8.03974,171.808,71.8428,-4.89922,0.205569,951.832,859.526,,
1,-18.1077,7.70285,214.896,78.138,-4.95231,0.228487,956.896,864.085,,
1,-16.5502,8.32342,201.76,83.2836,-4.96816,0.247651,958.468,866.147,,
1,-19.4644,9.17232,185.122,76.8926,-4.94492,0.236143,955.961,863.383,,
1,-21.4924,9.86718,157.901,68.5182,-4.91608,0.221825,952.898,860.346,,
1,-22.4987,10.4369,177.606,70.763,-4.95346,0.245033,956.977,864.443,,
1,-17.8835,8.54922,223.547,78.8568,-5.05049,0.308731,967.776,876.268,,
1,-10.4919,8.13549,193.129,66.8701,-5.042,0.311214,967.398,876.58,,
1,-9.24837,5.9416,177.173,72.7315,-4.98874,0.2703,961.567,870.415,,
1,-9.03803,5.97904,184.95,103.6,-4.95468,0.241593,959.662,870.548,,
1,-9.92189,6.52207,221.735,87.965,-5.07072,0.328176,971.551,882.044,,
1,-17.0395,7.55576,219.895,70.6675,-5.02838,0.296032,965.481,874.221,,
1,-13.7683,8.33603,239.37,67.6636,-5.11923,0.358245,975.669,885.605,,
1,-8.56287,4.00341,263.401,72.9671,-5.32821,0.496659,998.789,911.233,,
1,7.72106,2.00533,101.748,18.388,-5.75106,0.780106,1045.54,963.455,,
1,9.97775,2.40131,113.753,24.8365,-5.74432,0.784023,1045.84,964.094,,
1,9.37808,4.29697,100.267,18.9187,-5.75064,0.781834,1045.89,963.94,,
1,11.0287,4.46078,109.531,31.6709,-5.7166,0.782724,1045.62,964.529,,
1,2.5327,-1.19911,106.126,19.0304,-5.74565,0.781518,1045.76,963.916,,
1,3.96885,0.671682,118.417,23.4435,-5.72455,0.777168,1044.64,963.125,,
1,7.9178,-0.343136,194.582,42.3829,-5.66928,0.780232,1044.3,964.12,,
1,35.4756,-6.27849,249.037,93.0917,-5.05443,0.796711,1039.54,975.625,,
1,34.9892,-10.07,101.929,83.4861,-4.92978,0.801065,1038.55,978.041,,
1,39.6095,-11.7359,98.1116,81.0763,-4.92663,0.80118,1038.53,978.127,,
1,38.8807,-12.7775,98.0871,81.0717,-4.92659,0.801193,1038.53,978.129,,
