s,s[goal][0],s[goal][1],s[goalcost],s[ubound],s[timeCost],s[n],s[dt],s[effortCost],s[name],d,d[goal][0],d[goal][1],d[goalcost],d[ubound],d[timeCost],d[n],d[dt],d[effortCost],d[name],adapt_cost,adapt_iters,scratch_cost,subopt_score,goal_dist_sq,goalcost_dist,effortcost_dist,ubound_dist,timecost_dist
8,-0.634801954,-0.074992349,1.836345636,1,1,2,0.1,0.725539513,doubleIntegratorProblem,8,-0.634801954,-0.074992349,1.836345636,1,1,2,0.1,0.725539513,doubleIntegratorProblem,2.249513128,0,2.249513128,0,0,0,0,0,0
8,-0.634801954,-0.074992349,1.836345636,1,1,2,0.1,0.725539513,doubleIntegratorProblem,9,0.339161226,0.274036158,31.4846896,1,1,2,0.1,0.475075007,doubleIntegratorProblem,2.63010904,25,2.261152832,0.163171725,1.070425175,29.64834396,0.250464506,0,0
9,0.339161226,0.274036158,31.4846896,1,1,2,0.1,0.475075007,doubleIntegratorProblem,0,-0.166182632,-0.195553519,45.988121,1,1,2,0.1,0.709292634,doubleIntegratorProblem,2.259894146,11,2.092996702,0.079740902,0.47588688,14.5034314,0.234217627,0,0
9,0.339161226,0.274036158,31.4846896,1,1,2,0.1,0.475075007,doubleIntegratorProblem,1,0.800600071,-0.208672128,27.74296371,1,1,2,0.1,0.686968243,doubleIntegratorProblem,3.309768185,31,2.930789571,0.129309391,0.445933096,3.74172589,0.211893236,0,0
9,0.339161226,0.274036158,31.4846896,1,1,2,0.1,0.475075007,doubleIntegratorProblem,2,0.483719585,-0.413450497,34.11313907,1,1,2,0.1,0.121075532,doubleIntegratorProblem,3.193766242,53,2.559904979,0.247611247,0.493535019,2.62844947,0.353999475,0,0
9,0.339161226,0.274036158,31.4846896,1,1,2,0.1,0.475075007,doubleIntegratorProblem,3,0.049324365,0.877497407,41.04904739,1,1,2,0.1,0.313001499,doubleIntegratorProblem,3.614291971,33,3.097915715,0.166685057,0.448170886,9.56435779,0.162073508,0,0
9,0.339161226,0.274036158,31.4846896,1,1,2,0.1,0.475075007,doubleIntegratorProblem,4,0.38355951,0.176715135,12.75617403,1,1,2,0.1,0.163366043,doubleIntegratorProblem,2.305598047,4,2.217808554,0.039583891,0.011442589,18.72851557,0.311708964,0,0
9,0.339161226,0.274036158,31.4846896,1,1,2,0.1,0.475075007,doubleIntegratorProblem,5,0.96272947,0.035343225,31.7755869,1,1,2,0.1,0.935159022,doubleIntegratorProblem,3.769346251,31,3.324905853,0.13367007,0.445811671,0.2908973,0.460084015,0,0
9,0.339161226,0.274036158,31.4846896,1,1,2,0.1,0.475075007,doubleIntegratorProblem,6,0.824794891,-0.2606688,41.83249344,1,1,2,0.1,0.865206354,doubleIntegratorProblem,3.793965975,56,3.063014452,0.238637961,0.521749448,10.34780384,0.390131347,0,0
9,0.339161226,0.274036158,31.4846896,1,1,2,0.1,0.475075007,doubleIntegratorProblem,7,0.242096735,-0.869137143,20.12474129,1,1,2,0.1,0.708450474,doubleIntegratorProblem,10.75375014,27,3.073401905,2.498972953,1.316266711,11.35994831,0.233375467,0,0
9,0.339161226,0.274036158,31.4846896,1,1,2,0.1,0.475075007,doubleIntegratorProblem,8,-0.634801954,-0.074992349,1.836345636,1,1,2,0.1,0.725539513,doubleIntegratorProblem,2.370220109,11,2.249513128,0.053659158,1.070425175,29.64834396,0.250464506,0,0
9,0.339161226,0.274036158,31.4846896,1,1,2,0.1,0.475075007,doubleIntegratorProblem,9,0.339161226,0.274036158,31.4846896,1,1,2,0.1,0.475075007,doubleIntegratorProblem,2.261152832,0,2.261152832,0,0,0,0,0,0
