trial,target x rel,target y rel,widget dx,widget dy
241,-13.6556471,-16.8235541,-0.0503018,-0.0503018
241,-16.3303641,-19.5348312,-0.0503018,-0.0503018
241,-19.0050812,-22.2461083,-0.0503018,-0.0503018
241,-21.6797982,-24.9573854,-0.0503018,-0.0503018
241,-24.3545153,-27.6686624,-0.0503018,-0.0503019
241,-27.0292323,-30.3799395,-0.0503018,-0.0503018
241,-29.7039494,-33.0912166,-0.0503018,-0.0503018
241,-32.3786664,-35.8024937,-0.0503019,-0.0503018
241,-35.0533834,-38.5137708,-0.0503018,-0.0503018
241,-37.7281005,-41.2250479,-0.0503018,-0.0503018
241,-40.4028175,-43.936325,-0.0503018,-0.0503018
241,-43.0775346,-46.647602,-0.0503018,-0.0503019
241,-45.7522516,-49.3588791,-0.0503018,-0.0503018
241,-48.4269687,-52.0701562,-0.0503018,-0.0503018
241,-47.2704945,-48.0130861,-2.3554787,-5.272161
241,-43.8038347,-41.8631068,-3.4666598,-6.1499793
241,-42.6038404,-39.6381122,-1.1999943,-2.2249946
241,-41.2704965,-37.9297705,-1.3333439,-1.7083417
241,-37.7705018,-34.4297758,-3.4999947,-3.4999947
241,-35.1038374,-31.7631114,-2.6666644,-2.6666644
241,-31.4371556,-28.8881007,-3.6666818,-2.8750107
241,-27.2705097,-27.4297817,-4.1666459,-1.458319
241,-24.8538389,-27.2631144,-2.4166708,-0.1666673
241,-24.6038404,-26.3464439,-0.2499985,-0.9166705
241,-21.7288198,-24.346434,-2.8750206,-2.0000099
241,-17.6038404,-22.2631144,-4.1249794,-2.0833196
241,-17.4371615,-21.013096,-0.1666789,-1.2500184
241,-13.4371632,-15.0964371,-3.9999983,-5.9166589
241,-11.6038404,-13.1381151,-1.8333228,-1.958322
241,-11.4371714,-12.2631144,-0.166669,-0.8750007
241,-9.9788305,-11.6381045,-1.4583409,-0.6250099
241,-7.3538419,-9.0131159,-2.6249886,-2.6249886
241,-6.020504,-7.6797779,-1.3333379,-1.333338
241,-3.6038265,-5.2631005,-2.4166775,-2.4166774
241,-1.2288365,-3.2631144,-2.37499,-1.9999861
241,-0.4629952,-3.1222692,-0.7658413,-0.1408452
241,-0.1108819,-2.7701558,-0.3521133,-0.3521134
241,0.2412315,-2.4180424,-0.3521134,-0.3521134
241,0.5906057,-2.2631144,-0.3493742,-0.154928
241,0.9378278,-2.2631144,-0.3472221,0
241,1.2850499,-2.2631144,-0.3472221,0
241,1.3961596,-2.2631145,7.0608905,7.1720002
241,1.3961596,-2.2631145,0,0
241,1.3961596,-2.2631145,0,0
241,1.3961596,-2.2631145,0,0
241,1.3961596,-2.2631145,0,0
242,0,0,0,0
242,-3.4366815,1.8019905,-0.1760564,0
242,-6.873363,3.6039809,-0.1760564,0
242,-10.3100445,5.4059713,-0.1760564,0
242,-13.746726,7.2079617,-0.1760564,0
242,-17.1834075,9.0099521,-0.1760564,0
242,-20.3430914,10.8119425,-0.453054,0
242,-22.5391538,11.8639214,-1.4166755,0.7500115
242,-23.6518893,12.4159233,-2.5000024,1.2499885
242,-24.5979706,13.7595784,-2.6666566,0.4583353
242,-26.127369,14.5198991,-2.0833395,1.0416697
242,-26.5734396,15.2802252,-3.1666673,1.0416644
242,-27.1861858,15.457216,-2.9999917,1.6249996
242,-27.4655758,15.1758669,-3.3333479,2.0833395
242,-26.2449608,15.5611918,-4.8333529,1.4166655
242,-26.0660585,15.6131829,-3.7916402,1.7499993
242,-23.553782,14.5818361,-6.1250144,2.8333372
242,-19.0831585,13.2588173,-8.0833613,3.1250092
242,-15.1959395,12.769158,-7.4999569,2.2916497
242,-12.6019902,11.7178029,-6.2066872,2.8533455
242,-11.7547231,11.2897908,-4.460005,2.2300025
242,-12.1174878,11.00846,-3.2499732,2.0833213
242,-11.6468808,9.7687744,-4.0833449,3.041676
242,-9.0929477,9.4457556,-6.166671,2.1250092
242,-9.5317925,8.1608113,-3.1738931,3.0869347
242,-8.5984382,7.5697542,-4.5460922,2.3930475
242,-6.5561674,5.4767328,-5.6550087,3.8950118
242,-6.5439212,3.9870731,-3.6249841,3.2916501
242,-4.7399876,2.039058,-5.4166715,3.7500055
242,-6.0193796,2.0077154,-2.3333459,1.833333
242,-6.7987903,2.768039,-2.8333272,1.0416668
242,-7.6615308,2.8616948,-2.7499974,1.7083347
242,-7.4825955,1.1636703,-3.7916732,3.5000149
242,-7.5536654,0.0490123,-3.541668,2.9166484
242,-6.9997475,0.8093387,-4.1666558,1.041664
242,-6.4458065,0.5696495,-4.1666789,2.0416796
242,-6.4335562,0.3299854,-3.6249881,2.0416545
242,-8.0879676,1.6736452,-1.9583265,0.4583306
242,-8.7840231,2.8506313,-2.9166824,0.6250043
242,-8.2300821,2.9442781,-4.1666789,1.7083436
242,-6.9678325,2.6629431,-4.8749875,2.0833254
242,-4.8022216,2.4415962,-5.7783488,2.0233374
242,-2.9849816,2.9335953,-5.4299779,1.3099913
242,-2.1810525,2.11058,-4.416667,2.6250057
242,-2.4604505,3.2875781,-3.3333399,0.6249923
242,-2.9481792,4.2145598,-3.1250092,0.8750087
242,-1.6025966,4.0582202,-4.9583205,1.95833
242,0.9513482,3.7768728,-6.1666827,2.0833378
242,4.308589,2.6155362,-6.9699787,2.963327
242,6.9758471,3.2975261,-6.279996,1.1200005
242,4.5297984,4.0578472,-1.1666892,1.0416693
242,5.1670348,4.6515105,-4.2499743,1.2083272
242,6.8876488,3.0784852,-5.3333519,3.3750157
242,9.6916022,0.1721458,-6.4166913,4.7083298
242,13.1621974,-0.3175397,-7.083333,2.2916759
242,16.5494382,-1.6405349,-6.9999787,3.1249856
242,22.8950723,-3.5468981,-9.958372,3.7083536
242,31.4073422,-7.6199171,-12.1250078,5.8750094
242,39.8362178,-11.9845632,-12.0416135,6.1666365
242,42.2651357,-13.0992373,-6.0416558,2.9166645
242,39.694063,-11.8805753,-1.0416652,0.5833285
242,36.6798604,-10.0785849,-0.5985353,0
242,33.185606,-8.2765945,-0.1184835,0
242,29.6913515,-6.4746041,-0.1184834,0
242,26.197097,-4.6726137,-0.1184834,0
242,22.7028426,-2.8706233,-0.1184835,0
242,19.2085881,-1.0686329,-0.1184834,0
242,15.7143336,0.7333575,-0.1184834,0
242,12.2200792,2.5353479,-0.1184835,0
242,8.8044207,4.3373383,-0.1970794,0
242,7.3854632,6.0936831,-2.000002,0
242,7.8638839,7.0523419,-1.0416685,0.125006
242,12.9427524,5.6773469,-1.041661,1.374995
242,18.0216297,2.9690111,-1.0416698,2.7083358
242,23.6005198,1.177322,-1.5416826,1.7916891
242,29.8877079,-2.1143254,-2.2499806,3.2916474
242,33.9249155,-3.1559881,0,1.0416627
242,37.0621129,-3.8226521,0.9000101,0.666664
242,38.599323,-3.8226521,2.4999974,0
242,40.1365331,-3.8226521,2.4999974,0
242,41.6737432,-3.8226521,2.4999974,0
242,43.2109532,-3.8226521,2.4999975,0
242,33.8981363,-3.8226521,13.3500245,0
242,14.810271,-3.8226521,23.1250728,0
242,0.8891403,-3.1559782,17.9583382,-0.6666739
242,-11.7819398,-2.8226521,16.7082876,-0.3333261
242,-23.9530615,-2.8226521,16.2083292,0
242,-31.5825339,-2.8226521,11.6666799,0
242,-38.7952755,-2.8226521,11.2499492,0
242,-44.4664113,-3.6976549,9.7083433,0.8750028
242,-47.9708865,-3.8226521,7.5416827,0.1249972
242,-49.3086827,-3.8226521,5.3750037,0
242,-50.4797702,-3.8226521,5.208295,0
242,-49.6092436,-3.8226521,3.1666809,0
242,-49.5720304,-3.8226521,3.9999944,0
242,-47.6181441,-3.8226521,2.0833212,0
242,-45.997618,-3.8226521,2.4166814,0
242,-45.7104039,-3.8226521,3.7499934,0
242,-44.0065206,-3.8226521,2.3333242,0
242,-43.0943223,-3.8226521,3.1250092,0
242,-42.5154639,-3.1559722,3.4583492,-0.6666799
242,-41.5199025,-1.8226521,3.0416461,-1.3333201
242,-38.9076967,-1.8226521,1.4250017,0
242,-36.9038242,-1.8226521,2.033335,0
242,-34.9132802,-1.8226521,2.0466635,0
242,-34.7460864,-1.3643155,3.8700137,-0.4583366
242,-35.4588619,-0.8226521,4.7499831,-0.5416634
242,-34.5466636,-0.8226521,3.1250092,0
242,-34.8011462,-0.2393117,4.2916901,-0.5833404
242,-35.9722563,0.1773479,5.2083176,-0.4166596
242,-37.8100488,0.1773479,5.875,0
242,-38.4928276,0.1773479,4.7199863,0
242,-36.4439496,0.1773479,1.9883296,0
242,-36.4484337,0.1773479,4.0416916,0
242,-35.2445492,0.1773479,2.833323,0
242,-32.457328,0.1773479,1.2499863,0
242,-29.2070386,0.1773479,0.7869181,0
242,-25.9082276,0.1773479,0.7383966,0
242,-22.6094168,0.1773479,0.7383967,0
242,-19.310606,0.1773479,0.7383967,0
242,-16.0117951,0.1773479,0.7383966,0
242,-12.7129843,0.1773479,0.7383967,0
242,-9.4141734,0.1773479,0.7383966,0
242,-6.1153626,0.1773479,0.7383967,0
242,-2.8165517,0.1773479,0.7383967,0
242,-1.8769422,0.1773479,3.097598,0
242,-5.9647698,0.1773479,8.1250351,0
242,-11.9601982,0.1773479,10.0326359,0
242,-18.0153354,0.1773479,10.0923447,0
242,-23.3531144,0.1773479,9.3749866,0
242,-26.1909096,0.1773479,6.8750027,0
242,-26.028679,0.1773479,3.8749769,0
242,-26.5331422,0.1773479,4.5416707,0
242,-29.2042943,0.1773479,6.7083596,0
242,-32.4587749,0.1773479,7.2916881,0
242,-34.0465242,0.1773479,5.6249569,0
242,-36.0926618,0.1773479,6.0833451,0
242,-35.5554493,0.1773479,3.499995,0
242,-35.6015571,0.1773479,4.0833153,0
242,-35.8560142,0.1773479,4.2916646,0
242,-35.1938283,0.1773479,3.3750216,0
242,-37.0316138,0.1773479,5.874993,0
242,-36.2860563,0.1773479,3.2916501,0
242,-35.9988543,0.1773479,3.7500055,0
242,-35.0450121,0.1773479,3.0833653,0
242,-37.5494789,0.1773479,6.5416743,0
242,-40.1372383,0.1773479,6.6249669,0
242,-41.3083793,0.1773479,5.2083486,0
242,-42.4794998,0.1773479,5.208328,0
242,-44.1089472,-0.7393226,5.6666549,0.9166705
242,-44.8217432,-1.8226521,4.7500035,1.0833295
242,-43.9095287,-1.8226521,3.124993,0
242,-41.8306478,-1.8226521,1.9583266,0
242,-38.3366884,-1.8226521,0.5432482,0
242,-34.5104514,-1.8226521,0.2109705,0
242,-30.6842144,-1.8226521,0.2109705,0
242,-26.8579774,-1.8226521,0.2109705,0
242,-23.0317403,-1.8226521,0.2109704,0
242,-19.2055033,-1.8226521,0.2109705,0
242,-15.3792663,-1.8226521,0.2109705,0
242,-11.5530292,-1.8226521,0.2109705,0
242,-7.7267921,-1.8226521,0.2109704,0
242,-4.6252574,-1.8226521,0.9356728,0
242,-7.0047413,-1.8226521,6.4166914,0
242,-10.2592074,-1.8226521,7.2916736,0
242,-13.7636354,-1.8226521,7.5416355,0
242,-16.8930968,-1.8226521,7.166669,0
242,-17.022555,-1.8226521,4.1666657,0
242,-17.9020034,-1.8226521,4.9166559,0
242,-19.6981428,-1.8226521,5.8333469,0
242,-20.4109245,-1.8226521,4.7499892,0
242,-20.0403733,-1.8226521,3.6666564,0
242,-20.7531872,-1.2809814,4.7500214,-0.5416707
242,-21.2159767,-0.8226521,4.499997,-0.4583293
242,-21.5537677,-0.8226521,4.3749985,0
242,-23.3915602,-0.8226521,5.875,0
242,-23.479352,-0.8226521,4.1249993,0
242,-23.3171332,-0.0726502,3.8749888,-0.7500019
242,-23.4465947,0.1773479,4.166669,-0.2499981
242,-22.6427332,0.1773479,3.233346,0
242,-22.5388493,0.1773479,3.9333236,0
242,-22.6683141,1.0523526,4.1666723,-0.8750047
242,-20.9644367,1.1773479,2.3333301,-0.1249953
242,-21.8855535,1.1773479,4.9583243,0
242,-24.0567005,1.1773479,6.2083546,0
242,-27.2278316,1.1773479,7.2083386,0
242,-28.3989251,1.1773479,5.208301,0
242,-29.4450631,1.1773479,5.0833455,0
242,-29.5745345,1.1773479,4.1666789,0
242,-29.4956569,1.1773479,3.95833,0
242,-28.876913,1.1773479,3.4184636,0
242,-28.462892,1.1773479,3.6231865,0
242,-26.8840297,1.1773479,2.4583452,0
242,-25.1473432,1.3901169,2.300521,-0.212769
242,-22.1739616,1.9220299,1.0638259,-0.531913
242,-19.1890587,2.1773479,1.0523047,-0.255318
242,-17.7410577,1.869853,0.4583313,-0.1944455
242,-17.5089623,1.3207582,0,-0.3472221
242,-17.2768668,0.7716634,0,-0.3472221
242,-19.6592665,1.4956099,0,-2.2361234
242,-23.2720044,2.0686213,0,-2.3750018
242,-25.3014036,1.5582853,-1.5833387,-1.2916544
242,-25.1641323,0.7979624,-3.7500092,-1.0416676
242,-27.2352114,0.9126485,-1.5416588,-1.9166765
242,-27.0562866,0.277312,-3.7916627,-1.1666539
242,-28.4190213,-0.4830095,-2.2500031,-1.0416689
242,-30.9884233,-1.2833278,-1.0433359,-1.0016721
242,-30.5611677,-2.0453246,-4.0399935,-1.0399936
242,-33.1738916,-2.847301,-1.000014,-1.000014
242,-34.6199744,-2.6493073,-2.1666551,-1.9999841
242,-34.2327083,-4.3679603,-4.000004,-0.0833374
242,-35.5120973,-5.2532881,-2.3333489,-0.9166626
242,-34.9581911,-6.8886116,-4.1666441,-0.166667
242,-34.1959133,-7.6489323,-4.3750157,-1.0416697
242,-33.3503219,-8.1592465,-4.4583293,-1.2916762
242,-34.2963796,-8.1695766,-2.6666802,-1.7916603
242,-33.0757948,-8.5965683,-4.8333227,-1.3749987
242,-31.5635314,-8.3152192,-5.1250013,-2.0833395
242,-30.8012586,-7.6172071,-4.3750107,-2.5000025
242,-26.9539969,-7.2292084,-7.4599996,-2.1899891
242,-19.5683859,-6.1795186,-10.9983489,-2.8516802
242,-9.6394872,-2.7731873,-13.5416366,-5.2083217
242,-0.512174,-0.5151667,-12.7400511,-4.0600111
242,9.2184223,1.8311834,-13.3433342,-4.1483405
242,14.3556321,3.4875094,-8.7499477,-3.4583164
242,19.2846166,5.0188709,-8.5417223,-3.3333519
242,25.7968343,6.7168636,-10.1249556,-3.4999831
242,30.1424227,10.1648797,-7.9583263,-5.2500065
242,33.0713674,12.3628912,-6.5416826,-4.0000019
242,35.5186151,14.3508967,-6.0599856,-3.7899959
242,35.7208725,15.8839077,-3.8149953,-3.3350014
242,36.0664847,18.0402675,-3.9583501,-3.9583502
242,35.745389,20.4049211,-3.2916422,-4.1666441
242,33.4243156,19.1029228,-1.2916645,-0.4999921
242,30.1370135,17.5430386,-0.3254358,-0.2421062
242,26.7874334,16.004206,-0.2631578,-0.2631578
242,23.4378533,14.4653734,-0.2631578,-0.2631578
242,20.1816968,12.8949612,-0.3565814,-0.2315782
242,17.5716195,11.0929708,-1.0026606,0
242,14.7567531,9.2909804,-0.7978715,0
242,11.9418867,7.48899,-0.7978715,0
242,9.1270203,5.6869996,-0.7978715,0
242,6.826343,4.3016785,-1.3120606,-0.4166694
242,5.2969447,3.5413579,-2.0833395,-1.0416698
242,2.9365447,2.4500446,-1.2523379,-0.7106771
242,-0.324081,1.0001664,-0.3521122,-0.3521122
242,-3.5847067,-0.4497118,-0.3521122,-0.3521122
242,-6.0706824,-1.7916086,-1.1267622,-0.4600936
242,-8.1209234,-3.0727667,-1.5624969,-0.5208323
242,-9.0461567,-2.4789193,-2.6875046,-2.3958378
242,-9.5338854,-2.7392429,-3.1250092,-1.5416668
242,-9.1882732,-1.8328817,-3.9583501,-2.7083516
242,-8.6343669,-2.2598931,-4.1666442,-1.3749791
242,-8.0804309,-3.020215,-4.1666739,-1.0416685
242,-9.4431703,-3.7805356,-2.2499985,-1.0416698
242,-8.9725886,-3.5408662,-4.0833196,-2.0416598
242,-9.5853206,-4.3428537,-3.0000059,-1.0000029
242,-12.1776509,-5.6346403,-1.0204076,-0.5102038
242,-14.7274588,-6.9468374,-1.06293,-0.4897933
242,-16.257554,-8.6800876,-1.9448282,0
242,-17.795662,-9.6229068,-0.3521122,0
242,-19.33377,-10.565726,-0.3521121,0
242,-20.4170108,-11.2822652,-0.3533197,0
242,-20.0598676,-11.2822652,-0.3571432,0
242,-19.7027244,-11.2822652,-0.3571432,0
242,-19.273557,-11.2822652,-0.4291674,0
