trial,target x,target y,widget x,widget y
55,425,203,404,220
55,425,203,404,220
55,425,203,404,220
55,425,203,404,220
56,439,142,260.158,108.158
56,439,142,261.2218313,108.6899157
56,439,142,262.2856627,109.2218313
56,439,142,263.349494,109.753747
56,439,142,268.803247,111.1257598
56,439,142,288.158,115.158
56,439,142,311.545173,119.9967254
56,439,142,333.7830548,123.5330078
56,439,142,356.383877,125.9321984
56,439,142,376.6741755,127.158
56,439,142,387.158,127.158
56,439,142,391.1902712,127.158
56,439,142,392.7709038,127.158
56,439,142,394.3767532,127.158
56,439,142,396.5451039,127.158
56,439,142,398.158,127.158
56,439,142,399,128
56,439,142,399,128
56,439,142,399,128
56,439,142,399,128
56,439,142,399,128
57,543,393,435.97,352.97
57,543,393,438.3893442,352.97
57,543,393,442.034504,352.97
57,543,393,449.4215736,353.3893518
57,543,393,462.8761356,355.5012204
57,543,393,483.97,360.97
57,543,393,500.9054089,367.4215844
57,543,393,512.9377104,372.034504
57,543,393,521.3248145,375.2280555
57,543,393,526.6474048,377.1958016
57,543,393,530,379
57,543,393,530,379
57,543,393,530,379
57,543,393,530,379
57,543,393,530,379
58,394,205,580.971,318.971
58,394,205,577.7452078,318.1645519
58,394,205,571.6272596,313.2210085
58,394,205,562.938749,304.5516528
58,394,205,549.1646272,289.58399
58,394,205,524.971,262.971
58,394,205,498.3582146,242.0033509
58,394,205,460.1001586,222.2613809
58,394,205,431.439791,211.3460078
58,394,205,417.0355424,208.3903627
58,394,205,408.971,205.971
58,394,205,405.7452078,205.971
58,394,205,404.3580992,205.971
58,394,205,405,207
58,394,205,405,207
58,394,205,405,207
58,394,205,405,207
58,394,205,405,207
59,371,294,157.095,357.095
59,371,294,158.9567049,357.095
59,371,294,160.8184097,357.095
59,371,294,162.6801146,357.095
59,371,294,167.9660392,356.3207922
59,371,294,184.095,353.095
59,371,294,234.0951631,332.933644
59,371,294,275.5143811,318.9014435
59,371,294,314.6433969,303.0304791
59,371,294,348.345038,286.9074842
59,371,294,367.095,279.095
59,371,294,381.6111764,272.6433661
59,371,294,387.5466151,269.8691925
59,371,294,389.5143551,269.095
59,371,294,390.5466186,269.095
59,371,294,392.095,269.0637449
59,371,294,392.095,268.2824965
59,371,294,393,269
59,371,294,393,269
59,371,294,393,269
59,371,294,393,269
59,371,294,393,269
60,531,259,113.721,134.721
60,531,259,113.921,135.721
60,531,259,114.121,136.721
60,531,259,114.321,137.721
60,531,259,114.521,138.721
60,531,259,114.721,139.721
60,531,259,126.8177206,142.1403441
60,531,259,170.6896761,146.8772425
60,531,259,229.301602,155.9145396
60,531,259,297.656213,170.1725524
60,531,259,380.721,188.721
60,531,259,417.0111618,200.0112725
60,531,259,453.9144365,213.1403135
60,531,259,479.0334648,221.7522402
60,531,259,493.7854609,226.4629118
60,531,259,510.721,233.721
60,531,259,517.9790323,236.1403441
60,531,259,525.8500079,239.7855039
60,531,259,531.3984072,242.5597036
60,531,259,535.0334745,243.9397457
60,531,259,539.721,244.721
60,531,259,540.527448,244.721
60,531,259,541.3339008,244.721
60,531,259,543,246
60,531,259,543,246
60,531,259,543,246
60,531,259,543,246
60,531,259,543,246
61,281,262,559.7520001,288.7520001
61,281,262,558.6767333,288.7520001
61,281,262,557.6014665,288.7520001
61,281,262,556.5261997,288.7520001
61,281,262,550.332762,287.8487937
61,281,262,530.6270839,284.5645141
61,281,262,502.5021409,279.8770236
61,281,262,451.6231429,270.171389
61,281,262,404.4618167,263.9132965
61,281,262,368.7199365,261.3971906
61,281,262,337.5262093,256.7197443
61,281,262,331.8810296,255.91329
61,281,262,330.1270005,255.7520001
61,281,262,329.3326483,255.7520001
61,281,262,330,257
61,281,262,330,257
61,281,262,330,257
61,281,262,330,257
61,281,262,330,257
62,501,190,166.0949998,129.0949998
62,501,190,166.901452,129.6326346
62,501,190,167.7079041,130.1702694
62,501,190,168.5143563,130.7079041
62,501,190,175.0012925,132.1887577
62,501,190,196.0949998,136.0949998
62,501,190,223.514444,141.7401795
62,501,190,273.6115023,149.8369931
62,501,190,322.9016939,154.9337188
62,501,190,368.6758401,156.9982369
62,501,190,423.0326535,160.2512754
62,501,190,446.470106,164.1575175
62,501,190,468.6435289,166.9337252
62,501,190,482.8692353,169.3530783
62,501,190,490.3530926,171.9982369
62,501,190,498.2240529,175.0949998
62,501,190,501.449845,175.0949998
62,501,190,503.3450084,175.0949998
62,501,190,504.9337188,175.9337188
62,501,190,506.3208091,177.0949998
62,501,190,508,178
62,501,190,508,178
62,501,190,508,178
62,501,190,508,178
62,501,190,508,178
63,581,110,389.0639999,210.0639999
63,581,110,389.0639999,209.6671743
63,581,110,389.0639999,209.2703486
63,581,110,390.6123967,207.9027023
63,581,110,394.4188636,205.0962401
63,581,110,400.0639999,201.0639999
63,581,110,421.8382644,186.5478235
63,581,110,444.2828066,172.9702166
63,581,110,473.4834641,156.773619
63,581,110,504.7414871,140.3220323
63,581,110,520.0639999,133.0639999
63,581,110,530.547905,128.2252744
63,581,110,535.515615,126.4510961
63,581,110,537.470251,125.6577488
63,581,110,538.2575519,125.0639999
63,581,110,539.0639999,125.0639999
63,581,110,539.0639999,123.4510914
63,581,110,539.6769037,123.0639999
63,581,110,540.90271,122.6446449
63,581,110,542.7202546,121.8452483
63,581,110,545.0639999,121.0639999
63,581,110,549.0962711,120.2575456
63,581,110,552.515615,119.4510961
63,581,110,556.5801301,119.0639999
63,581,110,560.9672301,118.6123848
63,581,110,564.1264957,117.0639999
63,581,110,565.6890042,117.0639999
63,581,110,566.6769037,117.0639999
63,581,110,568.322065,116.6446449
63,581,110,570.515615,115.8381923
63,581,110,572.0962557,115.0639999
63,581,110,572.90271,115.0639999
63,581,110,573.6889995,115.0639999
63,581,110,574.90271,115.0639999
63,581,110,577,116
63,581,110,577,116
63,581,110,577,116
63,581,110,577,116
63,581,110,577,116
64,275,115,343.1570001,212.1570001
64,275,115,329.4473834,196.8344873
64,275,115,319.4150913,184.5763889
64,275,115,302.5764457,166.1570939
64,275,115,279.7377619,140.9313492
64,275,115,260.6570373,115.0633316
64,275,115,248.1570627,87.71963697
64,275,115,246,82
64,275,115,246,82
64,275,115,246,82
64,275,115,246,82
64,275,115,246,82
65,388,131,549.8139999,250.8139999
65,388,131,549.4107743,250.8139999
65,388,131,549.0075488,250.8139999
65,388,131,545.4591596,248.7172247
65,388,131,535.8461957,241.7494329
65,388,131,517.9076013,226.8763462
65,388,131,495.2513973,203.4388937
65,388,131,467.1365603,178.2010792
65,388,131,445.6849643,162.0398046
65,388,131,434.0075257,155.9107628
65,388,131,427.5558937,152.5236304
65,388,131,421.1043094,145.2655981
65,388,131,418.5640006,141.3140014
65,388,131,415.2978697,136.8785146
65,388,131,410.2333349,131.9107628
65,388,131,404.7494733,128.7494733
65,388,131,403.1365773,127.1365773
65,388,131,402.6012333,126.8139999
65,388,131,402.3352755,126.8139999
65,388,131,402.0693176,126.8139999
65,388,131,403,128
65,388,131,403,128
65,388,131,403,128
65,388,131,403,128
65,388,131,403,128
66,355,197,337.096,126.096
66,355,197,337.096,128.0801281
66,355,197,337.096,130.0642562
66,355,197,337.8701924,134.1927698
66,355,197,339.2895457,140.0637287
66,355,197,340.096,144.096
66,355,197,340.096,145.708896
66,355,197,340.6897489,146.096
66,355,197,342,147
66,355,197,342,147
66,355,197,342,147
66,355,197,342,147
66,355,197,342,147
67,585,277,122.0019999,101.0019999
67,585,277,122.7956511,101.3988255
67,585,277,123.5893024,101.7956511
67,585,277,132.1310832,103.9374959
67,585,277,169.1959948,113.9698704
67,585,277,270.0019998,143.0019999
67,585,277,366.776509,178.4859865
67,585,277,448.8407619,215.8084771
67,585,277,488.4395063,234.4082509
67,585,277,492.117387,235.0789246
67,585,277,492.5981558,235.3994372
67,585,277,493.0789246,235.7199497
67,585,277,493.5596934,236.0404622
67,585,277,494.0404622,236.3609748
67,585,277,494.521231,236.6814873
67,585,277,495.0019999,237.0019999
67,585,277,499.8407253,237.8084541
67,585,277,506.5181338,239.2278074
67,585,277,513.3568402,240.4213549
67,585,277,518.905237,241.0019999
67,585,277,522.0957652,241.0019999
67,585,277,524.4395105,241.0019999
67,585,277,528.6794225,241.6149036
67,585,277,531.4213549,242.0019999
67,585,277,532.2278091,242.0019999
67,585,277,533.0178755,242.0019999
67,585,277,533.4146996,242.0019999
67,585,277,533.8115237,242.0019999
67,585,277,534.4213549,242.0019999
67,585,277,536,243
67,585,277,536,243
67,585,277,536,243
67,585,277,536,243
67,585,277,536,243
68,102,163,394.846,397.846
68,102,163,394.646,397.646
68,102,163,394.446,397.446
68,102,163,394.246,397.246
68,102,163,394.046,397.046
68,102,163,393.846,396.846
68,102,163,379.3299352,387.1686235
68,102,163,359.2976785,376.2653888
68,102,163,328.5335977,359.4710547
68,102,163,291.8783527,338.7815391
68,102,163,262.846,321.846
68,102,163,247.5234872,312.9750715
68,102,163,234.652488,304.1040912
68,102,163,220.8783155,291.4589637
68,102,163,208.5335254,278.9710169
68,102,163,203.846,275.846
68,102,163,195.7815196,266.9750715
68,102,163,185.8782896,254.4266865
68,102,163,177.0718336,244.9105373
68,102,163,167.5557698,237.0073729
68,102,163,152.5647709,223.5647709
68,102,163,145.5335352,216.5335352
68,102,163,137.716992,208.716992
68,102,163,130.9105373,202.3298891
68,102,163,123.6847777,195.0073729
68,102,163,112.652465,181.652465
68,102,163,107.8137395,176.8137395
68,102,163,104.9710011,175.2210003
68,102,163,103.846,174.0072963
68,102,163,103.7330992,172.846
68,102,163,103.329872,172.846
68,102,163,102.9266449,172.846
68,102,163,104,174
68,102,163,104,174
68,102,163,104,174
68,102,163,104,174
68,102,163,104,174
69,274,384,123.908,118.908
69,274,384,125.9241278,122.5370301
69,274,384,127.9402557,126.1660603
69,274,384,134.3596155,134.6176806
69,274,384,147.8142927,151.5643054
69,274,384,168.908,178.908
69,274,384,185.8435391,203.1016273
69,274,384,207.6822094,241.3918999
69,274,384,224.7789705,274.0692961
69,274,384,236.5209207,298.5854565
69,274,384,249.220479,325.220479
69,274,384,257.0330214,333.0330214
69,274,384,258.908,335.416024
69,274,384,258.908,336.0844731
69,274,384,258.908,336.7529221
69,274,384,258.908,337.4213712
69,274,384,258.908,338.0898203
69,274,384,258.908,338.7582693
69,274,384,258.908,339.4267184
69,274,384,259.1338075,342.6176905
69,274,384,259.9725117,352.0692792
69,274,384,261.5854201,356.1015504
69,274,384,263.1983187,361.4241155
69,274,384,263.908,364.345499
69,274,384,264.1338075,365.5854226
69,274,384,264.9241278,367.9563836
69,274,384,265.3273534,369.1660603
69,274,384,265.730579,370.375737
69,274,384,265.908,371.3596109
69,274,384,265.908,372.0349841
69,274,384,265.908,372.4318097
69,274,384,265.908,372.8286353
69,274,384,267.1983187,373.5531593
69,274,384,268.3596109,373.908
69,274,384,269.1660651,374.4241302
69,274,384,269.9397474,375.9714948
69,274,384,270.3365715,376.7651431
69,274,384,270.7333957,377.5587913
69,274,384,271.3596109,378.3596109
69,274,384,272.1660651,378.908
69,274,384,274,380
69,274,384,274,380
69,274,384,274,380
69,274,384,274,380
69,274,384,274,380
70,399,383,308.22,220.22
70,399,383,307.4135458,220.22
70,399,383,307.22,221.4458076
70,399,383,308.4387532,225.8762597
70,399,383,311.9619677,233.5426235
70,399,383,319.22,243.22
70,399,383,344.2200816,275.4781697
70,399,383,361.8651717,298.5425943
70,399,383,375.0909705,317.0264558
70,399,383,384.0950064,330.5325095
70,399,383,387.22,335.22
70,399,383,389.6393628,336.0264543
70,399,383,390.8329038,336.22
70,399,383,392,337
70,399,383,392,337
70,399,383,392,337
70,399,383,392,337
70,399,383,392,337
71,383,220,539.783,119.783
71,383,220,537.0052206,119.783
71,383,220,534.2274412,119.783
71,383,220,527.7507103,123.2668928
71,383,220,514.5570971,132.4604872
71,383,220,492.783,147.783
71,383,220,483.9120033,154.2346339
71,383,220,468.9120208,161.9120377
71,383,220,455.5017361,167.8142553
71,383,220,443.5248569,172.7185196
71,383,220,425.783,180.783
71,383,220,417.7184576,186.4281797
71,383,220,413.9442887,188.3959038
71,383,220,411.5249349,189.202355
71,383,220,408.4704905,191.0955095
71,383,220,403.783,195.783
71,383,220,400.557183,197.3959085
71,383,220,396.7184811,200.2346151
71,383,220,394.363645,202.6217101
71,383,220,392.8797698,204.2346151
71,383,220,389.7205042,205.8454958
71,383,220,388.1579957,207.4080043
71,383,220,389,209
71,383,220,389,209
71,383,220,389,209
71,383,220,389,209
71,383,220,389,209
72,476,326,428.158,164.158
72,476,326,428.5548256,165.3484769
72,476,326,428.9516512,166.5389537
72,476,326,431.4805774,174.1257321
72,476,326,437.8676406,193.093376
72,476,326,449.158,226.158
72,476,326,455.6095843,243.0934088
72,476,326,461.4483056,260.6418175
72,476,326,466.1892402,274.4392246
72,476,326,470.3192745,285.8353694
72,476,326,475.158,301.158
72,476,326,477.5773441,305.1902402
72,476,326,479,307
72,476,326,479,307
72,476,326,479,307
72,476,326,479,307
72,476,326,479,307
73,226,177,376.908,395.908
73,226,177,374.308,393.708
73,226,177,371.708,391.508
73,226,177,369.108,389.308
73,226,177,366.508,387.108
73,226,177,363.908,384.908
73,226,177,336.4885557,352.6498303
73,226,177,315.8111048,328.9723794
73,226,177,293.0953132,303.4702912
73,226,177,270.5853765,278.5853765
73,226,177,260.908,268.908
73,226,177,258.4886373,263.2628203
73,226,177,255.4563661,254.5530982
73,226,177,252.6499215,247.8112025
73,226,177,250.908,244.4704968
73,226,177,250.908,242.908
73,226,177,249.2950915,233.2305491
73,226,177,247.682183,225.3918236
73,226,177,246.908,219.8112025
73,226,177,246.908,216.6857756
73,226,177,246.908,215.8921243
73,226,177,246.908,215.0984731
73,226,177,246.2950915,214.2950915
73,226,177,245.4886405,211.8112025
73,226,177,244.908,208.2305722
73,226,177,244.8112102,205.7466836
73,226,177,242.391866,201.7144434
73,226,177,241.2829957,200.2829957
73,226,177,240.069281,198.230562
73,226,177,238.6821907,195.4563814
73,226,177,237.908,193.8434734
73,226,177,237.908,192.2305774
73,226,177,237.2628357,191.2628357
73,226,177,235.5954905,188.282981
73,226,177,233.6821907,184.4563814
73,226,177,232.8757367,182.7466836
73,226,177,232.0692887,178.7144434
73,226,177,231.2628357,177.908
73,226,177,230.908,177.4563849
73,226,177,232,178
73,226,177,232,178
73,226,177,232,178
73,226,177,232,178
73,226,177,232,178
74,517,190,311.1259999,179.1259999
74,517,190,311.794449,179.1259999
74,517,190,312.4628981,179.1259999
74,517,190,313.1313471,179.1259999
74,517,190,313.7997962,179.1259999
74,517,190,314.4682453,179.1259999
74,517,190,315.1366943,179.1259999
74,517,190,315.8051434,179.1259999
74,517,190,324.9324557,179.1259999
74,517,190,346.0948148,179.1259999
74,517,190,378.1259999,179.1259999
74,517,190,430.5455257,178.3195457
74,517,190,457.2227867,179.3518075
74,517,190,470.7389053,181.384065
74,517,190,478.4808556,183.8034278
74,517,190,483.2510204,186.1572551
74,517,190,486.3760141,186.9385035
74,517,190,491.4163263,188.9647112
74,517,190,497.4808402,191.384065
74,517,190,502.5776185,193.1259999
74,517,190,505,194
74,517,190,505,194
74,517,190,505,194
74,517,190,505,194
74,517,190,505,194
75,129,308,485.783,392.783
75,129,308,483.7668721,392.783
75,129,308,481.7507443,392.783
75,129,308,477.8475147,392.783
75,129,308,465.2023134,389.6216944
75,129,308,433.8456443,378.0955512
75,129,308,385.4082425,360.908086
75,129,308,289.8155912,336.5572738
75,129,308,215.8152481,319.1700946
75,129,308,180.9120039,311.4281547
75,129,308,160.7184883,306.7507442
75,129,308,159.1055798,305.9442899
75,129,308,158.465539,305.783
75,129,308,158.0687134,305.783
75,129,308,159,307
75,129,308,159,307
75,129,308,159,307
75,129,308,159,307
75,129,308,159,307
76,428,100,403.971,286.971
76,428,100,403.971,286.7050421
76,428,100,403.971,286.4390843
76,428,100,403.971,286.1731265
76,428,100,403.971,285.3903441
76,428,100,403.971,282.971
76,428,100,405.5839084,255.5515557
76,428,100,408.3460078,227.5959295
76,428,100,410.7451984,199.0354286
76,428,100,412.3581039,175.6161362
76,428,100,413.971,169.971
76,428,100,413.971,166.745183
76,428,100,413.971,161.6806736
76,428,100,413.971,154.5022382
76,428,100,413.971,147.1967921
76,428,100,413.971,143.971
76,428,100,415.5839084,133.4870948
76,428,100,417.1968075,128.5193849
76,428,100,417.971,126.1322899
76,428,100,418.1897515,124.971
76,428,100,418.971,124.971
76,428,100,419.7774542,122.5516372
76,428,100,419.971,121.3580962
76,428,100,420.390355,120.971
76,428,100,422,122
76,428,100,422,122
76,428,100,422,122
76,428,100,422,122
76,428,100,422,122
77,433,369,210.971,247.971
77,433,369,211.7688725,248.6358937
77,433,369,212.5667449,249.3007874
77,433,369,213.3646174,249.9656812
77,433,369,214.1624899,250.6305749
77,433,369,214.9603624,251.2954687
77,433,369,215.7582349,251.9603624
77,433,369,216.5561074,252.6252562
77,433,369,221.2290912,255.2935952
77,433,369,233.0033509,262.6484872
77,433,369,253.971,277.971
77,433,369,306.3905257,320.7130748
77,433,369,342.2615224,344.4549866
77,433,369,367.9398983,357.0335549
77,433,369,386.6807274,363.1645519
77,433,369,397.971,363.971
77,433,369,401.1968169,365.5839084
77,433,369,404.4226339,366.5839084
77,433,369,408.487157,367.3903595
77,433,369,413.0647579,368.4085031
77,433,369,416.971,369.971
77,433,369,418.5839084,369.971
77,433,369,420.8097254,369.971
77,433,369,422.1092998,369.971
77,433,369,422.375257,369.971
77,433,369,422.6412142,369.971
77,433,369,422.9071713,369.971
77,433,369,424,371
77,433,369,424,371
77,433,369,424,371
77,433,369,424,371
77,433,369,424,371
78,508,239,412.908,104.908
78,508,239,413.2285125,105.3887688
78,508,239,413.5490251,105.8695376
78,508,239,413.8695376,106.3503064
78,508,239,414.1900501,106.8310752
78,508,239,414.5105627,107.311844
78,508,239,414.8310752,107.7926128
78,508,239,418.5854048,112.1983056
78,508,239,425.1015504,120.7789705
78,508,239,432.2628453,131.391883
78,508,239,437.1983025,140.4240933
78,508,239,444.4563907,153.3273612
78,508,239,449.0329981,161.5329966
78,508,239,452.5854201,168.6821953
78,508,239,455.8112302,175.0370377
78,508,239,459.101535,179.1983025
78,508,239,463.9402604,186.4563907
78,508,239,465.5531593,189.1983187
78,508,239,467.6579959,191.6579959
78,508,239,470.8112302,195.2628453
78,508,239,473.9402558,199.9402558
78,508,239,474.7467101,200.7467101
78,508,239,476.8434781,202.8434781
78,508,239,479.2628326,204.3596109
78,508,239,481.4079985,205.4079985
78,508,239,483.0692792,207.0692792
78,508,239,487.1015504,211.1015504
78,508,239,489.1983187,213.8434781
78,508,239,491.7144435,215.8112217
78,508,239,494.4241262,217.4241262
78,508,239,496.1579832,219.220479
78,508,239,499.2830002,223.1267502
78,508,239,501.1983187,225.1983187
78,508,239,504.1660543,229.0692761
78,508,239,507.4241262,233.1660631
78,508,239,510,235
78,508,239,510,235
78,508,239,510,235
78,508,239,510,235
78,508,239,510,235
79,432,355,484.0020001,228.0020001
79,432,355,484.0020001,228.7956513
79,432,355,484.0020001,229.5893026
79,432,355,482.8407114,235.0342511
79,432,355,480.4213628,245.1310034
79,432,355,478.0020001,254.0020001
79,432,355,473.9697289,266.0988137
79,432,355,471.1632888,276.9697491
79,432,355,466.7520157,296.2206816
79,432,355,461.4213628,320.4858237
79,432,355,459.0020001,335.0020001
79,432,355,457.3890916,339.0342713
79,432,355,456.3890963,340.6149039
79,432,355,455.16329,343.0987753
79,432,355,453.8530627,346.1509375
79,432,355,453.3211484,346.6828518
79,432,355,452.7892341,347.2147661
79,432,355,452.2573197,347.7466804
79,432,355,451.5826451,348.8407102
79,432,355,450.7761926,350.0020001
79,432,355,451,351
79,432,355,451,351
79,432,355,451,351
79,432,355,451,351
79,432,355,451,351
80,352,234,269.033,358.033
80,352,234,269.433,358.033
80,352,234,269.833,358.033
80,352,234,270.233,358.033
80,352,234,270.633,358.033
80,352,234,271.033,358.033
80,352,234,284.7426167,337.0653509
80,352,234,301.5168175,309.3556706
80,352,234,323.452258,275.7428166
80,352,234,343.8394127,247.4523889
80,352,234,350.0642477,242.0017523
80,352,234,350.8454961,241.2205039
80,352,234,352,242
80,352,234,352,242
80,352,234,352,242
80,352,234,352,242
80,352,234,352,242
81,338,172,204.033,159.033
81,338,172,204.839448,159.839448
81,338,172,207.4079957,161.2204979
81,338,172,214.065251,162.033
81,338,172,225.3232779,162.033
81,338,172,239.033,162.033
81,338,172,270.4844736,161.226552
81,338,172,293.3555199,159.8071984
81,338,172,309.9392167,159.033
81,338,172,320.6136373,159.033
81,338,172,323.033,159.033
81,338,172,324,160
81,338,172,324,160
81,338,172,324,160
81,338,172,324,160
81,338,172,324,160
82,308,244,414.8140001,277.8140001
82,308,244,411.588208,277.8140001
82,308,244,407.1365954,277.8140001
82,308,244,402.7172249,277.8140001
82,308,244,397.1889811,277.376497
82,308,244,387.8140001,275.8140001
82,308,244,378.9430717,273.394656
82,308,244,366.3946866,270.362397
82,308,244,356.8785149,267.555935
82,308,244,351.91077,265.1365775
82,308,244,348.6890094,262.7827525
82,308,244,345.5640158,262.001504
82,308,244,342.9752977,260.5881985
82,308,244,339.2978699,257.7172249
82,308,244,335.362385,254.5881926
82,308,244,333.7187689,253.7505126
82,308,244,331.3378151,252.1632101
82,308,244,328.9568614,250.5759076
82,308,244,325.7172249,248.555935
82,308,244,322.1365775,246.5881926
82,308,244,319.7494885,245.7817443
82,308,244,318.13658,244.9752901
82,308,244,314.5882034,244.8140001
82,308,244,312.3765012,244.8140001
82,308,244,313,246
82,308,244,313,246
82,308,244,313,246
82,308,244,313,246
82,308,244,313,246
83,390,346,186.0020001,228.0020001
83,390,346,186.0020001,228.4052257
83,390,346,186.0020001,228.8084512
83,390,346,188.8457364,231.8457364
83,390,346,195.1310034,237.1632746
83,390,346,204.0020001,242.0020001
83,390,346,238.6792658,254.0987207
83,390,346,261.7116192,264.3568096
83,390,346,286.5180171,276.5503327
83,390,346,312.1581696,289.6269492
83,390,346,327.0020001,299.0020001
83,390,346,338.2922727,304.6471364
83,390,346,344.6794049,307.8407025
83,390,346,351.61487,311.518111
83,390,346,360.260016,316.3568096
83,390,346,368.4707152,321.3144768
83,390,346,380.1894414,329.126961
83,390,346,390.3568096,334.0665041
83,390,346,396.2600555,336.8407037
83,390,346,398.6794049,338.2278017
83,390,346,401.0342559,339.0665118
83,390,346,401.8407102,340.6794202
83,390,346,403,342
83,390,346,403,342
83,390,346,403,342
83,390,346,403,342
83,390,346,403,342
84,554,397,347.0639999,347.0639999
84,554,397,347.4639999,347.6639999
84,554,397,347.8639999,348.2639999
84,554,397,348.2639999,348.8639999
84,554,397,348.6639999,349.4639999
84,554,397,349.0639999,350.0639999
84,554,397,360.3543593,355.7091796
84,554,397,377.3140468,361.2202636
84,554,397,412.2254483,372.9672816
84,554,397,461.160942,390.1608312
84,554,397,499.0639999,403.0639999
84,554,397,530.5157154,417.5801763
84,554,397,550.9350781,425.3543593
84,554,397,566.7828543,428.0639999
84,554,397,579.2253116,428.0639999
84,554,397,584.0639999,428.0639999
84,554,397,588.9027253,428.0639999
84,554,397,592.5156338,428.0639999
84,554,397,594.4833594,427.6446404
84,554,397,595.0639999,426.9528877
84,554,397,595.0639999,426.5560621
84,554,397,595.0639999,426.1592364
84,554,397,593.8381829,423.612366
84,554,397,588.0316859,417.4510454
84,554,397,579.2575257,409.4833349
84,554,397,572.8139589,403.9077243
84,554,397,566.5639716,400.0014822
84,554,397,561.9994575,397.8381829
84,554,397,556.2897644,395.3865619
84,554,397,549.9349535,392.3865721
84,554,397,545.9994733,390.0639999
84,554,397,544.3865773,390.0639999
84,554,397,545,391
84,554,397,545,391
84,554,397,545,391
84,554,397,545,391
84,554,397,545,391
85,215,107,486.8759999,395.8759999
85,215,107,486.8759999,396.2792255
85,215,107,486.8759999,396.6824511
85,215,107,485.9079161,395.7696184
85,215,107,484.0462113,393.6419557
85,215,107,482.1845064,391.5142931
85,215,107,480.3228016,389.3866304
85,215,107,441.2630623,333.7146605
85,215,107,395.488893,269.5211473
85,215,107,353.2307775,218.7146605
85,215,107,309.0050925,183.2631391
85,215,107,287.2308279,167.9405085
85,215,107,269.1260081,152.3760074
85,215,107,255.8437395,140.6824496
85,215,107,245.7146943,133.2953471
85,215,107,234.8114883,127.8114883
85,215,107,233.1985798,126.1985798
85,215,107,228.3598497,122.6501783
85,215,107,225.4384968,120.4384968
85,215,107,224.6501924,119.8759999
85,215,107,225,121
85,215,107,225,121
85,215,107,225,121
85,215,107,225,121
85,215,107,225,121
86,123,396,112.97,99.97000003
86,123,396,112.97,101.5828961
86,123,396,112.97,113.6151151
86,123,396,112.97,134.3761855
86,123,396,112.97,168.0988403
86,123,396,112.97,226.97
86,123,396,112.97,268.9052981
86,123,396,112.97,309.002139
86,123,396,112.97,331.7441954
86,123,396,113.4075032,338.0637579
86,123,396,114.97,341.97
86,123,396,116.5828961,342.7764481
86,123,396,118,344
86,123,396,118,344
86,123,396,118,344
86,123,396,118,344
86,123,396,118,344
87,523,324,167.97,164.97
87,523,324,167.97,165.1716132
87,523,324,167.97,165.3732264
87,523,324,167.97,165.5748395
87,523,324,167.97,165.7764527
87,523,324,168.2512961,166.1887859
87,523,324,175.2825319,171.6575248
87,523,324,196.5829207,179.0990377
87,523,324,250.9055037,195.9700062
87,523,324,325.2282682,218.2603763
87,523,324,383.2284292,233.6152655
87,523,324,439.6797921,249.7442263
87,523,324,467.84499,261.7199948
87,523,324,486.7764558,273.2603256
87,523,324,500.7764743,283.3248557
87,523,324,507.4539491,288.2603695
87,523,324,519.5506698,295.5184019
87,523,324,524.5506573,298.2603287
87,523,324,526.4075032,298.97
87,523,324,526.97,299.0597445
87,523,324,526.97,299.3802575
87,523,324,526.97,299.7007706
87,523,324,526.97,300.0212836
87,523,324,526.97,300.3417966
87,523,324,526.97,300.6623096
87,523,324,526.97,300.9807545
87,523,324,526.97,301.2495712
87,523,324,526.97,301.5183879
87,523,324,526.97,301.7872046
87,523,324,526.97,302.3509523
87,523,324,526.97,303.5414291
87,523,324,526.97,304.731906
87,523,324,526.97,305.1850543
87,523,324,526.97,305.4538716
87,523,324,526.97,305.722689
87,523,324,528,307
87,523,324,528,307
87,523,324,528,307
87,523,324,528,307
87,523,324,528,307
88,249,137,314.0010002,389.0010002
88,249,137,312.3881041,389.0010002
88,249,137,310.7751986,388.3880994
88,249,137,307.9042411,384.6461857
88,249,137,301.9385595,367.9699832
88,249,137,291.0010002,325.0010002
88,249,137,285.3558639,291.1301825
88,249,137,279.0977938,253.581762
88,249,137,274.3235929,226.6139639
88,249,137,271.549397,209.8075636
88,249,137,270.0010002,191.3135514
88,249,137,270.0010002,174.1260862
88,249,137,270.0010002,154.0655795
88,249,137,270.0010002,141.0655375
88,249,137,269.3235954,134.7429843
88,249,137,266.9364885,126.9364885
88,249,137,265.32358,125.32358
88,249,137,265.0010002,124.3760005
88,249,137,264.5816484,122.7429447
88,249,137,265,122
88,249,137,265,122
88,249,137,265,122
88,249,137,265,122
88,249,137,265,122
89,371,105,488.033,370.033
89,371,105,488.033,369.2393487
89,371,105,488.033,368.4456975
89,371,105,483.7749415,360.2910754
89,371,105,474.1298136,342.8072645
89,371,105,462.033,321.033
89,371,105,436.2264642,266.1941115
89,371,105,413.4079452,207.9078514
89,371,105,392.3555943,145.6782055
89,371,105,376.0652712,93.32335939
89,371,105,372.033,82.03299999
89,371,105,371.2265458,80.42009151
89,371,105,370.4200962,80.03299999
89,371,105,371,81
89,371,105,371,81
89,371,105,371,81
89,371,105,371,81
89,371,105,371,81
90,126,366,305.971,259.971
90,126,366,304.7805231,259.971
90,126,366,303.5900462,259.971
90,126,366,297.9387103,261.5193968
90,126,366,282.4224735,267.2613833
90,126,366,250.971,280.971
90,126,366,227.5838269,289.0355424
