target r,target rel x,target rel y,speed,widget dx,widget dy,widget dx[-5:-1],widget dy[-5:-1],widget dx[-10:-6],widget dy[-10:-6]
0.899847229266,-2.77285559772,2.32929982008,0.581655944612,-1.58410431125e-17,-2.46483787009e-17,-1.58410431125e-17,-2.46483787009e-17,-1.58410431125e-17,-2.46483787009e-17
0.899847229266,-2.7307090623,2.26505062726,0.581655944612,-0.21088567746,0.297238563498,-1.58410431125e-17,-2.46483787009e-17,-1.58410431125e-17,-2.46483787009e-17
0.899847229266,-2.68856252689,2.20080143443,0.581655944612,-0.210885677412,0.297238563571,-0.10544283873,0.148619281749,-1.58410431125e-17,-2.46483787009e-17
0.899847229266,-2.51392320215,1.9628232072,0.581655944612,-0.873830599349,1.10096801692,-0.140590451624,0.198159042356,-1.58410431125e-17,-2.46483787009e-17
0.899847229266,-1.74877074315,1.18926141927,0.581655944612,-3.82853995144,3.57875927367,-0.323900488555,0.423861285997,-1.58410431125e-17,-2.46483787009e-17
0.899847229266,-1.21910384339,0.893715123169,0.581655944612,-2.65025729555,1.36729743439,-1.02482838113,1.05484088353,-1.58410431125e-17,-2.46483787009e-17
0.899847229266,-0.929441776156,0.7976624467,0.581655944612,-1.44936186738,0.444372268691,-1.55487984024,1.32830037041,-1.58410431125e-17,-2.46483787009e-17
0.899847229266,-0.705068565541,0.719985097484,0.581655944612,-1.12268057269,0.359361770706,-1.80257507823,1.35772711145,-0.10544283873,0.148619281749
0.899847229266,-0.499699997405,0.693257405007,0.581655944612,-1.02758836965,0.123651373178,-1.98493405728,1.37015175288,-0.140590451624,0.198159042356
0.899847229266,-0.334370636741,0.603469167168,0.581655944612,-0.827246981958,0.415390850284,-2.01568561134,1.17468842413,-0.323900488555,0.423861285997
0.899847229266,-0.235479443643,0.528265429614,0.581655944612,-0.494814960292,0.347918003945,-1.41542701745,0.54201473945,-1.02482838113,1.05484088353
0.899847229266,-0.220153395408,0.492285807623,0.581655944612,-0.0766858777971,0.166453937972,-0.984338550394,0.338138853361,-1.55487984024,1.32830037041
0.899847229266,-0.197777437028,0.437160020973,0.581655944612,-0.111961021104,0.255030591312,-0.709803352477,0.282555187217,-1.80257507823,1.35772711145
0.899847229266,-0.161301472962,0.361217376061,0.581655944612,-0.182512235371,0.351336440071,-0.50765944216,0.261688951338,-1.98493405728,1.37015175288
0.899847229266,-0.150266741018,0.33520057271,0.581655944612,-0.0552137180063,0.120362558904,-0.338644215304,0.307225964717,-2.01568561134,1.17468842413
0.899847229266,-0.150266741018,0.326725129932,0.581655944612,-1.58410431125e-17,0.0392102737124,-0.184237562514,0.248220306441,-1.41542701745,0.54201473945
0.899847229266,-0.161536270159,0.302742373557,0.581655944612,0.0563885563527,0.11095236751,-0.0852745704557,0.186478760394,-0.984338550394,0.338138853361
0.899847229266,-0.161536270159,0.302742373557,0.581655944612,-1.58410431125e-17,-2.46483787009e-17,-0.0586596836257,0.175378446302,-0.709803352477,0.282555187217
0.899847229266,-0.161536270159,0.302742373557,0.581655944612,-1.58410431125e-17,-2.46483787009e-17,-0.0362674794049,0.124372328039,-0.50765944216,0.261688951338
0.899847229266,-0.161536270159,0.302742373557,0.581655944612,-1.58410431125e-17,-2.46483787009e-17,0.00023496766928,0.0541050400253,-0.338644215304,0.307225964717
0.899847229266,-0.161536270159,0.302742373557,0.581655944612,-1.58410431125e-17,-2.46483787009e-17,0.0112777112705,0.0300325282445,-0.184237562514,0.248220306441
0.42542742886,0.493806875126,3.47306050841,-0.267819905565,-1.58410431125e-17,-2.46483787009e-17,-1.58410431125e-17,-2.46483787009e-17,-1.58410431125e-17,-2.46483787009e-17
0.42542742886,0.493806875126,3.4302276583,-0.267819905565,-1.58410431125e-17,0.19815929633,-1.58410431125e-17,-2.46483787009e-17,-1.58410431125e-17,-2.46483787009e-17
0.42542742886,0.493806875126,3.34301982261,-0.267819905565,-1.58410431125e-17,0.403453034476,-1.58410431125e-17,0.099079648165,-1.58410431125e-17,-2.46483787009e-17
0.42542742886,0.493806875126,2.7430917511,-0.267819905565,-1.58410431125e-17,2.77547079361,-1.58410431125e-17,0.200537443602,-1.58410431125e-17,-2.46483787009e-17
0.42542742886,0.450894002668,1.82365414905,-0.267819905565,0.214720144595,4.25363028044,-1.58410431125e-17,0.844270781104,-1.58410431125e-17,-2.46483787009e-17
