trial,target rel x,target rel y,target dx,target dy,widget dx,widget dy
56,-2.33819366987e-17,1.17288850035e-17,-0.430786552026,-0.650841503536,2.28456314321e-18,3.53068849406e-18
77,-2.33819366987e-17,1.17288850035e-17,-1.7635050642,2.10213166181,2.28456314321e-18,3.53068849406e-18
54,-2.33819366987e-17,1.17288850035e-17,-1.1698583441,-0.734018822642,2.28456314321e-18,3.53068849406e-18
42,-2.33819366987e-17,1.17288850035e-17,2.5331483152,-0.0173574633041,2.28456314321e-18,3.53068849406e-18
48,-2.33819366987e-17,1.17288850035e-17,0.739874069687,-2.75320426162,2.28456314321e-18,3.53068849406e-18
43,-2.33819366987e-17,1.17288850035e-17,-1.9911967364,1.53106094223,2.28456314321e-18,3.53068849406e-18
60,0.0320835822952,0.0320835822952,-1.47517312786,1.37681215404,2.28456314321e-18,3.53068849406e-18
61,-2.33819366987e-17,1.17288850035e-17,-2.51140230908,1.05504356602,2.28456314321e-18,3.53068849406e-18
62,-2.33819366987e-17,1.17288850035e-17,0.16343184422,1.49527771324,2.28456314321e-18,3.53068849406e-18
63,-2.33819366987e-17,1.17288850035e-17,0.606347989722,1.67129385941,2.28456314321e-18,3.53068849406e-18
64,-2.33819366987e-17,1.17288850035e-17,1.29030610744,0.509153815704,2.28456314321e-18,3.53068849406e-18
49,-2.33819366987e-17,1.17288850035e-17,0.302757891261,-2.20488781714,2.28456314321e-18,3.53068849406e-18
66,-2.33819366987e-17,1.17288850035e-17,-0.526541691661,2.05518927317,2.28456314321e-18,3.53068849406e-18
67,-2.33819366987e-17,1.17288850035e-17,1.50945106404,0.86435955892,2.28456314321e-18,3.53068849406e-18
68,-2.33819366987e-17,1.17288850035e-17,-0.579071166605,1.04844826538,2.28456314321e-18,3.53068849406e-18
69,-2.33819366987e-17,1.17288850035e-17,-1.2671422173,1.18625929487,2.28456314321e-18,3.53068849406e-18
52,-2.33819366987e-17,1.17288850035e-17,-0.244911491315,-2.28029620854,2.28456314321e-18,3.53068849406e-18
53,-2.33819366987e-17,1.17288850035e-17,0.493668621361,2.24468349392,2.28456314321e-18,3.53068849406e-18
24,-2.33819366987e-17,1.17288850035e-17,-0.355248526613,1.31432700515,2.28456314321e-18,3.53068849406e-18
25,-2.33819366987e-17,1.17288850035e-17,-0.0677705108539,1.20552914101,2.28456314321e-18,3.53068849406e-18
26,-2.33819366987e-17,1.17288850035e-17,2.58563389167,-0.0237900367682,2.28456314321e-18,3.53068849406e-18
27,-2.33819366987e-17,1.17288850035e-17,1.38084735481,-0.0241221529215,2.28456314321e-18,3.53068849406e-18
20,-2.33819366987e-17,1.17288850035e-17,-0.790471804105,0.872856215584,2.28456314321e-18,3.53068849406e-18
21,-2.33819366987e-17,1.17288850035e-17,2.25852825052,-0.0185985309766,2.28456314321e-18,3.53068849406e-18
22,-2.33819366987e-17,1.17288850035e-17,-0.426508569071,0.457262991045,2.28456314321e-18,3.53068849406e-18
23,-2.33819366987e-17,1.17288850035e-17,2.39657211326,-0.0287309999405,2.28456314321e-18,3.53068849406e-18
