trial,target x+40,target y+40,widget x,widget y
241,279.7620817,421.5124277,194.8279959,373.643577
241,284.9961331,421.5124277,190.6613169,379.3935963
241,290.2301845,421.5124277,185.3279919,384.4769106
241,295.4642359,421.5124277,180.3279988,389.8935735
241,300.6982873,421.5124277,174.82798,396.1435919
241,305.9323387,421.5124277,167.1612822,402.3936102
241,311.1663901,421.5124277,161.0779899,408.6435839
241,316.4004415,421.5124277,153.7479632,414.7035995
241,321.6344929,421.5124277,149.4529978,418.518574
241,326.8685443,421.5124277,145.4946599,420.810242
241,332.1025957,421.5124277,143.0779904,422.0185767
241,337.3366471,421.5124277,140.0780038,423.9769027
241,342.5706984,421.5124277,135.9946629,427.976909
241,347.8047498,421.5124277,134.8279959,429.143576
241,353.0388012,421.5124277,133.8279998,430.1852453
241,358.2728526,421.5124277,133.7446663,431.143572
241,363.506904,421.5124277,133.0296852,431.143572
241,368.7409554,421.5124277,134.7103581,431.143572
241,373.9750068,421.5124277,136.3910309,431.143572
241,379.2090582,421.5124277,138.0717038,431.143572
241,384.4431096,421.5124277,139.7523766,431.143572
241,389.677161,421.5124277,143.0780341,431.143572
241,394.9112124,421.5124277,153.911412,430.7269007
241,400.1452638,421.5124277,172.0780341,429.2269015
241,405.3793152,421.5124277,190.3280843,428.143572
241,410.6133666,421.5124277,206.4113702,428.143572
241,415.847418,421.5124277,220.9946827,428.143572
241,421.0814694,421.5124277,236.2030632,428.143572
241,426.3155208,421.5124277,251.1613424,428.143572
241,431.5495722,421.5124277,265.3480319,428.143572
241,436.7836236,421.5124277,279.036416,428.143572
241,442.017675,421.5124277,291.8280237,428.143572
241,447.2517264,421.5124277,302.2627841,427.3174849
241,452.4857778,421.5124277,309.953019,427.143572
241,457.7198292,421.5124277,312.6613448,427.143572
241,462.9538806,421.5124277,319.5363285,427.143572
241,468.1879319,421.5124277,325.5880273,426.1835674
241,473.4219833,421.5124277,330.8279899,426.143572
241,478.6560347,421.5124277,338.2193131,426.143572
241,483.8900861,421.5124277,347.8280098,426.143572
241,489.1241375,421.5124277,355.9946966,426.143572
241,494.3581889,421.5124277,363.7030475,425.7268947
241,499.5922403,421.5124277,373.0780043,424.143572
241,504.8262917,421.5124277,383.0363723,424.143572
241,510.0603431,421.5124277,393.494693,424.143572
241,515.2943945,421.5124277,401.4529981,424.143572
241,520.5284459,421.5124277,410.4113641,424.143572
241,525.7624973,421.5124277,418.6613567,424.143572
241,530.9965487,421.5124277,424.3280276,423.643568
241,536.2306001,421.5124277,429.453006,423.143572
241,541.4646515,421.5124277,431.3619011,423.143572
241,546.6987029,421.5124277,432.3152907,423.143572
241,551.9327543,421.5124277,433.2686803,423.143572
241,557.1668057,421.5124277,434.2220699,423.143572
241,562.4008571,421.5124277,435.1754595,423.143572
241,567.6349085,421.5124277,436.128849,423.143572
241,572.8689598,421.5124277,437.0822386,423.143572
241,578.1030112,421.5124277,438.0356282,423.143572
241,583.3370626,421.5124277,438.9890178,423.143572
241,588.571114,421.5124277,440.8280098,423.143572
241,593.8051654,421.5124277,449.3280386,423.143572
241,599.0392168,421.5124277,458.7030475,423.143572
241,604.2732682,421.5124277,467.5780033,423.143572
241,609.5073196,421.5124277,474.8696914,423.143572
241,614.741371,421.5124277,482.1613563,423.143572
241,619.9754224,421.5124277,489.4529981,423.143572
241,625.2094738,421.5124277,496.7446862,423.143572
241,630.4435252,421.5124277,503.1196959,423.143572
241,635.6775766,421.5124277,509.3280276,423.143572
241,638.7032891,420.5890719,517.5080307,423.143572
241,637.8031087,418.0242127,523.4530078,423.143572
241,636.9029283,415.4593535,528.9113413,423.143572
241,636.0027478,412.8944943,535.7410579,423.143572
241,635.1025674,410.3296351,542.7863639,423.143572
241,632.5367098,407.0683191,550.0779998,423.143572
241,628.8604201,403.3427067,554.9946688,423.143572
241,625.1841304,399.6170943,558.3280108,423.143572
241,621.5078406,395.8914819,559.2223678,423.143572
241,617.8315509,392.1658694,559.6918512,423.143572
241,614.1552612,388.440257,560.1613347,423.143572
241,610.4789715,384.7146446,560.6308181,423.143572
241,606.8026818,380.9890321,561.1003015,423.143572
241,603.1263921,377.2634197,561.569785,423.143572
241,599.4501024,373.5378073,562.0392684,423.143572
241,595.7738127,369.8121949,562.5087518,423.143572
241,592.0975229,366.0865824,565.1613517,423.143572
241,588.4212332,362.36097,573.349782,423.5348811
241,584.7449435,358.6353576,582.0363743,424.143572
241,581.0686538,354.9097452,589.3280276,424.143572
241,577.3923641,351.1841327,595.5363435,424.143572
241,573.7160744,347.4585203,600.1613537,424.143572
241,570.0397847,343.7329079,604.9530098,424.143572
241,566.363495,340.0072954,607.4946678,424.143572
241,562.6872052,336.281683,611.5236637,424.143572
241,559.0109155,332.5560706,616.7863559,424.143572
241,555.3346258,328.8304582,621.1613305,424.143572
241,551.6583361,325.1048457,627.953005,424.143572
241,547.9820464,321.3792333,632.4946817,424.143572
241,544.3057567,317.6536209,634.7446802,424.143572
241,540.629467,313.9280085,639.8279998,424.143572
241,536.9531773,310.202396,641.9113393,424.143572
241,533.2768875,306.4767836,644.0780157,424.143572
241,529.6005978,302.7511712,647.0679991,424.143572
241,525.9243081,299.0255587,649.2030118,424.143572
241,522.2480184,295.2999463,652.1613298,424.143572
241,518.5717287,291.5743339,654.0363346,424.143572
241,514.895439,287.8487214,655.8280177,424.143572
241,511.2191493,284.123109,659.1196711,424.143572
241,507.5428596,280.3974966,660.1613338,424.143572
241,503.8665699,276.6718842,660.6767382,424.143572
241,500.1902801,272.9462717,660.25657,424.143572
241,496.5139904,269.2206593,659.8364018,424.143572
241,492.8377007,265.4950469,659.4162336,424.143572
241,489.161411,261.7694345,658.9960654,424.143572
241,485.4851213,258.043822,655.2279884,422.3435663
241,481.8088316,254.3182096,648.4529842,418.643563
241,478.1325419,250.5925972,641.827968,413.1435402
241,474.4562522,246.8669848,635.7479792,406.383548
241,471.1985221,243.5655476,628.8696358,399.8935457
241,468.4735033,240.8039687,624.5779998,394.393572
241,465.7484844,238.0423898,619.0779963,389.976903
241,463.0234656,235.2808109,612.827978,384.9768871
241,460.2984467,232.519232,608.175809,377.752238
241,457.5734279,229.7576531,602.0779586,371.3935308
241,454.848409,226.9960742,595.8279998,364.143572
241,452.1233902,224.2344953,589.494642,355.8102142
241,449.3983713,221.4729164,581.1612908,347.3101857
241,446.6733525,218.7113375,573.0780043,337.2685772
241,443.9483336,215.9497586,567.1613239,330.1435581
241,441.2233148,213.1881797,562.9946533,324.7268987
241,438.4982959,210.4266008,559.3280028,322.643575
241,435.773277,207.6650219,557.2446634,320.8519038
241,433.0482582,204.903443,555.1613239,319.4768961
241,430.3232393,202.1418641,552.3279839,317.768568
241,427.5982205,199.3802852,548.1613299,315.8935695
241,424.8732016,196.6187063,544.3932094,313.6653085
241,422.1481828,193.8571274,540.6613169,312.0602305
241,419.4231639,191.0955485,535.3279919,307.6435641
241,418.2241594,189.8804576,530.3279988,302.643571
241,418.2241594,189.8804576,526.8279899,299.810232
241,418.2241594,189.8804576,522.994641,296.3102132
241,418.2241594,189.8804576,518.8279919,292.893566
241,418.2241594,189.8804576,516.2446614,290.5602335
241,418.2241594,189.8804576,514.1613219,289.310233
241,418.2241594,189.8804576,512.4875698,288.696762
241,418.2241594,189.8804576,510.8918308,288.164849
241,418.2241594,189.8804576,510.3382046,287.1639816
241,418.2241594,189.8804576,509.8280008,286.1435739
241,418.2241594,189.8804576,506.7446643,284.0602365
241,418.2241594,189.8804576,504.4946499,281.8935596
241,418.2241594,189.8804576,500.5779879,278.6435482
241,418.2241594,189.8804576,497.9946648,274.310237
241,418.2241594,189.8804576,492.9946529,268.8935516
241,418.2241594,189.8804576,488.327976,262.3935442
241,418.2241594,189.8804576,482.6613348,255.6852407
241,418.2241594,189.8804576,478.4946559,250.4768921
241,418.2241594,189.8804576,474.7029827,246.3935606
241,418.2241594,189.8804576,471.1613146,244.7269007
241,418.2241594,189.8804576,468.805867,244.1214392
241,418.2241594,189.8804576,468.7555652,244.0711374
241,418.2241594,189.8804576,468.7052634,244.0208355
241,418.2241594,189.8804576,468.6549616,243.9705337
241,418.2241594,189.8804576,468.6046598,243.9202319
241,418.2241594,189.8804576,468.5543579,243.8699301
241,418.2241594,189.8804576,468.5040561,243.8196283
241,425.3961596,197.0524577,468.4537543,243.7693265
241,425.3961596,197.0524577,468.4034525,243.7190247
241,425.3961596,197.0524577,468.3531507,243.6687229
241,425.3961596,197.0524577,468.3028489,243.618421
241,425.3961596,197.0524577,468.2525471,243.5681192
242,247.5304842,300.5309424,392.04,228.451326
242,243.9177463,302.3329329,391.8639436,228.451326
242,240.3050084,304.1349233,391.6878872,228.451326
242,236.6922705,305.9369137,391.5118308,228.451326
242,233.0795326,307.7389041,391.3357744,228.451326
242,229.4667947,309.5408945,391.159718,228.451326
242,225.8540568,311.3428849,390.706664,228.451326
242,222.2413189,313.1448753,389.2899885,229.2013375
242,218.628581,314.9468657,386.7899861,230.451326
242,215.0158431,316.7488561,384.1233295,230.9096613
242,211.4031052,318.5508465,382.03999,231.951331
242,207.7903673,320.352837,378.8733227,232.9929954
242,204.1776294,322.1548274,375.873331,234.617995
242,200.5648915,323.9568178,372.5399831,236.7013345
242,196.9521537,325.7588082,367.7066302,238.118
242,193.3394158,327.5607986,363.91499,239.8679993
242,189.7266779,329.362789,357.7899756,242.7013365
242,186.11394,331.1647794,349.7066143,245.8263457
242,182.5012021,332.9667698,342.2066574,248.1179954
242,178.8884642,334.7687602,335.9999702,250.9713409
242,175.2757263,336.5707507,331.5399652,253.2013434
242,171.6629884,338.3727411,328.289992,255.2846647
242,168.0502505,340.1747315,324.2066471,258.3263407
242,164.4375126,341.9767219,318.0399761,260.4513499
242,160.8247747,343.7787123,314.866083,263.5382846
242,157.2120368,345.5807027,310.3199908,265.9313321
242,153.5992989,347.3826931,304.6649821,269.8263439
242,149.986561,349.1846835,301.039998,273.117994
242,146.3738231,350.9866739,295.6233265,276.8679995
242,142.7610852,352.7886643,293.2899806,278.7013325
242,139.3421257,354.5450091,290.4566534,279.7429993
242,138.7788779,355.6286739,287.706656,281.451334
242,142.8160854,355.6286739,283.9149828,284.9513489
242,146.8532929,355.6286739,280.3733148,287.8679973
242,150.8905004,355.6286739,276.206659,288.9096613
242,154.9277079,355.6286739,272.0399801,290.9513409
242,158.9649155,355.6286739,268.414992,292.9929954
242,163.002123,355.6286739,266.4566655,293.451326
242,167.0393305,355.6286739,263.5399831,294.0763303
242,171.076538,355.6286739,259.3733042,295.7846739
242,175.1137455,355.6286739,254.4983167,297.8679993
242,179.150953,355.6286739,248.7199679,299.8913367
242,183.1881606,355.6286739,243.28999,301.201328
242,187.2253681,355.6286739,238.873323,303.8263337
242,191.2625756,355.6286739,235.5399831,304.451326
242,195.2997831,355.6286739,232.4149739,305.3263347
242,199.3369906,355.6286739,227.4566534,307.2846647
242,203.3741981,355.6286739,221.2899707,309.3680025
242,207.4114057,355.6286739,214.319992,312.3313295
242,211.4486132,355.6286739,208.039996,313.45133
242,215.4858207,355.6286739,206.8733068,314.4929993
242,219.5230282,355.6286739,202.6233325,315.7013265
242,223.5602357,355.6286739,197.2899806,319.0763422
242,227.5974432,355.6286739,190.8732893,323.784672
242,231.6346508,355.6286739,183.7899563,326.0763479
242,235.6718583,355.6286739,176.7899776,329.2013335
242,239.7090658,355.6286739,166.8316056,332.9096871
242,243.7462733,355.6286739,154.7065978,338.7846965
242,247.7834808,355.6286739,142.6649843,344.951333
242,251.8206883,355.6286739,136.6233285,347.8679975
242,255.8578959,355.6286739,135.5816633,348.451326
242,259.8951034,355.6286739,134.983128,348.451326
242,263.9323109,355.6286739,134.8646445,348.451326
242,267.9695184,355.6286739,134.7461611,348.451326
242,272.0067259,355.6286739,134.6276777,348.451326
242,276.0439334,355.6286739,134.5091942,348.451326
242,280.081141,355.6286739,134.3907108,348.451326
242,284.1183485,355.6286739,134.2722274,348.451326
242,288.155556,355.6286739,134.1537439,348.451326
242,292.1927635,355.6286739,133.9566645,348.451326
242,296.229971,355.6286739,131.9566625,348.451326
242,300.2671785,355.6286739,130.914994,348.576332
242,304.3043861,355.6286739,129.873333,349.951327
242,308.3415936,355.6286739,128.8316632,352.6596628
242,312.3788011,355.6286739,127.2899806,354.4513519
242,316.4160086,355.6286739,125.04,357.7429993
242,320.4532161,355.6286739,125.04,358.784662
242,324.4904237,355.6286739,125.9400101,359.451326
242,328.5276312,355.6286739,128.4400075,359.451326
242,332.5648387,355.6286739,130.9400049,359.451326
242,336.6020462,355.6286739,133.4400023,359.451326
242,340.6392537,355.6286739,135.9399998,359.451326
242,344.6764612,355.6286739,149.2900243,359.451326
242,348.7136687,355.6286739,172.4150971,359.451326
242,352.7508763,355.6286739,190.3734353,358.7846521
242,356.7880838,355.6286739,207.0817229,358.451326
242,360.8252913,355.6286739,223.2900521,358.451326
242,364.8624988,355.6286739,234.956732,358.451326
242,368.8997063,355.6286739,246.2066812,358.451326
242,372.9369139,355.6286739,255.9150245,359.3263288
242,376.9741214,355.6286739,263.4567072,359.451326
242,381.0113289,355.6286739,268.8317109,359.451326
242,385.0485364,355.6286739,274.0400059,359.451326
242,389.0857439,355.6286739,277.2066868,359.451326
242,393.1229514,355.6286739,281.2066812,359.451326
242,397.160159,355.6286739,283.2900024,359.451326
242,401.1973665,355.6286739,285.7066838,359.451326
242,405.234574,355.6286739,289.4566772,359.451326
242,409.2717815,355.6286739,291.7900014,359.451326
242,413.308989,355.6286739,294.9150106,359.451326
242,417.3461965,355.6286739,298.3733598,358.7846461
242,421.383404,355.6286739,301.4150059,357.451326
242,425.4206116,355.6286739,302.8400076,357.451326
242,429.4578191,355.6286739,304.8733426,357.451326
242,433.4950266,355.6286739,306.9200061,357.451326
242,437.5322341,355.6286739,310.7900198,356.9929894
242,441.5694416,355.6286739,315.5400029,356.451326
242,445.6066492,355.6286739,318.6650121,356.451326
242,449.6438567,355.6286739,322.9567022,355.8679856
242,453.6810642,355.6286739,328.1650198,355.451326
242,457.7182717,355.6286739,334.0400198,355.451326
242,461.7554792,355.6286739,338.7600061,355.451326
242,465.7926867,355.6286739,340.7483357,355.451326
242,469.8298943,355.6286739,344.7900273,355.451326
242,473.8671018,355.6286739,347.6233503,355.451326
242,477.9043093,355.6286739,348.8733366,355.451326
242,481.9415168,355.6286739,349.6602547,355.451326
242,485.9787243,355.6286739,350.3986513,355.451326
242,490.0159318,355.6286739,351.137048,355.451326
242,494.0531393,355.6286739,351.8754447,355.451326
242,498.0903469,355.6286739,352.6138413,355.451326
242,502.1275544,355.6286739,353.352238,355.451326
242,506.1647619,355.6286739,354.0906346,355.451326
242,510.2019694,355.6286739,354.8290313,355.451326
242,514.2391769,355.6286739,355.567428,355.451326
242,518.2763844,355.6286739,358.665026,355.451326
242,522.313592,355.6286739,366.7900611,355.451326
242,526.3507995,355.6286739,376.822697,355.451326
242,530.388007,355.6286739,386.9150417,355.451326
242,534.4252145,355.6286739,396.2900283,355.451326
242,538.462422,355.6286739,403.165031,355.451326
242,542.4996296,355.6286739,407.0400079,355.451326
242,546.5368371,355.6286739,411.5816786,355.451326
242,550.5740446,355.6286739,418.2900382,355.451326
242,554.6112521,355.6286739,425.5817263,355.451326
242,558.6484596,355.6286739,431.2066832,355.451326
242,562.6856671,355.6286739,437.2900283,355.451326
242,566.7228747,355.6286739,440.7900233,355.451326
242,570.7600822,355.6286739,444.8733386,355.451326
242,574.7972897,355.6286739,449.1650032,355.451326
242,578.8344972,355.6286739,452.5400248,355.451326
242,582.8717047,355.6286739,458.4150178,355.451326
242,586.9089122,355.6286739,461.7066679,355.451326
242,590.9461197,355.6286739,465.4566734,355.451326
242,594.9833273,355.6286739,468.5400387,355.451326
242,599.0205348,355.6286739,475.081713,355.451326
242,603.0577423,355.6286739,481.7066799,355.451326
242,607.0949498,355.6286739,486.9150285,355.451326
242,611.1321573,355.6286739,492.1233565,355.451326
242,615.1693649,355.6286739,497.7900114,356.3679965
242,619.2065724,355.6286739,502.5400149,357.451326
242,623.2437799,355.6286739,505.6650079,357.451326
242,627.2809874,355.6286739,507.6233345,357.451326
242,631.3181949,355.6286739,508.1665827,357.451326
242,635.3554024,355.6286739,508.3775532,357.451326
242,639.39261,355.6286739,508.5885237,357.451326
242,641.2989423,355.1267335,508.7994942,357.451326
242,641.5310377,354.2304166,509.0104646,357.451326
242,641.7631332,353.3340997,509.2214351,357.451326
242,639.3807335,351.8219228,509.4324056,357.451326
242,635.7679956,350.0199324,509.6433761,357.451326
242,632.1552577,348.217942,509.8543465,357.451326
242,628.5425198,346.4159515,510.7900193,357.451326
242,624.9297819,344.6139611,517.2067107,357.451326
242,621.317044,342.8119707,524.4983843,357.451326
242,617.7043062,341.0099803,532.0400198,357.451326
242,614.0915683,339.2079899,539.2066888,357.451326
242,610.4788304,337.4059995,543.3733545,357.451326
242,606.8660925,335.6040091,548.2900104,357.451326
242,603.2533546,333.8020187,554.1233573,357.451326
242,599.6406167,332.0000283,558.8733465,357.451326
242,596.0278788,330.1980379,562.5400029,357.451326
242,592.4151409,328.3960474,567.2900243,356.9096553
242,588.802403,326.594057,571.7900213,356.451326
242,585.1896651,324.7920666,576.1650198,356.451326
242,581.5769272,322.9900762,582.0400198,356.451326
242,577.9641893,321.1880858,586.1650191,356.451326
242,574.3514514,319.3860954,590.0400079,355.7013241
242,570.7387135,317.584105,594.2066769,355.451326
242,567.1259756,315.7821146,597.4400229,355.451326
242,563.5132377,313.9801242,601.3733465,355.451326
242,559.9004998,312.1781338,605.5400188,354.5763213
242,556.2877619,310.3761433,607.8733489,354.451326
242,552.675024,308.5741529,612.8316732,354.451326
242,549.0622861,306.7721625,619.0400278,354.451326
242,545.4495483,304.9701721,626.2483664,354.451326
242,541.8368104,303.1681817,631.4566674,354.451326
242,538.2240725,301.3661913,636.5400129,354.451326
242,534.6113346,299.5642009,640.7066918,354.451326
242,530.9985967,297.7622105,644.6650218,354.451326
242,527.3858588,295.9602201,648.0834854,354.451326
242,523.7731209,294.1582297,651.7066719,354.451326
242,520.160383,292.3562392,654.1650171,354.451326
242,516.5476451,290.5542488,656.4655381,354.238557
242,512.9349072,288.7522584,657.529364,353.706644
242,509.3221693,286.950268,658.5816687,353.451326
242,505.7094314,285.1482776,659.04,353.2568805
242,502.0966935,283.3462872,659.04,352.9096584
242,498.4839556,281.5442968,659.04,352.5624363
242,494.8712177,279.7423064,659.04,350.3263129
242,491.2584798,277.940316,659.04,347.9513111
242,487.6457419,276.1383256,657.4566613,346.6596567
242,484.033004,274.3363351,653.7066521,345.6179891
242,480.4202662,272.5343447,652.1649933,343.7013126
242,476.8075283,270.7323543,648.3733306,342.5346587
242,473.1947904,268.9303639,646.1233275,341.4929898
242,469.5820525,267.1283735,645.0799916,340.4913177
242,465.9693146,265.3263831,641.0399981,339.4513241
242,462.3565767,263.5243927,640.0399841,338.4513101
242,458.7438388,261.7224023,637.873329,336.451326
242,455.1311009,259.9204119,633.873325,336.3679886
242,451.518363,258.1184215,631.5399761,335.451326
242,447.9056251,256.316431,627.373332,335.284659
242,444.2928872,254.5144406,622.9983163,334.2429893
242,440.6801493,252.7124502,618.539987,332.9513131
242,437.0674114,250.9104598,615.8733068,331.1596528
242,433.4546735,249.1084694,611.0399841,329.7846541
242,429.8419356,247.306479,605.9149828,327.7013146
242,426.2291977,245.5044886,601.5399721,325.2013121
242,422.7542743,243.7712384,594.0799725,323.011323
242,420.8640541,242.8284192,583.0816236,320.1596428
242,418.973834,241.8856,569.539987,314.9513211
242,417.5372735,241.1690608,556.7999359,310.89131
242,417.5372735,241.1690608,543.4566017,306.7429695
242,417.5372735,241.1690608,534.706654,303.2846531
242,417.5372735,241.1690608,526.1649317,299.9513012
242,417.5372735,241.1690608,516.0399761,296.4513181
242,417.5372735,241.1690608,508.0816498,291.2013116
242,417.5372735,241.1690608,501.5399672,287.2013097
242,417.5372735,241.1690608,495.4799816,283.4113138
242,417.5372735,241.1690608,491.6649863,280.0763124
242,417.5372735,241.1690608,487.7066362,276.1179622
242,417.5372735,241.1690608,484.414994,271.9513181
242,417.5372735,241.1690608,483.1233295,271.451326
242,417.5372735,241.1690608,482.7978937,271.2092198
242,417.5372735,241.1690608,482.5347359,270.946062
242,417.5372735,241.1690608,482.2715781,270.6829042
242,417.5372735,241.1690608,481.9149967,270.451326
242,417.5372735,241.1690608,480.9123361,270.451326
242,417.5372735,241.1690608,480.1144646,270.451326
242,417.5372735,241.1690608,479.3165931,270.451326
242,417.5372735,241.1690608,478.5187216,270.451326
242,417.5372735,241.1690608,477.206661,270.0346566
242,417.5372735,241.1690608,475.1233215,268.9929868
242,417.5372735,241.1690608,473.8709836,268.2823097
242,417.5372735,241.1690608,473.5188714,267.9301975
242,417.5372735,241.1690608,473.1667592,267.5780853
242,417.5372735,241.1690608,472.039997,267.1179917
242,417.5372735,241.1690608,470.4775001,266.5971594
242,417.5372735,241.1690608,467.7899955,264.2013216
242,417.5372735,241.1690608,464.6649863,262.6596548
242,425.4972735,249.1290609,460.7066362,259.9513032
242,425.4972735,249.1290609,456.539992,258.5763241
242,425.4972735,249.1290609,452.3733181,257.5346556
242,425.4972735,249.1290609,450.1233196,256.4929858
242,425.4972735,249.1290609,446.04,254.451326
243,482.2252179,481.8837325,588.2584309,293.085
243,477.2218822,484.5547446,588.2584309,293.3277181
243,472.2185465,487.2257568,588.2584309,293.5704362
243,467.2152109,489.8967689,588.2584309,293.8131542
243,462.2118752,492.567781,588.2584309,294.0558723
243,457.1540719,495.1231746,588.2584309,295.7772936
243,451.810309,497.071561,588.2584309,299.3157673
243,446.4561936,498.9859465,588.2584309,305.4696184
243,440.9830169,500.5093,586.851033,309.899796
243,435.4601845,501.8695696,585.6045864,315.0080672
243,429.9373519,503.2298388,584.0276603,320.777312
243,424.3608519,504.3064021,582.681508,325.9696147
243,418.7379608,505.1377248,582.2584309,328.6234606
243,413.0998745,505.8887204,581.7584328,331.5849909
243,407.4509491,506.5003527,580.8139879,336.3072154
243,401.7802774,506.8323871,579.5176895,341.3072242
243,396.0938755,506.9621705,577.9507374,346.6234679
243,390.4086327,507.0557729,576.7399148,351.6405485
243,384.7304302,506.9296276,574.8738256,356.6619081
243,379.0639977,506.4361166,572.7968878,360.3157817
243,373.3975651,505.9426056,570.1430456,367.8926973
243,367.7408421,505.3809566,569.0276621,374.6234606
243,362.1555961,504.3177123,566.1430493,381.4696055
243,356.5768585,503.2087947,563.2584364,391.0849817
243,350.9981209,502.099877,560.3738236,397.8157505
243,345.5178488,500.6061468,557.5917672,406.0849912
243,340.0847633,498.9280068,552.1815172,414.7003707
243,334.6590352,497.2211131,545.6046016,425.777279
243,329.2989212,495.3391064,537.3353832,435.0080478
243,324.0516567,493.1559228,530.8738401,441.4695909
243,318.8402205,490.8771197,527.8738254,444.4696055
243,313.6389974,488.5779695,525.2969098,447.0465211
243,308.5961141,485.9633692,523.027675,449.931134
243,303.654962,483.1460961,515.9123012,458.5849716
243,298.7138099,480.328823,508.147334,467.7146132
243,293.8720044,477.3566725,502.1473542,473.7516373
243,289.2021932,474.1163896,495.1815429,477.8542221
243,284.5812019,470.7999985,490.2145291,479.085
243,279.9941758,467.4410631,490.0925778,479.085
243,275.5662596,463.8828301,489.9706266,479.085
243,271.3087998,460.1110868,489.8486753,479.085
243,267.05134,456.3393435,489.7267241,479.085
243,262.8453021,452.5151277,489.6047728,479.085
243,258.9604871,448.363126,489.4828215,479.085
243,255.1034189,444.1828107,489.3608703,479.085
243,251.6434131,439.6887096,488.4892108,479.2388441
243,248.2826734,435.1161617,482.5277062,480.431145
243,244.9219337,430.5436138,468.7399367,483.2331413
243,241.5611939,425.9710659,462.2584433,485.0849965
243,238.2004542,421.398518,455.5276805,486.0465358
243,234.8397145,416.8259701,451.7028793,486.085
243,231.4789747,412.2534222,448.2239557,486.085
243,228.3213799,407.5361623,445.1815172,486.085
243,225.5106359,402.5979294,441.7399208,486.085
243,222.9357854,397.5303122,438.1155882,486.085
243,220.4414856,392.4185141,434.9251123,486.085
243,217.973294,387.2954636,431.7769623,486.085
243,215.6854598,382.0946807,428.6430511,486.085
243,213.6822563,376.7712243,426.1815208,486.085
243,211.6790528,371.447768,422.5917743,486.085
243,209.6904716,366.1195721,419.4892108,486.3926881
243,208.0528509,360.6776162,414.8139967,488.3072172
243,206.5521761,355.1912707,411.07325,490.085
243,205.0515019,349.7049251,406.4436119,490.085
243,203.6137395,344.2044464,401.6430456,490.085
243,202.5705803,338.6153207,395.2955092,490.085
243,201.5804879,333.0142736,386.9892046,490.8926919
243,200.5903956,327.4132266,378.3353502,491.085
243,199.8117392,321.7847013,369.6815117,491.085
243,199.2636019,316.1262179,362.412286,491.085
243,198.7891636,310.4581565,355.6815227,489.777312
243,198.3214672,304.7898393,345.8738511,486.6234734
243,198.1024168,299.1120881,336.2584504,483.4183398
