trial,target x,target y,widget x,widget y,widget x [-1],widget y [-1],widget x [-2],widget y [-2],widget x [-2],widget y [-2]
241,179.6031965,380.2290928,185.3279919,384.4769106,190.6613169,379.3935963,194.8279959,373.643577,199.5363166,367.8935919
241,175.9269068,383.9547052,180.3279988,389.8935735,185.3279919,384.4769106,190.6613169,379.3935963,194.8279959,373.643577
241,172.2506171,387.6803177,174.82798,396.1435919,180.3279988,389.8935735,185.3279919,384.4769106,190.6613169,379.3935963
241,168.5743274,391.4059301,167.1612822,402.3936102,174.82798,396.1435919,180.3279988,389.8935735,185.3279919,384.4769106
241,164.8980377,395.1315425,161.0779899,408.6435839,167.1612822,402.3936102,174.82798,396.1435919,180.3279988,389.8935735
241,161.221748,398.8571549,153.7479632,414.7035995,161.0779899,408.6435839,167.1612822,402.3936102,174.82798,396.1435919
241,157.5454582,402.5827674,149.4529978,418.518574,153.7479632,414.7035995,161.0779899,408.6435839,167.1612822,402.3936102
241,153.8691685,406.3083798,145.4946599,420.810242,149.4529978,418.518574,153.7479632,414.7035995,161.0779899,408.6435839
241,150.1928788,410.0339922,143.0779904,422.0185767,145.4946599,420.810242,149.4529978,418.518574,153.7479632,414.7035995
241,146.5165891,413.7596046,140.0780038,423.9769027,143.0779904,422.0185767,145.4946599,420.810242,149.4529978,418.518574
241,142.8402994,417.4852171,135.9946629,427.976909,140.0780038,423.9769027,143.0779904,422.0185767,145.4946599,420.810242
241,143.0803016,419.5733405,134.8279959,429.143576,135.9946629,427.976909,140.0780038,423.9769027,143.0779904,422.0185767
241,143.6767454,421.5124277,133.8279998,430.1852453,134.8279959,429.143576,135.9946629,427.976909,140.0780038,423.9769027
241,148.9107968,421.5124277,133.7446663,431.143572,133.8279998,430.1852453,134.8279959,429.143576,135.9946629,427.976909
241,154.1448482,421.5124277,133.0296852,431.143572,133.7446663,431.143572,133.8279998,430.1852453,134.8279959,429.143576
241,159.3788996,421.5124277,134.7103581,431.143572,133.0296852,431.143572,133.7446663,431.143572,133.8279998,430.1852453
241,164.612951,421.5124277,136.3910309,431.143572,134.7103581,431.143572,133.0296852,431.143572,133.7446663,431.143572
241,169.8470024,421.5124277,138.0717038,431.143572,136.3910309,431.143572,134.7103581,431.143572,133.0296852,431.143572
241,175.0810538,421.5124277,139.7523766,431.143572,138.0717038,431.143572,136.3910309,431.143572,134.7103581,431.143572
241,180.3151052,421.5124277,143.0780341,431.143572,139.7523766,431.143572,138.0717038,431.143572,136.3910309,431.143572
241,185.5491566,421.5124277,153.911412,430.7269007,143.0780341,431.143572,139.7523766,431.143572,138.0717038,431.143572
241,190.783208,421.5124277,172.0780341,429.2269015,153.911412,430.7269007,143.0780341,431.143572,139.7523766,431.143572
241,196.0172594,421.5124277,190.3280843,428.143572,172.0780341,429.2269015,153.911412,430.7269007,143.0780341,431.143572
241,201.2513108,421.5124277,206.4113702,428.143572,190.3280843,428.143572,172.0780341,429.2269015,153.911412,430.7269007
241,206.4853622,421.5124277,220.9946827,428.143572,206.4113702,428.143572,190.3280843,428.143572,172.0780341,429.2269015
241,211.7194136,421.5124277,236.2030632,428.143572,220.9946827,428.143572,206.4113702,428.143572,190.3280843,428.143572
241,216.953465,421.5124277,251.1613424,428.143572,236.2030632,428.143572,220.9946827,428.143572,206.4113702,428.143572
241,222.1875164,421.5124277,265.3480319,428.143572,251.1613424,428.143572,236.2030632,428.143572,220.9946827,428.143572
241,227.4215677,421.5124277,279.036416,428.143572,265.3480319,428.143572,251.1613424,428.143572,236.2030632,428.143572
241,232.6556191,421.5124277,291.8280237,428.143572,279.036416,428.143572,265.3480319,428.143572,251.1613424,428.143572
241,237.8896705,421.5124277,302.2627841,427.3174849,291.8280237,428.143572,279.036416,428.143572,265.3480319,428.143572
241,243.1237219,421.5124277,309.953019,427.143572,302.2627841,427.3174849,291.8280237,428.143572,279.036416,428.143572
241,248.3577733,421.5124277,312.6613448,427.143572,309.953019,427.143572,302.2627841,427.3174849,291.8280237,428.143572
241,253.5918247,421.5124277,319.5363285,427.143572,312.6613448,427.143572,309.953019,427.143572,302.2627841,427.3174849
241,258.8258761,421.5124277,325.5880273,426.1835674,319.5363285,427.143572,312.6613448,427.143572,309.953019,427.143572
241,264.0599275,421.5124277,330.8279899,426.143572,325.5880273,426.1835674,319.5363285,427.143572,312.6613448,427.143572
241,269.2939789,421.5124277,338.2193131,426.143572,330.8279899,426.143572,325.5880273,426.1835674,319.5363285,427.143572
241,274.5280303,421.5124277,347.8280098,426.143572,338.2193131,426.143572,330.8279899,426.143572,325.5880273,426.1835674
241,279.7620817,421.5124277,355.9946966,426.143572,347.8280098,426.143572,338.2193131,426.143572,330.8279899,426.143572
241,284.9961331,421.5124277,363.7030475,425.7268947,355.9946966,426.143572,347.8280098,426.143572,338.2193131,426.143572
241,290.2301845,421.5124277,373.0780043,424.143572,363.7030475,425.7268947,355.9946966,426.143572,347.8280098,426.143572
241,295.4642359,421.5124277,383.0363723,424.143572,373.0780043,424.143572,363.7030475,425.7268947,355.9946966,426.143572
241,300.6982873,421.5124277,393.494693,424.143572,383.0363723,424.143572,373.0780043,424.143572,363.7030475,425.7268947
241,305.9323387,421.5124277,401.4529981,424.143572,393.494693,424.143572,383.0363723,424.143572,373.0780043,424.143572
241,311.1663901,421.5124277,410.4113641,424.143572,401.4529981,424.143572,393.494693,424.143572,383.0363723,424.143572
241,316.4004415,421.5124277,418.6613567,424.143572,410.4113641,424.143572,401.4529981,424.143572,393.494693,424.143572
241,321.6344929,421.5124277,424.3280276,423.643568,418.6613567,424.143572,410.4113641,424.143572,401.4529981,424.143572
241,326.8685443,421.5124277,429.453006,423.143572,424.3280276,423.643568,418.6613567,424.143572,410.4113641,424.143572
241,332.1025957,421.5124277,431.3619011,423.143572,429.453006,423.143572,424.3280276,423.643568,418.6613567,424.143572
241,337.3366471,421.5124277,432.3152907,423.143572,431.3619011,423.143572,429.453006,423.143572,424.3280276,423.643568
241,342.5706984,421.5124277,433.2686803,423.143572,432.3152907,423.143572,431.3619011,423.143572,429.453006,423.143572
241,347.8047498,421.5124277,434.2220699,423.143572,433.2686803,423.143572,432.3152907,423.143572,431.3619011,423.143572
241,353.0388012,421.5124277,435.1754595,423.143572,434.2220699,423.143572,433.2686803,423.143572,432.3152907,423.143572
241,358.2728526,421.5124277,436.128849,423.143572,435.1754595,423.143572,434.2220699,423.143572,433.2686803,423.143572
241,363.506904,421.5124277,437.0822386,423.143572,436.128849,423.143572,435.1754595,423.143572,434.2220699,423.143572
241,368.7409554,421.5124277,438.0356282,423.143572,437.0822386,423.143572,436.128849,423.143572,435.1754595,423.143572
241,373.9750068,421.5124277,438.9890178,423.143572,438.0356282,423.143572,437.0822386,423.143572,436.128849,423.143572
241,379.2090582,421.5124277,440.8280098,423.143572,438.9890178,423.143572,438.0356282,423.143572,437.0822386,423.143572
241,384.4431096,421.5124277,449.3280386,423.143572,440.8280098,423.143572,438.9890178,423.143572,438.0356282,423.143572
241,389.677161,421.5124277,458.7030475,423.143572,449.3280386,423.143572,440.8280098,423.143572,438.9890178,423.143572
241,394.9112124,421.5124277,467.5780033,423.143572,458.7030475,423.143572,449.3280386,423.143572,440.8280098,423.143572
241,400.1452638,421.5124277,474.8696914,423.143572,467.5780033,423.143572,458.7030475,423.143572,449.3280386,423.143572
241,405.3793152,421.5124277,482.1613563,423.143572,474.8696914,423.143572,467.5780033,423.143572,458.7030475,423.143572
241,410.6133666,421.5124277,489.4529981,423.143572,482.1613563,423.143572,474.8696914,423.143572,467.5780033,423.143572
241,415.847418,421.5124277,496.7446862,423.143572,489.4529981,423.143572,482.1613563,423.143572,474.8696914,423.143572
241,421.0814694,421.5124277,503.1196959,423.143572,496.7446862,423.143572,489.4529981,423.143572,482.1613563,423.143572
241,426.3155208,421.5124277,509.3280276,423.143572,503.1196959,423.143572,496.7446862,423.143572,489.4529981,423.143572
241,431.5495722,421.5124277,517.5080307,423.143572,509.3280276,423.143572,503.1196959,423.143572,496.7446862,423.143572
241,436.7836236,421.5124277,523.4530078,423.143572,517.5080307,423.143572,509.3280276,423.143572,503.1196959,423.143572
241,442.017675,421.5124277,528.9113413,423.143572,523.4530078,423.143572,517.5080307,423.143572,509.3280276,423.143572
241,447.2517264,421.5124277,535.7410579,423.143572,528.9113413,423.143572,523.4530078,423.143572,517.5080307,423.143572
241,452.4857778,421.5124277,542.7863639,423.143572,535.7410579,423.143572,528.9113413,423.143572,523.4530078,423.143572
241,457.7198292,421.5124277,550.0779998,423.143572,542.7863639,423.143572,535.7410579,423.143572,528.9113413,423.143572
241,462.9538806,421.5124277,554.9946688,423.143572,550.0779998,423.143572,542.7863639,423.143572,535.7410579,423.143572
241,468.1879319,421.5124277,558.3280108,423.143572,554.9946688,423.143572,550.0779998,423.143572,542.7863639,423.143572
241,473.4219833,421.5124277,559.2223678,423.143572,558.3280108,423.143572,554.9946688,423.143572,550.0779998,423.143572
241,478.6560347,421.5124277,559.6918512,423.143572,559.2223678,423.143572,558.3280108,423.143572,554.9946688,423.143572
241,483.8900861,421.5124277,560.1613347,423.143572,559.6918512,423.143572,559.2223678,423.143572,558.3280108,423.143572
241,489.1241375,421.5124277,560.6308181,423.143572,560.1613347,423.143572,559.6918512,423.143572,559.2223678,423.143572
241,494.3581889,421.5124277,561.1003015,423.143572,560.6308181,423.143572,560.1613347,423.143572,559.6918512,423.143572
241,499.5922403,421.5124277,561.569785,423.143572,561.1003015,423.143572,560.6308181,423.143572,560.1613347,423.143572
241,504.8262917,421.5124277,562.0392684,423.143572,561.569785,423.143572,561.1003015,423.143572,560.6308181,423.143572
241,510.0603431,421.5124277,562.5087518,423.143572,562.0392684,423.143572,561.569785,423.143572,561.1003015,423.143572
241,515.2943945,421.5124277,565.1613517,423.143572,562.5087518,423.143572,562.0392684,423.143572,561.569785,423.143572
241,520.5284459,421.5124277,573.349782,423.5348811,565.1613517,423.143572,562.5087518,423.143572,562.0392684,423.143572
241,525.7624973,421.5124277,582.0363743,424.143572,573.349782,423.5348811,565.1613517,423.143572,562.5087518,423.143572
241,530.9965487,421.5124277,589.3280276,424.143572,582.0363743,424.143572,573.349782,423.5348811,565.1613517,423.143572
241,536.2306001,421.5124277,595.5363435,424.143572,589.3280276,424.143572,582.0363743,424.143572,573.349782,423.5348811
241,541.4646515,421.5124277,600.1613537,424.143572,595.5363435,424.143572,589.3280276,424.143572,582.0363743,424.143572
241,546.6987029,421.5124277,604.9530098,424.143572,600.1613537,424.143572,595.5363435,424.143572,589.3280276,424.143572
241,551.9327543,421.5124277,607.4946678,424.143572,604.9530098,424.143572,600.1613537,424.143572,595.5363435,424.143572
241,557.1668057,421.5124277,611.5236637,424.143572,607.4946678,424.143572,604.9530098,424.143572,600.1613537,424.143572
241,562.4008571,421.5124277,616.7863559,424.143572,611.5236637,424.143572,607.4946678,424.143572,604.9530098,424.143572
241,567.6349085,421.5124277,621.1613305,424.143572,616.7863559,424.143572,611.5236637,424.143572,607.4946678,424.143572
241,572.8689598,421.5124277,627.953005,424.143572,621.1613305,424.143572,616.7863559,424.143572,611.5236637,424.143572
241,578.1030112,421.5124277,632.4946817,424.143572,627.953005,424.143572,621.1613305,424.143572,616.7863559,424.143572
241,583.3370626,421.5124277,634.7446802,424.143572,632.4946817,424.143572,627.953005,424.143572,621.1613305,424.143572
241,588.571114,421.5124277,639.8279998,424.143572,634.7446802,424.143572,632.4946817,424.143572,627.953005,424.143572
241,593.8051654,421.5124277,641.9113393,424.143572,639.8279998,424.143572,634.7446802,424.143572,632.4946817,424.143572
241,599.0392168,421.5124277,644.0780157,424.143572,641.9113393,424.143572,639.8279998,424.143572,634.7446802,424.143572
241,604.2732682,421.5124277,647.0679991,424.143572,644.0780157,424.143572,641.9113393,424.143572,639.8279998,424.143572
241,609.5073196,421.5124277,649.2030118,424.143572,647.0679991,424.143572,644.0780157,424.143572,641.9113393,424.143572
241,614.741371,421.5124277,652.1613298,424.143572,649.2030118,424.143572,647.0679991,424.143572,644.0780157,424.143572
241,619.9754224,421.5124277,654.0363346,424.143572,652.1613298,424.143572,649.2030118,424.143572,647.0679991,424.143572
241,625.2094738,421.5124277,655.8280177,424.143572,654.0363346,424.143572,652.1613298,424.143572,649.2030118,424.143572
241,630.4435252,421.5124277,659.1196711,424.143572,655.8280177,424.143572,654.0363346,424.143572,652.1613298,424.143572
241,635.6775766,421.5124277,660.1613338,424.143572,659.1196711,424.143572,655.8280177,424.143572,654.0363346,424.143572
241,638.7032891,420.5890719,660.6767382,424.143572,660.1613338,424.143572,659.1196711,424.143572,655.8280177,424.143572
241,637.8031087,418.0242127,660.25657,424.143572,660.6767382,424.143572,660.1613338,424.143572,659.1196711,424.143572
241,636.9029283,415.4593535,659.8364018,424.143572,660.25657,424.143572,660.6767382,424.143572,660.1613338,424.143572
241,636.0027478,412.8944943,659.4162336,424.143572,659.8364018,424.143572,660.25657,424.143572,660.6767382,424.143572
241,635.1025674,410.3296351,658.9960654,424.143572,659.4162336,424.143572,659.8364018,424.143572,660.25657,424.143572
241,632.5367098,407.0683191,655.2279884,422.3435663,658.9960654,424.143572,659.4162336,424.143572,659.8364018,424.143572
241,628.8604201,403.3427067,648.4529842,418.643563,655.2279884,422.3435663,658.9960654,424.143572,659.4162336,424.143572
241,625.1841304,399.6170943,641.827968,413.1435402,648.4529842,418.643563,655.2279884,422.3435663,658.9960654,424.143572
241,621.5078406,395.8914819,635.7479792,406.383548,641.827968,413.1435402,648.4529842,418.643563,655.2279884,422.3435663
241,617.8315509,392.1658694,628.8696358,399.8935457,635.7479792,406.383548,641.827968,413.1435402,648.4529842,418.643563
241,614.1552612,388.440257,624.5779998,394.393572,628.8696358,399.8935457,635.7479792,406.383548,641.827968,413.1435402
241,610.4789715,384.7146446,619.0779963,389.976903,624.5779998,394.393572,628.8696358,399.8935457,635.7479792,406.383548
241,606.8026818,380.9890321,612.827978,384.9768871,619.0779963,389.976903,624.5779998,394.393572,628.8696358,399.8935457
241,603.1263921,377.2634197,608.175809,377.752238,612.827978,384.9768871,619.0779963,389.976903,624.5779998,394.393572
241,599.4501024,373.5378073,602.0779586,371.3935308,608.175809,377.752238,612.827978,384.9768871,619.0779963,389.976903
241,595.7738127,369.8121949,595.8279998,364.143572,602.0779586,371.3935308,608.175809,377.752238,612.827978,384.9768871
241,592.0975229,366.0865824,589.494642,355.8102142,595.8279998,364.143572,602.0779586,371.3935308,608.175809,377.752238
241,588.4212332,362.36097,581.1612908,347.3101857,589.494642,355.8102142,595.8279998,364.143572,602.0779586,371.3935308
241,584.7449435,358.6353576,573.0780043,337.2685772,581.1612908,347.3101857,589.494642,355.8102142,595.8279998,364.143572
241,581.0686538,354.9097452,567.1613239,330.1435581,573.0780043,337.2685772,581.1612908,347.3101857,589.494642,355.8102142
241,577.3923641,351.1841327,562.9946533,324.7268987,567.1613239,330.1435581,573.0780043,337.2685772,581.1612908,347.3101857
241,573.7160744,347.4585203,559.3280028,322.643575,562.9946533,324.7268987,567.1613239,330.1435581,573.0780043,337.2685772
241,570.0397847,343.7329079,557.2446634,320.8519038,559.3280028,322.643575,562.9946533,324.7268987,567.1613239,330.1435581
241,566.363495,340.0072954,555.1613239,319.4768961,557.2446634,320.8519038,559.3280028,322.643575,562.9946533,324.7268987
241,562.6872052,336.281683,552.3279839,317.768568,555.1613239,319.4768961,557.2446634,320.8519038,559.3280028,322.643575
241,559.0109155,332.5560706,548.1613299,315.8935695,552.3279839,317.768568,555.1613239,319.4768961,557.2446634,320.8519038
241,555.3346258,328.8304582,544.3932094,313.6653085,548.1613299,315.8935695,552.3279839,317.768568,555.1613239,319.4768961
241,551.6583361,325.1048457,540.6613169,312.0602305,544.3932094,313.6653085,548.1613299,315.8935695,552.3279839,317.768568
241,547.9820464,321.3792333,535.3279919,307.6435641,540.6613169,312.0602305,544.3932094,313.6653085,548.1613299,315.8935695
241,544.3057567,317.6536209,530.3279988,302.643571,535.3279919,307.6435641,540.6613169,312.0602305,544.3932094,313.6653085
241,540.629467,313.9280085,526.8279899,299.810232,530.3279988,302.643571,535.3279919,307.6435641,540.6613169,312.0602305
241,536.9531773,310.202396,522.994641,296.3102132,526.8279899,299.810232,530.3279988,302.643571,535.3279919,307.6435641
241,533.2768875,306.4767836,518.8279919,292.893566,522.994641,296.3102132,526.8279899,299.810232,530.3279988,302.643571
241,529.6005978,302.7511712,516.2446614,290.5602335,518.8279919,292.893566,522.994641,296.3102132,526.8279899,299.810232
241,525.9243081,299.0255587,514.1613219,289.310233,516.2446614,290.5602335,518.8279919,292.893566,522.994641,296.3102132
241,522.2480184,295.2999463,512.4875698,288.696762,514.1613219,289.310233,516.2446614,290.5602335,518.8279919,292.893566
241,518.5717287,291.5743339,510.8918308,288.164849,512.4875698,288.696762,514.1613219,289.310233,516.2446614,290.5602335
241,514.895439,287.8487214,510.3382046,287.1639816,510.8918308,288.164849,512.4875698,288.696762,514.1613219,289.310233
241,511.2191493,284.123109,509.8280008,286.1435739,510.3382046,287.1639816,510.8918308,288.164849,512.4875698,288.696762
241,507.5428596,280.3974966,506.7446643,284.0602365,509.8280008,286.1435739,510.3382046,287.1639816,510.8918308,288.164849
241,503.8665699,276.6718842,504.4946499,281.8935596,506.7446643,284.0602365,509.8280008,286.1435739,510.3382046,287.1639816
241,500.1902801,272.9462717,500.5779879,278.6435482,504.4946499,281.8935596,506.7446643,284.0602365,509.8280008,286.1435739
241,496.5139904,269.2206593,497.9946648,274.310237,500.5779879,278.6435482,504.4946499,281.8935596,506.7446643,284.0602365
241,492.8377007,265.4950469,492.9946529,268.8935516,497.9946648,274.310237,500.5779879,278.6435482,504.4946499,281.8935596
241,489.161411,261.7694345,488.327976,262.3935442,492.9946529,268.8935516,497.9946648,274.310237,500.5779879,278.6435482
241,485.4851213,258.043822,482.6613348,255.6852407,488.327976,262.3935442,492.9946529,268.8935516,497.9946648,274.310237
241,481.8088316,254.3182096,478.4946559,250.4768921,482.6613348,255.6852407,488.327976,262.3935442,492.9946529,268.8935516
241,478.1325419,250.5925972,474.7029827,246.3935606,478.4946559,250.4768921,482.6613348,255.6852407,488.327976,262.3935442
241,474.4562522,246.8669848,471.1613146,244.7269007,474.7029827,246.3935606,478.4946559,250.4768921,482.6613348,255.6852407
241,471.1985221,243.5655476,468.805867,244.1214392,471.1613146,244.7269007,474.7029827,246.3935606,478.4946559,250.4768921
241,468.4735033,240.8039687,468.7555652,244.0711374,468.805867,244.1214392,471.1613146,244.7269007,474.7029827,246.3935606
241,465.7484844,238.0423898,468.7052634,244.0208355,468.7555652,244.0711374,468.805867,244.1214392,471.1613146,244.7269007
241,463.0234656,235.2808109,468.6549616,243.9705337,468.7052634,244.0208355,468.7555652,244.0711374,468.805867,244.1214392
241,460.2984467,232.519232,468.6046598,243.9202319,468.6549616,243.9705337,468.7052634,244.0208355,468.7555652,244.0711374
241,457.5734279,229.7576531,468.5543579,243.8699301,468.6046598,243.9202319,468.6549616,243.9705337,468.7052634,244.0208355
241,454.848409,226.9960742,468.5040561,243.8196283,468.5543579,243.8699301,468.6046598,243.9202319,468.6549616,243.9705337
241,452.1233902,224.2344953,468.4537543,243.7693265,468.5040561,243.8196283,468.5543579,243.8699301,468.6046598,243.9202319
241,449.3983713,221.4729164,468.4034525,243.7190247,468.4537543,243.7693265,468.5040561,243.8196283,468.5543579,243.8699301
241,446.6733525,218.7113375,468.3531507,243.6687229,468.4034525,243.7190247,468.4537543,243.7693265,468.5040561,243.8196283
241,443.9483336,215.9497586,468.3028489,243.618421,468.3531507,243.6687229,468.4034525,243.7190247,468.4537543,243.7693265
241,441.2233148,213.1881797,468.2525471,243.5681192,468.3028489,243.618421,468.3531507,243.6687229,468.4034525,243.7190247
241,438.4982959,210.4266008,468.2022453,243.5178174,468.2525471,243.5681192,468.3028489,243.618421,468.3531507,243.6687229
241,435.773277,207.6650219,468.1519434,243.4675156,468.2022453,243.5178174,468.2525471,243.5681192,468.3028489,243.618421
241,433.0482582,204.903443,468.1016416,243.4172138,468.1519434,243.4675156,468.2022453,243.5178174,468.2525471,243.5681192
241,430.3232393,202.1418641,468.0513398,243.366912,468.1016416,243.4172138,468.1519434,243.4675156,468.2022453,243.5178174
241,427.5982205,199.3802852,468.001038,243.3166102,468.0513398,243.366912,468.1016416,243.4172138,468.1519434,243.4675156
241,424.8732016,196.6187063,467.9507362,243.2663083,468.001038,243.3166102,468.0513398,243.366912,468.1016416,243.4172138
241,422.1481828,193.8571274,467.9004344,243.2160065,467.9507362,243.2663083,468.001038,243.3166102,468.0513398,243.366912
