trial,widget dx,widget dy,widget dx[-1],widget dy[-1],widget dx[-2],widget dy[-2],widget dx[-3],widget dy[-3],widget dx[-4],widget dy[-4],target rel x,target rel y
112,0,0,0,0,0,0,0,0,0,0,45.842,32.842
112,0,0,0,0,0,0,0,0,0,0,45.842,32.842
112,0,0,0,0,0,0,0,0,0,0,45.842,32.842
112,0,0,0,0,0,0,0,0,0,0,45.842,32.842
112,0,0,0,0,0,0,0,0,0,0,45.842,32.842
112,0.0851062,0.1702124,0,0,0,0,0,0,0,0,45.7568938,32.6717876
112,0.2659572,0.5319143,0.0851062,0.1702124,0,0,0,0,0,0,45.4909366,32.1398733
112,0.2659571,0.5319144,0.2659572,0.5319143,0.0851062,0.1702124,0,0,0,0,45.2249795,31.6079589
112,0.2659572,0.5319143,0.2659571,0.5319144,0.2659572,0.5319143,0.0851062,0.1702124,0,0,44.9590223,31.0760446
112,2.8266875,1.5888772,0.2659572,0.5319143,0.2659571,0.5319144,0.2659572,0.5319143,0.0851062,0.1702124,42.1323348,29.4871674
112,4.0645242,2.1612936,2.8266875,1.5888772,0.2659572,0.5319143,0.2659571,0.5319144,0.2659572,0.5319143,38.0678106,27.3258738
112,2.2903223,1.4838738,4.0645242,2.1612936,2.8266875,1.5888772,0.2659572,0.5319143,0.2659571,0.5319144,35.7774883,25.842
112,0.8064542,0,2.2903223,1.4838738,4.0645242,2.1612936,2.8266875,1.5888772,0.2659572,0.5319143,34.9710341,25.842
112,0.9710341,0.842,0.8064542,0,2.2903223,1.4838738,4.0645242,2.1612936,2.8266875,1.5888772,34,25
112,0,0,0.9710341,0.842,0.8064542,0,2.2903223,1.4838738,4.0645242,2.1612936,34,25
112,0,0,0,0,0.9710341,0.842,0.8064542,0,2.2903223,1.4838738,34,25
112,0,0,0,0,0,0,0.9710341,0.842,0.8064542,0,34,25
112,0,0,0,0,0,0,0,0,0.9710341,0.842,34,25
113,0,0,0,0,0,0,0,0,0,0,-184.0009999,-20.0009999
113,-2.4193534,0.4032256,0,0,0,0,0,0,0,0,-181.5816465,-20.4042255
113,-2.4193534,0.4032256,-2.4193534,0.4032256,0,0,0,0,0,0,-179.1622931,-20.8074511
113,-7.0322637,0.1935488,-2.4193534,0.4032256,-2.4193534,0.4032256,0,0,0,0,-172.1300294,-21.0009999
113,-11.8478064,0,-7.0322637,0.1935488,-2.4193534,0.4032256,-2.4193534,0.4032256,0,0,-160.282223,-21.0009999
113,-13.2812231,0,-11.8478064,0,-7.0322637,0.1935488,-2.4193534,0.4032256,-2.4193534,0.4032256,-147.0009999,-21.0009999
113,-32.2581697,-5.6451797,-13.2812231,0,-11.8478064,0,-7.0322637,0.1935488,-2.4193534,0.4032256,-114.7428302,-15.3558202
113,-28.5805585,-5.0322429,-32.2581697,-5.6451797,-13.2812231,0,-11.8478064,0,-7.0322637,0.1935488,-86.1622717,-10.3235773
113,-31.6128934,-4.8387076,-28.5805585,-5.0322429,-32.2581697,-5.6451797,-13.2812231,0,-11.8478064,0,-54.5493783,-5.4848697
113,-28.4838764,-3.9354849,-31.6128934,-4.8387076,-28.5805585,-5.0322429,-32.2581697,-5.6451797,-13.2812231,0,-26.0655019,-1.5493848
113,-10.3457331,-1.5483849,-28.4838764,-3.9354849,-31.6128934,-4.8387076,-28.5805585,-5.0322429,-32.2581697,-5.6451797,-15.7197688,-0.0009999
113,-7.0312882,0,-10.3457331,-1.5483849,-28.4838764,-3.9354849,-31.6128934,-4.8387076,-28.5805585,-5.0322429,-8.6884806,-0.0009999
113,-1.9939337,0,-7.0312882,0,-10.3457331,-1.5483849,-28.4838764,-3.9354849,-31.6128934,-4.8387076,-6.6945469,-0.0009999
113,-0.4032256,0,-1.9939337,0,-7.0312882,0,-10.3457331,-1.5483849,-28.4838764,-3.9354849,-6.2913213,-0.0009999
113,0.7086787,0.9990001,-0.4032256,0,-1.9939337,0,-7.0312882,0,-10.3457331,-1.5483849,-7,-1
113,0,0,0.7086787,0.9990001,-0.4032256,0,-1.9939337,0,-7.0312882,0,-7,-1
113,0,0,0,0,0.7086787,0.9990001,-0.4032256,0,-1.9939337,0,-7,-1
113,0,0,0,0,0,0,0.7086787,0.9990001,-0.4032256,0,-7,-1
113,0,0,0,0,0,0,0,0,0.7086787,0.9990001,-7,-1
114,0,0,0,0,0,0,0,0,0,0,-161.783,-100.783
114,-2.4193627,0,0,0,0,0,0,0,0,0,-159.3636373,-100.783
114,-4.2580599,0,-2.4193627,0,0,0,0,0,0,0,-155.1055774,-100.783
114,-6.0967727,-3.3548403,-4.2580599,0,-2.4193627,0,0,0,0,0,-149.0088047,-97.4281597
114,-10.6945943,-9.238943,-6.0967727,-3.3548403,-4.2580599,0,-2.4193627,0,0,0,-138.3142104,-88.1892167
114,-19.5312104,-16.4062167,-10.6945943,-9.238943,-6.0967727,-3.3548403,-4.2580599,0,-2.4193627,0,-118.783,-71.783
114,-20.1613561,-12.9032679,-19.5312104,-16.4062167,-10.6945943,-9.238943,-6.0967727,-3.3548403,-4.2580599,0,-98.6216439,-58.8797321
114,-28.741891,-17.1935189,-20.1613561,-12.9032679,-19.5312104,-16.4062167,-10.6945943,-9.238943,-6.0967727,-3.3548403,-69.8797529,-41.6862132
114,-23.4838537,-14.7741837,-28.741891,-17.1935189,-20.1613561,-12.9032679,-19.5312104,-16.4062167,-10.6945943,-9.238943,-46.3958992,-26.9120295
114,-16.3548941,-12.1935965,-23.4838537,-14.7741837,-28.741891,-17.1935189,-20.1613561,-12.9032679,-19.5312104,-16.4062167,-30.0410051,-14.718433
114,-16.5705563,-14.3104945,-16.3548941,-12.1935965,-23.4838537,-14.7741837,-28.741891,-17.1935189,-20.1613561,-12.9032679,-13.4704488,-0.4079385
114,-7.8124842,-9.374981,-16.5705563,-14.3104945,-16.3548941,-12.1935965,-23.4838537,-14.7741837,-28.741891,-17.1935189,-5.6579646,8.9670425
114,-6.165291,-5.3144764,-7.8124842,-9.374981,-16.5705563,-14.3104945,-16.3548941,-12.1935965,-23.4838537,-14.7741837,0.5073264,14.2815189
114,-3.1290286,-2.7741912,-6.165291,-5.3144764,-7.8124842,-9.374981,-16.5705563,-14.3104945,-16.3548941,-12.1935965,3.636355,17.0557101
114,0.636355,0.0557101,-3.1290286,-2.7741912,-6.165291,-5.3144764,-7.8124842,-9.374981,-16.5705563,-14.3104945,3,17
114,0,0,0.636355,0.0557101,-3.1290286,-2.7741912,-6.165291,-5.3144764,-7.8124842,-9.374981,3,17
114,0,0,0,0,0.636355,0.0557101,-3.1290286,-2.7741912,-6.165291,-5.3144764,3,17
114,0,0,0,0,0,0,0.636355,0.0557101,-3.1290286,-2.7741912,3,17
114,0,0,0,0,0,0,0,0,0.636355,0.0557101,3,17
115,0,0,0,0,0,0,0,0,0,0,29.03,-296.97
115,0,-0.8064511,0,0,0,0,0,0,0,0,29.03,-296.1635489
115,0,-0.8064512,0,-0.8064511,0,0,0,0,0,0,29.03,-295.3570977
115,0.8387101,-11.2903286,0,-0.8064512,0,-0.8064511,0,0,0,0,28.1912899,-284.0667691
115,2.692551,-24.9405903,0.8387101,-11.2903286,0,-0.8064512,0,-0.8064511,0,0,25.4987389,-259.1261788
115,5.4687389,-35.1561788,2.692551,-24.9405903,0.8387101,-11.2903286,0,-0.8064512,0,-0.8064511,20.03,-223.97
115,7.2580324,-66.1287393,5.4687389,-35.1561788,2.692551,-24.9405903,0.8387101,-11.2903286,0,-0.8064512,12.7719676,-157.8412607
115,5.4193724,-39.7743917,7.2580324,-66.1287393,5.4687389,-35.1561788,2.692551,-24.9405903,0.8387101,-11.2903286,7.3525952,-118.066869
115,4.0000154,-30.1936503,5.4193724,-39.7743917,7.2580324,-66.1287393,5.4687389,-35.1561788,2.692551,-24.9405903,3.3525798,-87.8732187
115,2.3225798,-22.2580639,4.0000154,-30.1936503,5.4193724,-39.7743917,7.2580324,-66.1287393,5.4687389,-35.1561788,1.03,-65.6151548
115,0,-4.7076501,2.3225798,-22.2580639,4.0000154,-30.1936503,5.4193724,-39.7743917,7.2580324,-66.1287393,1.03,-60.9075047
115,0,-1.5624968,0,-4.7076501,2.3225798,-22.2580639,4.0000154,-30.1936503,5.4193724,-39.7743917,1.03,-59.3450079
115,1.2258016,-2.2137103,0,-1.5624968,0,-4.7076501,2.3225798,-22.2580639,4.0000154,-30.1936503,-0.1958016,-57.1312976
115,2.0322635,-5.774203,1.2258016,-2.2137103,0,-1.5624968,0,-4.7076501,2.3225798,-22.2580639,-2.2280651,-51.3570946
115,2.19355,-7.7419398,2.0322635,-5.774203,1.2258016,-2.2137103,0,-1.5624968,0,-4.7076501,-4.4216151,-43.6151548
115,1.5483849,-4.7096664,2.19355,-7.7419398,2.0322635,-5.774203,1.2258016,-2.2137103,0,-1.5624968,-5.97,-38.9054884
115,0,-1.6129085,1.5483849,-4.7096664,2.19355,-7.7419398,2.0322635,-5.774203,1.2258016,-2.2137103,-5.97,-37.2925799
115,0,-1.5725791,0,-1.6129085,1.5483849,-4.7096664,2.19355,-7.7419398,2.0322635,-5.774203,-5.97,-35.7200008
115,0.4193551,-1.5887108,0,-1.5725791,0,-1.6129085,1.5483849,-4.7096664,2.19355,-7.7419398,-6.3893551,-34.13129
115,0.5806449,-1.3870975,0.4193551,-1.5887108,0,-1.5725791,0,-1.6129085,1.5483849,-4.7096664,-6.97,-32.7441925
115,1.03,0.2558075,0.5806449,-1.3870975,0.4193551,-1.5887108,0,-1.5725791,0,-1.6129085,-8,-33
115,0,0,1.03,0.2558075,0.5806449,-1.3870975,0.4193551,-1.5887108,0,-1.5725791,-8,-33
115,0,0,0,0,1.03,0.2558075,0.5806449,-1.3870975,0.4193551,-1.5887108,-8,-33
115,0,0,0,0,0,0,1.03,0.2558075,0.5806449,-1.3870975,-8,-33
115,0,0,0,0,0,0,0,0,1.03,0.2558075,-8,-33
116,0,0,0,0,0,0,0,0,0,0,191.967,-59.033
116,1.595747,0,0,0,0,0,0,0,0,0,190.371253,-59.033
116,1.595747,0,1.595747,0,0,0,0,0,0,0,188.775506,-59.033
116,1.595747,0,1.595747,0,1.595747,0,0,0,0,0,187.179759,-59.033
116,8.9548374,-1.3548637,1.595747,0,1.595747,0,1.595747,0,0,0,178.2249216,-57.6781363
116,32.2579216,-5.6451363,8.9548374,-1.3548637,1.595747,0,1.595747,0,1.595747,0,145.967,-52.033
116,50.8066173,-18.5484476,32.2579216,-5.6451363,8.9548374,-1.3548637,1.595747,0,1.595747,0,95.1603827,-33.4845524
116,56.935358,-21.612858,50.8066173,-18.5484476,32.2579216,-5.6451363,8.9548374,-1.3548637,1.595747,0,38.2250247,-11.8716944
116,39.1612557,-15.0322448,56.935358,-21.612858,50.8066173,-18.5484476,32.2579216,-5.6451363,8.9548374,-1.3548637,-0.936231,3.1605504
116,20.5655586,-7.7752139,39.1612557,-15.0322448,56.935358,-21.612858,50.8066173,-18.5484476,32.2579216,-5.6451363,-21.5017896,10.9357643
116,19.5312104,-7.0312357,20.5655586,-7.7752139,39.1612557,-15.0322448,56.935358,-21.612858,50.8066173,-18.5484476,-41.033,17.967
116,4.0322712,-1.6129085,19.5312104,-7.0312357,20.5655586,-7.7752139,39.1612557,-15.0322448,56.935358,-21.612858,-45.0652712,19.5799085
116,2.1935363,-0.3870915,4.0322712,-1.6129085,19.5312104,-7.0312357,20.5655586,-7.7752139,39.1612557,-15.0322448,-47.2588075,19.967
116,0.5658598,0.0416665,2.1935363,-0.3870915,4.0322712,-1.6129085,19.5312104,-7.0312357,20.5655586,-7.7752139,-47.8246673,19.9253335
116,-0.400641,0.0801282,0.5658598,0.0416665,2.1935363,-0.3870915,4.0322712,-1.6129085,19.5312104,-7.0312357,-47.4240263,19.8452053
116,-0.400641,0.0801282,-0.400641,0.0801282,0.5658598,0.0416665,2.1935363,-0.3870915,4.0322712,-1.6129085,-47.0233853,19.7650771
116,-0.400641,0.0801282,-0.400641,0.0801282,-0.400641,0.0801282,0.5658598,0.0416665,2.1935363,-0.3870915,-46.6227443,19.6849489
116,-0.400641,0.0801282,-0.400641,0.0801282,-0.400641,0.0801282,-0.400641,0.0801282,0.5658598,0.0416665,-46.2221033,19.6048207
116,-0.4006409,0.0801282,-0.400641,0.0801282,-0.400641,0.0801282,-0.400641,0.0801282,-0.400641,0.0801282,-45.8214624,19.5246925
116,-0.400641,0.0801282,-0.4006409,0.0801282,-0.400641,0.0801282,-0.400641,0.0801282,-0.400641,0.0801282,-45.4208214,19.4445643
116,-0.400641,0.0801282,-0.400641,0.0801282,-0.4006409,0.0801282,-0.400641,0.0801282,-0.400641,0.0801282,-45.0201804,19.3644361
116,-0.400641,0.0801282,-0.400641,0.0801282,-0.400641,0.0801282,-0.4006409,0.0801282,-0.400641,0.0801282,-44.6195394,19.2843079
116,-0.4006409,0.0801282,-0.400641,0.0801282,-0.400641,0.0801282,-0.400641,0.0801282,-0.4006409,0.0801282,-44.2188985,19.2041797
116,-0.400641,0.0801282,-0.4006409,0.0801282,-0.400641,0.0801282,-0.400641,0.0801282,-0.400641,0.0801282,-43.8182575,19.1240515
116,-0.400641,0.0801282,-0.400641,0.0801282,-0.4006409,0.0801282,-0.400641,0.0801282,-0.400641,0.0801282,-43.4176165,19.0439233
116,-0.5458957,0.1736908,-0.400641,0.0801282,-0.400641,0.0801282,-0.4006409,0.0801282,-0.400641,0.0801282,-42.8717208,18.8702325
116,-4.0322712,2.4193627,-0.5458957,0.1736908,-0.400641,0.0801282,-0.400641,0.0801282,-0.4006409,0.0801282,-38.8394496,16.4508698
116,-6.6129285,3.7096914,-4.0322712,2.4193627,-0.5458957,0.1736908,-0.400641,0.0801282,-0.400641,0.0801282,-32.2265211,12.7411784
116,-4.9435338,3.0866879,-6.6129285,3.7096914,-4.0322712,2.4193627,-0.5458957,0.1736908,-0.400641,0.0801282,-27.2829873,9.6544905
116,-2.9274099,1.913298,-4.9435338,3.0866879,-6.6129285,3.7096914,-4.0322712,2.4193627,-0.5458957,0.1736908,-24.3555774,7.7411925
116,-2.3870891,0.7741925,-2.9274099,1.913298,-4.9435338,3.0866879,-6.6129285,3.7096914,-4.0322712,2.4193627,-21.9684883,6.967
116,-1.6129085,0,-2.3870891,0.7741925,-2.9274099,1.913298,-4.9435338,3.0866879,-6.6129285,3.7096914,-20.3555798,6.967
116,-1.6129084,0.6451643,-1.6129085,0,-2.3870891,0.7741925,-2.9274099,1.913298,-4.9435338,3.0866879,-18.7426714,6.3218357
116,-1.1612865,0.8064508,-1.6129084,0.6451643,-1.6129085,0,-2.3870891,0.7741925,-2.9274099,1.913298,-17.5813849,5.5153849
116,0.4186151,1.5153849,-1.1612865,0.8064508,-1.6129084,0.6451643,-1.6129085,0,-2.3870891,0.7741925,-18,4
116,0,0,0.4186151,1.5153849,-1.1612865,0.8064508,-1.6129084,0.6451643,-1.6129085,0,-18,4
116,0,0,0,0,0.4186151,1.5153849,-1.1612865,0.8064508,-1.6129084,0.6451643,-18,4
116,0,0,0,0,0,0,0.4186151,1.5153849,-1.1612865,0.8064508,-18,4
116,0,0,0,0,0,0,0,0,0.4186151,1.5153849,-18,4
117,0,0,0,0,0,0,0,0,0,0,155.154,185.154
117,0.1602562,0,0,0,0,0,0,0,0,0,154.9937438,185.154
117,0.1602563,0,0.1602562,0,0,0,0,0,0,0,154.8334875,185.154
117,0.1602563,0,0.1602563,0,0.1602562,0,0,0,0,0,154.6732312,185.154
117,0.1602562,0,0.1602563,0,0.1602563,0,0.1602562,0,0,0,154.512975,185.154
117,0.1602563,0,0.1602562,0,0.1602563,0,0.1602563,0,0.1602562,0,154.3527187,185.154
117,0.1602563,0,0.1602563,0,0.1602562,0,0.1602563,0,0.1602563,0,154.1924624,185.154
117,6.5697006,8.9062339,0.1602563,0,0.1602563,0,0.1602562,0,0.1602563,0,147.6227618,176.2477661
117,16.8558411,23.5130963,6.5697006,8.9062339,0.1602563,0,0.1602563,0,0.1602562,0,130.7669207,152.7346698
117,24.2580188,34.3547713,16.8558411,23.5130963,6.5697006,8.9062339,0.1602563,0,0.1602563,0,106.5089019,118.3798985
117,19.3549019,28.2258985,24.2580188,34.3547713,16.8558411,23.5130963,6.5697006,8.9062339,0.1602563,0,87.154,90.154
117,20.161201,20.161201,19.3549019,28.2258985,24.2580188,34.3547713,16.8558411,23.5130963,6.5697006,8.9062339,66.992799,69.992799
117,10.9678069,9.7420053,20.161201,20.161201,19.3549019,28.2258985,24.2580188,34.3547713,16.8558411,23.5130963,56.0249921,60.2507937
117,8.7459686,6.7530261,10.9678069,9.7420053,20.161201,20.161201,19.3549019,28.2258985,24.2580188,34.3547713,47.2790235,53.4977676
117,7.8992065,6.1179506,8.7459686,6.7530261,10.9678069,9.7420053,20.161201,20.161201,19.3549019,28.2258985,39.379817,47.379817
117,3.225817,3.225817,7.8992065,6.1179506,8.7459686,6.7530261,10.9678069,9.7420053,20.161201,20.161201,36.154,44.154
117,4.8386882,4.0322402,3.225817,3.225817,7.8992065,6.1179506,8.7459686,6.7530261,10.9678069,9.7420053,31.3153118,40.1217598
117,3.6129149,4.6451645,4.8386882,4.0322402,3.225817,3.225817,7.8992065,6.1179506,8.7459686,6.7530261,27.7023969,35.4765953
117,3.645172,4.4193704,3.6129149,4.6451645,4.8386882,4.0322402,3.225817,3.225817,7.8992065,6.1179506,24.0572249,31.0572249
117,3.347672,3.347672,3.645172,4.4193704,3.6129149,4.6451645,4.8386882,4.0322402,3.225817,3.225817,20.7095529,27.7095529
117,1.5872965,1.5872965,3.347672,3.347672,3.645172,4.4193704,3.6129149,4.6451645,4.8386882,4.0322402,19.1222564,26.1222564
117,1.5872965,1.5872965,1.5872965,1.5872965,3.347672,3.347672,3.645172,4.4193704,3.6129149,4.6451645,17.5349599,24.5349599
117,2.832563,3.4454638,1.5872965,1.5872965,1.5872965,1.5872965,3.347672,3.347672,3.645172,4.4193704,14.7023969,21.0894961
117,2.3871069,3.1935612,2.832563,3.4454638,1.5872965,1.5872965,1.5872965,1.5872965,3.347672,3.347672,12.31529,17.8959349
117,1.612905,1.9677424,2.3871069,3.1935612,2.832563,3.4454638,1.5872965,1.5872965,1.5872965,1.5872965,10.702385,15.9281925
117,2.702385,1.9281925,1.612905,1.9677424,2.3871069,3.1935612,2.832563,3.4454638,1.5872965,1.5872965,8,14
117,0,0,2.702385,1.9281925,1.612905,1.9677424,2.3871069,3.1935612,2.832563,3.4454638,8,14
117,0,0,0,0,2.702385,1.9281925,1.612905,1.9677424,2.3871069,3.1935612,8,14
117,0,0,0,0,0,0,2.702385,1.9281925,1.612905,1.9677424,8,14
117,0,0,0,0,0,0,0,0,2.702385,1.9281925,8,14
118,0,0,0,0,0,0,0,0,0,0,196.967,142.967
118,0.7812484,0.7812484,0,0,0,0,0,0,0,0,196.1857516,142.1857516
118,1.3800415,1.9606865,0.7812484,0.7812484,0,0,0,0,0,0,194.8057101,140.2250651
118,3.9355037,2.4193627,1.3800415,1.9606865,0.7812484,0.7812484,0,0,0,0,190.8702064,137.8057024
118,10.3226613,5.1290857,3.9355037,2.4193627,1.3800415,1.9606865,0.7812484,0.7812484,0,0,180.5475451,132.6766167
118,22.5805451,13.7096167,10.3226613,5.1290857,3.9355037,2.4193627,1.3800415,1.9606865,0.7812484,0.7812484,157.967,118.967
118,32.2581697,21.7742645,22.5805451,13.7096167,10.3226613,5.1290857,3.9355037,2.4193627,1.3800415,1.9606865,125.7088303,97.1927355
118,50.4919711,37.8820931,32.2581697,21.7742645,22.5805451,13.7096167,10.3226613,5.1290857,3.9355037,2.4193627,75.2168592,59.3106424
118,37.7660417,28.5372297,50.4919711,37.8820931,32.2581697,21.7742645,22.5805451,13.7096167,10.3226613,5.1290857,37.4508175,30.7734127
118,16.1935449,11.3548284,37.7660417,28.5372297,50.4919711,37.8820931,32.2581697,21.7742645,22.5805451,13.7096167,21.2572726,19.4185843
118,11.2902726,6.4515843,16.1935449,11.3548284,37.7660417,28.5372297,50.4919711,37.8820931,32.2581697,21.7742645,9.967,12.967
118,1.6129085,0,11.2902726,6.4515843,16.1935449,11.3548284,37.7660417,28.5372297,50.4919711,37.8820931,8.3540915,12.967
118,-0.8387161,-1.2258076,1.6129085,0,11.2902726,6.4515843,16.1935449,11.3548284,37.7660417,28.5372297,9.1928076,14.1928076
118,-1.1804435,-1.1804435,-0.8387161,-1.2258076,1.6129085,0,11.2902726,6.4515843,16.1935449,11.3548284,10.3732511,15.3732511
118,-0.5937489,-0.7873009,-1.1804435,-1.1804435,-0.8387161,-1.2258076,1.6129085,0,11.2902726,6.4515843,10.967,16.160552
118,0,-0.806448,-0.5937489,-0.7873009,-1.1804435,-1.1804435,-0.8387161,-1.2258076,1.6129085,0,10.967,16.967
118,0.967,0.967,0,-0.806448,-0.5937489,-0.7873009,-1.1804435,-1.1804435,-0.8387161,-1.2258076,10,16
118,0,0,0.967,0.967,0,-0.806448,-0.5937489,-0.7873009,-1.1804435,-1.1804435,10,16
118,0,0,0,0,0.967,0.967,0,-0.806448,-0.5937489,-0.7873009,10,16
118,0,0,0,0,0,0,0.967,0.967,0,-0.806448,10,16
118,0,0,0,0,0,0,0,0,0.967,0.967,10,16
119,0,0,0,0,0,0,0,0,0,0,12.655,111.655
119,0,2.6881739,0,0,0,0,0,0,0,0,12.655,108.9668261
119,0,2.688174,0,2.6881739,0,0,0,0,0,0,12.655,106.2786521
119,0,2.6881739,0,2.688174,0,2.6881739,0,0,0,0,12.655,103.5904782
119,0,6.3105099,0,2.6881739,0,2.688174,0,2.6881739,0,0,12.655,97.2799683
119,0,15.6249683,0,6.3105099,0,2.6881739,0,2.688174,0,2.6881739,12.655,81.655
119,0,13.7097222,0,15.6249683,0,6.3105099,0,2.6881739,0,2.688174,12.655,67.9452778
119,2.4516151,19.2257759,0,13.7097222,0,15.6249683,0,6.3105099,0,2.6881739,10.2033849,48.7195019
119,1.96774,14.6774073,2.4516151,19.2257759,0,13.7097222,0,15.6249683,0,6.3105099,8.2356449,34.0420946
119,1.03226,8.193555,1.96774,14.6774073,2.4516151,19.2257759,0,13.7097222,0,15.6249683,7.2033849,25.8485396
119,1.5483849,6.2247875,1.03226,8.193555,1.96774,14.6774073,2.4516151,19.2257759,0,13.7097222,5.655,19.6237521
119,0,0.7812543,1.5483849,6.2247875,1.03226,8.193555,1.96774,14.6774073,2.4516151,19.2257759,5.655,18.8424978
119,0.2043018,0.1874978,0,0.7812543,1.5483849,6.2247875,1.03226,8.193555,1.96774,14.6774073,5.4506982,18.655
119,0.2688167,0,0.2043018,0.1874978,0,0.7812543,1.5483849,6.2247875,1.03226,8.193555,5.1818815,18.655
119,0.2688167,0,0.2688167,0,0.2043018,0.1874978,0,0.7812543,1.5483849,6.2247875,4.9130648,18.655
119,0.2580648,0.0159989,0.2688167,0,0.2688167,0,0.2043018,0.1874978,0,0.7812543,4.655,18.6390011
119,0,0.4,0.2580648,0.0159989,0.2688167,0,0.2688167,0,0.2043018,0.1874978,4.655,18.2390011
119,0,0.4,0,0.4,0.2580648,0.0159989,0.2688167,0,0.2688167,0,4.655,17.8390011
119,0,0.4,0,0.4,0,0.4,0.2580648,0.0159989,0.2688167,0,4.655,17.4390011
119,0,0.4,0,0.4,0,0.4,0,0.4,0.2580648,0.0159989,4.655,17.0390011
119,0,0.400129,0,0.4,0,0.4,0,0.4,0,0.4,4.655,16.6388721
119,0,0.4032272,0,0.400129,0,0.4,0,0.4,0,0.4,4.655,16.2356449
119,0,0.4032271,0,0.4032272,0,0.400129,0,0.4,0,0.4,4.655,15.8324178
119,0,0.614921,0,0.4032271,0,0.4032272,0,0.400129,0,0.4,4.655,15.2174968
119,0,0.7883044,0,0.614921,0,0.4032271,0,0.4032272,0,0.400129,4.655,14.4291924
119,0,0.7903203,0,0.7883044,0,0.614921,0,0.4032271,0,0.4032272,4.655,13.6388721
119,0,0.4032272,0,0.7903203,0,0.7883044,0,0.614921,0,0.4032271,4.655,13.2356449
119,0,0.4032271,0,0.4032272,0,0.7903203,0,0.7883044,0,0.614921,4.655,12.8324178
119,0,0.6290329,0,0.4032271,0,0.4032272,0,0.7903203,0,0.7883044,4.655,12.2033849
119,0.1269841,0.8023531,0,0.6290329,0,0.4032271,0,0.4032272,0,0.7903203,4.5280159,11.4010318
119,0.3968256,0.7936512,0.1269841,0.8023531,0,0.6290329,0,0.4032271,0,0.4032272,4.1311903,10.6073806
119,0.3968257,0.7936513,0.3968256,0.7936512,0.1269841,0.8023531,0,0.6290329,0,0.4032271,3.7343646,9.8137293
119,0.7343646,0.8137293,0.3968257,0.7936513,0.3968256,0.7936512,0.1269841,0.8023531,0,0.6290329,3,9
119,0,0,0.7343646,0.8137293,0.3968257,0.7936513,0.3968256,0.7936512,0.1269841,0.8023531,3,9
119,0,0,0,0,0.7343646,0.8137293,0.3968257,0.7936513,0.3968256,0.7936512,3,9
119,0,0,0,0,0,0,0.7343646,0.8137293,0.3968257,0.7936513,3,9
119,0,0,0,0,0,0,0,0,0.7343646,0.8137293,3,9
120,0,0,0,0,0,0,0,0,0,0,88.905,210.905
120,0,0.5319144,0,0,0,0,0,0,0,0,88.905,210.3730856
120,0,0.5319143,0,0.5319144,0,0,0,0,0,0,88.905,209.8411713
120,0,0.5319143,0,0.5319143,0,0.5319144,0,0,0,0,88.905,209.309257
120,2.3225491,5.8235382,0,0.5319143,0,0.5319143,0,0.5319144,0,0,86.5824509,203.4857188
120,9.6774509,22.5807188,2.3225491,5.8235382,0,0.5319143,0,0.5319143,0,0.5319144,76.905,180.905
120,13.7096167,28.2256814,9.6774509,22.5807188,2.3225491,5.8235382,0,0.5319143,0,0.5319143,63.1953833,152.6793186
120,13.7096968,34.9677552,13.7096167,28.2256814,9.6774509,22.5807188,2.3225491,5.8235382,0,0.5319143,49.4856865,117.7115634
120,10.7742369,29.1291494,13.7096968,34.9677552,13.7096167,28.2256814,9.6774509,22.5807188,2.3225491,5.8235382,38.7114496,88.582414
120,9.7439781,23.552471,10.7742369,29.1291494,13.7096968,34.9677552,13.7096167,28.2256814,9.6774509,22.5807188,28.9674715,65.029943
120,14.0624715,28.124943,9.7439781,23.552471,10.7742369,29.1291494,13.7096968,34.9677552,13.7096167,28.2256814,14.905,36.905
120,4.0322402,5.6451363,14.0624715,28.124943,9.7439781,23.552471,10.7742369,29.1291494,13.7096968,34.9677552,10.8727598,31.2598637
120,0.9677598,2.3135727,4.0322402,5.6451363,14.0624715,28.124943,9.7439781,23.552471,10.7742369,29.1291494,9.905,28.946291
120,0,1.2614682,0.9677598,2.3135727,4.0322402,5.6451363,14.0624715,28.124943,9.7439781,23.552471,9.905,27.6848228
120,0,1.2614683,0,1.2614682,0.9677598,2.3135727,4.0322402,5.6451363,14.0624715,28.124943,9.905,26.4233545
120,0,1.2614683,0,1.2614683,0,1.2614682,0.9677598,2.3135727,4.0322402,5.6451363,9.905,25.1618862
120,0,1.2614682,0,1.2614683,0,1.2614683,0,1.2614682,0.9677598,2.3135727,9.905,23.900418
120,0,1.2614683,0,1.2614682,0,1.2614683,0,1.2614683,0,1.2614682,9.905,22.6389497
120,0,1.2614683,0,1.2614683,0,1.2614682,0,1.2614683,0,1.2614683,9.905,21.3774814
120,0,1.2614682,0,1.2614683,0,1.2614683,0,1.2614682,0,1.2614683,9.905,20.1160132
120,0,1.3077807,0,1.2614682,0,1.2614683,0,1.2614683,0,1.2614682,9.905,18.8082325
120,0,2.4193628,0,1.3077807,0,1.2614682,0,1.2614683,0,1.2614683,9.905,16.3888697
120,1.8749989,5.4838667,0,2.4193628,0,1.3077807,0,1.2614682,0,1.2614683,8.0300011,10.905003
120,1.5443562,3.4193581,1.8749989,5.4838667,0,2.4193628,0,1.3077807,0,1.2614682,6.4856449,7.4856449
