trial,widget dx,widget dy,widget dx[-1],widget dy[-1],widget dx[-2],widget dy[-2],widget dx[-3],widget dy[-3],widget dx[-4],widget dy[-4],target rel x,target rel y
55,5.5806514,-3.9032169,6.8064294,-3.4516083,6.3992056,-3.5524166,6.9556489,-4.5766196,12.9031687,-7.2580324,31.9616838,-16.8447366
55,4.0322402,-0.8064481,5.5806514,-3.9032169,6.8064294,-3.4516083,6.3992056,-3.5524166,6.9556489,-4.5766196,27.9294436,-16.0382885
55,2.0967721,-0.1612886,4.0322402,-0.8064481,5.5806514,-3.9032169,6.8064294,-3.4516083,6.3992056,-3.5524166,25.8326715,-15.8769999
55,1.5846777,0,2.0967721,-0.1612886,4.0322402,-0.8064481,5.5806514,-3.9032169,6.8064294,-3.4516083,24.2479938,-15.8769999
55,1.3508029,0,1.5846777,0,2.0967721,-0.1612886,4.0322402,-0.8064481,5.5806514,-3.9032169,22.8971909,-15.8769999
55,1.8971909,1.1230001,1.3508029,0,1.5846777,0,2.0967721,-0.1612886,4.0322402,-0.8064481,21,-17
55,0,0,1.8971909,1.1230001,1.3508029,0,1.5846777,0,2.0967721,-0.1612886,21,-17
55,0,0,0,0,1.8971909,1.1230001,1.3508029,0,1.5846777,0,21,-17
55,0,0,0,0,0,0,1.8971909,1.1230001,1.3508029,0,21,-17
55,0,0,0,0,0,0,0,0,1.8971909,1.1230001,21,-17
56,0,0,0,0,0,0,0,0,0,0,178.842,33.842
56,1.0638313,0.5319157,0,0,0,0,0,0,0,0,177.7781687,33.3100843
56,1.0638314,0.5319156,1.0638313,0.5319157,0,0,0,0,0,0,176.7143373,32.7781687
56,1.0638313,0.5319157,1.0638314,0.5319156,1.0638313,0.5319157,0,0,0,0,175.650506,32.246253
56,5.453753,1.3720128,1.0638313,0.5319157,1.0638314,0.5319156,1.0638313,0.5319157,0,0,170.196753,30.8742402
56,19.354753,4.0322402,5.453753,1.3720128,1.0638313,0.5319157,1.0638314,0.5319156,1.0638313,0.5319157,150.842,26.842
56,23.387173,4.8387254,19.354753,4.0322402,5.453753,1.3720128,1.0638313,0.5319157,1.0638314,0.5319156,127.454827,22.0032746
56,22.2378818,3.5362824,23.387173,4.8387254,19.354753,4.0322402,5.453753,1.3720128,1.0638313,0.5319157,105.2169452,18.4669922
56,22.6008222,2.3991906,22.2378818,3.5362824,23.387173,4.8387254,19.354753,4.0322402,5.453753,1.3720128,82.616123,16.0678016
56,20.2902985,1.2258016,22.6008222,2.3991906,22.2378818,3.5362824,23.387173,4.8387254,19.354753,4.0322402,62.3258245,14.842
56,10.4838245,0,20.2902985,1.2258016,22.6008222,2.3991906,22.2378818,3.5362824,23.387173,4.8387254,51.842,14.842
56,4.0322712,0,10.4838245,0,20.2902985,1.2258016,22.6008222,2.3991906,22.2378818,3.5362824,47.8097288,14.842
56,1.5806326,0,4.0322712,0,10.4838245,0,20.2902985,1.2258016,22.6008222,2.3991906,46.2290962,14.842
56,1.6058494,0,1.5806326,0,4.0322712,0,10.4838245,0,20.2902985,1.2258016,44.6232468,14.842
56,2.1683507,0,1.6058494,0,1.5806326,0,4.0322712,0,10.4838245,0,42.4548961,14.842
56,1.6128961,0,2.1683507,0,1.6058494,0,1.5806326,0,4.0322712,0,40.842,14.842
56,0.842,0.842,1.6128961,0,2.1683507,0,1.6058494,0,1.5806326,0,40,14
56,0,0,0.842,0.842,1.6128961,0,2.1683507,0,1.6058494,0,40,14
56,0,0,0,0,0.842,0.842,1.6128961,0,2.1683507,0,40,14
56,0,0,0,0,0,0,0.842,0.842,1.6128961,0,40,14
56,0,0,0,0,0,0,0,0,0.842,0.842,40,14
57,0,0,0,0,0,0,0,0,0,0,107.03,40.03
57,2.4193442,0,0,0,0,0,0,0,0,0,104.6106558,40.03
57,3.6451598,0,2.4193442,0,0,0,0,0,0,0,100.965496,40.03
57,7.3870696,0.4193518,3.6451598,0,2.4193442,0,0,0,0,0,93.5784264,39.6106482
57,13.454562,2.1118686,7.3870696,0.4193518,3.6451598,0,2.4193442,0,0,0,80.1238644,37.4987796
57,21.0938644,5.4687796,13.454562,2.1118686,7.3870696,0.4193518,3.6451598,0,2.4193442,0,59.03,32.03
57,16.9354089,6.4515844,21.0938644,5.4687796,13.454562,2.1118686,7.3870696,0.4193518,3.6451598,0,42.0945911,25.5784156
57,12.0323015,4.6129196,16.9354089,6.4515844,21.0938644,5.4687796,13.454562,2.1118686,7.3870696,0.4193518,30.0622896,20.965496
57,8.3871041,3.1935515,12.0323015,4.6129196,16.9354089,6.4515844,21.0938644,5.4687796,13.454562,2.1118686,21.6751855,17.7719445
57,5.3225903,1.9677461,8.3871041,3.1935515,12.0323015,4.6129196,16.9354089,6.4515844,21.0938644,5.4687796,16.3525952,15.8041984
57,3.3525952,1.8041984,5.3225903,1.9677461,8.3871041,3.1935515,12.0323015,4.6129196,16.9354089,6.4515844,13,14
57,0,0,3.3525952,1.8041984,5.3225903,1.9677461,8.3871041,3.1935515,12.0323015,4.6129196,13,14
57,0,0,0,0,3.3525952,1.8041984,5.3225903,1.9677461,8.3871041,3.1935515,13,14
57,0,0,0,0,0,0,3.3525952,1.8041984,5.3225903,1.9677461,13,14
57,0,0,0,0,0,0,0,0,3.3525952,1.8041984,13,14
58,0,0,0,0,0,0,0,0,0,0,-186.971,-113.971
58,-3.2257922,-0.8064481,0,0,0,0,0,0,0,0,-183.7452078,-113.1645519
58,-6.1179482,-4.9435434,-3.2257922,-0.8064481,0,0,0,0,0,0,-177.6272596,-108.2210085
58,-8.6885106,-8.6693557,-6.1179482,-4.9435434,-3.2257922,-0.8064481,0,0,0,0,-168.938749,-99.5516528
58,-13.7741218,-14.9676628,-8.6885106,-8.6693557,-6.1179482,-4.9435434,-3.2257922,-0.8064481,0,0,-155.1646272,-84.58399
58,-24.1936272,-26.61299,-13.7741218,-14.9676628,-8.6885106,-8.6693557,-6.1179482,-4.9435434,-3.2257922,-0.8064481,-130.971,-57.971
58,-26.6127854,-20.9676491,-24.1936272,-26.61299,-13.7741218,-14.9676628,-8.6885106,-8.6693557,-6.1179482,-4.9435434,-104.3582146,-37.0033509
58,-38.258056,-19.74197,-26.6127854,-20.9676491,-24.1936272,-26.61299,-13.7741218,-14.9676628,-8.6885106,-8.6693557,-66.1001586,-17.2613809
58,-28.6603676,-10.9153731,-38.258056,-19.74197,-26.6127854,-20.9676491,-24.1936272,-26.61299,-13.7741218,-14.9676628,-37.439791,-6.3460078
58,-14.4042486,-2.9556451,-28.6603676,-10.9153731,-38.258056,-19.74197,-26.6127854,-20.9676491,-24.1936272,-26.61299,-23.0355424,-3.3903627
58,-8.0645424,-2.4193627,-14.4042486,-2.9556451,-28.6603676,-10.9153731,-38.258056,-19.74197,-26.6127854,-20.9676491,-14.971,-0.971
58,-3.2257922,0,-8.0645424,-2.4193627,-14.4042486,-2.9556451,-28.6603676,-10.9153731,-38.258056,-19.74197,-11.7452078,-0.971
58,-1.3871086,0,-3.2257922,0,-8.0645424,-2.4193627,-14.4042486,-2.9556451,-28.6603676,-10.9153731,-10.3580992,-0.971
58,0.6419008,1.029,-1.3871086,0,-3.2257922,0,-8.0645424,-2.4193627,-14.4042486,-2.9556451,-11,-2
58,0,0,0.6419008,1.029,-1.3871086,0,-3.2257922,0,-8.0645424,-2.4193627,-11,-2
58,0,0,0,0,0.6419008,1.029,-1.3871086,0,-3.2257922,0,-11,-2
58,0,0,0,0,0,0,0.6419008,1.029,-1.3871086,0,-11,-2
58,0,0,0,0,0,0,0,0,0.6419008,1.029,-11,-2
59,0,0,0,0,0,0,0,0,0,0,213.905,-63.095
59,1.8617049,0,0,0,0,0,0,0,0,0,212.0432951,-63.095
59,1.8617048,0,1.8617049,0,0,0,0,0,0,0,210.1815903,-63.095
59,1.8617049,0,1.8617048,0,1.8617049,0,0,0,0,0,208.3198854,-63.095
59,5.2859246,-0.7742078,1.8617049,0,1.8617048,0,1.8617049,0,0,0,203.0339608,-62.3207922
59,16.1289608,-3.2257922,5.2859246,-0.7742078,1.8617049,0,1.8617048,0,1.8617049,0,186.905,-59.095
59,50.0001631,-20.161356,16.1289608,-3.2257922,5.2859246,-0.7742078,1.8617049,0,1.8617048,0,136.9048369,-38.933644
59,41.419218,-14.0322005,50.0001631,-20.161356,16.1289608,-3.2257922,5.2859246,-0.7742078,1.8617049,0,95.4856189,-24.9014435
59,39.1290158,-15.8709644,41.419218,-14.0322005,50.0001631,-20.161356,16.1289608,-3.2257922,5.2859246,-0.7742078,56.3566031,-9.0304791
59,33.7016411,-16.1229949,39.1290158,-15.8709644,41.419218,-14.0322005,50.0001631,-20.161356,16.1289608,-3.2257922,22.654962,7.0925158
59,18.749962,-7.8124842,33.7016411,-16.1229949,39.1290158,-15.8709644,41.419218,-14.0322005,50.0001631,-20.161356,3.905,14.905
59,14.5161764,-6.4516339,18.749962,-7.8124842,33.7016411,-16.1229949,39.1290158,-15.8709644,41.419218,-14.0322005,-10.6111764,21.3566339
59,5.9354387,-2.7741736,14.5161764,-6.4516339,18.749962,-7.8124842,33.7016411,-16.1229949,39.1290158,-15.8709644,-16.5466151,24.1308075
59,1.96774,-0.7741925,5.9354387,-2.7741736,14.5161764,-6.4516339,18.749962,-7.8124842,33.7016411,-16.1229949,-18.5143551,24.905
59,1.0322635,0,1.96774,-0.7741925,5.9354387,-2.7741736,14.5161764,-6.4516339,18.749962,-7.8124842,-19.5466186,24.905
59,1.5483814,-0.0312551,1.0322635,0,1.96774,-0.7741925,5.9354387,-2.7741736,14.5161764,-6.4516339,-21.095,24.9362551
59,0,-0.7812484,1.5483814,-0.0312551,1.0322635,0,1.96774,-0.7741925,5.9354387,-2.7741736,-21.095,25.7175035
59,0.905,0.7175035,0,-0.7812484,1.5483814,-0.0312551,1.0322635,0,1.96774,-0.7741925,-22,25
59,0,0,0.905,0.7175035,0,-0.7812484,1.5483814,-0.0312551,1.0322635,0,-22,25
59,0,0,0,0,0.905,0.7175035,0,-0.7812484,1.5483814,-0.0312551,-22,25
59,0,0,0,0,0,0,0.905,0.7175035,0,-0.7812484,-22,25
59,0,0,0,0,0,0,0,0,0.905,0.7175035,-22,25
60,0,0,0,0,0,0,0,0,0,0,417.279,124.279
60,0.2,1,0,0,0,0,0,0,0,0,417.079,123.279
60,0.2,1,0.2,1,0,0,0,0,0,0,416.879,122.279
60,0.2,1,0.2,1,0.2,1,0,0,0,0,416.679,121.279
60,0.2,1,0.2,1,0.2,1,0.2,1,0,0,416.479,120.279
60,0.2,1,0.2,1,0.2,1,0.2,1,0.2,1,416.279,119.279
60,12.0967206,2.4193441,0.2,1,0.2,1,0.2,1,0.2,1,404.1822794,116.8596559
60,43.8719555,4.7368984,12.0967206,2.4193441,0.2,1,0.2,1,0.2,1,360.3103239,112.1227575
60,58.6119259,9.0372971,43.8719555,4.7368984,12.0967206,2.4193441,0.2,1,0.2,1,301.698398,103.0854604
60,68.354611,14.2580128,58.6119259,9.0372971,43.8719555,4.7368984,12.0967206,2.4193441,0.2,1,233.343787,88.8274476
60,83.064787,18.5484476,68.354611,14.2580128,58.6119259,9.0372971,43.8719555,4.7368984,12.0967206,2.4193441,150.279,70.279
60,36.2901618,11.2902725,83.064787,18.5484476,68.354611,14.2580128,58.6119259,9.0372971,43.8719555,4.7368984,113.9888382,58.9887275
60,36.9032747,13.129041,36.2901618,11.2902725,83.064787,18.5484476,68.354611,14.2580128,58.6119259,9.0372971,77.0855635,45.8596865
60,25.1190283,8.6119267,36.9032747,13.129041,36.2901618,11.2902725,83.064787,18.5484476,68.354611,14.2580128,51.9665352,37.2477598
60,14.7519961,4.7106716,25.1190283,8.6119267,36.9032747,13.129041,36.2901618,11.2902725,83.064787,18.5484476,37.2145391,32.5370882
60,16.9355391,7.2580882,14.7519961,4.7106716,25.1190283,8.6119267,36.9032747,13.129041,36.2901618,11.2902725,20.279,25.279
60,7.2580323,2.4193441,16.9355391,7.2580882,14.7519961,4.7106716,25.1190283,8.6119267,36.9032747,13.129041,13.0209677,22.8596559
60,7.8709756,3.6451598,7.2580323,2.4193441,16.9355391,7.2580882,14.7519961,4.7106716,25.1190283,8.6119267,5.1499921,19.2144961
60,5.5483993,2.7741997,7.8709756,3.6451598,7.2580323,2.4193441,16.9355391,7.2580882,14.7519961,4.7106716,-0.3984072,16.4402964
60,3.6350673,1.3800421,5.5483993,2.7741997,7.8709756,3.6451598,7.2580323,2.4193441,16.9355391,7.2580882,-4.0334745,15.0602543
60,4.6875255,0.7812543,3.6350673,1.3800421,5.5483993,2.7741997,7.8709756,3.6451598,7.2580323,2.4193441,-8.721,14.279
60,0.806448,0,4.6875255,0.7812543,3.6350673,1.3800421,5.5483993,2.7741997,7.8709756,3.6451598,-9.527448,14.279
60,0.8064528,0,0.806448,0,4.6875255,0.7812543,3.6350673,1.3800421,5.5483993,2.7741997,-10.3339008,14.279
60,1.6660992,1.279,0.8064528,0,0.806448,0,4.6875255,0.7812543,3.6350673,1.3800421,-12,13
60,0,0,1.6660992,1.279,0.8064528,0,0.806448,0,4.6875255,0.7812543,-12,13
60,0,0,0,0,1.6660992,1.279,0.8064528,0,0.806448,0,-12,13
60,0,0,0,0,0,0,1.6660992,1.279,0.8064528,0,-12,13
60,0,0,0,0,0,0,0,0,1.6660992,1.279,-12,13
61,0,0,0,0,0,0,0,0,0,0,-278.7520001,-26.7520001
61,-1.0752668,0,0,0,0,0,0,0,0,0,-277.6767333,-26.7520001
61,-1.0752668,0,-1.0752668,0,0,0,0,0,0,0,-276.6014665,-26.7520001
61,-1.0752668,0,-1.0752668,0,-1.0752668,0,0,0,0,0,-275.5261997,-26.7520001
61,-6.1934377,-0.9032064,-1.0752668,0,-1.0752668,0,-1.0752668,0,0,0,-269.332762,-25.8487937
61,-19.7056781,-3.2842796,-6.1934377,-0.9032064,-1.0752668,0,-1.0752668,0,-1.0752668,0,-249.6270839,-22.5645141
61,-28.124943,-4.6874905,-19.7056781,-3.2842796,-6.1934377,-0.9032064,-1.0752668,0,-1.0752668,0,-221.5021409,-17.8770236
61,-50.878998,-9.7056346,-28.124943,-4.6874905,-19.7056781,-3.2842796,-6.1934377,-0.9032064,-1.0752668,0,-170.6231429,-8.171389
61,-47.1613262,-6.2580925,-50.878998,-9.7056346,-28.124943,-4.6874905,-19.7056781,-3.2842796,-6.1934377,-0.9032064,-123.4618167,-1.9132965
61,-35.7418802,-2.5161059,-47.1613262,-6.2580925,-50.878998,-9.7056346,-28.124943,-4.6874905,-19.7056781,-3.2842796,-87.7199365,0.6028094
61,-31.1937272,-4.6774463,-35.7418802,-2.5161059,-47.1613262,-6.2580925,-50.878998,-9.7056346,-28.124943,-4.6874905,-56.5262093,5.2802557
61,-5.6451797,-0.8064543,-31.1937272,-4.6774463,-35.7418802,-2.5161059,-47.1613262,-6.2580925,-50.878998,-9.7056346,-50.8810296,6.08671
61,-1.7540291,-0.1612899,-5.6451797,-0.8064543,-31.1937272,-4.6774463,-35.7418802,-2.5161059,-47.1613262,-6.2580925,-49.1270005,6.2479999
61,-0.7943522,0,-1.7540291,-0.1612899,-5.6451797,-0.8064543,-31.1937272,-4.6774463,-35.7418802,-2.5161059,-48.3326483,6.2479999
61,0.6673517,1.2479999,-0.7943522,0,-1.7540291,-0.1612899,-5.6451797,-0.8064543,-31.1937272,-4.6774463,-49,5
61,0,0,0.6673517,1.2479999,-0.7943522,0,-1.7540291,-0.1612899,-5.6451797,-0.8064543,-49,5
61,0,0,0,0,0.6673517,1.2479999,-0.7943522,0,-1.7540291,-0.1612899,-49,5
61,0,0,0,0,0,0,0.6673517,1.2479999,-0.7943522,0,-49,5
61,0,0,0,0,0,0,0,0,0.6673517,1.2479999,-49,5
62,0,0,0,0,0,0,0,0,0,0,334.9050002,60.9050002
62,0.8064522,0.5376348,0,0,0,0,0,0,0,0,334.098548,60.3673654
62,0.8064521,0.5376348,0.8064522,0.5376348,0,0,0,0,0,0,333.2920959,59.8297306
62,0.8064522,0.5376347,0.8064521,0.5376348,0.8064522,0.5376348,0,0,0,0,332.4856437,59.2920959
62,6.4869362,1.4808536,0.8064522,0.5376347,0.8064521,0.5376348,0.8064522,0.5376348,0,0,325.9987075,57.8112423
62,21.0937073,3.9062421,6.4869362,1.4808536,0.8064522,0.5376347,0.8064521,0.5376348,0.8064522,0.5376348,304.9050002,53.9050002
62,27.4194442,5.6451797,21.0937073,3.9062421,6.4869362,1.4808536,0.8064522,0.5376347,0.8064521,0.5376348,277.485556,48.2598205
62,50.0970583,8.0968136,27.4194442,5.6451797,21.0937073,3.9062421,6.4869362,1.4808536,0.8064522,0.5376347,227.3884977,40.1630069
62,49.2901916,5.0967257,50.0970583,8.0968136,27.4194442,5.6451797,21.0937073,3.9062421,6.4869362,1.4808536,178.0983061,35.0662812
62,45.7741462,2.0645181,49.2901916,5.0967257,50.0970583,8.0968136,27.4194442,5.6451797,21.0937073,3.9062421,132.3241599,33.0017631
62,54.3568134,3.2530385,45.7741462,2.0645181,49.2901916,5.0967257,50.0970583,8.0968136,27.4194442,5.6451797,77.9673465,29.7487246
62,23.4374525,3.9062421,54.3568134,3.2530385,45.7741462,2.0645181,49.2901916,5.0967257,50.0970583,8.0968136,54.529894,25.8424825
62,22.1734229,2.7762077,23.4374525,3.9062421,54.3568134,3.2530385,45.7741462,2.0645181,49.2901916,5.0967257,32.3564711,23.0662748
62,14.2257064,2.4193531,22.1734229,2.7762077,23.4374525,3.9062421,54.3568134,3.2530385,45.7741462,2.0645181,18.1307647,20.6469217
62,7.4838573,2.6451586,14.2257064,2.4193531,22.1734229,2.7762077,23.4374525,3.9062421,54.3568134,3.2530385,10.6469074,18.0017631
62,7.8709603,3.0967629,7.4838573,2.6451586,14.2257064,2.4193531,22.1734229,2.7762077,23.4374525,3.9062421,2.7759471,14.9050002
62,3.2257921,0,7.8709603,3.0967629,7.4838573,2.6451586,14.2257064,2.4193531,22.1734229,2.7762077,-0.449845,14.9050002
62,1.8951634,0,3.2257921,0,7.8709603,3.0967629,7.4838573,2.6451586,14.2257064,2.4193531,-2.3450084,14.9050002
62,1.5887104,0.838719,1.8951634,0,3.2257921,0,7.8709603,3.0967629,7.4838573,2.6451586,-3.9337188,14.0662812
62,1.3870903,1.161281,1.5887104,0.838719,1.8951634,0,3.2257921,0,7.8709603,3.0967629,-5.3208091,12.9050002
62,1.6791909,0.9050002,1.3870903,1.161281,1.5887104,0.838719,1.8951634,0,3.2257921,0,-7,12
62,0,0,1.6791909,0.9050002,1.3870903,1.161281,1.5887104,0.838719,1.8951634,0,-7,12
62,0,0,0,0,1.6791909,0.9050002,1.3870903,1.161281,1.5887104,0.838719,-7,12
62,0,0,0,0,0,0,1.6791909,0.9050002,1.3870903,1.161281,-7,12
62,0,0,0,0,0,0,0,0,1.6791909,0.9050002,-7,12
63,0,0,0,0,0,0,0,0,0,0,191.9360001,-100.0639999
63,0,-0.3968256,0,0,0,0,0,0,0,0,191.9360001,-99.6671743
63,0,-0.3968257,0,-0.3968256,0,0,0,0,0,0,191.9360001,-99.2703486
63,1.5483968,-1.3676463,0,-0.3968257,0,-0.3968256,0,0,0,0,190.3876033,-97.9027023
63,3.8064669,-2.8064622,1.5483968,-1.3676463,0,-0.3968257,0,-0.3968256,0,0,186.5811364,-95.0962401
63,5.6451363,-4.0322402,3.8064669,-2.8064622,1.5483968,-1.3676463,0,-0.3968257,0,-0.3968256,180.9360001,-91.0639999
63,21.7742645,-14.5161764,5.6451363,-4.0322402,3.8064669,-2.8064622,1.5483968,-1.3676463,0,-0.3968257,159.1617356,-76.5478235
63,22.4445422,-13.5776069,21.7742645,-14.5161764,5.6451363,-4.0322402,3.8064669,-2.8064622,1.5483968,-1.3676463,136.7171934,-62.9702166
63,29.2006575,-16.1965976,22.4445422,-13.5776069,21.7742645,-14.5161764,5.6451363,-4.0322402,3.8064669,-2.8064622,107.5165359,-46.773619
63,31.258023,-16.4515867,29.2006575,-16.1965976,22.4445422,-13.5776069,21.7742645,-14.5161764,5.6451363,-4.0322402,76.2585129,-30.3220323
63,15.3225128,-7.2580324,31.258023,-16.4515867,29.2006575,-16.1965976,22.4445422,-13.5776069,21.7742645,-14.5161764,60.9360001,-23.0639999
63,10.4839051,-4.8387255,15.3225128,-7.2580324,31.258023,-16.4515867,29.2006575,-16.1965976,22.4445422,-13.5776069,50.452095,-18.2252744
63,4.96771,-1.7741783,10.4839051,-4.8387255,15.3225128,-7.2580324,31.258023,-16.4515867,29.2006575,-16.1965976,45.484385,-16.4510961
63,1.954636,-0.7933473,4.96771,-1.7741783,10.4839051,-4.8387255,15.3225128,-7.2580324,31.258023,-16.4515867,43.529749,-15.6577488
63,0.7873009,-0.5937489,1.954636,-0.7933473,4.96771,-1.7741783,10.4839051,-4.8387255,15.3225128,-7.2580324,42.7424481,-15.0639999
63,0.806448,0,0.7873009,-0.5937489,1.954636,-0.7933473,4.96771,-1.7741783,10.4839051,-4.8387255,41.9360001,-15.0639999
63,0,-1.6129085,0.806448,0,0.7873009,-0.5937489,1.954636,-0.7933473,4.96771,-1.7741783,41.9360001,-13.4510914
63,0.6129038,-0.3870915,0,-1.6129085,0.806448,0,0.7873009,-0.5937489,1.954636,-0.7933473,41.3230963,-13.0639999
63,1.2258063,-0.419355,0.6129038,-0.3870915,0,-1.6129085,0.806448,0,0.7873009,-0.5937489,40.09729,-12.6446449
63,1.8175446,-0.7993966,1.2258063,-0.419355,0.6129038,-0.3870915,0,-1.6129085,0.806448,0,38.2797454,-11.8452483
63,2.3437453,-0.7812484,1.8175446,-0.7993966,1.2258063,-0.419355,0.6129038,-0.3870915,0,-1.6129085,35.9360001,-11.0639999
63,4.0322712,-0.8064543,2.3437453,-0.7812484,1.8175446,-0.7993966,1.2258063,-0.419355,0.6129038,-0.3870915,31.9037289,-10.2575456
63,3.4193439,-0.8064495,4.0322712,-0.8064543,2.3437453,-0.7812484,1.8175446,-0.7993966,1.2258063,-0.419355,28.484385,-9.4510961
63,4.0645151,-0.3870962,3.4193439,-0.8064495,4.0322712,-0.8064543,2.3437453,-0.7812484,1.8175446,-0.7993966,24.4198699,-9.0639999
63,4.3871,-0.4516151,4.0645151,-0.3870962,3.4193439,-0.8064495,4.0322712,-0.8064543,2.3437453,-0.7812484,20.0327699,-8.6123848
63,3.1592656,-1.5483849,4.3871,-0.4516151,4.0645151,-0.3870962,3.4193439,-0.8064495,4.0322712,-0.8064543,16.8735043,-7.0639999
63,1.5625085,0,3.1592656,-1.5483849,4.3871,-0.4516151,4.0645151,-0.3870962,3.4193439,-0.8064495,15.3109958,-7.0639999
63,0.9878995,0,1.5625085,0,3.1592656,-1.5483849,4.3871,-0.4516151,4.0645151,-0.3870962,14.3230963,-7.0639999
63,1.6451613,-0.419355,0.9878995,0,1.5625085,0,3.1592656,-1.5483849,4.3871,-0.4516151,12.677935,-6.6446449
63,2.19355,-0.8064526,1.6451613,-0.419355,0.9878995,0,1.5625085,0,3.1592656,-1.5483849,10.484385,-5.8381923
63,1.5806407,-0.7741924,2.19355,-0.8064526,1.6451613,-0.419355,0.9878995,0,1.5625085,0,8.9037443,-5.0639999
63,0.8064543,0,1.5806407,-0.7741924,2.19355,-0.8064526,1.6451613,-0.419355,0.9878995,0,8.09729,-5.0639999
63,0.7862895,0,0.8064543,0,1.5806407,-0.7741924,2.19355,-0.8064526,1.6451613,-0.419355,7.3110005,-5.0639999
63,1.2137105,0,0.7862895,0,0.8064543,0,1.5806407,-0.7741924,2.19355,-0.8064526,6.09729,-5.0639999
63,2.09729,0.9360001,1.2137105,0,0.7862895,0,0.8064543,0,1.5806407,-0.7741924,4,-6
63,0,0,2.09729,0.9360001,1.2137105,0,0.7862895,0,0.8064543,0,4,-6
63,0,0,0,0,2.09729,0.9360001,1.2137105,0,0.7862895,0,4,-6
63,0,0,0,0,0,0,2.09729,0.9360001,1.2137105,0,4,-6
63,0,0,0,0,0,0,0,0,2.09729,0.9360001,4,-6
64,0,0,0,0,0,0,0,0,0,0,-68.1570001,-97.1570001
64,-13.7096167,-15.3225128,0,0,0,0,0,0,0,0,-54.4473834,-81.8344873
64,-10.0322921,-12.2580984,-13.7096167,-15.3225128,0,0,0,0,0,0,-44.4150913,-69.5763889
64,-16.8386456,-18.419295,-10.0322921,-12.2580984,-13.7096167,-15.3225128,0,0,0,0,-27.5764457,-51.1570939
64,-22.8386838,-25.2257447,-16.8386456,-18.419295,-10.0322921,-12.2580984,-13.7096167,-15.3225128,0,0,-4.7377619,-25.9313492
64,-19.0807246,-25.8680176,-22.8386838,-25.2257447,-16.8386456,-18.419295,-10.0322921,-12.2580984,-13.7096167,-15.3225128,14.3429627,-0.0633316
64,-12.4999746,-27.34369463,-19.0807246,-25.8680176,-22.8386838,-25.2257447,-16.8386456,-18.419295,-10.0322921,-12.2580984,26.8429373,27.28036303
64,-2.1570627,-5.71963697,-12.4999746,-27.34369463,-19.0807246,-25.8680176,-22.8386838,-25.2257447,-16.8386456,-18.419295,29,33
64,0,0,-2.1570627,-5.71963697,-12.4999746,-27.34369463,-19.0807246,-25.8680176,-22.8386838,-25.2257447,29,33
64,0,0,0,0,-2.1570627,-5.71963697,-12.4999746,-27.34369463,-19.0807246,-25.8680176,29,33
64,0,0,0,0,0,0,-2.1570627,-5.71963697,-12.4999746,-27.34369463,29,33
64,0,0,0,0,0,0,0,0,-2.1570627,-5.71963697,29,33
65,0,0,0,0,0,0,0,0,0,0,-161.8139999,-119.8139999
65,-0.4032256,0,0,0,0,0,0,0,0,0,-161.4107743,-119.8139999
65,-0.4032255,0,-0.4032256,0,0,0,0,0,0,0,-161.0075488,-119.8139999
65,-3.5483892,-2.0967752,-0.4032255,0,-0.4032256,0,0,0,0,0,-157.4591596,-117.7172247
65,-9.6129639,-6.9677918,-3.5483892,-2.0967752,-0.4032255,0,-0.4032256,0,0,0,-147.8461957,-110.7494329
65,-17.9385944,-14.8730867,-9.6129639,-6.9677918,-3.5483892,-2.0967752,-0.4032255,0,-0.4032256,0,-129.9076013,-95.8763462
65,-22.656204,-23.4374525,-17.9385944,-14.8730867,-9.6129639,-6.9677918,-3.5483892,-2.0967752,-0.4032255,0,-107.2513973,-72.4388937
65,-28.114837,-25.2378145,-22.656204,-23.4374525,-17.9385944,-14.8730867,-9.6129639,-6.9677918,-3.5483892,-2.0967752,-79.1365603,-47.2010792
65,-21.451596,-16.1612746,-28.114837,-25.2378145,-22.656204,-23.4374525,-17.9385944,-14.8730867,-9.6129639,-6.9677918,-57.6849643,-31.0398046
65,-11.6774386,-6.1290418,-21.451596,-16.1612746,-28.114837,-25.2378145,-22.656204,-23.4374525,-17.9385944,-14.8730867,-46.0075257,-24.9107628
65,-6.451632,-3.3871324,-11.6774386,-6.1290418,-21.451596,-16.1612746,-28.114837,-25.2378145,-22.656204,-23.4374525,-39.5558937,-21.5236304
65,-6.4515843,-7.2580323,-6.451632,-3.3871324,-11.6774386,-6.1290418,-21.451596,-16.1612746,-28.114837,-25.2378145,-33.1043094,-14.2655981
65,-2.5403088,-3.9515967,-6.4515843,-7.2580323,-6.451632,-3.3871324,-11.6774386,-6.1290418,-21.451596,-16.1612746,-30.5640006,-10.3140014
65,-3.2661309,-4.4354868,-2.5403088,-3.9515967,-6.4515843,-7.2580323,-6.451632,-3.3871324,-11.6774386,-6.1290418,-27.2978697,-5.8785146
65,-5.0645348,-4.9677518,-3.2661309,-4.4354868,-2.5403088,-3.9515967,-6.4515843,-7.2580323,-6.451632,-3.3871324,-22.2333349,-0.9107628
65,-5.4838616,-3.1612895,-5.0645348,-4.9677518,-3.2661309,-4.4354868,-2.5403088,-3.9515967,-6.4515843,-7.2580323,-16.7494733,2.2505267
