trial,target r,target y,target x,iteration,time,widget x,widget y
166,7,175,306,16,0.8,303.095000029,179.159521963
166,7,175,306,17,0.85,303.095000029,175.836936902
166,7,175,306,18,0.9,304,176
166,7,175,306,19,0.95,304,176
166,7,175,306,20,1.0,304,176
166,7,175,306,21,1.05,304,176
166,7,175,306,22,1.1,304,176
167,63,377,512,0,0.0,293.157999992,189.157999992
167,63,377,512,1,0.05,293.478512531,191.401587761
167,63,377,512,2,0.1,293.799025069,193.645175529
167,63,377,512,3,0.15,294.119537607,195.888763298
167,63,377,512,4,0.2,322.157906162,229.577257974
167,63,377,512,5,0.25,373.157999991,275.157999992
167,63,377,512,6,0.3,441.545023825,318.577313498
167,63,377,512,7,0.35,478.512809526,339.835404759
167,63,377,512,8,0.4,488.032976523,345.407984346
167,63,377,512,9,0.45,498.093462676,348.416055428
167,63,377,512,10,0.5,503.222511159,351.157999992
167,63,377,512,11,0.55,506,352
167,63,377,512,12,0.6,506,352
167,63,377,512,13,0.65,506,352
167,63,377,512,14,0.7,506,352
167,63,377,512,15,0.75,506,352
168,34,118,580,0,0.0,422.157999992,196.157999992
168,34,118,580,1,0.05,423.757999992,196.157999992
168,34,118,580,2,0.1,425.357999992,196.157999992
168,34,118,580,3,0.15,431.803136275,192.125759791
168,34,118,580,4,0.2,473.907953053,167.470527374
168,34,118,580,5,0.25,522.157999991,145.157999993
168,34,118,580,6,0.3,550.577313498,137.09349602
168,34,118,580,7,0.35,567.907966092,133.501762705
168,34,118,580,8,0.4,577.383792154,131.157999992
168,34,118,580,9,0.45,582,131
168,34,118,580,10,0.5,582,131
168,34,118,580,11,0.55,582,131
168,34,118,580,12,0.6,582,131
168,34,118,580,13,0.65,582,131
169,24,160,297,0,0.0,281.93900013,226.93900013
169,24,160,297,1,0.05,281.401366725,223.175566293
169,24,160,297,2,0.1,280.93900013,218.18903403
169,24,160,297,3,0.15,282.55189621,195.003591283
169,24,160,297,4,0.2,287.197055566,174.584185634
169,24,160,297,5,0.25,290,170
169,24,160,297,6,0.3,290,170
169,24,160,297,7,0.35,290,170
169,24,160,297,8,0.4,290,170
169,24,160,297,9,0.45,290,170
170,39,237,359,0,0.0,475.846000195,114.846000195
170,39,237,359,1,0.05,471.084110715,119.607889675
170,39,237,359,2,0.1,453.749268078,139.684644126
170,39,237,359,3,0.15,419.878351146,181.620097284
170,39,237,359,4,0.2,390.158527576,206.314728681
170,39,237,359,5,0.25,371.846000195,223.846000195
170,39,237,359,6,0.3,364.007297811,230.297603372
170,39,237,359,7,0.35,360.627254432,233.064745957
170,39,237,359,8,0.4,361,235
170,39,237,359,9,0.45,361,235
170,39,237,359,10,0.5,361,235
170,39,237,359,11,0.55,361,235
170,39,237,359,12,0.6,361,235
171,10,265,567,0,0.0,275.595999956,226.595999956
171,10,265,567,1,0.05,275.595999956,227.389651206
171,10,265,567,2,0.1,277.563728743,227.595999956
171,10,265,567,3,0.15,293.692720561,227.595999956
171,10,265,567,4,0.2,328.757271721,227.595999956
171,10,265,567,5,0.25,366.595999956,227.595999956
171,10,265,567,6,0.3,395.789511873,230.047603134
171,10,265,567,7,0.35,420.531457529,234.789545713
171,10,265,567,8,0.4,441.499168602,238.015344077
171,10,265,567,9,0.45,458.466970477,241.854065068
171,10,265,567,10,0.5,475.595999956,244.595999956
171,10,265,567,11,0.55,492.112107106,244.595999956
171,10,265,567,12,0.6,506.176652759,244.595999956
171,10,265,567,13,0.65,518.095968664,244.595999956
171,10,265,567,14,0.7,527.273420105,245.43471003
171,10,265,567,15,0.75,533.821790778,246.660511619
171,10,265,567,16,0.8,543.095998466,249.845999211
171,10,265,567,17,0.85,548.047615043,252.821807499
171,10,265,567,18,0.9,552.950840254,256.950840254
171,10,265,567,19,0.95,556.033498932,259.470997907
171,10,265,567,20,1.0,559.660511619,262.725023283
171,10,265,567,21,1.05,562.241159311,266.595999956
171,10,265,567,22,1.1,564,268
171,10,265,567,23,1.15,564,268
171,10,265,567,24,1.2,564,268
171,10,265,567,25,1.25,564,268
171,10,265,567,26,1.3,564,268
172,16,178,194,0,0.0,132.81400013,137.81400013
172,16,178,194,1,0.05,133.877828773,138.877828773
172,16,178,194,2,0.1,135.975274673,140.781728916
172,16,178,194,3,0.15,147.265584452,150.459136412
172,16,178,194,4,0.2,155.330130353,155.491420278
172,16,178,194,5,0.25,161.81400013,159.81400013
172,16,178,194,6,0.3,166.652702513,163.426900924
172,16,178,194,7,0.35,170.039807673,166.039807673
172,16,178,194,8,0.4,172.438992307,166.81400013
172,16,178,194,9,0.45,175.233353554,167.443030267
172,16,178,194,10,0.5,176.910767625,169.846255961
172,16,178,194,11,0.55,181.688999012,171.438999757
172,16,178,194,12,0.6,186.491422759,174.265615216
172,16,178,194,13,0.65,190,177
172,16,178,194,14,0.7,190,177
172,16,178,194,15,0.75,190,177
172,16,178,194,16,0.8,190,177
172,16,178,194,17,0.85,190,177
173,40,384,564,0,0.0,468.032999992,356.032999992
173,40,384,564,1,0.05,471.224494017,357.628747005
173,40,384,564,2,0.1,477.904039185,360.774967629
173,40,384,564,3,0.15,510.968539089,372.065271206
173,40,384,564,4,0.2,530.678190459,377.194297609
173,40,384,564,5,0.25,543.032999992,381.032999992
173,40,384,564,6,0.3,549,384
173,40,384,564,7,0.35,549,384
173,40,384,564,8,0.4,549,384
173,40,384,564,9,0.45,549,384
173,40,384,564,10,0.5,549,384
174,48,259,378,0,0.0,446.032000065,389.032000065
174,48,259,378,1,0.05,442.806195499,388.225548923
174,48,259,378,2,0.1,438.451388942,377.515968287
174,48,259,378,3,0.15,424.907039181,329.532156528
174,48,259,378,4,0.2,405.419130133,265.677279399
174,48,259,378,5,0.25,386.999744481,209.935233314
174,48,259,378,6,0.3,387,208
174,48,259,378,7,0.35,387,208
174,48,259,378,8,0.4,387,208
174,48,259,378,9,0.45,387,208
174,48,259,378,10,0.5,387,208
175,12,125,279,0,0.0,547.032999992,262.032999992
175,12,125,279,1,0.05,545.420097709,261.226548851
175,12,125,279,2,0.1,538.282987327,254.939242076
175,12,125,279,3,0.15,513.48455241,241.35554908
175,12,125,279,4,0.2,463.226538061,220.226544212
175,12,125,279,5,0.25,403.001580958,192.657938525
175,12,125,279,6,0.3,361.226539647,176.742673591
175,12,125,279,7,0.35,334.549097914,162.903953593
175,12,125,279,8,0.4,314.291041585,153.162020789
175,12,125,279,9,0.45,297.581384509,143.678159695
175,12,125,279,10,0.5,283.774893797,134.903946895
175,12,125,279,11,0.55,273.452342724,129.742671358
175,12,125,279,12,0.6,269.581381433,127.581381433
175,12,125,279,13,0.65,267.753428837,126.032999992
175,12,125,279,14,0.7,267.215795432,126.032999992
175,12,125,279,15,0.75,268,127
175,12,125,279,16,0.8,268,127
175,12,125,279,17,0.85,268,127
175,12,125,279,18,0.9,268,127
175,12,125,279,19,0.95,268,127
176,33,390,427,0,0.0,225.907999992,172.907999992
176,33,390,427,1,0.05,227.107999992,176.107999992
176,33,390,427,2,0.1,228.307999992,179.307999992
176,33,390,427,3,0.15,238.585376476,191.391824517
176,33,390,427,4,0.2,292.488554351,256.101424282
176,33,390,427,5,0.25,337.907999992,326.907999992
176,33,390,427,6,0.3,346.082310711,337.16946607
176,33,390,427,7,0.35,346.541026444,337.857539669
176,33,390,427,8,0.4,346.999742176,338.545613269
176,33,390,427,9,0.45,347.458457909,339.233686868
176,33,390,427,10,0.5,348.101533494,340.037022327
176,33,390,427,11,0.55,360.157968327,346.407987326
176,33,390,427,12,0.6,374.714412704,351.133801581
176,33,390,427,13,0.65,384.262814488,353.58540724
176,33,390,427,14,0.7,389.22048714,354.345495708
176,33,390,427,15,0.75,393.940255576,354.907999992
176,33,390,427,16,0.8,395.553156618,355.553156618
176,33,390,427,17,0.85,399.407998502,357.157999247
176,33,390,427,18,0.9,402.58540724,360.424110864
176,33,390,427,19,0.95,409.714443468,364.262832599
176,33,390,427,20,1.0,413.970495336,367.970495336
176,33,390,427,21,1.05,416.198313245,369.553156618
176,33,390,427,22,1.1,418,372
176,33,390,427,23,1.15,418,372
176,33,390,427,24,1.2,418,372
176,33,390,427,25,1.25,418,372
176,33,390,427,26,1.3,418,372
177,35,337,549,0,0.0,262.877000093,266.877000093
177,35,337,549,1,0.05,263.838539178,266.877000093
177,35,337,549,2,0.1,264.800078263,266.877000093
177,35,337,549,3,0.15,265.761617347,266.877000093
177,35,337,549,4,0.2,291.135071358,272.070550465
177,35,337,549,5,0.25,339.877000093,283.877000093
177,35,337,549,6,0.3,395.973786841,294.32861518
177,35,337,549,7,0.35,440.97380376,306.457652896
177,35,337,549,8,0.4,472.43952794,315.127008662
177,35,337,549,9,0.45,496.651195428,318.135065205
177,35,337,549,10,0.5,512.070535083,321.909255925
177,35,337,549,11,0.55,519.751998976,323.501999721
177,35,337,549,12,0.6,526.780230266,325.102807637
177,35,337,549,13,0.65,534.070550465,328.393130317
177,35,337,549,14,0.7,540,331
177,35,337,549,15,0.75,540,331
177,35,337,549,16,0.8,540,331
177,35,337,549,17,0.85,540,331
177,35,337,549,18,0.9,540,331
178,72,119,295,0,0.0,593.907999992,278.907999992
178,72,119,295,1,0.05,585.843488577,278.907999992
178,72,119,295,2,0.1,540.940434255,261.06935606
178,72,119,295,3,0.15,457.0694225,232.037071549
178,72,119,295,4,0.2,397.940254286,208.037029472
178,72,119,295,5,0.25,361.907999992,174.907999992
178,72,119,295,6,0.3,340.101587281,158.166091253
178,72,119,295,7,0.35,325.553154733,150.230577363
178,72,119,295,8,0.4,320.495302493,147.907999992
178,72,119,295,9,0.45,319.069289918,147.488644955
178,72,119,295,10,0.5,316,146
178,72,119,295,11,0.55,316,146
178,72,119,295,12,0.6,316,146
178,72,119,295,13,0.65,316,146
178,72,119,295,14,0.7,316,146
179,21,264,538,0,0.0,267.128000021,283.128000021
179,21,264,538,1,0.05,275.064512523,280.74704627
179,21,264,538,2,0.1,295.741006851,274.160240223
179,21,264,538,3,0.15,337.676447604,268.515091536
179,21,264,538,4,0.2,378.78425966,254.877991453
179,21,264,538,5,0.25,385.692225889,250.128000021
179,21,264,538,6,0.3,388.21515966,250.128000021
179,21,264,538,7,0.35,390.738093431,250.128000021
179,21,264,538,8,0.4,393.261027202,250.128000021
179,21,264,538,9,0.45,402.257035653,249.708644984
179,21,264,538,10,0.5,446.534316611,245.128000021
179,21,264,538,11,0.55,465.869941509,245.128000021
179,21,264,538,12,0.6,477.031237141,245.353809301
179,21,264,538,13,0.65,482.644133965,246.966711336
179,21,264,538,14,0.7,488.386065133,247.966710095
179,21,264,538,15,0.75,495.19252657,249.128000021
179,21,264,538,16,0.8,499.708657289,249.128000021
179,21,264,538,17,0.85,504.257046421,249.128000021
179,21,264,538,18,0.9,510.644133965,249.966711336
179,21,264,538,19,0.95,519.934460367,253.579615107
179,21,264,538,20,1.0,527.19252657,255.160263295
179,21,264,538,21,1.05,532.353821606,258.063492972
179,21,264,538,22,1.1,536.644130244,260.386065133
179,21,264,538,23,1.15,538.128000021,261.55657318
179,21,264,538,24,1.2,540,264
179,21,264,538,25,1.25,540,264
179,21,264,538,26,1.3,540,264
179,21,264,538,27,1.35,540,264
179,21,264,538,28,1.4,540,264
180,11,311,391,0,0.0,448.097000122,215.097000122
180,11,311,391,1,0.05,448.097000122,215.364379749
180,11,311,391,2,0.1,448.097000122,215.631759377
180,11,311,391,3,0.15,448.097000122,215.899139004
180,11,311,391,4,0.2,447.690752078,219.75323252
180,11,311,391,5,0.25,439.097000122,232.097000122
180,11,311,391,6,0.3,425.419595355,244.935702505
180,11,311,391,7,0.35,413.784525548,256.628220459
180,11,311,391,8,0.4,405.871207961,267.742136404
180,11,311,391,9,0.45,400.000241062,272.77440737
180,11,311,391,10,0.5,396.034504779,280.221990809
180,11,311,391,11,0.55,393.484099328,284.709900917
180,11,311,391,12,0.6,391.097000122,289.5486033
180,11,311,391,13,0.65,390.258290048,295.290550494
180,11,311,391,14,0.7,390.097000122,299.193759182
180,11,311,391,15,0.75,389.097000122,304.161511785
180,11,311,391,16,0.8,389.097000122,306.257000351
180,11,311,391,17,0.85,389.097000122,306.657000351
180,11,311,391,18,0.9,389.097000122,307.057000351
180,11,311,391,19,0.95,391,309
180,11,311,391,20,1.0,391,309
180,11,311,391,21,1.05,391,309
180,11,311,391,22,1.1,391,309
180,11,311,391,23,1.15,391,309
181,31,183,419,0,0.0,259.157999992,351.157999992
181,31,183,419,1,0.05,259.557999992,349.957999992
181,31,183,419,2,0.1,259.957999992,348.757999992
181,31,183,419,3,0.15,264.996725449,342.512820293
181,31,183,419,4,0.2,289.287035624,320.706384509
181,31,183,419,5,0.25,323.157999992,294.157999993
181,31,183,419,6,0.3,343.738652794,277.416058505
181,31,183,419,7,0.35,358.738652795,264.125732104
181,31,183,419,8,0.4,369.033012845,250.657982856
181,31,183,419,9,0.45,382.093485252,230.383804658
181,31,183,419,10,0.5,394.31927915,213.932209171
181,31,183,419,11,0.55,402.28299813,202.7830026
181,31,183,419,12,0.6,409.061230165,194.57734719
181,31,183,419,13,0.65,412.996710067,187.480579844
181,31,183,419,14,0.7,416.380220617,183.713558744
181,31,183,419,15,0.75,418,183
181,31,183,419,16,0.8,418,183
181,31,183,419,17,0.85,418,183
181,31,183,419,18,0.9,418,183
181,31,183,419,19,0.95,418,183
182,37,216,570,0,0.0,207.938999891,216.938999891
182,37,216,570,1,0.05,209.541565032,215.977460807
182,37,216,570,2,0.1,211.144130173,215.015921722
182,37,216,570,3,0.15,212.746695314,214.054382637
182,37,216,570,4,0.2,231.470272383,203.251484897
182,37,216,570,5,0.25,257.938999891,185.938999891
182,37,216,570,6,0.3,267.938999891,176.32609612
182,37,216,570,7,0.35,269.644127575,175.938999891
182,37,216,570,8,0.4,271.887718773,175.938999891
182,37,216,570,9,0.45,274.13130997,175.938999891
182,37,216,570,10,0.5,292.689122826,174.876489647
182,37,216,570,11,0.55,338.003535669,172.938999891
182,37,216,570,12,0.6,367.842237011,170.938999891
182,37,216,570,13,0.65,372.607459414,170.938999891
182,37,216,570,14,0.7,375.816014942,170.938999891
182,37,216,570,15,0.75,379.02457047,170.938999891
182,37,216,570,16,0.8,382.233125998,170.938999891
182,37,216,570,17,0.85,411.422989647,171.164809171
182,37,216,570,18,0.9,458.197092243,173.616422521
182,37,216,570,19,0.95,471.842230064,177.842230064
182,37,216,570,20,1.0,474.20823119,178.938999891
182,37,216,570,21,1.05,476.131309359,178.938999891
182,37,216,570,22,1.1,478.054387528,178.938999891
182,37,216,570,23,1.15,484.845258366,178.938999891
182,37,216,570,24,1.2,502.551920583,183.293845151
182,37,216,570,25,1.25,516.390635371,187.938999891
182,37,216,570,26,1.3,529.501547389,189.907764141
182,37,216,570,27,1.35,539.003520784,191.455130114
182,37,216,570,28,1.4,550.164841473,194.680947085
182,37,216,570,29,1.45,560.814003244,200.345252406
182,37,216,570,30,1.5,569.197077308,204.132557954
182,37,216,570,31,1.55,576.32611304,208.97126778
182,37,216,570,32,1.6,581,213
182,37,216,570,33,1.65,581,213
182,37,216,570,34,1.7,581,213
182,37,216,570,35,1.75,581,213
182,37,216,570,36,1.8,581,213
183,30,283,490,0,0.0,115.002000093,198.002000093
183,30,283,490,1,0.05,120.321143309,198.002000093
183,30,283,490,2,0.1,128.292277967,198.776183123
183,30,283,490,3,0.15,189.582800414,210.872996763
183,30,283,490,4,0.2,261.501906216,222.658232491
183,30,283,490,5,0.25,308.002000093,233.002000093
183,30,283,490,6,0.3,308.103604892,237.103604892
183,30,283,490,7,0.35,308.37098452,237.37098452
183,30,283,490,8,0.4,308.638364147,237.638364147
183,30,283,490,9,0.45,308.905743774,237.905743774
183,30,283,490,10,0.5,321.033180942,243.376974947
183,30,283,490,11,0.55,367.711690612,259.905230266
183,30,283,490,12,0.6,401.582652896,270.227807637
183,30,283,490,13,0.65,407.840710168,271.002000093
183,30,283,490,14,0.7,408.716286673,271.002000093
183,30,283,490,15,0.75,411.582648976,271.002000093
183,30,283,490,16,0.8,417.872956224,272.292318804
183,30,283,490,17,0.85,434.034267982,277.679422723
183,30,283,490,18,0.9,448.550390763,282.518130317
183,30,283,490,19,0.95,461.518108782,283.002000093
183,30,283,490,20,1.0,471.195535083,283.002000093
183,30,283,490,21,1.05,478.292318804,283.002000093
183,30,283,490,22,1.1,482.260065205,283.002000093
183,30,283,490,23,1.15,484,284
183,30,283,490,24,1.2,484,284
183,30,283,490,25,1.25,484,284
183,30,283,490,26,1.3,484,284
183,30,283,490,27,1.35,484,284
184,11,171,109,0,0.0,495.783000231,223.783000231
184,11,171,109,1,0.05,495.141975154,223.141975154
184,11,171,109,2,0.1,494.500950077,222.500950077
184,11,171,109,3,0.15,493.859925001,221.859925001
184,11,171,109,4,0.2,490.363648419,217.686241171
184,11,171,109,5,0.25,489.783000231,211.783000231
184,11,171,109,6,0.3,489.170099436,203.331397053
184,11,171,109,7,0.35,487.105595464,194.879793875
184,11,171,109,8,0.4,478.283031523,187.720519789
184,11,171,109,9,0.45,450.460501308,181.524944795
184,11,171,109,10,0.5,419.815332724,177.557211146
184,11,171,109,11,0.55,381.408047729,168.90800973
184,11,171,109,12,0.6,367.586217831,164.783000231
184,11,171,109,13,0.65,366.180594404,164.783000231
184,11,171,109,14,0.7,364.774970977,164.783000231
184,11,171,109,15,0.75,363.36934755,164.783000231
184,11,171,109,16,0.8,361.963724124,164.783000231
184,11,171,109,17,0.85,358.533006936,164.033002466
184,11,171,109,18,0.9,328.299298762,157.589482111
184,11,171,109,19,0.95,290.395950248,156.783000231
184,11,171,109,20,1.0,275.772362702,157.783000231
184,11,171,109,21,1.05,275.506405204,157.783000231
184,11,171,109,22,1.1,275.240447706,157.783000231
184,11,171,109,23,1.15,274.974490208,157.783000231
184,11,171,109,24,1.2,268.912058936,157.783000231
184,11,171,109,25,1.25,243.492766965,157.783000231
184,11,171,109,26,1.3,218.686265782,157.783000231
184,11,171,109,27,1.35,207.00881085,157.783000231
184,11,171,109,28,1.4,204.783000231,158.653966137
184,11,171,109,29,1.45,204.783000231,159.27236094
184,11,171,109,30,1.5,204.718488568,159.976535221
184,11,171,109,31,1.55,199.04109566,163.46041517
184,11,171,109,32,1.6,170.299175707,163.783000231
184,11,171,109,33,1.65,150.408026867,163.783000231
184,11,171,109,34,1.7,143.81526683,166.718467033
184,11,171,109,35,1.75,141.510276203,168.783000231
184,11,171,109,36,1.8,139.638618812,168.783000231
184,11,171,109,37,1.85,137.766961421,168.783000231
184,11,171,109,38,1.9,135.89530403,168.783000231
184,11,171,109,39,1.95,127.783006191,168.783000231
184,11,171,109,40,2.0,121.202395261,168.783000231
184,11,171,109,41,2.05,112.234620329,168.783000231
184,11,171,109,42,2.1,110.132208911,168.783000231
184,11,171,109,43,2.15,111,170
184,11,171,109,44,2.2,111,170
184,11,171,109,45,2.25,111,170
184,11,171,109,46,2.3,111,170
184,11,171,109,47,2.35,111,170
185,35,139,165,0,0.0,566.877000093,232.877000093
185,35,139,165,1,0.05,554.877000093,230.477000093
185,35,139,165,2,0.1,542.877000093,228.077000093
185,35,139,165,3,0.15,494.941379472,225.264091608
185,35,139,165,4,0.2,421.941514833,227.877000093
185,35,139,165,5,0.25,416.708048492,227.877000093
185,35,139,165,6,0.3,414.881565317,227.877000093
185,35,139,165,7,0.35,413.055082142,227.877000093
185,35,139,165,8,0.4,411.228598967,227.877000093
185,35,139,165,9,0.45,398.973769127,223.264094684
185,35,139,165,10,0.5,288.360976007,180.522185945
185,35,139,165,11,0.55,230.377007544,168.627000839
185,35,139,165,12,0.6,221.65611691,167.266558502
185,35,139,165,13,0.65,220.049690137,166.463345115
185,35,139,165,14,0.7,218.443263363,165.660131728
185,35,139,165,15,0.75,216.83683659,164.856918342
185,35,139,165,16,0.8,215.230409817,164.053704955
185,35,139,165,17,0.85,195.12701723,144.62701574
185,35,139,165,18,0.9,172.006029573,125.522159796
185,35,139,165,19,0.95,166.425385007,121.877000093
185,35,139,165,20,1.0,167,123
185,35,139,165,21,1.05,167,123
185,35,139,165,22,1.1,167,123
185,35,139,165,23,1.15,167,123
185,35,139,165,24,1.2,167,123
186,36,273,435,0,0.0,260.095000029,199.095000029
186,36,273,435,1,0.05,260.688751984,201.28250394
186,36,273,435,2,0.1,270.353006689,205.44982033
186,36,273,435,3,0.15,306.643447611,215.933725485
186,36,273,435,4,0.2,364.84495309,236.376224603
186,36,273,435,5,0.25,404.095000029,254.095000029
186,36,273,435,6,0.3,419.224037745,258.933711343
186,36,273,435,7,0.35,430.188757945,263.532503195
186,36,273,435,8,0.4,435.707908514,265.095000029
186,36,273,435,9,0.45,437,266
186,36,273,435,10,0.5,437,266
186,36,273,435,11,0.55,437,266
186,36,273,435,12,0.6,437,266
186,36,273,435,13,0.65,437,266
187,9,302,508,0,0.0,354.06400013,123.06400013
187,9,302,508,1,0.05,356.483353554,123.06400013
187,9,302,508,2,0.1,358.902706979,123.06400013
187,9,302,508,3,0.15,372.251532261,130.376519408
187,9,302,508,4,0.2,408.160781468,162.999491543
187,9,302,508,5,0.25,455.967163416,217.192954237
187,9,302,508,6,0.3,491.188995287,259.813994914
187,9,302,508,7,0.35,507.967230303,277.644652932
187,9,302,508,8,0.4,513.580130353,291.451100873
187,9,302,508,9,0.45,514.501499105,298.376497056
187,9,302,508,10,0.5,516.06400013,303.193023456
187,9,302,508,11,0.55,516.06400013,308.35431884
187,9,302,508,12,0.6,516.06400013,308.649107063
187,9,302,508,13,0.65,516.06400013,308.117191392
187,9,302,508,14,0.7,513.709167523,298.354334917
187,9,302,508,15,0.75,511.06400013,294.001497336
187,9,302,508,16,0.8,512,294
187,9,302,508,17,0.85,512,294
187,9,302,508,18,0.9,512,294
187,9,302,508,19,0.95,512,294
187,9,302,508,20,1.0,512,294
188,26,120,372,0,0.0,357.970000029,396.970000029
188,26,120,372,1,0.05,357.970000029,395.357099813
188,26,120,372,2,0.1,357.970000029,390.251322067
188,26,120,372,3,0.15,364.421584351,338.260494092
188,26,120,372,4,0.2,375.744166336,263.228243124
188,26,120,372,5,0.25,383.157486059,200.87633152
188,26,120,372,6,0.3,390.808702412,154.711984139
188,26,120,372,7,0.35,400.195801618,113.582976195
188,26,120,372,8,0.4,400.970000029,92.7441892106
188,26,120,372,9,0.45,400.865161672,87.9700000286
188,26,120,372,10,0.5,400.461936102,87.9700000286
188,26,120,372,11,0.55,400.058710531,87.9700000286
188,26,120,372,12,0.6,394.840992084,93.550611151
188,26,120,372,13,0.65,388.453869806,99.808710103
188,26,120,372,14,0.7,386.51838916,104.421610897
188,26,120,372,15,0.75,383.970000029,107.034511692
188,26,120,372,16,0.8,382.679681318,110.260318739
188,26,120,372,17,0.85,383,113
188,26,120,372,18,0.9,383,113
188,26,120,372,19,0.95,383,113
188,26,120,372,20,1.0,383,113
188,26,120,372,21,1.05,383,113
189,73,139,519,0,0.0,186.188999891,116.188999891
189,73,139,519,1,0.05,188.339539025,116.188999891
189,73,139,519,2,0.1,194.78278314,116.188999891
189,73,139,519,3,0.15,235.382627173,117.801908377
189,73,139,519,4,0.2,314.28578123,124.027709966
189,73,139,519,5,0.25,377.814102336,131.251510136
189,73,139,519,6,0.3,410.672882866,133.801903663
189,73,139,519,7,0.35,431.35032981,136.188999891
189,73,139,519,8,0.4,449.737401724,137.027711206
189,73,139,519,9,0.45,457.447065003,137.188999891
189,73,139,519,10,0.5,463.22126329,137.188999891
189,73,139,519,11,0.55,464.834165573,137.188999891
189,73,139,519,12,0.6,468.414809171,137.188999891
189,73,139,519,13,0.65,470,138
189,73,139,519,14,0.7,470,138
189,73,139,519,15,0.75,470,138
189,73,139,519,16,0.8,470,138
189,73,139,519,17,0.85,470,138
190,11,356,436,0,0.0,433.845999956,265.845999956
190,11,356,436,1,0.05,433.845999956,276.783519514
190,11,356,436,2,0.1,434.039551916,307.13638327
190,11,356,436,3,0.15,434.845999956,332.942813597
190,11,356,436,4,0.2,434.845999956,340.877255311
190,11,356,436,5,0.25,434.845999956,345.845999956
190,11,356,436,6,0.3,434.845999956,348.048128474
190,11,356,436,7,0.35,434.845999956,348.580042795
190,11,356,436,8,0.4,434.845999956,349.652454199
190,11,356,436,9,0.45,436,355
190,11,356,436,10,0.5,436,355
190,11,356,436,11,0.55,436,355
190,11,356,436,12,0.6,436,355
190,11,356,436,13,0.65,436,355
191,31,137,412,0,0.0,344.06400013,186.06400013
191,31,137,412,1,0.05,345.451095779,185.483356655
191,31,137,412,2,0.1,346.526365346,183.870452305
191,31,137,412,3,0.15,359.967168775,167.741487363
191,31,137,412,4,0.2,379.70915487,149.805941617
191,31,137,412,5,0.25,393.06400013,140.06400013
191,31,137,412,6,0.3,398.365585425,138.06400013
191,31,137,412,7,0.35,400,139
191,31,137,412,8,0.4,400,139
191,31,137,412,9,0.45,400,139
191,31,137,412,10,0.5,400,139
191,31,137,412,11,0.55,400,139
192,45,395,414,0,0.0,247.907999992,249.907999992
192,45,395,414,1,0.05,247.907999992,250.228512531
192,45,395,414,2,0.1,247.907999992,250.549025069
192,45,395,414,3,0.15,247.907999992,250.869537607
192,45,395,414,4,0.2,251.424130215,258.585420141
192,45,395,414,5,0.25,271.327325804,271.166046645
192,45,395,414,6,0.3,300.782989934,289.532993659
192,45,395,414,7,0.35,328.198343314,307.391882968
192,45,395,414,8,0.4,350.456390662,322.617680587
192,45,395,414,9,0.45,362.657995894,337.09549487
192,45,395,414,10,0.5,372.037023319,351.037023319
192,45,395,414,11,0.55,380.424115479,358.778956123
192,45,395,414,12,0.6,387.907997012,369.657994777
192,45,395,414,13,0.65,393.424130215,380.778970513
192,45,395,414,14,0.7,396.907999992,386.359610861
192,45,395,414,15,0.75,398,388
192,45,395,414,16,0.8,398,388
192,45,395,414,17,0.85,398,388
192,45,395,414,18,0.9,398,388
192,45,395,414,19,0.95,398,388
193,16,376,523,0,0.0,580.063999891,172.063999891
193,16,376,523,1,0.05,576.999481033,197.386594182
193,16,376,523,2,0.1,565.902688134,252.096350842
193,16,376,523,3,0.15,552.999457464,303.709261114
193,16,376,523,4,0.2,543.289804557,339.128520783
193,16,376,523,5,0.25,534.063999891,361.063999891
193,16,376,523,6,0.3,521.999481033,374.741422521
193,16,376,523,7,0.35,514.838192348,382.741422521
193,16,376,523,8,0.4,513.251497749,385.063999891
193,16,376,523,9,0.45,513.063999891,385.265835057
193,16,376,523,10,0.5,513.063999891,385.495192672
193,16,376,523,11,0.55,513.063999891,385.724550288
193,16,376,523,12,0.6,513.063999891,385.953907903
193,16,376,523,13,0.65,514,387
193,16,376,523,14,0.7,514,387
193,16,376,523,15,0.75,514,387
193,16,376,523,16,0.8,514,387
193,16,376,523,17,0.85,514,387
194,45,100,370,0,0.0,448.845000029,266.845000029
194,45,100,370,1,0.05,443.780496056,247.877289701
194,45,100,370,2,0.1,432.751242112,220.438732613
194,45,100,370,3,0.15,422.393415706,198.941831383
194,45,100,370,4,0.2,414.909514768,181.490159731
194,45,100,370,5,0.25,408.720009342,172.68876167
194,45,100,370,6,0.3,403.61919844,166.61919844
194,45,100,370,7,0.35,399.619192485,159.715962313
194,45,100,370,8,0.4,398.006289954,151.651449657
194,45,100,370,9,0.45,396.845000029,146.586934917
194,45,100,370,10,0.5,396.845000029,143.780488365
194,45,100,370,11,0.55,396.652692084,141.845000029
194,45,100,370,12,0.6,396.171922909,141.845000029
194,45,100,370,13,0.65,395.691153734,141.845000029
194,45,100,370,14,0.7,395.210384559,141.845000029
194,45,100,370,15,0.75,394.729615384,141.845000029
194,45,100,370,16,0.8,394.248846209,141.845000029
194,45,100,370,17,0.85,392.812747521,140.554684395
194,45,100,370,18,0.9,389.001249982,132.626249796
194,45,100,370,19,0.95,386.941778291,127.39338916
194,45,100,370,20,1.0,387,128
194,45,100,370,21,1.05,387,128
194,45,100,370,22,1.1,387,128
