trial,target r,target y,target x,iteration,time,widget x,widget y
103,40,367,170,10,0.5,174.939999819,331.939999819
103,40,367,170,11,0.55,174.939999819,335.552908304
103,40,367,170,12,0.6,176,337
103,40,367,170,13,0.65,176,337
103,40,367,170,14,0.7,176,337
103,40,367,170,15,0.75,176,337
103,40,367,170,16,0.8,176,337
104,37,379,348,0,0.0,461.095000029,263.095000029
104,37,379,348,1,0.05,458.967342742,265.754571637
104,37,379,348,2,0.1,454.578905184,270.417549116
104,37,379,348,3,0.15,419.901372747,306.707990039
104,37,379,348,4,0.2,380.127254322,350.320810847
104,37,379,348,5,0.25,366.095000029,366.095000029
104,37,379,348,6,0.3,365.095000029,366.401453093
104,37,379,348,7,0.35,364.983887824,367.095000029
104,37,379,348,8,0.4,364.190236574,367.095000029
104,37,379,348,9,0.45,365,368
104,37,379,348,10,0.5,365,368
104,37,379,348,11,0.55,365,368
104,37,379,348,12,0.6,365,368
104,37,379,348,13,0.65,365,368
105,55,373,425,0,0.0,549.000999928,223.000999928
105,55,373,425,1,0.05,545.162274471,226.452633869
105,55,373,425,2,0.1,532.968716409,242.613948405
105,55,373,425,3,0.15,510.563432686,281.001113176
105,55,373,425,4,0.2,486.452528876,313.22690899
105,55,373,425,5,0.25,467.839683555,332.1623163
105,55,373,425,6,0.3,459.875978507,341.376029916
105,55,373,425,7,0.35,447.097762808,354.355855607
105,55,373,425,8,0.4,443.162288613,360.678422557
105,55,373,425,9,0.45,444,362
105,55,373,425,10,0.5,444,362
105,55,373,425,11,0.55,444,362
105,55,373,425,12,0.6,444,362
105,55,373,425,13,0.65,444,362
106,54,106,333,0,0.0,581.907999992,138.907999992
106,54,106,333,1,0.05,571.75175749,142.501748921
106,54,106,333,2,0.1,540.8113494,143.359633934
106,54,106,333,3,0.15,460.166253854,128.037071549
106,54,106,333,4,0.2,375.564357561,117.283007816
106,54,106,333,5,0.25,319.907999992,110.907999992
106,54,106,333,6,0.3,300.069297609,107.295099198
106,54,106,333,7,0.35,298,108
106,54,106,333,8,0.4,298,108
106,54,106,333,9,0.45,298,108
106,54,106,333,10,0.5,298,108
106,54,106,333,11,0.55,298,108
107,31,375,112,0,0.0,160.845000029,392.845000029
107,31,375,112,1,0.05,156.780496056,391.006297645
107,31,375,112,2,0.1,144.344974697,381.438732613
107,31,375,112,3,0.15,123.780519625,368.812759827
107,31,375,112,4,0.2,116,368
107,31,375,112,5,0.25,116,368
107,31,375,112,6,0.3,116,368
107,31,375,112,7,0.35,116,368
107,31,375,112,8,0.4,116,368
108,19,260,235,0,0.0,426.031999826,366.031999826
108,19,260,235,1,0.05,420.580365885,366.031999826
108,19,260,235,2,0.1,399.515814229,357.870669908
108,19,260,235,3,0.15,353.969368883,327.53191489
108,19,260,235,4,0.2,301.064169272,302.257764301
108,19,260,235,5,0.25,278.612577258,291.902946729
108,19,260,235,6,0.3,261.031965554,284.906978406
108,19,260,235,7,0.35,249.902953427,277.354571987
108,19,260,235,8,0.4,243.515865882,274.193288512
108,19,260,235,9,0.45,241.603426668,273.317713247
108,19,260,235,10,0.5,240.826871073,273.031999826
108,19,260,235,11,0.55,240.506358044,273.031999826
108,19,260,235,12,0.6,240.185845016,273.031999826
108,19,260,235,13,0.65,239.193288512,272.193288512
108,19,260,235,14,0.7,239,273
108,19,260,235,15,0.75,239,273
108,19,260,235,16,0.8,239,273
108,19,260,235,17,0.85,239,273
108,19,260,235,18,0.9,239,273
109,28,342,181,0,0.0,443.001999855,383.001999855
109,28,342,181,1,0.05,440.874337172,383.001999855
109,28,342,181,2,0.1,437.647136138,383.001999855
109,28,342,181,3,0.15,404.582555605,380.582637127
109,28,342,181,4,0.2,331.61474991,367.518107006
109,28,342,181,5,0.25,262.001999857,358.001999855
109,28,342,181,6,0.3,221.260058368,352.16328854
109,28,342,181,7,0.35,202.647136138,347.808447895
109,28,342,181,8,0.4,191.356820156,345.38909137
109,28,342,181,9,0.45,187.324579707,344.001999855
109,28,342,181,10,0.5,183.001999855,344.001999855
109,28,342,181,11,0.55,184,345
109,28,342,181,12,0.6,184,345
109,28,342,181,13,0.65,184,345
109,28,342,181,14,0.7,184,345
109,28,342,181,15,0.75,184,345
110,65,205,203,0,0.0,571.907999992,271.907999992
110,65,205,203,1,0.05,550.972628062,268.42415701
110,65,205,203,2,0.1,502.521071527,258.198359391
110,65,205,203,3,0.15,413.004942096,242.06931175
110,65,205,203,4,0.2,339.230712129,233.133816963
110,65,205,203,5,0.25,303.907999992,225.907999992
110,65,205,203,6,0.3,275.649984103,213.004793637
110,65,205,203,7,0.35,262.520908478,206.907999992
110,65,205,203,8,0.4,260.101551952,206.907999992
110,65,205,203,9,0.45,261,208
110,65,205,203,10,0.5,261,208
110,65,205,203,11,0.55,261,208
110,65,205,203,12,0.6,261,208
110,65,205,203,13,0.65,261,208
111,12,267,173,0,0.0,223.238000155,115.238000154
111,12,267,173,1,0.05,223.238000155,119.999889635
111,12,267,173,2,0.1,219.302542582,150.108833776
111,12,267,173,3,0.15,202.367071711,217.044337445
111,12,267,173,4,0.2,188.302542582,248.560549242
111,12,267,173,5,0.25,180.238000155,255.238000155
111,12,267,173,6,0.3,174.786396977,260.076702538
111,12,267,173,7,0.35,173.044454397,262.818637426
111,12,267,173,8,0.4,172.238000155,266.044448195
111,12,267,173,9,0.45,170.827747232,266.238000155
111,12,267,173,10,0.5,169.225182091,266.238000155
111,12,267,173,11,0.55,167.62261695,266.238000155
111,12,267,173,12,0.6,175,275
111,12,267,173,13,0.65,175,275
111,12,267,173,14,0.7,175,275
111,12,267,173,15,0.75,175,275
111,12,267,173,16,0.8,175,275
112,55,285,281,0,0.0,179.157999992,232.157999992
112,55,285,281,1,0.05,186.072886173,236.413314565
112,55,285,281,2,0.1,194.674094837,241.125728779
112,55,285,281,3,0.15,218.867616679,249.996688235
112,55,285,281,4,0.2,231.416055428,252.157999992
112,55,285,281,5,0.25,235.157999992,252.157999992
112,55,285,281,6,0.3,235.157999992,252.157999992
112,55,285,281,7,0.35,235.157999992,252.157999992
112,55,285,281,8,0.4,235.157999992,252.157999992
112,55,285,281,9,0.45,235.157999992,252.157999992
112,55,285,281,10,0.5,235.157999992,252.157999992
112,55,285,281,11,0.55,235.157999992,252.157999992
112,55,285,281,12,0.6,235.157999992,252.157999992
112,55,285,281,13,0.65,235.157999992,252.157999992
112,55,285,281,14,0.7,235.157999992,252.157999992
112,55,285,281,15,0.75,235.157999992,252.157999992
112,55,285,281,16,0.8,235.157999992,252.157999992
112,55,285,281,17,0.85,235.157999992,252.157999992
112,55,285,281,18,0.9,235.157999992,252.157999992
112,55,285,281,19,0.95,235.157999992,252.157999992
112,55,285,281,20,1.0,235.509063363,252.860126734
112,55,285,281,21,1.05,236.040977685,253.923955378
112,55,285,281,22,1.1,242.932189373,257.674126246
112,55,285,281,23,1.15,246.028965898,259.157999992
112,55,285,281,24,1.2,247,260
112,55,285,281,25,1.25,247,260
112,55,285,281,26,1.3,247,260
112,55,285,281,27,1.35,247,260
112,55,285,281,28,1.4,247,260
113,37,141,386,0,0.0,570.000999928,161.000999928
113,37,141,386,1,0.05,565.162293078,161.807451069
113,37,141,386,2,0.1,546.282223013,162.000999928
113,37,141,386,3,0.15,500.74283022,156.355820229
113,37,141,386,4,0.2,440.549378293,146.484869705
113,37,141,386,5,0.25,401.719768787,141.000999928
113,37,141,386,6,0.3,392.694546863,141.000999928
113,37,141,386,7,0.35,393,142
113,37,141,386,8,0.4,393,142
113,37,141,386,9,0.45,393,142
113,37,141,386,10,0.5,393,142
113,37,141,386,11,0.55,393,142
114,22,291,272,0,0.0,433.782999992,391.782999992
114,22,291,272,1,0.05,427.105577363,391.782999992
114,22,291,272,2,0.1,410.314210411,379.189216744
114,22,291,272,3,0.15,370.621643924,349.879732109
114,22,291,272,4,0.2,318.395899249,317.912029472
114,22,291,272,5,0.25,285.47044877,291.407938525
114,22,291,272,6,0.3,271.492673591,276.718481134
114,22,291,272,7,0.35,269,274
114,22,291,272,8,0.4,269,274
114,22,291,272,9,0.45,269,274
114,22,291,272,10,0.5,269,274
114,22,291,272,11,0.55,269,274
115,50,101,211,0,0.0,181.970000029,397.970000029
115,50,101,211,1,0.05,181.970000029,396.357097746
115,50,101,211,2,0.1,185.501261111,360.126178782
115,50,101,211,3,0.15,198.228032392,258.841260721
115,50,101,211,4,0.2,207.647420177,188.87321869
115,50,101,211,5,0.25,209.970000029,161.907504685
115,50,101,211,6,0.3,211.195801618,158.131297645
115,50,101,211,7,0.35,215.421615115,144.615154769
115,50,101,211,8,0.4,216.970000029,138.29257988
115,50,101,211,9,0.45,217.389355066,135.131289954
115,50,101,211,10,0.5,219,134
115,50,101,211,11,0.55,219,134
115,50,101,211,12,0.6,219,134
115,50,101,211,13,0.65,219,134
115,50,101,211,14,0.7,219,134
116,28,301,517,0,0.0,325.032999992,360.032999992
116,28,301,517,1,0.05,328.224494017,360.032999992
116,28,301,517,2,0.1,338.775078378,358.678136275
116,28,301,517,3,0.15,421.839617282,334.48455241
116,28,301,517,4,0.2,517.936230958,297.839449621
116,28,301,517,5,0.25,558.032999992,283.032999993
116,28,301,517,6,0.3,564.258807536,281.032999992
116,28,301,517,7,0.35,564.424026285,281.154794734
116,28,301,517,8,0.4,563.622744327,281.315051126
116,28,301,517,9,0.45,562.821462368,281.475307517
116,28,301,517,10,0.5,562.02018041,281.635563909
116,28,301,517,11,0.55,561.218898452,281.7958203
116,28,301,517,12,0.6,560.417616494,281.956076692
116,28,301,517,13,0.65,555.839449621,284.549130215
116,28,301,517,14,0.7,544.282987327,291.345509492
116,28,301,517,15,0.75,538.968488329,294.032999992
116,28,301,517,16,0.8,535.742671358,294.678164309
116,28,301,517,17,0.85,535,297
116,28,301,517,18,0.9,535,297
116,28,301,517,19,0.95,535,297
116,28,301,517,20,1.0,535,297
116,28,301,517,21,1.05,535,297
117,39,303,351,0,0.0,195.845999956,117.845999956
117,39,303,351,1,0.05,196.166512494,117.845999956
117,39,303,351,2,0.1,196.487025033,117.845999956
117,39,303,351,3,0.15,196.807537571,117.845999956
117,39,303,351,4,0.2,220.233079265,150.265330234
117,39,303,351,5,0.25,263.845999956,212.845999956
117,39,303,351,6,0.3,294.975007901,242.749206312
117,39,303,351,7,0.35,311.620182985,255.620182985
117,39,303,351,8,0.4,319.684688198,262.878240158
117,39,303,351,9,0.45,326.942775142,271.942775142
117,39,303,351,10,0.5,331.877743585,276.877743585
117,39,303,351,11,0.55,336.297603134,281.910503928
117,39,303,351,12,0.6,340.297615043,287.071807499
117,39,303,351,13,0.65,343,289
117,39,303,351,14,0.7,343,289
117,39,303,351,15,0.75,343,289
117,39,303,351,16,0.8,343,289
117,39,303,351,17,0.85,343,289
118,32,276,344,0,0.0,147.032999992,133.032999992
118,32,276,344,1,0.05,149.194289918,135.774934881
118,32,276,344,2,0.1,163.452454862,143.323383306
118,32,276,344,3,0.15,218.2911697,178.807264545
118,32,276,344,4,0.2,306.549182514,245.226587281
118,32,276,344,5,0.25,334.032999992,263.032999992
118,32,276,344,6,0.3,334.807192449,261.807192449
118,32,276,344,7,0.35,333.032999992,259.839448033
118,32,276,344,8,0.4,334,260
118,32,276,344,9,0.45,334,260
118,32,276,344,10,0.5,334,260
118,32,276,344,11,0.55,334,260
118,32,276,344,12,0.6,334,260
119,16,283,115,0,0.0,102.345000029,171.345000029
119,16,283,115,1,0.05,102.345000029,176.721347864
119,16,283,115,2,0.1,102.345000029,185.720031694
119,16,283,115,3,0.15,102.345000029,215.054722155
119,16,283,115,4,0.2,106.764355066,248.957905438
119,16,283,115,5,0.25,109.345000029,263.376247933
119,16,283,115,6,0.3,109.54930181,264.345000029
119,16,283,115,7,0.35,110.086935215,264.345000029
119,16,283,115,8,0.4,110.345000029,264.760998869
119,16,283,115,9,0.45,110.345000029,265.560998869
119,16,283,115,10,0.5,110.345000029,266.361127944
119,16,283,115,11,0.55,110.345000029,267.167582187
119,16,283,115,12,0.6,110.345000029,268.570807572
119,16,283,115,13,0.65,110.345000029,269.764355066
119,16,283,115,14,0.7,110.345000029,270.796615115
119,16,283,115,15,0.75,110.868809733,272.392619437
119,16,283,115,16,0.8,112,274
119,16,283,115,17,0.85,112,274
119,16,283,115,18,0.9,112,274
119,16,283,115,19,0.95,112,274
119,16,283,115,20,1.0,112,274
120,5,393,340,0,0.0,251.095000029,182.095000029
120,5,393,340,1,0.05,251.095000029,183.158828672
120,5,393,340,2,0.1,253.417549116,189.514281233
120,5,393,340,3,0.15,276.804616714,240.32068144
120,5,393,340,4,0.2,301.2885504,304.417586032
120,5,393,340,5,0.25,325.095000029,356.095000029
120,5,393,340,6,0.3,330.095000029,364.053708981
120,5,393,340,7,0.35,330.095000029,366.576645511
120,5,393,340,8,0.4,330.095000029,369.099582041
120,5,393,340,9,0.45,330.095000029,371.622518572
120,5,393,340,10,0.5,330.095000029,374.191767524
120,5,393,340,11,0.55,331.969998911,382.094997048
120,5,393,340,12,0.6,334.095000029,386.320807572
120,5,393,340,13,0.65,335.772420177,389.611130252
120,5,393,340,14,0.7,337.532499004,394.532499004
120,5,393,340,15,0.75,338.611129805,395.095000029
120,5,393,340,16,0.8,339.095000029,395.740159384
120,5,393,340,17,0.85,339.344999494,396.095000029
120,5,393,340,18,0.9,339.665512522,396.095000029
120,5,393,340,19,0.95,339.98602555,396.095000029
120,5,393,340,20,1.0,341,397
120,5,393,340,21,1.05,341,397
120,5,393,340,22,1.1,341,397
120,5,393,340,23,1.15,341,397
120,5,393,340,24,1.2,341,397
121,13,105,408,0,0.0,358.157999992,166.157999992
121,13,105,408,1,0.05,358.157999992,163.757999992
121,13,105,408,2,0.1,358.157999992,161.357999992
121,13,105,408,3,0.15,362.996725449,148.061186352
121,13,105,408,4,0.2,384.028992047,109.512809526
121,13,105,408,5,0.25,397.157999992,93.1579999927
121,13,105,408,6,0.3,398.770903764,92.1579999924
121,13,105,408,7,0.35,399.157999992,92.3099998474
121,13,105,408,8,0.4,399.157999992,92.5099998474
121,13,105,408,9,0.45,399.157999992,92.7099998474
121,13,105,408,10,0.5,399.157999992,92.9099998474
121,13,105,408,11,0.55,399.157999992,93.1099998474
121,13,105,408,12,0.6,399.157999992,95.6096185521
121,13,105,408,13,0.65,399.157999992,97.9705035314
121,13,105,408,14,0.7,399.157999992,98.6311196888
121,13,105,408,15,0.75,399.157999992,99.1738755912
121,13,105,408,16,0.8,399.157999992,99.9675238379
121,13,105,408,17,0.85,400,101
121,13,105,408,18,0.9,400,101
121,13,105,408,19,0.95,400,101
121,13,105,408,20,1.0,400,101
121,13,105,408,21,1.05,400,101
122,15,301,508,0,0.0,365.970000029,306.970000029
122,15,301,508,1,0.05,368.792584451,307.373226375
122,15,301,508,2,0.1,371.615168873,307.776452721
122,15,301,508,3,0.15,391.657581426,307.970000029
122,15,301,508,4,0.2,425.937745735,307.970000029
122,15,301,508,5,0.25,446.324896048,307.970000029
122,15,301,508,6,0.3,458.844998911,307.970000029
122,15,301,508,7,0.35,460.582904669,307.970000029
122,15,301,508,8,0.4,466.002267918,306.292577399
122,15,301,508,9,0.45,475.470025361,305.532496862
122,15,301,508,10,0.5,486.066789852,304.970000029
122,15,301,508,11,0.55,490.260328663,304.970000029
122,15,301,508,12,0.6,495.970004499,303.970000029
122,15,301,508,13,0.65,500.647422658,303.131288714
122,15,301,508,14,0.7,505.324845288,302.970000029
122,15,301,508,15,0.75,508,304
122,15,301,508,16,0.8,508,304
122,15,301,508,17,0.85,508,304
122,15,301,508,18,0.9,508,304
122,15,301,508,19,0.95,508,304
123,48,201,369,0,0.0,460.157999992,122.157999992
123,48,201,369,1,0.05,458.557999992,124.557999992
123,48,201,369,2,0.1,456.957999992,126.957999992
123,48,201,369,3,0.15,452.125759791,131.383792154
123,48,201,369,4,0.2,431.287074626,144.9321663
123,48,201,369,5,0.25,402.157999993,164.157999992
123,48,201,369,6,0.3,391.706396815,172.996702376
123,48,201,369,7,0.35,389.932198403,175.157999992
123,48,201,369,8,0.4,388.950000572,175.781998253
123,48,201,369,9,0.45,388.550000572,176.981998253
123,48,201,369,10,0.5,388.125744409,178.190255576
123,48,201,369,11,0.55,386.533003159,179.782996826
123,48,201,369,12,0.6,387,181
123,48,201,369,13,0.65,387,181
123,48,201,369,14,0.7,387,181
123,48,201,369,15,0.75,387,181
123,48,201,369,16,0.8,387,181
124,11,152,565,0,0.0,549.970000029,382.970000029
124,11,152,565,1,0.05,549.970000029,381.770000029
124,11,152,565,2,0.1,549.970000029,380.570000029
124,11,152,565,3,0.15,549.970000029,364.647487262
124,11,152,565,4,0.2,549.970000029,302.647501106
124,11,152,565,5,0.25,549.970000029,277.532532625
124,11,152,565,6,0.3,549.970000029,257.22809129
124,11,152,565,7,0.35,549.970000029,234.840992084
124,11,152,565,8,0.4,549.970000029,221.744189211
124,11,152,565,9,0.45,549.131296405,201.195833721
124,11,152,565,10,0.5,547.937744197,191.550674217
124,11,152,565,11,0.55,546.970000029,170.582928411
124,11,152,565,12,0.6,547.195801618,163.292595262
124,11,152,565,13,0.65,550.486130252,160.131289954
124,11,152,565,14,0.7,555.324832635,157.51838916
124,11,152,565,15,0.75,558.00225586,156.970000029
124,11,152,565,16,0.8,560.260318739,156.970000029
124,11,152,565,17,0.85,561.599030165,156.970000029
124,11,152,565,18,0.9,563.657500122,156.970000029
124,11,152,565,19,0.95,565,158
124,11,152,565,20,1.0,565,158
124,11,152,565,21,1.05,565,158
124,11,152,565,22,1.1,565,158
124,11,152,565,23,1.15,565,158
125,15,355,180,0,0.0,477.032999992,243.032999992
125,15,355,180,1,0.05,475.109921823,243.353513021
125,15,355,180,2,0.1,473.186843654,243.674026049
125,15,355,180,3,0.15,471.263765485,243.994539077
125,15,355,180,4,0.2,392.161857196,270.71048013
125,15,355,180,5,0.25,280.032999995,308.032999992
125,15,355,180,6,0.3,251.613635876,315.710422622
125,15,355,180,7,0.35,230.936168638,324.774967629
125,15,355,180,8,0.4,212.387820294,335.258816963
125,15,355,180,9,0.45,202.613644955,339.45235503
125,15,355,180,10,0.5,200.032999992,342.032999992
125,15,355,180,11,0.55,197.194288678,348.09751885
125,15,355,180,12,0.6,195.355572153,351.710427832
125,15,355,180,13,0.65,192.220496453,354.845503531
125,15,355,180,14,0.7,193,356
125,15,355,180,15,0.75,193,356
125,15,355,180,16,0.8,193,356
125,15,355,180,17,0.85,193,356
125,15,355,180,18,0.9,193,356
126,5,148,164,0,0.0,494.595999956,169.595999956
126,5,148,164,1,0.05,488.995999956,169.595999956
126,5,148,164,2,0.1,483.395999956,169.595999956
126,5,148,164,3,0.15,453.983009946,166.370182985
126,5,148,164,4,0.2,356.502199618,149.127238175
126,5,148,164,5,0.25,272.595999956,134.595999956
126,5,148,164,6,0.3,242.628250925,138.273422586
126,5,148,164,7,0.35,236.376750018,141.612041571
126,5,148,164,8,0.4,234.772472254,142.948939708
126,5,148,164,9,0.45,233.16819449,144.285837844
126,5,148,164,10,0.5,231.377264625,145.658495765
126,5,148,164,11,0.55,213.563732067,147.595999956
126,5,148,164,12,0.6,195.563732067,147.595999956
126,5,148,164,13,0.65,186.079869733,147.595999956
126,5,148,164,14,0.7,177.918579807,147.595999956
126,5,148,164,15,0.75,172.564087329,146.595999956
126,5,148,164,16,0.8,170.968340317,146.595999956
126,5,148,164,17,0.85,169.14438487,146.595999956
126,5,148,164,18,0.9,166.757289882,146.595999956
126,5,148,164,19,0.95,166.117276762,146.595999956
126,5,148,164,20,1.0,165.587936014,146.595999956
126,5,148,164,21,1.05,165.184709668,146.595999956
126,5,148,164,22,1.1,164.781483322,146.595999956
126,5,148,164,23,1.15,162.908497535,146.595999956
126,5,148,164,24,1.2,164,148
126,5,148,164,25,1.25,164,148
126,5,148,164,26,1.3,164,148
126,5,148,164,27,1.35,164,148
126,5,148,164,28,1.4,164,148
127,13,146,376,0,0.0,199.032999992,112.032999992
127,13,146,376,1,0.05,201.432999992,112.032999992
127,13,146,376,2,0.1,203.832999992,112.032999992
127,13,146,376,3,0.15,217.129813633,112.032999992
127,13,146,376,4,0.2,242.903970512,112.871710067
127,13,146,376,5,0.25,277.407974846,116.064247897
127,13,146,376,6,0.3,300.678171652,119.484615079
127,13,146,376,7,0.35,321.291075424,124.484615079
127,13,146,376,8,0.4,331.549130215,126.871710067
127,13,146,376,9,0.45,336.45235503,129.032999992
127,13,146,376,10,0.5,341.162023319,131.065255824
127,13,146,376,11,0.55,348.258796768,133.968478058
127,13,146,376,12,0.6,354.387845252,137.710422622
127,13,146,376,13,0.65,361.549130215,140.032999992
127,13,146,376,14,0.7,365.93622173,140.032999992
127,13,146,376,15,0.75,369.065255824,140.065255824
127,13,146,376,16,0.8,371.968478058,141.032999992
127,13,146,376,17,0.85,374.291065104,141.032999992
127,13,146,376,18,0.9,376,142
127,13,146,376,19,0.95,376,142
127,13,146,376,20,1.0,376,142
127,13,146,376,21,1.05,376,142
127,13,146,376,22,1.1,376,142
128,15,340,167,0,0.0,512.470999956,397.470999956
128,15,340,167,1,0.05,508.707556472,396.395730389
128,15,340,167,2,0.1,496.720936626,393.283484124
128,15,340,167,3,0.15,419.503108121,379.825820257
128,15,340,167,4,0.2,304.212928692,362.858094547
128,15,340,167,5,0.25,268.452736428,353.470999956
128,15,340,167,6,0.3,267.539493847,353.470999956
128,15,340,167,7,0.35,266.626251265,353.470999956
128,15,340,167,8,0.4,265.713008683,353.470999956
128,15,340,167,9,0.45,264.799766101,353.470999956
128,15,340,167,10,0.5,247.987162482,353.34197663
128,15,340,167,11,0.55,223.7935352,347.535507005
128,15,340,167,12,0.6,209.890347154,346.01938487
128,15,340,167,13,0.65,200.277449584,344.470999956
128,15,340,167,14,0.7,196.567769783,342.470999956
128,15,340,167,15,0.75,189.34197663,342.438744124
128,15,340,167,16,0.8,184.180671322,340.825835639
128,15,340,167,17,0.85,179.212934845,339.470999956
128,15,340,167,18,0.9,177.627248745,338.627248745
128,15,340,167,19,0.95,175.245191545,338.470999956
128,15,340,167,20,1.0,174.407504889,338.470999956
128,15,340,167,21,1.05,172.820202389,338.470999956
128,15,340,167,22,1.1,174,340
128,15,340,167,23,1.15,174,340
128,15,340,167,24,1.2,174,340
128,15,340,167,25,1.25,174,340
128,15,340,167,26,1.3,174,340
129,5,122,101,0,0.0,458.063999891,149.063999891
129,5,122,101,1,0.05,457.000171248,149.063999891
129,5,122,101,2,0.1,454.515633833,149.063999891
129,5,122,101,3,0.15,406.128379271,145.838182921
129,5,122,101,4,0.2,272.031720991,138.80593478
129,5,122,101,5,0.25,187.063999892,131.063999891
129,5,122,101,6,0.3,179.45109612,128.45109612
129,5,122,101,7,0.35,176.100699084,128.063999891
129,5,122,101,8,0.4,172.201615355,128.063999891
129,5,122,101,9,0.45,168.302531626,128.063999891
129,5,122,101,10,0.5,164.403447898,128.063999891
129,5,122,101,11,0.55,143.939010696,128.063999891
129,5,122,101,12,0.6,124.934962175,127.838192348
129,5,122,101,13,0.65,117.709159594,126.225289817
129,5,122,101,14,0.7,116.349713312,126.063999891
129,5,122,101,15,0.75,115.031740338,125.547870115
129,5,122,101,16,0.8,113.418838055,124.741418973
129,5,122,101,17,0.85,111.064002872,123.814000636
129,5,122,101,18,0.9,107.225289817,123.063999891
129,5,122,101,19,0.95,105.766129429,121.91506466
129,5,122,101,20,1.0,104.702298087,121.383148989
129,5,122,101,21,1.05,103.418840536,121.063999891
129,5,122,101,22,1.1,102.814000426,121.063999891
129,5,122,101,23,1.15,102.493487398,121.063999891
129,5,122,101,24,1.2,102.17297437,121.063999891
129,5,122,101,25,1.25,101.536000013,121.063999891
129,5,122,101,26,1.3,100.736000013,121.063999891
129,5,122,101,27,1.35,101,122
129,5,122,101,28,1.4,101,122
129,5,122,101,29,1.45,101,122
129,5,122,101,30,1.5,101,122
129,5,122,101,31,1.55,101,122
130,9,385,117,0,0.0,432.938999891,376.938999891
130,9,385,117,1,0.05,427.490278412,376.938999891
130,9,385,117,2,0.1,422.041556932,376.938999891
130,9,385,117,3,0.15,416.592835453,376.938999891
130,9,385,117,4,0.2,315.251347805,376.938999891
130,9,385,117,5,0.25,181.938999891,371.938999891
130,9,385,117,6,0.3,161.837395092,360.938999891
130,9,385,117,7,0.35,161.570015465,360.938999891
130,9,385,117,8,0.4,161.302635838,360.938999891
130,9,385,117,9,0.45,161.03525621,360.938999891
130,9,385,117,10,0.5,159.415186403,363.478689039
130,9,385,117,11,0.55,155.487384805,367.777711206
130,9,385,117,12,0.6,143.035769718,378.164807435
130,9,385,117,13,0.65,131.551899148,381.455130114
130,9,385,117,14,0.7,123.261579743,384.358354928
130,9,385,117,15,0.75,119.874488228,385.955127807
130,9,385,117,16,0.8,116.648671257,386.76158205
130,9,385,117,17,0.85,114.826095686,386.938999891
130,9,385,117,18,0.9,114.019644544,386.938999891
130,9,385,117,19,0.95,115,388
130,9,385,117,20,1.0,115,388
130,9,385,117,21,1.05,115,388
130,9,385,117,22,1.1,115,388
130,9,385,117,23,1.15,115,388
131,9,273,567,0,0.0,376.688999891,173.688999891
131,9,273,567,1,0.05,379.914816862,175.301908377
131,9,273,567,2,0.1,397.782808471,180.876515724
131,9,273,567,3,0.15,469.431074756,197.559996561
131,9,273,567,4,0.2,563.495549452,223.205156909
131,9,273,567,5,0.25,577.688999891,227.708233835
131,9,273,567,6,0.3,577.688999891,228.66977145
131,9,273,567,7,0.35,577.688999891,229.631309065
131,9,273,567,8,0.4,577.688999891,230.59284668
131,9,273,567,9,0.45,573.688999891,242.366437903
131,9,273,567,10,0.5,573.624473342,253.721263166
131,9,273,567,11,0.55,571.688999891,256.624492843
131,9,273,567,12,0.6,571.688999891,260.165200027
131,9,273,567,13,0.65,571.688999891,262.527711206
131,9,273,567,14,0.7,570.688999891,267.043845151
131,9,273,567,15,0.75,570.688999891,272.721263166
131,9,273,567,16,0.8,570.688999891,274.334164208
131,9,273,567,17,0.85,570.688999891,276.205130114
131,9,273,567,18,0.9,572,279
131,9,273,567,19,0.95,572,279
131,9,273,567,20,1.0,572,279
131,9,273,567,21,1.05,572,279
131,9,273,567,22,1.1,572,279
132,12,260,522,0,0.0,323.846000195,393.846000195
132,12,260,522,1,0.05,327.037486124,392.25025723
132,12,260,522,2,0.1,337.781376243,384.265444447
132,12,260,522,3,0.15,401.491025727,327.813870742
132,12,260,522,4,0.2,475.910379573,267.426718991
132,12,260,522,5,0.25,512.846000195,251.846000195
132,12,260,522,6,0.3,523.910504167,249.620198606
132,12,260,522,7,0.35,527.910515282,247.846000195
132,12,260,522,8,0.4,528.448150065,247.846000195
132,12,260,522,9,0.45,528.846000195,248.054555722
132,12,260,522,10,0.5,528.846000195,248.856694604
132,12,260,522,11,0.55,528.846000195,249.658833486
132,12,260,522,12,0.6,528.846000195,250.460972368
132,12,260,522,13,0.65,528.846000195,251.658496283
132,12,260,522,14,0.7,530,253
132,12,260,522,15,0.75,530,253
132,12,260,522,16,0.8,530,253
132,12,260,522,17,0.85,530,253
132,12,260,522,18,0.9,530,253
133,12,112,177,0,0.0,391.14199996,357.14199996
133,12,112,177,1,0.05,386.303286908,349.077478207
133,12,112,177,2,0.1,373.829439796,329.891911298
133,12,112,177,3,0.15,307.04510479,240.174108119
133,12,112,177,4,0.2,247.432319363,168.593609288
133,12,112,177,5,0.25,233.110752055,153.048256246
133,12,112,177,6,0.3,226.012962243,145.238769786
133,12,112,177,7,0.35,215.690384873,137.46457733
133,12,112,177,8,0.4,209.109739513,134.303289885
133,12,112,177,9,0.45,200.625869736,128.303289885
133,12,112,177,10,0.5,192.077488296,123.077488296
133,12,112,177,11,0.55,188.851671326,120.496835643
133,12,112,177,12,0.6,183.690384873,116.916192417
133,12,112,177,13,0.65,181.303289885,116.14199996
133,12,112,177,14,0.7,176.690384873,115.690384873
