trial,target x rel,target y rel,widget x,widget y
241,-32.3786664,-35.8024937,75.3239436,79.3239436
241,-35.0533834,-38.5137708,75.2736418,79.2736418
241,-37.7281005,-41.2250479,75.22334,79.22334
241,-40.4028175,-43.936325,75.1730382,79.1730382
241,-43.0775346,-46.647602,75.1227364,79.1227363
241,-45.7522516,-49.3588791,75.0724346,79.0724345
241,-48.4269687,-52.0701562,75.0221328,79.0221327
241,-47.2704945,-48.0130861,72.6666541,73.7499717
241,-43.8038347,-41.8631068,69.1999943,67.5999924
241,-42.6038404,-39.6381122,68,65.3749978
241,-41.2704965,-37.9297705,66.6666561,63.6666561
241,-37.7705018,-34.4297758,63.1666614,60.1666614
241,-35.1038374,-31.7631114,60.499997,57.499997
241,-31.4371556,-28.8881007,56.8333152,54.6249863
241,-27.2705097,-27.4297817,52.6666693,53.1666673
241,-24.8538389,-27.2631144,50.2499985,53
241,-24.6038404,-26.3464439,50,52.0833295
241,-21.7288198,-24.346434,47.1249794,50.0833196
241,-17.6038404,-22.2631144,43,48
241,-17.4371615,-21.013096,42.8333211,46.7499816
241,-13.4371632,-15.0964371,38.8333228,40.8333227
241,-11.6038404,-13.1381151,37,38.8750007
241,-11.4371714,-12.2631144,36.833331,38
241,-9.9788305,-11.6381045,35.3749901,37.3749901
241,-7.3538419,-9.0131159,32.7500015,34.7500015
241,-6.020504,-7.6797779,31.4166636,33.4166635
241,-3.6038265,-5.2631005,28.9999861,30.9999861
241,-1.2288365,-3.2631144,26.6249961,29
241,-0.4629952,-3.1222692,25.8591548,28.8591548
241,-0.1108819,-2.7701558,25.5070415,28.5070414
241,0.2412315,-2.4180424,25.1549281,28.154928
241,0.5906057,-2.2631144,24.8055539,28
241,0.9378278,-2.2631144,24.4583318,28
241,1.2850499,-2.2631144,24.1111097,28
241,1.3961596,-2.2631145,31.1720002,35.1720002
241,1.3961596,-2.2631145,31.1720002,35.1720002
241,1.3961596,-2.2631145,31.1720002,35.1720002
241,1.3961596,-2.2631145,31.1720002,35.1720002
241,1.3961596,-2.2631145,31.1720002,35.1720002
242,0,0,0,0
242,-3.4366815,1.8019905,-0.1760564,0
242,-6.873363,3.6039809,-0.3521128,0
242,-10.3100445,5.4059713,-0.5281692,0
242,-13.746726,7.2079617,-0.7042256,0
242,-17.1834075,9.0099521,-0.880282,0
242,-20.3430914,10.8119425,-1.333336,0
242,-22.5391538,11.8639214,-2.7500115,0.7500115
242,-23.6518893,12.4159233,-5.2500139,2
242,-24.5979706,13.7595784,-7.9166705,2.4583353
242,-26.127369,14.5198991,-10.00001,3.500005
242,-26.5734396,15.2802252,-13.1666773,4.5416694
242,-27.1861858,15.457216,-16.166669,6.166669
242,-27.4655758,15.1758669,-19.5000169,8.2500085
242,-26.2449608,15.5611918,-24.3333698,9.666674
242,-26.0660585,15.6131829,-28.12501,11.4166733
242,-23.553782,14.5818361,-34.2500244,14.2500105
242,-19.0831585,13.2588173,-42.3333857,17.3750197
242,-15.1959395,12.769158,-49.8333426,19.6666694
242,-12.6019902,11.7178029,-56.0400298,22.5200149
242,-11.7547231,11.2897908,-60.5000348,24.7500174
242,-12.1174878,11.00846,-63.750008,26.8333387
242,-11.6468808,9.7687744,-67.8333529,29.8750147
242,-9.0929477,9.4457556,-74.0000239,32.0000239
242,-9.5317925,8.1608113,-77.173917,35.0869586
242,-8.5984382,7.5697542,-81.7200092,37.4800061
242,-6.5561674,5.4767328,-87.3750179,41.3750179
242,-6.5439212,3.9870731,-91.000002,44.666668
242,-4.7399876,2.039058,-96.4166735,48.4166735
242,-6.0193796,2.0077154,-98.7500194,50.2500065
242,-6.7987903,2.768039,-101.5833466,51.2916733
242,-7.6615308,2.8616948,-104.333344,53.000008
242,-7.4825955,1.1636703,-108.1250172,56.5000229
242,-7.5536654,0.0490123,-111.6666852,59.4166713
242,-6.9997475,0.8093387,-115.833341,60.4583353
242,-6.4458065,0.5696495,-120.0000199,62.5000149
242,-6.4335562,0.3299854,-123.625008,64.5416694
242,-8.0879676,1.6736452,-125.5833345,65
242,-8.7840231,2.8506313,-128.5000169,65.6250043
242,-8.2300821,2.9442781,-132.6666958,67.3333479
242,-6.9678325,2.6629431,-137.5416833,69.4166733
242,-4.8022216,2.4415962,-143.3200321,71.4400107
242,-2.9849816,2.9335953,-148.75001,72.750002
242,-2.1810525,2.11058,-153.166677,75.3750077
242,-2.4604505,3.2875781,-156.5000169,76
242,-2.9481792,4.2145598,-159.6250261,76.8750087
242,-1.6025966,4.0582202,-164.5833466,78.8333387
242,0.9513482,3.7768728,-170.7500293,80.9166765
242,4.308589,2.6155362,-177.720008,83.8800035
242,6.9758471,3.2975261,-184.000004,85.000004
242,4.5297984,4.0578472,-185.1666932,86.0416733
242,5.1670348,4.6515105,-189.4166675,87.2500005
242,6.8876488,3.0784852,-194.7500194,90.6250162
242,9.6916022,0.1721458,-201.1667107,95.333346
242,13.1621974,-0.3175397,-208.2500437,97.6250219
242,16.5494382,-1.6405349,-215.2500224,100.7500075
242,22.8950723,-3.5468981,-225.2083944,104.4583611
242,31.4073422,-7.6199171,-237.3334022,110.3333705
242,39.8362178,-11.9845632,-249.3750157,116.500007
242,42.2651357,-13.0992373,-255.4166715,119.4166715
242,39.694063,-11.8805753,-256.4583367,120
242,36.6798604,-10.0785849,-257.056872,120
242,33.185606,-8.2765945,-257.1753555,120
242,29.6913515,-6.4746041,-257.2938389,120
242,26.197097,-4.6726137,-257.4123223,120
242,22.7028426,-2.8706233,-257.5308058,120
242,19.2085881,-1.0686329,-257.6492892,120
242,15.7143336,0.7333575,-257.7677726,120
242,12.2200792,2.5353479,-257.8862561,120
242,8.8044207,4.3373383,-258.0833355,120
242,7.3854632,6.0936831,-260.0833375,120
242,7.8638839,7.0523419,-261.125006,120.125006
242,12.9427524,5.6773469,-262.166667,121.500001
242,18.0216297,2.9690111,-263.2083368,124.2083368
242,23.6005198,1.177322,-264.7500194,126.0000259
242,29.8877079,-2.1143254,-267,129.2916733
242,33.9249155,-3.1559881,-267,130.333336
242,37.0621129,-3.8226521,-266.0999899,131
242,38.599323,-3.8226521,-263.5999925,131
242,40.1365331,-3.8226521,-261.0999951,131
242,41.6737432,-3.8226521,-258.5999977,131
242,43.2109532,-3.8226521,-256.1000002,131
242,33.8981363,-3.8226521,-242.7499757,131
242,14.810271,-3.8226521,-219.6249029,131
242,0.8891403,-3.1559782,-201.6665647,130.3333261
242,-11.7819398,-2.8226521,-184.9582771,130
242,-23.9530615,-2.8226521,-168.7499479,130
242,-31.5825339,-2.8226521,-157.083268,130
242,-38.7952755,-2.8226521,-145.8333188,130
242,-44.4664113,-3.6976549,-136.1249755,130.8750028
242,-47.9708865,-3.8226521,-128.5832928,131
242,-49.3086827,-3.8226521,-123.2082891,131
242,-50.4797702,-3.8226521,-117.9999941,131
242,-49.6092436,-3.8226521,-114.8333132,131
242,-49.5720304,-3.8226521,-110.8333188,131
242,-47.6181441,-3.8226521,-108.7499976,131
242,-45.997618,-3.8226521,-106.3333162,131
242,-45.7104039,-3.8226521,-102.5833228,131
242,-44.0065206,-3.8226521,-100.2499986,131
242,-43.0943223,-3.8226521,-97.1249894,131
242,-42.5154639,-3.1559722,-93.6666402,130.3333201
242,-41.5199025,-1.8226521,-90.6249941,129
242,-38.9076967,-1.8226521,-89.1999924,129
242,-36.9038242,-1.8226521,-87.1666574,129
242,-34.9132802,-1.8226521,-85.1199939,129
242,-34.7460864,-1.3643155,-81.2499802,128.5416634
242,-35.4588619,-0.8226521,-76.4999971,128
242,-34.5466636,-0.8226521,-73.3749879,128
242,-34.8011462,-0.2393117,-69.0832978,127.4166596
242,-35.9722563,0.1773479,-63.8749802,127
242,-37.8100488,0.1773479,-57.9999802,127
242,-38.4928276,0.1773479,-53.2799939,127
242,-36.4439496,0.1773479,-51.2916643,127
242,-36.4484337,0.1773479,-47.2499727,127
242,-35.2445492,0.1773479,-44.4166497,127
242,-32.457328,0.1773479,-43.1666634,127
242,-29.2070386,0.1773479,-42.3797453,127
242,-25.9082276,0.1773479,-41.6413487,127
242,-22.6094168,0.1773479,-40.902952,127
242,-19.310606,0.1773479,-40.1645553,127
242,-16.0117951,0.1773479,-39.4261587,127
242,-12.7129843,0.1773479,-38.687762,127
242,-9.4141734,0.1773479,-37.9493654,127
242,-6.1153626,0.1773479,-37.2109687,127
242,-2.8165517,0.1773479,-36.472572,127
242,-1.8769422,0.1773479,-33.374974,127
242,-5.9647698,0.1773479,-25.2499389,127
242,-11.9601982,0.1773479,-15.217303,127
242,-18.0153354,0.1773479,-5.1249583,127
242,-23.3531144,0.1773479,4.2500283,127
242,-26.1909096,0.1773479,11.125031,127
242,-26.028679,0.1773479,15.0000079,127
242,-26.5331422,0.1773479,19.5416786,127
242,-29.2042943,0.1773479,26.2500382,127
242,-32.4587749,0.1773479,33.5417263,127
242,-34.0465242,0.1773479,39.1666832,127
242,-36.0926618,0.1773479,45.2500283,127
242,-35.5554493,0.1773479,48.7500233,127
242,-35.6015571,0.1773479,52.8333386,127
242,-35.8560142,0.1773479,57.1250032,127
242,-35.1938283,0.1773479,60.5000248,127
242,-37.0316138,0.1773479,66.3750178,127
242,-36.2860563,0.1773479,69.6666679,127
242,-35.9988543,0.1773479,73.4166734,127
242,-35.0450121,0.1773479,76.5000387,127
242,-37.5494789,0.1773479,83.041713,127
242,-40.1372383,0.1773479,89.6666799,127
242,-41.3083793,0.1773479,94.8750285,127
242,-42.4794998,0.1773479,100.0833565,127
242,-44.1089472,-0.7393226,105.7500114,127.9166705
242,-44.8217432,-1.8226521,110.5000149,129
242,-43.9095287,-1.8226521,113.6250079,129
242,-41.8306478,-1.8226521,115.5833345,129
242,-38.3366884,-1.8226521,116.1265827,129
242,-34.5104514,-1.8226521,116.3375532,129
242,-30.6842144,-1.8226521,116.5485237,129
242,-26.8579774,-1.8226521,116.7594942,129
242,-23.0317403,-1.8226521,116.9704646,129
242,-19.2055033,-1.8226521,117.1814351,129
242,-15.3792663,-1.8226521,117.3924056,129
242,-11.5530292,-1.8226521,117.6033761,129
242,-7.7267921,-1.8226521,117.8143465,129
242,-4.6252574,-1.8226521,118.7500193,129
242,-7.0047413,-1.8226521,125.1667107,129
242,-10.2592074,-1.8226521,132.4583843,129
242,-13.7636354,-1.8226521,140.0000198,129
242,-16.8930968,-1.8226521,147.1666888,129
242,-17.022555,-1.8226521,151.3333545,129
242,-17.9020034,-1.8226521,156.2500104,129
242,-19.6981428,-1.8226521,162.0833573,129
242,-20.4109245,-1.8226521,166.8333465,129
242,-20.0403733,-1.8226521,170.5000029,129
242,-20.7531872,-1.2809814,175.2500243,128.4583293
242,-21.2159767,-0.8226521,179.7500213,128
242,-21.5537677,-0.8226521,184.1250198,128
242,-23.3915602,-0.8226521,190.0000198,128
242,-23.479352,-0.8226521,194.1250191,128
242,-23.3171332,-0.0726502,198.0000079,127.2499981
242,-23.4465947,0.1773479,202.1666769,127
242,-22.6427332,0.1773479,205.4000229,127
242,-22.5388493,0.1773479,209.3333465,127
242,-22.6683141,1.0523526,213.5000188,126.1249953
242,-20.9644367,1.1773479,215.8333489,126
242,-21.8855535,1.1773479,220.7916732,126
242,-24.0567005,1.1773479,227.0000278,126
242,-27.2278316,1.1773479,234.2083664,126
242,-28.3989251,1.1773479,239.4166674,126
242,-29.4450631,1.1773479,244.5000129,126
242,-29.5745345,1.1773479,248.6666918,126
242,-29.4956569,1.1773479,252.6250218,126
242,-28.876913,1.1773479,256.0434854,126
242,-28.462892,1.1773479,259.6666719,126
242,-26.8840297,1.1773479,262.1250171,126
242,-25.1473432,1.3901169,264.4255381,125.787231
242,-22.1739616,1.9220299,265.489364,125.255318
242,-19.1890587,2.1773479,266.5416687,125
242,-17.7410577,1.869853,267,124.8055545
242,-17.5089623,1.3207582,267,124.4583324
242,-17.2768668,0.7716634,267,124.1111103
242,-19.6592665,1.4956099,267,121.8749869
242,-23.2720044,2.0686213,267,119.4999851
242,-25.3014036,1.5582853,265.4166613,118.2083307
242,-25.1641323,0.7979624,261.6666521,117.1666631
242,-27.2352114,0.9126485,260.1249933,115.2499866
242,-27.0562866,0.277312,256.3333306,114.0833327
242,-28.4190213,-0.4830095,254.0833275,113.0416638
242,-30.9884233,-1.2833278,253.0399916,112.0399917
242,-30.5611677,-2.0453246,248.9999981,110.9999981
242,-33.1738916,-2.847301,247.9999841,109.9999841
242,-34.6199744,-2.6493073,245.833329,108
242,-34.2327083,-4.3679603,241.833325,107.9166626
242,-35.5120973,-5.2532881,239.4999761,107
242,-34.9581911,-6.8886116,235.333332,106.833333
242,-34.1959133,-7.6489323,230.9583163,105.7916633
242,-33.3503219,-8.1592465,226.499987,104.4999871
242,-34.2963796,-8.1695766,223.8333068,102.7083268
242,-33.0757948,-8.5965683,218.9999841,101.3333281
242,-31.5635314,-8.3152192,213.8749828,99.2499886
242,-30.8012586,-7.6172071,209.4999721,96.7499861
242,-26.9539969,-7.2292084,202.0399725,94.559997
242,-19.5683859,-6.1795186,191.0416236,91.7083168
242,-9.6394872,-2.7731873,177.499987,86.4999951
242,-0.512174,-0.5151667,164.7599359,82.439984
242,9.2184223,1.8311834,151.4166017,78.2916435
242,14.3556321,3.4875094,142.666654,74.8333271
242,19.2846166,5.0188709,134.1249317,71.4999752
242,25.7968343,6.7168636,123.9999761,67.9999921
242,30.1424227,10.1648797,116.0416498,62.7499856
242,33.0713674,12.3628912,109.4999672,58.7499837
242,35.5186151,14.3508967,103.4399816,54.9599878
242,35.7208725,15.8839077,99.6249863,51.6249864
242,36.0664847,18.0402675,95.6666362,47.6666362
242,35.745389,20.4049211,92.374994,43.4999921
242,33.4243156,19.1029228,91.0833295,43
242,30.1370135,17.5430386,90.7578937,42.7578938
242,26.7874334,16.004206,90.4947359,42.494736
242,23.4378533,14.4653734,90.2315781,42.2315782
242,20.1816968,12.8949612,89.8749967,42
242,17.5716195,11.0929708,88.8723361,42
242,14.7567531,9.2909804,88.0744646,42
242,11.9418867,7.48899,87.2765931,42
242,9.1270203,5.6869996,86.4787216,42
242,6.826343,4.3016785,85.166661,41.5833306
242,5.2969447,3.5413579,83.0833215,40.5416608
242,2.9365447,2.4500446,81.8309836,39.8309837
242,-0.324081,1.0001664,81.4788714,39.4788715
242,-3.5847067,-0.4497118,81.1267592,39.1267593
242,-6.0706824,-1.7916086,79.999997,38.6666657
242,-8.1209234,-3.0727667,78.4375001,38.1458334
242,-9.0461567,-2.4789193,75.7499955,35.7499956
242,-9.5338854,-2.7392429,72.6249863,34.2083288
242,-9.1882732,-1.8328817,68.6666362,31.4999772
242,-8.6343669,-2.2598931,64.499992,30.1249981
242,-8.0804309,-3.020215,60.3333181,29.0833296
242,-9.4431703,-3.7805356,58.0833196,28.0416598
242,-8.9725886,-3.5408662,54,26
242,-9.5853206,-4.3428537,50.9999941,24.9999971
242,-12.1776509,-5.6346403,49.9795865,24.4897933
242,-14.7274588,-6.9468374,48.9166565,24
242,-16.257554,-8.6800876,46.9718283,24
242,-17.795662,-9.6229068,46.6197161,24
242,-19.33377,-10.565726,46.267604,24
242,-20.4170108,-11.2822652,45.9142843,24
242,-20.0598676,-11.2822652,45.5571411,24
242,-19.7027244,-11.2822652,45.1999979,24
242,-19.273557,-11.2822652,44.7708305,24
242,-18.7527247,-11.2822652,44.2499982,24
242,-17.6902204,-11.0114299,43.1874939,23.7291647
242,-16.1277158,-10.490595,41.6249893,23.2083298
242,-14.2527185,-10.2822652,39.749992,23
242,-12.1693865,-8.9489253,37.66666,21.6666601
242,-9.4627219,-8.2822652,34.9599954,21
242,-7.7943907,-8.2822652,33.2916642,21
242,-7.4483456,-8.2822652,32.9456191,21
242,-7.3728169,-8.2822652,32.8700904,21
242,-7.2972882,-8.2822652,32.7945617,21
242,-7.2217595,-8.2822652,32.719033,21
242,-7.1462309,-8.2822652,32.6435044,21
242,-7.0707022,-8.2822652,32.5679757,21
242,-6.9951735,-8.2822652,32.492447,21
242,-6.9196448,-8.2822652,32.4169183,21
242,-6.8441161,-8.2822652,32.3413896,21
242,-6.7685875,-8.2822652,32.265861,21
242,-6.6930588,-8.2822652,32.1903323,21
242,-6.6175301,-8.2822652,32.1148036,21
