trial,target r,target rel x,target rel y,speed,widget dx,widget dy
1,0.899847229266,-2.77285559772,2.32929982008,0.581655944612,-1.58410431125e-17,-2.46483787009e-17
1,0.899847229266,-2.7307090623,2.26505062726,0.581655944612,-0.21088567746,0.297238563498
1,0.899847229266,-2.68856252689,2.20080143443,0.581655944612,-0.210885677412,0.297238563571
1,0.899847229266,-2.51392320215,1.9628232072,0.581655944612,-0.873830599349,1.10096801692
1,0.899847229266,-1.74877074315,1.18926141927,0.581655944612,-3.82853995144,3.57875927367
1,0.899847229266,-1.21910384339,0.893715123169,0.581655944612,-2.65025729555,1.36729743439
1,0.899847229266,-0.929441776156,0.7976624467,0.581655944612,-1.44936186738,0.444372268691
1,0.899847229266,-0.705068565541,0.719985097484,0.581655944612,-1.12268057269,0.359361770706
1,0.899847229266,-0.499699997405,0.693257405007,0.581655944612,-1.02758836965,0.123651373178
1,0.899847229266,-0.334370636741,0.603469167168,0.581655944612,-0.827246981958,0.415390850284
1,0.899847229266,-0.235479443643,0.528265429614,0.581655944612,-0.494814960292,0.347918003945
1,0.899847229266,-0.220153395408,0.492285807623,0.581655944612,-0.0766858777971,0.166453937972
1,0.899847229266,-0.197777437028,0.437160020973,0.581655944612,-0.111961021104,0.255030591312
1,0.899847229266,-0.161301472962,0.361217376061,0.581655944612,-0.182512235371,0.351336440071
1,0.899847229266,-0.150266741018,0.33520057271,0.581655944612,-0.0552137180063,0.120362558904
1,0.899847229266,-0.150266741018,0.326725129932,0.581655944612,-1.58410431125e-17,0.0392102737124
1,0.899847229266,-0.161536270159,0.302742373557,0.581655944612,0.0563885563527,0.11095236751
1,0.899847229266,-0.161536270159,0.302742373557,0.581655944612,-1.58410431125e-17,-2.46483787009e-17
1,0.899847229266,-0.161536270159,0.302742373557,0.581655944612,-1.58410431125e-17,-2.46483787009e-17
1,0.899847229266,-0.161536270159,0.302742373557,0.581655944612,-1.58410431125e-17,-2.46483787009e-17
1,0.899847229266,-0.161536270159,0.302742373557,0.581655944612,-1.58410431125e-17,-2.46483787009e-17
2,0.42542742886,0.493806875126,3.47306050841,-0.267819905565,-1.58410431125e-17,-2.46483787009e-17
2,0.42542742886,0.493806875126,3.4302276583,-0.267819905565,-1.58410431125e-17,0.19815929633
2,0.42542742886,0.493806875126,3.34301982261,-0.267819905565,-1.58410431125e-17,0.403453034476
2,0.42542742886,0.493806875126,2.7430917511,-0.267819905565,-1.58410431125e-17,2.77547079361
2,0.42542742886,0.450894002668,1.82365414905,-0.267819905565,0.214720144595,4.25363028044
2,0.42542742886,0.388976906985,1.33381841826,-0.267819905565,0.309810249851,2.26614627491
2,0.42542742886,0.37978127266,1.17062511221,-0.267819905565,0.0460115536174,0.754987599646
