target r,target rel x,target rel y,speed,widget dx,widget dy,widget dx[-20:-1],widget dy[-20:-1]
0.899847229266,-2.77285559772,2.32929982008,0.581655944612,-1.58410431125e-17,-2.46483787009e-17,-1.58410431125e-17,-2.46483787009e-17
0.899847229266,-2.7307090623,2.26505062726,0.581655944612,-0.21088567746,0.297238563498,-1.58410431125e-17,-2.46483787009e-17
0.899847229266,-2.68856252689,2.20080143443,0.581655944612,-0.210885677412,0.297238563571,-0.10544283873,0.148619281749
0.899847229266,-2.51392320215,1.9628232072,0.581655944612,-0.873830599349,1.10096801692,-0.140590451624,0.198159042356
0.899847229266,-1.74877074315,1.18926141927,0.581655944612,-3.82853995144,3.57875927367,-0.323900488555,0.423861285997
0.899847229266,-1.21910384339,0.893715123169,0.581655944612,-2.65025729555,1.36729743439,-1.02482838113,1.05484088353
0.899847229266,-0.929441776156,0.7976624467,0.581655944612,-1.44936186738,0.444372268691,-1.2957332002,1.10691697534
0.899847229266,-0.705068565541,0.719985097484,0.581655944612,-1.12268057269,0.359361770706,-1.31768015266,1.01226773153
0.899847229266,-0.499699997405,0.693257405007,0.581655944612,-1.02758836965,0.123651373178,-1.29330520516,0.930654486431
0.899847229266,-0.334370636741,0.603469167168,0.581655944612,-0.827246981958,0.415390850284,-1.26378111233,0.840987473847
0.899847229266,-0.235479443643,0.528265429614,0.581655944612,-0.494814960292,0.347918003945,-1.22012769929,0.798427811491
0.899847229266,-0.220153395408,0.492285807623,0.581655944612,-0.0766858777971,0.166453937972,-1.15419017756,0.757472374441
0.899847229266,-0.197777437028,0.437160020973,0.581655944612,-0.111961021104,0.255030591312,-1.06439815258,0.708220838069
0.899847229266,-0.161301472962,0.361217376061,0.581655944612,-0.182512235371,0.351336440071,-0.991133757852,0.673360049857
0.899847229266,-0.150266741018,0.33520057271,0.581655944612,-0.0552137180063,0.120362558904,-0.933375077675,0.650358363443
0.899847229266,-0.150266741018,0.326725129932,0.581655944612,-1.58410431125e-17,0.0392102737124,-0.874830987031,0.615025309807
0.899847229266,-0.161536270159,0.302742373557,0.581655944612,0.0563885563527,0.11095236751,-0.820154050341,0.579036870052
0.899847229266,-0.161536270159,0.302742373557,0.581655944612,-1.58410431125e-17,-2.46483787009e-17,-0.768592720536,0.551502487549
0.899847229266,-0.161536270159,0.302742373557,0.581655944612,-1.58410431125e-17,-2.46483787009e-17,-0.72589312495,0.520863460463
0.899847229266,-0.161536270159,0.302742373557,0.581655944612,-1.58410431125e-17,-2.46483787009e-17,-0.687688223637,0.493449594123
0.899847229266,-0.161536270159,0.302742373557,0.581655944612,-1.58410431125e-17,-2.46483787009e-17,-0.653303812455,0.468777114417
0.42542742886,0.493806875126,3.47306050841,-0.267819905565,-1.58410431125e-17,-2.46483787009e-17,-1.58410431125e-17,-2.46483787009e-17
0.42542742886,0.493806875126,3.4302276583,-0.267819905565,-1.58410431125e-17,0.19815929633,-1.58410431125e-17,-2.46483787009e-17
0.42542742886,0.493806875126,3.34301982261,-0.267819905565,-1.58410431125e-17,0.403453034476,-1.58410431125e-17,0.099079648165
0.42542742886,0.493806875126,2.7430917511,-0.267819905565,-1.58410431125e-17,2.77547079361,-1.58410431125e-17,0.200537443602
0.42542742886,0.450894002668,1.82365414905,-0.267819905565,0.214720144595,4.25363028044,-1.58410431125e-17,0.844270781104
0.42542742886,0.388976906985,1.33381841826,-0.267819905565,0.309810249851,2.26614627491,0.042944028919,1.52614268097
0.42542742886,0.37978127266,1.17062511221,-0.267819905565,0.0460115536174,0.754987599646,0.0874217324077,1.64947661329
0.42542742886,0.37978127266,1.1112587822,-0.267819905565,-1.58410431125e-17,0.274648783536,0.0815059925805,1.52169246849
0.42542742886,0.37978127266,1.03210371613,-0.267819905565,-1.58410431125e-17,0.366198190198,0.0713177435079,1.36581200787
0.42542742886,0.357807498591,0.929625922577,-0.267819905565,0.10994863954,0.474097040163,0.0633935497848,1.25474380591
0.42542742886,0.331044608093,0.808002716819,-0.267819905565,0.133911607134,0.562670212376,0.0680490587603,1.17667912933
0.42542742886,0.263609883338,0.612684434246,-0.267819905565,0.337418425309,0.903608639908,0.0740365631579,1.12086013688
0.42542742886,0.192114156507,0.445636820323,-0.267819905565,0.357738177942,0.772818935478,0.0959850516705,1.10275584547
0.42542742886,0.146825729427,0.331016114213,-0.267819905565,0.226606541443,0.530274273301,0.116119907538,1.07737608316
0.42542742886,0.124143186932,0.302232490629,-0.267819905565,0.113495054641,0.133162807985,0.124011809959,1.03829738246
0.42542742886,0.104523468927,0.270874755288,-0.267819905565,0.0981698135262,0.145071522282,0.123310692938,0.97795507749
0.42542742886,0.104523468927,0.270874755288,-0.267819905565,-1.58410431125e-17,-2.46483787009e-17,0.121739387975,0.92589985529
0.42542742886,0.104523468927,0.270874755288,-0.267819905565,-1.58410431125e-17,-2.46483787009e-17,0.114578247506,0.87143515792
0.42542742886,0.104523468927,0.270874755288,-0.267819905565,-1.58410431125e-17,-2.46483787009e-17,0.108212789311,0.823022093591
0.42542742886,0.104523468927,0.270874755288,-0.267819905565,-1.58410431125e-17,-2.46483787009e-17,0.102517379347,0.779705141297
-0.101705682701,0.818057680697,2.31186823508,-1.06198946003,-1.58410431125e-17,-2.46483787009e-17,-1.58410431125e-17,-2.46483787009e-17
-0.101705682701,0.812356400573,2.3023079496,-1.06198946003,0.0285270974032,0.0442291241076,-1.58410431125e-17,-2.46483787009e-17
-0.101705682701,0.80665512045,2.29274766412,-1.06198946003,0.0285270974032,0.0442291241076,0.0142635487016,0.0221145620538
-0.101705682701,0.800953840327,2.28318737864,-1.06198946003,0.0285270974032,0.0442291241076,0.0190180649355,0.0294860827384
-0.101705682701,0.795252560203,2.27362709316,-1.06198946003,0.0285270974032,0.0442291241076,0.0213953230524,0.0331718430807
-0.101705682701,0.78955128008,2.26406680768,-1.06198946003,0.0285270974032,0.0442291241076,0.0228216779226,0.0353832992861
-0.101705682701,0.67583249839,1.94487732846,-1.06198946003,0.569006730366,1.47667882078,0.0237725811693,0.036857603423
-0.101705682701,0.519631133755,1.56895408146,-1.06198946003,0.781573865362,1.73914847839,0.101663173912,0.24254634876
-0.101705682701,0.391994477317,1.31677661033,-1.06198946003,0.638646628773,1.16665853652,0.186652010343,0.429621614963
-0.101705682701,0.329464102648,1.19907155854,-1.06198946003,0.312878871112,0.544543502806,0.236873634613,0.511514606248
-0.101705682701,0.275842229882,1.11484097224,-1.06198946003,0.268304021948,0.38967926876,0.244474158263,0.514817495903
-0.101705682701,0.234136341127,0.974970559226,-1.06198946003,0.208680844489,0.647087983779,0.246640509507,0.503441293436
-0.101705682701,0.184479906845,0.833107809473,-1.06198946003,0.248462434198,0.656305209476,0.243477204089,0.515411850964
-0.101705682701,0.154440931388,0.680965745773,-1.06198946003,0.150303924772,0.703860803206,0.243860683328,0.526249801619
-0.101705682701,0.124401932366,0.507235842636,-1.06198946003,0.150304042684,0.803733472453,0.237178057717,0.538936301733
-0.101705682701,0.114593299604,0.398269264137,-1.06198946003,0.0490787711074,0.504116360721,0.231386456715,0.556589446447
-0.101705682701,0.105397665288,0.310890327417,-1.06198946003,0.0460115535698,0.404244605912,0.219992226364,0.553309878589
-0.101705682701,0.099515405154,0.258683180627,-1.06198946003,0.0294326544514,0.241527973125,0.209758069141,0.544541333138
-0.101705682701,0.0799564614929,0.227109201332,-1.06198946003,0.0978657211815,0.146071940176,0.199739990547,0.527707257581
-0.101705682701,0.072599997887,0.185475738793,-1.06198946003,0.0368090234635,0.192610522498,0.194378186896,0.507621188244
-0.101705682701,0.0570128012327,0.159338091346,-1.06198946003,0.0779925679123,0.120921624689,0.186499728725,0.491870654957
-0.101705682701,0.0570128012327,0.159338091346,-1.06198946003,-1.58410431125e-17,-2.46483787009e-17,0.19039935712,0.497916736191
-0.101705682701,0.0570128012327,0.159338091346,-1.06198946003,-1.58410431125e-17,-2.46483787009e-17,0.18897300225,0.495705279986
-0.101705682701,0.0570128012327,0.159338091346,-1.06198946003,-1.58410431125e-17,-2.46483787009e-17,0.18754664738,0.493493823781
-0.101705682701,0.0570128012327,0.159338091346,-1.06198946003,-1.58410431125e-17,-2.46483787009e-17,0.18612029251,0.491282367575
-0.25984561617,-1.50908133624,-0.459132707329,0.246353907525,-1.58410431125e-17,-2.46483787009e-17,-1.58410431125e-17,-2.46483787009e-17
-0.25984561617,-1.49528779164,-0.475066516464,0.246353907525,-0.0690177963449,0.073715206846,-1.58410431125e-17,-2.46483787009e-17
