global motion_planning_900_100 beginning 2014-08-22 15:16:47.714933
99 full at 2014-08-22 15:16:57.121749
98 full at 2014-08-22 15:17:08.150968
97 full at 2014-08-22 15:17:19.429788
96 full at 2014-08-22 15:17:30.505808
95 full at 2014-08-22 15:17:41.581827
94 full at 2014-08-22 15:17:52.330246
93 full at 2014-08-22 15:18:03.421865
92 full at 2014-08-22 15:18:14.742771
91 full at 2014-08-22 15:18:25.973414
90 full at 2014-08-22 15:18:36.670025
89 full at 2014-08-22 15:18:47.426641
88 full at 2014-08-22 15:18:58.093251
87 full at 2014-08-22 15:19:08.856866
86 full at 2014-08-22 15:19:19.675485
85 full at 2014-08-22 15:19:29.905070
84 full at 2014-08-22 15:19:40.096032
83 full at 2014-08-22 15:19:51.203309
82 full at 2014-08-22 15:20:03.354004
81 full at 2014-08-22 15:20:15.264685
80 full at 2014-08-22 15:20:26.807345
79 full at 2014-08-22 15:20:38.404008
78 full at 2014-08-22 15:20:49.386637
77 full at 2014-08-22 15:21:01.129308
76 full at 2014-08-22 15:21:16.252173
75 full at 2014-08-22 15:21:26.857780
74 full at 2014-08-22 15:21:37.017361
73 full at 2014-08-22 15:21:47.472959
72 full at 2014-08-22 15:21:57.416528
71 full at 2014-08-22 15:22:07.576109
70 full at 2014-08-22 15:22:17.493676
69 full at 2014-08-22 15:22:27.669258
68 full at 2014-08-22 15:22:37.606826
67 full at 2014-08-22 15:22:47.597398
66 full at 2014-08-22 15:22:57.462459
65 full at 2014-08-22 15:23:07.160474
64 full at 2014-08-22 15:23:16.632487
63 full at 2014-08-22 15:23:26.142501
62 full at 2014-08-22 15:23:35.687515
61 full at 2014-08-22 15:23:45.153528
60 full at 2014-08-22 15:23:54.694542
59 full at 2014-08-22 15:24:04.245555
58 full at 2014-08-22 15:24:13.606568
57 full at 2014-08-22 15:24:22.937982
56 full at 2014-08-22 15:24:32.204398
55 full at 2014-08-22 15:24:41.424015
54 full at 2014-08-22 15:24:50.565631
53 full at 2014-08-22 15:24:59.847647
52 full at 2014-08-22 15:25:10.284065
51 full at 2014-08-22 15:25:21.297685
50 full at 2014-08-22 15:25:32.139704
49 full at 2014-08-22 15:25:42.654122
48 full at 2014-08-22 15:25:53.418141
47 full at 2014-08-22 15:26:04.010560
46 full at 2014-08-22 15:26:14.322178
45 full at 2014-08-22 15:26:24.852196
44 full at 2014-08-22 15:26:35.288615
43 full at 2014-08-22 15:26:45.537833
42 full at 2014-08-22 15:26:55.865051
41 full at 2014-08-22 15:27:05.973868
40 full at 2014-08-22 15:27:15.989086
39 full at 2014-08-22 15:27:26.035504
38 full at 2014-08-22 15:27:35.879121
37 full at 2014-08-22 15:27:45.519938
36 full at 2014-08-22 15:27:55.379155
35 full at 2014-08-22 15:28:04.973172
34 full at 2014-08-22 15:28:14.520389
33 full at 2014-08-22 15:28:23.755605
32 full at 2014-08-22 15:28:32.990821
31 full at 2014-08-22 15:28:42.179237
30 full at 2014-08-22 15:28:51.508054
29 full at 2014-08-22 15:29:00.634070
28 full at 2014-08-22 15:29:09.760086
27 full at 2014-08-22 15:29:18.886102
26 full at 2014-08-22 15:29:28.058918
25 full at 2014-08-22 15:29:37.231734
24 full at 2014-08-22 15:29:46.264150
23 full at 2014-08-22 15:29:55.296566
22 full at 2014-08-22 15:30:04.219781
21 full at 2014-08-22 15:30:13.096197
20 full at 2014-08-22 15:30:22.144213
19 full at 2014-08-22 15:30:31.145429
18 full at 2014-08-22 15:30:40.146645
17 full at 2014-08-22 15:30:49.163460
16 full at 2014-08-22 15:30:58.164676
15 full at 2014-08-22 15:31:07.243892
14 full at 2014-08-22 15:31:16.276308
13 full at 2014-08-22 15:31:25.355524
12 full at 2014-08-22 15:31:34.387940
11 full at 2014-08-22 15:31:43.420356
10 full at 2014-08-22 15:31:52.483972
9 full at 2014-08-22 15:32:01.469587
8 full at 2014-08-22 15:32:10.455203
7 full at 2014-08-22 15:32:19.487619
6 full at 2014-08-22 15:32:28.629235
5 full at 2014-08-22 15:32:37.677251
4 full at 2014-08-22 15:32:56.022883
3 full at 2014-08-22 15:33:05.039699
2 full at 2014-08-22 15:33:14.009715
1 full at 2014-08-22 15:33:22.948531
0 full at 2014-08-22 15:33:31.871746
