s,s[c3],s[c2],s[c1],s[c5],s[c4],d,d[c3],d[c2],d[c1],d[c5],d[c4],adapt_cost,adapt_iters,scratch_cost
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,14,0.3333333333333333,-2.2547368757726507,3.102044608052995,3.6511151511459135,-4.064440320826313,-1.1769533347085104,8,-5.173651488751703
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,15,0.3333333333333333,-2.2778796909536148,3.5263435400793517,4.103778786953822,-3.5508425746309396,-0.7992628553080722,33,-3.4010061544734835
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,16,0.3333333333333333,-2.3935853602409654,3.250899605257822,4.112953801109215,-3.5547892847255653,-0.8019545551814045,34,-6.163507709785544
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,17,0.3333333333333333,-2.4746826427676796,4.645113056258567,3.9334061181736724,-4.156228981065211,-1.1266334831626024,4,-2.4080630012780615
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,18,0.3333333333333333,-2.2060185201300153,3.8395786445701887,4.253839950821213,-4.286098350077252,-1.112871174256891,5,-1.8285180037039446
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,19,0.3333333333333333,-2.1458065421953125,3.0167465085758067,3.522250191923471,-3.625268688047372,-0.976427201266024,57,-3.8152558255517746
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,20,0.3333333333333333,-2.2369258865477755,4.241672749633006,3.602898145495047,-4.13517160698717,-1.220733019191093,4,-1.220732969881458
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,21,0.3333333333333333,-2.306314911969651,3.6335141013980516,3.52132495924902,-3.6716384151073895,-0.993537757611303,66,-3.7002161741681516
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,22,0.3333333333333333,-2.480669852974328,4.530952716369496,4.209781420349332,-3.8935544522413497,-0.926048753096104,3,-2.6449631876884707
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,23,0.3333333333333333,-2.410846979252074,3.160851507127532,3.8421712186090784,-3.5881103923345994,-0.8754072048034609,45,-6.935931596793352
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,24,0.3333333333333333,-2.339811499376556,4.962556755508201,3.855076632345961,-4.071100082689221,-1.1016413968340284,4,-1.1016413479040215
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,25,0.3333333333333333,-2.2839364740720867,4.850348084580926,3.764955447253278,-4.1791278912100225,-1.188580616588545,5,-1.1885804840555143
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,26,0.3333333333333333,-2.115457712553153,3.4193423783923658,4.285022442138729,-3.801540851528026,-0.8760988670084171,99,-1.9254100501934959
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,27,0.3333333333333333,-2.171412435173477,4.2396101914873014,3.793256481113102,-3.955598680897492,-1.062316349720444,4,-1.0623163437988712
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,28,0.3333333333333333,-2.105535746369395,3.4906683566668892,3.7824221337509014,-3.9972881913394778,-1.0945361164808007,5,-1.9125527645595084
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,29,0.3333333333333333,-2.1988808085630436,3.8018797069259023,4.358045574675839,-4.1289423152305424,-1.0095240284330382,4,-1.7367431907013298
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,30,0.3333333333333333,-2.168626880402277,3.913967672146028,4.141721740743245,-3.5295406672522,-0.7795342020842362,28,-0.7795326998660241
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,31,0.3333333333333333,-2.4730612453369387,4.591259205779047,4.30547071346111,-4.289154061734575,-1.0956090449176406,5,-2.5147551603535563
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,32,0.3333333333333333,-2.279824074978864,3.748907518567186,3.6486713155632406,-3.921860635617138,-1.0902409315355093,5,-3.044576326092847
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,33,0.3333333333333333,-2.386124584726407,3.364098087432341,4.259529196247172,-3.6924787964788464,-0.8329978587162007,65,-5.6214479487814
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,34,0.3333333333333333,-2.168622288581582,3.4693814583988174,4.14430412096436,-3.786862361207134,-0.8985051688996522,77,-2.381565282359886
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,35,0.3333333333333333,-2.141049461345129,4.348683834709321,4.139488278537609,-3.533563840944331,-0.7788907104702782,29,-0.7788891841900046
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,36,0.3333333333333333,-2.118125528628534,4.668910521025132,3.5825631989843187,-4.249151695054853,-1.2919982259401208,6,-1.291998155482507
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,37,0.3333333333333333,-2.0295922220397773,4.947437439707519,4.1244534913929645,-3.50842696881157,-0.7677888480265295,27,-0.767787384513165
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,38,0.3333333333333333,-2.034164086645416,3.3330522609512254,3.6176551773305032,-4.385861511091684,-1.3755593427242387,7,-2.0665354085379195
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,39,0.3333333333333333,-2.1842814107886364,3.869657552792476,4.276728650632299,-4.201889172790599,-1.0642253419889791,5,-1.4332311625095526
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,40,0.3333333333333333,-2.304797999921216,4.217837176370652,4.048612142284858,-4.441036543106327,-1.250742902542238,5,-1.8731542308917963
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,41,0.3333333333333333,-2.454345815107672,3.4545837211507617,3.733878506722924,-3.5875741038716074,-0.8971335179888438,44,-6.507477719482115
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,42,0.3333333333333333,-2.367129672457091,3.3479149554128367,3.961786016012138,-4.3483263571836215,-1.2348564396404444,7,-5.931218864695105
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,43,0.3333333333333333,-2.25285758026461,4.429986716749754,4.084888034660221,-4.4796652819815,-1.2594016497340028,5,-1.2594011948307289
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,44,0.3333333333333333,-2.0292950495036766,3.612358571519562,3.625553543085474,-3.581573072716142,-0.9192382041250137,43,-0.919236631512805
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,45,0.3333333333333333,-2.172114645717467,4.161768762637352,3.830202879499221,-4.084576066664734,-1.1213607863390456,4,-1.1213607843487716
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,46,0.3333333333333333,-2.03792044805611,4.652294355191247,3.8414141227424485,-3.6690961588243107,-0.9020425364894891,59,-0.9020408601135839
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,47,0.3333333333333333,-2.486356179803644,3.2888614550156503,4.414491427559092,-3.9853486600334684,-0.9344106934174814,7,-7.742601041246818
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,48,0.3333333333333333,-2.0224920322449127,3.25024913391358,3.6002461826558063,-3.8559093964844577,-1.0743810716908844,99,-1.8409583417916997
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,49,0.3333333333333333,-2.371876291334807,4.972268039439288,3.693133912708367,-3.769873090543405,-0.9879500996457292,73,-0.9879484155652358
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,50,0.3333333333333333,-2.283069391432291,4.828522038446445,3.85880140893478,-3.8562623640151004,-0.9895339814838372,99,-0.9895436892688269
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,51,0.3333333333333333,-2.3832579987110813,3.805591327449265,4.060515033614204,-3.6024592393880783,-0.8285733120250551,42,-3.872744786488028
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,52,0.3333333333333333,-2.3628986136247683,3.344466482518322,3.6990446515419726,-4.145027032606046,-1.2038520550253957,7,-5.8671458509595995
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,53,0.3333333333333333,-2.140735205127712,4.78159049306009,4.196816939180463,-4.126161553943545,-1.040102574890938,4,-1.040102462868686
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,54,0.3333333333333333,-2.3244498660127197,3.376466845159155,3.8187405114801063,-4.471154392667609,-1.352872433123892,7,-5.339159954154389
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,55,0.3333333333333333,-2.292949715680838,4.684264998070429,4.432580363706852,-3.8307565533452275,-0.8509412806821876,74,-0.8509411879819302
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,56,0.3333333333333333,-2.0878127994656697,3.958089720198648,4.244443018877575,-4.247440668575689,-1.0945875398187779,4,-1.0945875343425855
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,57,0.3333333333333333,-2.3471993710932932,3.760399417119493,4.296927882769062,-4.11329695550044,-1.0166332945315575,4,-3.7512201420140654
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,58,0.3333333333333333,-2.460612223010802,3.66359852135197,3.587364928548253,-4.315531005417765,-1.3395732074295268,6,-6.342459406540541
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,59,0.3333333333333333,-2.3370168817686356,4.885101969300041,4.094516901793197,-4.0994042468815115,-1.0519193234469473,4,-1.0519192361085985
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,60,0.3333333333333333,-2.4133432559850148,3.3560904991623666,3.915130590359534,-4.032846484909222,-1.0775835405604741,6,-6.4411139250249185
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,61,0.3333333333333333,-2.34441239548763,3.0916936226992218,4.260577423095007,-4.198553246807588,-1.0750049408958318,7,-6.355246303802474
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,62,0.3333333333333333,-2.3407634289032546,4.894870927517754,3.8707001239641827,-3.950174217039238,-1.0341184903092506,3,-1.0341185026527908
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,63,0.3333333333333333,-2.455309958146516,4.085480109008435,4.130577390625975,-3.5356321888223015,-0.7831167727741094,29,-3.804532191689922
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,64,0.3333333333333333,-2.058905573190025,4.426115634164524,4.301828480427185,-4.457932250108473,-1.1844702219381915,5,-1.1844700269617505
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,65,0.3333333333333333,-2.265075280327024,4.6088438121665956,4.385465136652033,-3.558113153571811,-0.7439383395468208,22,-0.7439367987182152
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,66,0.3333333333333333,-2.0011729971930476,4.226969489514871,4.410145761123498,-3.7437692407791876,-0.8198962257794212,77,-0.8198944395312264
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,67,0.3333333333333333,-2.261342903636963,4.040823896173848,3.5421913581251996,-4.027248120875234,-1.1803022364854947,5,-1.928964684846796
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,68,0.3333333333333333,-2.1389359726314603,3.7824713198211684,3.69622133547053,-4.372140095920125,-1.3325423243536023,6,-1.6285802549440518
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,69,0.3333333333333333,-2.1890033828996716,3.673507820291195,4.470779876755177,-4.097272904695275,-0.9703524480840561,6,-1.9951277732096735
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,70,0.3333333333333333,-2.187463480530839,3.94684166568231,4.36126042959664,-3.5072521513199066,-0.7309131710850219,23,-0.7838648540122136
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,71,0.3333333333333333,-2.3955358471820216,4.451940240425605,3.6341059874933217,-3.6015547704542197,-0.9204646380239045,45,-1.8031433902352627
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,72,0.3333333333333333,-2.41722903183357,4.0464096194045105,4.084806357186457,-3.5689953424607253,-0.8069170514745064,35,-3.4200901673729502
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,73,0.3333333333333333,-2.3455867507264414,4.831318328280306,4.083180994342431,-3.938692470248583,-0.975015327303074,3,-0.9750153143207096
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,74,0.3333333333333333,-2.2126884745348487,4.190013292991938,3.583592730221379,-3.5821672311252,-0.9253724230515189,42,-0.9253708390359897
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,75,0.3333333333333333,-2.1248299581845473,4.706079312563664,3.80969007738989,-3.5250370617968034,-0.8402353824093128,33,-0.8402342933761828
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,76,0.3333333333333333,-2.0127032819771262,3.9074373612650204,3.5254391213245393,-4.1801091032208575,-1.277508017252695,5,-1.2775078157402802
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,77,0.3333333333333333,-2.3006285979864005,3.5633635649766084,3.663984811060472,-3.6714951966851284,-0.9554806873934536,66,-3.8167448473741215
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,78,0.3333333333333333,-2.0039043791409616,4.66779204860792,4.111706673516072,-3.738275456423724,-0.874268030459641,85,-0.8742662550010974
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,79,0.3333333333333333,-2.0459075347625335,3.69154939981808,3.9910701130563706,-3.612338133231581,-0.848470596665003,45,-0.8484689753450653
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,80,0.3333333333333333,-2.463768606660631,4.736909399628264,3.876116273847217,-3.767662597825771,-0.9414657525236534,65,-1.6806094223126578
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,81,0.3333333333333333,-2.435999647304178,3.871517575626341,4.251303875618972,-4.357516896663649,-1.1501220470772244,5,-4.810769462765948
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,82,0.3333333333333333,-2.2577108854112775,3.893156240916963,3.8515362159574256,-3.90521297483119,-1.0228984300922321,5,-2.1618978118021586
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,83,0.3333333333333333,-2.3698215692162647,4.3605791692486084,3.628704347247133,-4.025835765479111,-1.1487687717540795,4,-2.090924409481001
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,84,0.3333333333333333,-2.20737322755682,4.359122701587039,4.412539248053346,-3.6823343692503796,-0.7924275248842703,46,-0.7924258213268787
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,85,0.3333333333333333,-2.002536351818935,4.65461261169454,4.2180960947588435,-4.245813155811918,-1.0957004479710328,4,-1.0957004138551594
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,86,0.3333333333333333,-2.043088462894202,4.628096210234698,3.9973256895819436,-3.7594144405876833,-0.9095635895608933,53,-0.9095621478639988
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,87,0.3333333333333333,-2.294247422243314,4.211841167056273,4.012070372719284,-3.5797526425917328,-0.8252995151654394,38,-1.2321294414309958
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,88,0.3333333333333333,-2.1938711815664025,4.502522394298264,4.293066529111249,-4.385613962357001,-1.148669649320185,5,-1.1486695064692918
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,89,0.3333333333333333,-2.1922472931849453,3.9225758232192947,4.249075849723852,-3.531568770036454,-0.7606351424544515,23,-0.9589866668908953
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,90,0.3333333333333333,-2.4307736158202897,4.577058430230755,3.973702453609344,-4.3393812327815136,-1.2147961225744233,5,-2.158737853253103
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,91,0.3333333333333333,-2.393150747664796,4.870982516927477,3.572276439103764,-3.7236935329289174,-0.9973913645903493,50,-0.9973896159220115
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,92,0.3333333333333333,-2.4680634233148924,3.0737403893841355,4.0920610504763495,-4.291743701045898,-1.1688648247009705,8,-8.653941620725522
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,93,0.3333333333333333,-2.1030231972418965,3.195926674667305,4.084259636259739,-4.21539250402533,-1.1287863437664987,7,-2.855466530066356
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,94,0.3333333333333333,-2.426089931400837,4.441759082062104,4.256525404960149,-3.6674785643835888,-0.8144959723770705,51,-2.05456766519188
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,95,0.3333333333333333,-2.149633868211912,4.965901019650794,3.82453495175863,-4.113347421606849,-1.1332966597225032,4,-1.1332965062070484
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,96,0.3333333333333333,-2.0881631815804864,4.428237861781739,4.407423572351495,-4.317425647666013,-1.0852331776790185,5,-1.0852329682955115
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,97,0.3333333333333333,-2.3425188741738934,4.355087383997157,4.48890483374251,-4.291645189348101,-1.0534845410239564,5,-1.5701383970300589
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,98,0.3333333333333333,-2.119443570392958,4.3418324914101225,3.7671448245588803,-4.094341879877282,-1.1441144079517855,4,-1.144114371750767
0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,99,0.3333333333333333,-2.3786584316791624,3.5679311012568222,4.161247819903457,-3.958147268320167,-0.9750795364787677,5,-4.901161769877125
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,0,0.3333333333333333,-2.337571364178104,4.9071525904562945,4.288924771190768,-3.5059723791374386,-0.7375052018451679,33,-0.7375037418835527
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,-0.9041820202584346,19,-0.9041803283328104
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,2,0.3333333333333333,-2.2773783813227904,4.9158231013491065,4.009043474830542,-4.119821643667872,-1.084773777234598,3,-1.084773578827555
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,3,0.3333333333333333,-2.3360252535527595,3.2649115071053556,3.849416864023617,-3.734261800713577,-0.9434845958843819,80,-5.418372503301552
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,4,0.3333333333333333,-2.1263152364209796,4.29213575064235,4.095320545695797,-3.7010467751164944,-0.8627926186274864,65,-0.8627908974473333
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,5,0.3333333333333333,-2.083264893465133,3.1294118693440147,3.8884491238675873,-4.109656392835157,-1.12889663027462,6,-2.8759900400916067
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,6,0.3333333333333333,-2.465512601420565,4.3932642541515445,4.4314063635021705,-3.8562486124270055,-0.863955459493862,99,-2.849254319132384
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,7,0.3333333333333333,-2.223793784453222,3.5348890864302756,4.255330974272725,-3.795843124498642,-0.8785177622294531,78,-2.773009378993517
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,8,0.3333333333333333,-2.328144437745655,4.502579255589746,4.275137684729771,-3.9629493465088674,-0.9443835255862977,3,-0.9443835180882998
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,9,0.3333333333333333,-2.388216344142778,3.203946218369575,4.39384682602389,-3.798018371532903,-0.8551015020698046,99,-6.311572885974057
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,10,0.3333333333333333,-2.045500417692906,3.5638958607253057,4.287845571324829,-3.5216786592018035,-0.7523385448539155,36,-0.7523370495405574
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,11,0.3333333333333333,-2.0491496395959,3.839115955398549,3.5476121166935632,-3.5648097568477306,-0.9286959679310429,34,-0.9286944201452871
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,12,0.3333333333333333,-2.0042905461314353,4.947234042944802,4.101274993536994,-3.7763674550403454,-0.8927663260920778,99,-0.892764990422217
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,13,0.3333333333333333,-2.1072949417793647,3.4565117896070583,4.209764284022323,-3.7883631579578276,-0.8853388574395068,62,-1.738969683352403
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,14,0.3333333333333333,-2.2547368757726507,3.102044608052995,3.6511151511459135,-4.064440320826313,-1.176953309411457,6,-5.173651488751703
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,15,0.3333333333333333,-2.2778796909536148,3.5263435400793517,4.103778786953822,-3.5508425746309396,-0.7992628558665212,38,-3.4010061544734835
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,16,0.3333333333333333,-2.3935853602409654,3.250899605257822,4.112953801109215,-3.5547892847255653,-0.8019545526168257,39,-6.163507709785544
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,17,0.3333333333333333,-2.4746826427676796,4.645113056258567,3.9334061181736724,-4.156228981065211,-1.12663350149757,3,-2.4080630012780615
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,18,0.3333333333333333,-2.2060185201300153,3.8395786445701887,4.253839950821213,-4.286098350077252,-1.1128711738147485,4,-1.8285180037039446
1,0.3333333333333333,-2.1699442414896764,4.341299823373661,3.822981426281108,-3.6606506299789743,19,0.3333333333333333,-2.1458065421953125,3.0167465085758067,3.522250191923471,-3.625268688047372,-0.9764272006511749,50,-3.8152558255517746
