trial,plan iters,plan time,best cost,gridMax,gridMin,gridSize,numComponents,numIters,numMilestones
0,1,0.000318354,inf,1.64323 1.63323,-0.643225 -0.643225,100,1,1,2
0,10,0.247196,1.53032,1.64323 1.63323,-0.643225 -0.643225,47961,1,10,2
0,11,0.493962,1.44021,1.64323 1.63323,-0.643225 -0.643225,95790,1,11,2
0,12,0.989505,1.44021,1.64323 1.63323,-0.643225 -0.643225,191406,1,12,2
0,13,1.99832,1.4164,1.64323 1.63323,-0.643225 -0.643225,382540,1,13,2
0,14,4.01078,1.4164,1.64323 1.63323,-0.643225 -0.643225,764748,1,14,2
0,15,8.06937,1.40608,1.64323 1.63323,-0.643225 -0.643225,1528926,1,15,2
0,16,16.185,1.40608,1.64323 1.63323,-0.643225 -0.643225,3057240,1,16,2
