time,body1,body2,numContacts,cpx_avg,cpy_avg,cpz_avg,cnx_avg,cny_avg,cnz_avg,fx_avg,fy_avg,fz_avg,mx_avg,my_avg,mz_avg
0.01,floor,hammer,20,0.0712922492996,-0.00330997421406,-1.60865903524e-05,-1.15382746968e-08,2.02877887341e-11,-1.0,-0.0653854556149,0.0713591318345,9.05010119826,1.57829783561e-06,-1.31015917879e-07,0.00941194396353
0.02,floor,hammer,20,0.0712922406616,-0.00330976510159,-1.58610526114e-05,-3.15388295591e-08,1.9934618023e-08,-1.0,-5.32264821231e-05,-0.000473342835903,9.29075044394,1.35791235871e-06,-3.38850809758e-07,-8.31985134947e-05
0.03,floor,hammer,20,0.0712922315579,-0.00330955718091,-1.56466025601e-05,-5.98015392539e-08,7.67838097548e-08,-1.0,-5.35610597581e-05,-0.000501661095768,9.29076212645,9.26658812277e-07,-2.40363742271e-07,-8.80714375644e-05
0.04,floor,hammer,20,0.0712922321633,-0.00330935579841,-1.54390872012e-05,-9.57173862615e-08,-3.40298905499e-08,-1.0,-5.17772859894e-05,-0.000486000441015,9.29075187445,5.95653526808e-07,-1.51870025528e-07,-8.52752350559e-05
0.05,floor,hammer,20,0.0712922423147,-0.00330916093662,-1.52382478291e-05,-1.38508075409e-07,8.61772820215e-08,-1.0,-5.01233153045e-05,-0.000470019876957,9.2907384038,3.57795535518e-07,-9.95227954909e-08,-8.24466137104e-05
0.06,floor,hammer,20,0.0712922498351,-0.00330897228123,-1.50436621652e-05,-1.87430950538e-07,3.25375571597e-08,-1.0,-4.84723568661e-05,-0.000454790424556,9.29072603583,1.9262529311e-07,-5.41941412718e-08,-7.97295290779e-05
0.07,floor,hammer,20,0.0712922624312,-0.00330878954701,-1.48557606281e-05,-2.41858100836e-07,3.13344492714e-09,-1.0,-4.69442456961e-05,-0.000440263655037,9.2907166779,9.18752593133e-08,-2.56078196287e-08,-7.71520456157e-05
0.08,floor,hammer,20,0.0712922152132,0.000639726193913,-1.30252709454e-05,-2.93752340497e-07,1.45500542281e-08,-1.0,-6.91632158123e-06,-0.000689560176397,9.29029491544,-9.74682890363e-08,-3.85131859119e-07,-0.000120120602652
0.09,floor,hammer,20,0.0845598251559,-0.000247783672239,-1.29152605496e-05,-3.9767980855e-07,-4.84818103441e-09,-1.0,-2.40944791585e-05,-2.90996395051e-05,9.29047554731,5.95429872081e-07,-2.90954062468e-07,-5.09958360096e-06
0.1,floor,hammer,20,0.0845598960295,-0.000247761787614,-1.2811983936e-05,-4.44330583083e-07,-2.76346356909e-09,-1.0,-0.000745936325984,0.0342680315953,9.29823613167,1.23992626954e-07,-2.73456344346e-07,0.00593698728429
