time,body1,body2,numContacts,cpx_avg,cpy_avg,cpz_avg,cnx_avg,cny_avg,cnz_avg,fx_avg,fy_avg,fz_avg,mx_avg,my_avg,mz_avg
0.01,floor,heinz,20,-0.0087809864548,-0.00399318433483,-0.000398427293112,4.01189696396e-05,4.0166122367e-05,-0.999999967217,0.0462713744491,0.0778829306364,8.70342431217,7.88035457176e-05,1.91422503729e-05,-0.000225274284339
0.02,floor,heinz,20,-0.0099424985121,-0.00386045356863,-0.000385901737172,5.24292473826e-05,5.23137625227e-05,-0.999999946356,0.258615106344,-0.304399982095,9.45223283768,1.88738259106e-05,-2.40082156045e-05,-0.002668377345
0.03,floor,heinz,20,-0.00808524900349,-0.00117752227234,-0.000351871823659,3.8207984306e-05,3.81783014055e-05,-0.999999970198,0.010647777468,0.0379506014287,8.7774348855,5.97324521495e-05,8.37939300058e-06,-0.00025276479852
0.04,floor,heinz,20,-0.00797818689607,-0.00323233406525,-0.000338464924425,3.77293857087e-05,3.78766408106e-05,-0.999999970198,-0.39333948493,-0.213173016906,9.69065952301,0.0,0.0,0.0
0.05,floor,heinz,20,-0.00675342243339,-0.00118317868328,-0.000315539435542,3.7226121216e-05,3.726439168e-05,-0.999999973178,-0.307640045881,-0.261801032349,9.71839141846,1.39104486158e-05,1.88307890021e-05,0.00178795760309
0.06,floor,heinz,20,-0.00622323428397,-0.00246875877492,-0.000299046110013,3.69461980944e-05,3.69919651963e-05,-0.999999973178,-0.260538175702,0.107845798135,9.412463428,6.48299585195e-05,6.60224601534e-05,0.0011500601264
0.07,floor,heinz,20,-0.00714838433196,-0.00263839422551,-0.000276361087163,3.70320703357e-05,3.6979468833e-05,-0.999999973178,-0.239453546703,0.134972199798,9.51929566264,4.98695182586e-05,6.24257044523e-05,0.00107462052334
0.08,floor,heinz,20,-0.00856779507012,-0.000575309846317,-0.000258242040582,3.72405261055e-05,3.71102175935e-05,-0.999999973178,0.0633775927126,-0.141052503139,9.23927637935,3.94455701491e-05,5.18312772942e-06,-0.000354158796165
0.09,floor,heinz,20,-0.0100179866829,-0.00338685201423,-0.000248447498961,7.31957720332e-05,7.3100393089e-05,-0.999999892712,0.152529307641,0.204239219427,9.30192044377,7.46744590818e-05,-2.61867684743e-05,-0.000266825674333
0.1,floor,heinz,20,-0.00768570490764,-0.00427377175074,-0.000233482970361,3.53545135991e-05,3.55344707184e-05,-0.999999976158,-0.00756359286606,-0.09656496346,9.15334445238,3.72125287579e-05,-3.67389761299e-06,-0.000285203885641
0.11,floor,heinz,20,-0.00850860463106,-0.00315874934022,-0.000223829747847,3.4632215056e-05,3.46698511747e-05,-0.999999976158,0.0917652911739,0.0862015560269,9.31683149934,7.48860463081e-05,-1.06827965813e-05,-0.000642249469226
0.12,floor,heinz,20,-0.00517630730174,-0.00440395662445,-0.0002096093609,3.39484108646e-05,3.40987262026e-05,-0.999999976158,-0.16143745929,0.103344239295,9.30484563112,5.42525850531e-05,3.45959633507e-05,0.000607916755963
0.13,floor,heinz,20,-0.00778809929034,-0.00308730169781,-0.000197217439199,3.39756284711e-05,3.38523842156e-05,-0.999999976158,0.0996841602027,0.00664590299129,9.30897989869,2.18309938448e-05,9.8936134028e-06,-0.000480471570143
0.14,floor,heinz,20,-0.00891708848067,-0.00293795270263,-0.000186368711366,3.38423532897e-05,3.37442582293e-05,-0.999999976158,0.158251386136,0.192832961679,9.44330459833,4.20569669301e-05,-1.0116208041e-05,-0.000492367356061
0.15,floor,heinz,20,-0.00983218224719,-0.00178571557335,-0.000168255791505,3.33700940551e-05,3.33210815118e-05,-0.999999979138,0.0242444668693,-0.0167685684282,9.35761471093,9.03480763047e-06,6.25246585215e-07,-0.000125170679863
0.16,floor,heinz,20,-0.00432102542836,-0.00421086103306,-0.000160642566243,2.66135268185e-05,2.66678753729e-05,-0.999999985099,0.11928684637,0.132146246731,9.3358464241,-1.3258595187e-08,-4.4030087909e-10,-0.000395377621568
0.17,floor,heinz,20,-0.00791436156142,-0.00441739455564,-0.000148258751688,2.6135129172e-05,2.62310747825e-05,-0.999999985099,0.053911074996,0.0967939943075,9.33649843931,3.07638268358e-05,-1.94998285659e-05,-0.000161236113126
0.18,floor,heinz,20,-0.00447592178243,-0.00480794977921,-0.000141023539391,2.51864633094e-05,2.52207005833e-05,-0.999999988079,-0.156533841044,0.0935152992606,9.47466522455,2.46692458301e-05,-1.83704798625e-05,0.000759231465074
0.19,floor,heinz,20,-0.0080404395645,-0.00744915989344,-0.000138953653368,6.69695833899e-08,-8.69413256499e-08,-1.0,0.141471996903,-0.255202677101,9.22174608707,4.29486882965e-05,-5.95151296583e-05,-0.00134324826165
0.2,floor,heinz,20,-0.0061015764426,-0.00620262712182,-0.000141329531834,1.35263668177e-07,-1.43511244755e-07,-1.0,-0.0146236121655,-0.0547910928726,9.36398938298,-9.38789736946e-06,-5.13730565711e-06,3.07844488807e-05
0.21,floor,heinz,20,-0.00630286249216,-0.00605967786105,-0.000135991044044,2.13410622862e-07,1.20139264004e-07,-1.0,0.00558562390506,0.0160239618272,9.35701304674,-4.83521296991e-06,-3.97892521636e-06,-1.54659788105e-05
0.22,floor,heinz,20,-0.00574767467915,-0.00607255782816,-0.000125101187041,-1.23383849182e-07,-1.29518826597e-07,-1.0,-0.0412676082924,0.00500221550465,9.35997915268,-4.06044428526e-06,-1.59964066671e-06,0.000206167359354
