#t,	body1,	body2,	number_of_contacts,	average_cp_x,	average_cp_y,	average_cp_z,	average_cn_x,	average_cn_y,	average_cn_z,	f_x,	f_y,	f_z,	m_x,	m_y,	m_z
15.286,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	10,	0.0335667,	-0.0101565,	1.24805,	0.940903,	0.00642909,	-0.329523,	360.907,	-13.9954,	66.7895,	0.761117,	46.0828,	5.53639
15.286,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0361502,	-0.0058926,	1.24997,	0.0985886,	-0.00252839,	-0.992071,	-577.458,	-12.1952,	-1369.68,	15.7471,	-102.762,	-5.77738
15.287,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0513036,	-0.0210488,	1.20528,	-0.00801074,	0.999962,	-0.00334678,	70.1457,	530.492,	9.58463,	-42.6609,	5.68556,	-2.20277
15.287,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	8,	0.0334172,	0.013805,	1.24813,	0.915192,	0.00598476,	-0.402428,	422.033,	-9.21142,	151.172,	4.08321,	55.7473,	-8.00301
15.287,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0429683,	0.0163064,	1.24983,	0.0182462,	-0.00320016,	-0.999828,	-318.003,	-9.97893,	-765.563,	-12.2371,	-51.3978,	5.49026
15.287,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	10,	0.0334563,	-0.0101776,	1.24798,	0.946589,	0.00652638,	-0.315748,	388.626,	-1.62143,	58.7316,	-0.643991,	49.2825,	5.62618
15.287,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0361252,	-0.00590035,	1.24995,	0.0803097,	-0.00268284,	-0.993817,	-598.437,	-13.8764,	-1388.72,	16.329,	-105.787,	-5.98449
15.288,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0512237,	-0.0210246,	1.20551,	-0.00802761,	0.999962,	-0.00347934,	66.1755,	496.692,	6.40607,	-40.0065,	5.35943,	-2.01954
15.288,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0426818,	0.0163225,	1.24977,	0.0190759,	-0.00332568,	-0.999813,	-302.777,	-18.897,	-738.442,	-10.6298,	-49.1561,	5.35415
15.288,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	5,	0.0332836,	0.0110165,	1.2481,	0.913425,	0.00591949,	-0.406214,	404.722,	-18.32,	145.27,	3.1308,	53.4252,	-1.98481
15.289,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.036049,	-0.00639409,	1.24998,	0.082674,	-0.00276423,	-0.992879,	-638.681,	-11.6553,	-1393.15,	16.0897,	-110.875,	-6.4543
15.289,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	10,	0.0333485,	-0.0101748,	1.24796,	0.950762,	0.00657804,	-0.304658,	413.547,	-2.90606,	109.158,	-1.21066,	53.5847,	6.01411
15.289,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	10,	0.0331373,	-0.0102128,	1.24787,	0.961021,	0.0067621,	-0.274797,	482.885,	-1.77343,	123.351,	-1.5525,	62.4155,	6.97591
15.289,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0360118,	-0.00637196,	1.24999,	0.0638913,	-0.00313111,	-0.995718,	-710.386,	-17.7386,	-1420.39,	17.0974,	-120.332,	-7.04588
15.291,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0511807,	-0.021012,	1.20574,	-0.00811559,	0.99996,	-0.00374229,	70.8676,	495.076,	5.99803,	-39.9725,	5.74766,	-1.83066
15.291,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	8,	0.0330668,	0.013928,	1.24807,	0.915945,	0.00593413,	-0.400703,	393.795,	-5.5105,	148.937,	3.58796,	52.2044,	-7.55534
15.291,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	10,	0.033032,	-0.0102102,	1.24777,	0.966259,	0.00688002,	-0.257065,	498.257,	7.65182,	111.879,	-2.54499,	63.9801,	6.95908
15.291,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0360234,	-0.00584815,	1.24993,	0.0393862,	-0.00341416,	-0.997695,	-736.456,	-5.2455,	-1444.88,	15.5357,	-124.07,	-7.31358
15.291,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0424937,	0.0163574,	1.24975,	0.0197898,	-0.00358107,	-0.999798,	-286.118,	-7.01294,	-730.98,	-12.014,	-46.9492,	4.89458
15.292,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	10,	0.0329217,	-0.0101919,	1.24777,	0.970631,	0.00702055,	-0.240449,	566.821,	-1.49367,	153.579,	-2.01924,	73.3986,	8.16637
15.292,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0359417,	-0.00635096,	1.24998,	0.049356,	-0.00330348,	-0.997593,	-773.78,	-8.8006,	-1448.78,	16.2517,	-128.771,	-7.89204
15.293,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0511685,	-0.0210275,	1.20593,	-0.00818362,	0.99996,	-0.00368496,	88.0853,	479.282,	8.75843,	-38.8547,	7.16676,	-1.20472
15.293,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	8,	0.0328797,	0.0139452,	1.24806,	0.916384,	0.0060267,	-0.399702,	424.93,	-8.1752,	142.241,	3.77896,	55.8668,	-8.07914
15.293,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.042339,	0.016331,	1.24977,	0.0204541,	-0.00351692,	-0.999785,	-282.157,	-9.33259,	-715.303,	-11.4198,	-46.1747,	4.85622
15.293,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	10,	0.0327848,	-0.0101871,	1.24767,	0.975004,	0.00716108,	-0.222056,	590.51,	2.37815,	154.302,	-2.50408,	76.2983,	8.40715
15.293,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0358653,	-0.00634703,	1.24996,	0.045017,	-0.00330941,	-0.998023,	-786.669,	-7.84523,	-1470.53,	16.3517,	-130.862,	-8.04086
15.294,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	10,	0.0326722,	-0.0101723,	1.24763,	0.979087,	0.00729202,	-0.203293,	628.048,	1.6658,	207.776,	-3.18237,	82.204,	8.96035
15.294,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0358033,	-0.00633391,	1.24998,	0.0408301,	-0.00339568,	-0.998395,	-818.451,	-7.58028,	-1461.7,	16.2173,	-134.598,	-8.37358
15.294,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.0510858,	-0.0209965,	1.20604,	-0.00825438,	0.999959,	-0.00372891,	95.2938,	464.384,	8.44491,	-37.7124,	7.75783,	-0.878282
15.295,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0421347,	0.0163303,	1.24977,	0.0213136,	-0.00355226,	-0.999767,	-287.682,	-7.17513,	-699.2,	-11.3975,	-46.6189,	4.93011
15.295,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	10,	0.0325493,	-0.0101662,	1.24749,	0.984056,	0.0074605,	-0.177684,	662.407,	2.67478,	204.13,	-3.25256,	86.2791,	9.42409
15.295,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0357315,	-0.00632937,	1.2499,	0.0358033,	-0.00342886,	-0.998751,	-834.616,	-6.44159,	-1472.83,	16.1814,	-136.825,	-8.56105
15.295,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	8,	0.032641,	0.0140053,	1.24801,	0.9172,	0.00608769,	-0.397829,	452.988,	-6.70156,	132.713,	3.41006,	59.0939,	-8.65719
15.295,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	10,	0.0324166,	-0.0101568,	1.2475,	0.985446,	0.00753674,	-0.169799,	685.06,	1.05378,	256.12,	-3.79826,	90.3483,	9.78772
15.295,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	5,	0.0357095,	-0.0059979,	1.24997,	0.0111047,	-0.00366986,	-0.999706,	-850.105,	-7.50403,	-1465.26,	15.2456,	-137.752,	-8.14701
15.296,	object::object::object_collision,	soft_hand::soft_hand_little_distal_link::soft_hand_little_distal_link_collision,	10,	0.051026,	-0.0209902,	1.20617,	-0.00833053,	0.999958,	-0.0037547,	101.322,	455.302,	3.68034,	-36.9317,	8.22528,	-0.611312
15.296,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	8,	0.032432,	0.0140615,	1.24797,	0.917517,	0.00615267,	-0.397101,	466.846,	-5.87279,	121.365,	3.08519,	60.5184,	-8.94193
15.296,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	10,	0.0323112,	-0.0101521,	1.24736,	0.989221,	0.00769213,	-0.1462,	712.931,	1.90382,	250.574,	-3.8217,	93.572,	10.1625
15.296,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.035566,	-0.00631624,	1.24987,	0.0302425,	-0.00349949,	-0.999088,	-869.113,	-7.48061,	-1468.91,	16.2578,	-141.011,	-8.89029
15.296,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.041944,	0.0163258,	1.24974,	0.0222085,	-0.0035689,	-0.999747,	-287.385,	-6.28617,	-681.445,	-11.188,	-46.2911,	4.91826
15.298,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	7,	0.0321889,	-0.010541,	1.24739,	0.990109,	0.00776555,	-0.140083,	699.175,	-0.0201784,	296.528,	-4.24391,	93.0404,	10.0129
15.298,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	4,	0.0356152,	-0.00592821,	1.24996,	0.0226093,	-0.00357567,	-0.999738,	-842.263,	-7.95369,	-1441.92,	15.0474,	-136.188,	-8.03836
