trial,plan iters,plan time,best cost,configCheckTime,connectTime,knnTime,lazyPathCheckTime,numComponents,numEdgeChecks,numEdgesPrechecked,numIters,numMilestones
1,4897,1.60283,1.32751,0.0192583,0.363077,0.959404,0.25317,1,287,216,4897,928
1,4994,1.65743,1.31742,0.019497,0.381294,0.980928,0.267614,1,297,221,4994,938
1,5129,1.69609,1.31742,0.0199212,0.382435,1.0178,0.267614,1,297,221,5129,951
1,5271,1.73148,1.31742,0.0202942,0.383805,1.05121,0.267614,1,297,221,5271,964
1,5385,1.78058,1.31742,0.0207007,0.388531,1.09109,0.271512,1,299,222,5385,984
1,5516,1.82158,1.31742,0.0210803,0.390598,1.12941,0.271512,1,300,223,5516,1002
1,5648,1.86431,1.31742,0.0215084,0.39281,1.16929,0.271512,1,300,223,5648,1017
1,5792,1.90009,1.31742,0.0218286,0.396624,1.20068,0.271512,1,300,223,5792,1031
1,5923,1.94195,1.31742,0.0222028,0.398384,1.24018,0.271512,1,300,223,5923,1050
1,6015,1.99962,1.31742,0.0225104,0.405088,1.26833,0.293877,1,303,224,6015,1059
1,6148,2.03863,1.31742,0.022868,0.406572,1.30523,0.293877,1,303,224,6148,1075
1,6283,2.07919,1.31742,0.0232187,0.409945,1.34179,0.293877,1,303,224,6283,1090
1,6412,2.12158,1.31742,0.023559,0.411774,1.3818,0.293877,1,303,224,6412,1111
1,6539,2.16377,1.31742,0.0238978,0.413625,1.42157,0.293877,1,303,224,6539,1130
1,6669,2.20486,1.31742,0.0242769,0.414753,1.46094,0.293877,1,303,224,6669,1143
1,6801,2.24629,1.31742,0.024643,0.415922,1.50061,0.293877,1,303,224,6801,1157
1,6917,2.29376,1.31742,0.0250056,0.417926,1.5455,0.293877,1,303,224,6917,1180
1,7036,2.3406,1.31742,0.0253698,0.419755,1.58995,0.293877,1,303,224,7036,1200
1,7153,2.38724,1.31742,0.0257809,0.421078,1.63466,0.293877,1,303,224,7153,1215
1,7283,2.42926,1.31742,0.0261124,0.422452,1.67476,0.293877,1,303,224,7283,1232
1,7406,2.47585,1.31742,0.0264892,0.423886,1.71933,0.293877,1,303,224,7406,1248
1,7527,2.52052,1.31742,0.0268472,0.425243,1.76207,0.293877,1,303,224,7527,1263
1,7646,2.56559,1.31742,0.0272222,0.42632,1.80549,0.293877,1,303,224,7646,1276
1,7760,2.61568,1.31742,0.0275925,0.430312,1.85102,0.293877,1,303,224,7760,1293
1,7870,2.65785,1.31664,0.0278393,0.434292,1.88216,0.300485,1,306,225,7870,1304
1,7961,2.7002,1.31664,0.0281561,0.435887,1.92243,0.300485,1,306,225,7961,1319
1,8067,2.7334,1.31664,0.0284055,0.436882,1.95421,0.300485,1,306,225,8067,1331
1,8171,2.76654,1.31664,0.0286742,0.437715,1.98605,0.300485,1,306,225,8171,1340
1,8272,2.8024,1.31664,0.0289499,0.438785,2.02038,0.300485,1,306,225,8272,1351
1,8370,2.84226,1.31664,0.0292174,0.440061,2.05853,0.300485,1,306,225,8370,1366
1,8460,2.88319,1.31664,0.0294984,0.441852,2.09723,0.300485,1,306,225,8460,1381
1,8561,2.91912,1.31664,0.0297629,0.442871,2.1317,0.300485,1,306,225,8561,1393
1,8655,2.9599,1.31664,0.0300481,0.445685,2.16921,0.300485,1,306,225,8655,1405
1,8760,2.99257,1.31664,0.0302922,0.446606,2.20052,0.300485,1,306,225,8760,1414
1,8861,3.028,1.31664,0.0305362,0.447833,2.23429,0.300485,1,306,225,8861,1426
1,8954,3.06959,1.31664,0.0308477,0.449157,2.27408,0.300485,1,306,225,8954,1441
1,9031,3.12018,1.31664,0.0310798,0.457566,2.30918,0.307196,1,310,227,9031,1454
1,9131,3.15471,1.31664,0.0313677,0.458298,2.34233,0.307196,1,310,227,9131,1460
